,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-BQ-7044-01A,0.004,0.000,0.001,0.001,0.000,0.000,0.890,0.001,0.010,0.000,0.002,0.091,0.000,0.000,0.001,0.000
TCGA-SX-A7SR-01A,0.001,0.000,0.002,0.001,0.004,0.000,0.724,0.017,0.015,0.000,0.002,0.220,0.010,0.000,0.004,0.000
TCGA-MH-A854-01A,0.000,0.000,0.001,0.004,0.000,0.000,0.855,0.017,0.034,0.000,0.017,0.070,0.000,0.000,0.001,0.000
TCGA-B3-8121-01A,0.023,0.000,0.022,0.005,0.009,0.000,0.443,0.011,0.071,0.055,0.003,0.331,0.005,0.013,0.009,0.000
TCGA-2Z-A9JJ-01A,0.000,0.000,0.020,0.000,0.000,0.000,0.724,0.000,0.070,0.076,0.000,0.106,0.003,0.000,0.001,0.000
TCGA-B1-7332-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.731,0.000,0.033,0.002,0.001,0.222,0.008,0.000,0.000,0.000
TCGA-WN-A9G9-01A,0.005,0.000,0.029,0.163,0.221,0.000,0.005,0.044,0.027,0.001,0.010,0.495,0.000,0.000,0.001,0.001
TCGA-A4-8310-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.815,0.000,0.008,0.003,0.000,0.172,0.000,0.000,0.000,0.000
TCGA-2Z-A9JT-01A,0.001,0.000,0.000,0.001,0.001,0.000,0.649,0.015,0.010,0.000,0.003,0.317,0.000,0.000,0.002,0.000
TCGA-5P-A9K2-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.862,0.008,0.002,0.000,0.001,0.126,0.000,0.000,0.001,0.000
TCGA-4A-A93W-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.848,0.025,0.026,0.016,0.001,0.076,0.005,0.001,0.001,0.000
TCGA-DW-7837-01A,0.000,0.000,0.003,0.001,0.005,0.000,0.692,0.029,0.044,0.003,0.008,0.207,0.006,0.000,0.000,0.000
TCGA-A4-A5DU-01A,0.000,0.000,0.000,0.006,0.000,0.000,0.842,0.003,0.008,0.000,0.001,0.136,0.000,0.001,0.001,0.000
TCGA-2Z-A9JI-01A,0.038,0.001,0.016,0.013,0.002,0.000,0.623,0.027,0.050,0.002,0.010,0.210,0.001,0.002,0.007,0.000
TCGA-BQ-7050-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.744,0.007,0.030,0.000,0.017,0.199,0.000,0.000,0.001,0.000
TCGA-BQ-5894-01A,0.008,0.000,0.025,0.012,0.000,0.000,0.589,0.009,0.101,0.058,0.056,0.136,0.006,0.000,0.000,0.000
TCGA-BQ-5879-01A,0.013,0.000,0.005,0.000,0.000,0.000,0.723,0.001,0.094,0.022,0.037,0.090,0.013,0.000,0.002,0.000
TCGA-AL-3472-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.922,0.010,0.007,0.005,0.004,0.040,0.003,0.000,0.001,0.008
TCGA-MH-A560-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.818,0.000,0.014,0.000,0.010,0.158,0.000,0.000,0.000,0.000
TCGA-BQ-5891-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.884,0.000,0.025,0.003,0.001,0.083,0.002,0.000,0.000,0.000
TCGA-B9-A5W7-01A,0.000,0.000,0.002,0.001,0.001,0.000,0.776,0.014,0.024,0.001,0.001,0.172,0.008,0.000,0.001,0.000
TCGA-UZ-A9PR-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.836,0.000,0.014,0.005,0.001,0.141,0.003,0.000,0.000,0.000
TCGA-B9-A69E-01A,0.001,0.000,0.011,0.001,0.014,0.000,0.441,0.006,0.075,0.011,0.061,0.375,0.002,0.001,0.001,0.000
TCGA-B3-4104-01A,0.002,0.000,0.001,0.000,0.000,0.000,0.857,0.001,0.040,0.011,0.072,0.011,0.004,0.000,0.000,0.000
TCGA-SX-A71R-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.860,0.019,0.020,0.000,0.005,0.089,0.002,0.003,0.001,0.000
TCGA-MH-A55Z-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.804,0.014,0.029,0.000,0.008,0.137,0.000,0.002,0.001,0.000
TCGA-UZ-A9PO-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.609,0.020,0.015,0.000,0.007,0.348,0.000,0.000,0.000,0.000
TCGA-G7-7501-01A,0.000,0.000,0.001,0.003,0.000,0.000,0.738,0.021,0.058,0.006,0.021,0.150,0.001,0.000,0.001,0.000
TCGA-DW-7836-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.876,0.004,0.041,0.025,0.011,0.038,0.003,0.000,0.000,0.000
TCGA-HE-A5NI-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.726,0.012,0.020,0.000,0.006,0.223,0.007,0.000,0.000,0.000
TCGA-G7-A8LE-01A,0.000,0.000,0.007,0.000,0.002,0.000,0.784,0.017,0.037,0.060,0.037,0.051,0.002,0.000,0.000,0.000
TCGA-Y8-A895-01A,0.001,0.000,0.000,0.001,0.000,0.000,0.891,0.020,0.010,0.000,0.001,0.070,0.002,0.000,0.005,0.000
TCGA-UZ-A9PQ-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.880,0.000,0.042,0.000,0.042,0.035,0.000,0.000,0.000,0.000
TCGA-BQ-5884-01A,0.007,0.000,0.013,0.000,0.014,0.000,0.568,0.006,0.034,0.009,0.004,0.341,0.000,0.000,0.004,0.000
TCGA-BQ-5893-01A,0.001,0.000,0.002,0.001,0.000,0.000,0.865,0.000,0.053,0.011,0.030,0.030,0.004,0.003,0.000,0.000
TCGA-UZ-A9PV-01A,0.000,0.000,0.000,0.005,0.000,0.000,0.903,0.000,0.031,0.000,0.001,0.059,0.001,0.000,0.000,0.000
TCGA-B9-4113-01A,0.002,0.000,0.002,0.007,0.009,0.000,0.642,0.002,0.022,0.009,0.002,0.288,0.012,0.000,0.002,0.000
TCGA-B3-3926-01A,0.000,0.000,0.014,0.000,0.000,0.000,0.772,0.000,0.031,0.013,0.001,0.164,0.002,0.003,0.000,0.000
TCGA-2Z-A9J3-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.961,0.001,0.014,0.000,0.005,0.016,0.001,0.000,0.001,0.000
TCGA-Y8-A8RZ-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.823,0.000,0.006,0.000,0.003,0.166,0.000,0.000,0.001,0.000
TCGA-AT-A5NU-01A,0.003,0.000,0.004,0.000,0.002,0.000,0.903,0.013,0.020,0.008,0.007,0.038,0.000,0.000,0.001,0.000
TCGA-G7-6792-01A,0.000,0.000,0.013,0.000,0.000,0.000,0.816,0.051,0.028,0.009,0.003,0.075,0.004,0.000,0.001,0.000
TCGA-5P-A9KC-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.595,0.000,0.045,0.001,0.013,0.343,0.000,0.000,0.000,0.000
TCGA-Y8-A8S0-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.857,0.007,0.007,0.007,0.001,0.113,0.005,0.000,0.000,0.000
TCGA-B1-A655-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.507,0.005,0.022,0.000,0.019,0.446,0.000,0.000,0.000,0.000
TCGA-J7-8537-01A,0.021,0.000,0.042,0.000,0.023,0.000,0.543,0.032,0.076,0.034,0.007,0.218,0.003,0.000,0.001,0.000
TCGA-KV-A6GD-01A,0.009,0.003,0.005,0.000,0.011,0.000,0.414,0.013,0.040,0.014,0.073,0.416,0.000,0.001,0.001,0.000
TCGA-G7-A4TM-01A,0.007,0.000,0.003,0.004,0.000,0.000,0.783,0.020,0.045,0.010,0.007,0.105,0.015,0.000,0.001,0.000
TCGA-G7-6790-01A,0.005,0.000,0.011,0.000,0.000,0.000,0.795,0.013,0.018,0.001,0.002,0.154,0.000,0.000,0.000,0.000
TCGA-A4-8515-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.855,0.000,0.019,0.000,0.002,0.121,0.000,0.000,0.000,0.000
TCGA-BQ-7049-01A,0.075,0.000,0.019,0.000,0.000,0.000,0.551,0.041,0.067,0.157,0.008,0.060,0.006,0.003,0.012,0.000
TCGA-SX-A7SL-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.969,0.000,0.011,0.000,0.003,0.014,0.002,0.000,0.000,0.000
TCGA-A4-7734-01A,0.000,0.000,0.016,0.000,0.000,0.000,0.762,0.032,0.041,0.056,0.005,0.082,0.005,0.000,0.001,0.000
TCGA-BQ-7053-01A,0.012,0.000,0.002,0.010,0.000,0.000,0.678,0.012,0.047,0.011,0.026,0.201,0.000,0.000,0.001,0.000
TCGA-G7-6797-01A,0.000,0.000,0.005,0.001,0.002,0.000,0.901,0.000,0.011,0.013,0.002,0.060,0.005,0.000,0.000,0.000
TCGA-IZ-8196-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.868,0.000,0.014,0.026,0.008,0.077,0.005,0.000,0.000,0.000
TCGA-P4-A5EB-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.794,0.000,0.027,0.000,0.007,0.172,0.000,0.000,0.000,0.000
TCGA-BQ-7058-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.851,0.000,0.013,0.000,0.028,0.106,0.000,0.000,0.000,0.000
