,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-KL-8325-01A,0.000,0.002,0.002,0.000,0.000,0.000,0.000,0.019,0.000,0.006,0.046,0.003,0.000,0.000,0.000,0.921,0.921
TCGA-KO-8411-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.064,0.000,0.012,0.040,0.006,0.000,0.000,0.000,0.875,0.875
TCGA-KL-8331-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.020,0.000,0.013,0.029,0.003,0.000,0.000,0.000,0.932,0.932
TCGA-KO-8409-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.021,0.000,0.015,0.071,0.002,0.001,0.000,0.000,0.886,0.886
TCGA-KM-8439-01A,0.000,0.000,0.002,0.001,0.000,0.000,0.007,0.063,0.000,0.023,0.162,0.005,0.001,0.000,0.000,0.737,0.737
TCGA-KN-8423-01A,0.000,0.004,0.003,0.000,0.000,0.000,0.001,0.065,0.000,0.051,0.084,0.000,0.001,0.000,0.000,0.791,0.791
TCGA-KL-8339-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.020,0.050,0.000,0.000,0.000,0.000,0.899,0.899
TCGA-KN-8434-01A,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.109,0.000,0.070,0.136,0.012,0.002,0.000,0.000,0.666,0.666
TCGA-KL-8342-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.077,0.000,0.034,0.110,0.001,0.002,0.000,0.000,0.771,0.771
TCGA-KN-8428-01A,0.019,0.001,0.002,0.003,0.000,0.001,0.002,0.022,0.001,0.036,0.037,0.004,0.000,0.000,0.000,0.874,0.874
TCGA-KO-8416-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.031,0.000,0.038,0.090,0.005,0.000,0.000,0.000,0.830,0.830
TCGA-KL-8344-01A,0.000,0.002,0.002,0.000,0.000,0.000,0.000,0.208,0.000,0.131,0.073,0.004,0.000,0.000,0.000,0.580,0.580
TCGA-KM-8441-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.010,0.104,0.000,0.050,0.124,0.000,0.000,0.000,0.000,0.706,0.706
TCGA-KM-8442-01A,0.000,0.000,0.002,0.001,0.000,0.000,0.003,0.050,0.000,0.030,0.061,0.001,0.000,0.000,0.000,0.852,0.852
TCGA-KL-8346-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.017,0.000,0.013,0.003,0.001,0.000,0.000,0.000,0.962,0.962
TCGA-KL-8341-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.024,0.000,0.017,0.022,0.001,0.000,0.000,0.000,0.934,0.934
TCGA-KL-8330-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.026,0.000,0.021,0.032,0.000,0.000,0.000,0.000,0.918,0.918
TCGA-KN-8431-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.000,0.078,0.000,0.038,0.073,0.001,0.000,0.000,0.000,0.807,0.807
TCGA-KO-8403-01A,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.073,0.000,0.033,0.173,0.004,0.001,0.000,0.000,0.706,0.706
TCGA-KO-8405-01A,0.000,0.000,0.007,0.003,0.000,0.000,0.005,0.057,0.003,0.039,0.340,0.001,0.001,0.000,0.000,0.543,0.543
TCGA-KN-8435-01A,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.043,0.000,0.027,0.025,0.000,0.000,0.000,0.000,0.902,0.902
TCGA-KN-8419-01A,0.000,0.001,0.008,0.000,0.000,0.000,0.001,0.089,0.000,0.040,0.102,0.000,0.000,0.000,0.000,0.759,0.759
TCGA-KL-8337-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.039,0.000,0.016,0.024,0.002,0.000,0.000,0.000,0.917,0.917
TCGA-KL-8332-01A,0.001,0.000,0.005,0.000,0.000,0.000,0.000,0.163,0.000,0.072,0.096,0.000,0.000,0.000,0.000,0.662,0.662
TCGA-KO-8413-01A,0.002,0.001,0.007,0.002,0.000,0.000,0.001,0.107,0.000,0.077,0.164,0.005,0.003,0.000,0.000,0.629,0.629
TCGA-KM-8443-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.001,0.005,0.004,0.000,0.000,0.000,0.970,0.970
TCGA-KL-8333-01A,0.027,0.024,0.007,0.000,0.001,0.005,0.002,0.216,0.022,0.103,0.104,0.003,0.000,0.000,0.001,0.484,0.484
TCGA-KL-8334-01A,0.000,0.001,0.006,0.000,0.000,0.001,0.000,0.048,0.000,0.043,0.108,0.007,0.002,0.000,0.000,0.785,0.785
TCGA-KN-8427-01A,0.000,0.000,0.009,0.009,0.004,0.000,0.000,0.060,0.161,0.001,0.053,0.001,0.000,0.000,0.000,0.701,0.701
TCGA-KL-8338-01A,0.000,0.000,0.005,0.001,0.000,0.000,0.000,0.028,0.000,0.031,0.066,0.007,0.000,0.000,0.000,0.861,0.861
TCGA-KN-8432-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.058,0.075,0.006,0.005,0.000,0.000,0.764,0.764
TCGA-KO-8410-01A,0.003,0.009,0.005,0.000,0.001,0.001,0.001,0.079,0.000,0.050,0.144,0.000,0.000,0.000,0.000,0.707,0.707
TCGA-KN-8437-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.088,0.000,0.040,0.133,0.001,0.000,0.000,0.000,0.735,0.735
TCGA-KN-8430-01A,0.002,0.001,0.006,0.003,0.001,0.000,0.000,0.091,0.000,0.043,0.134,0.000,0.000,0.000,0.000,0.719,0.719
TCGA-KM-8477-01A,0.000,0.000,0.002,0.002,0.000,0.000,0.001,0.042,0.000,0.048,0.087,0.006,0.000,0.000,0.000,0.813,0.813
TCGA-KO-8414-01A,0.000,0.000,0.001,0.005,0.000,0.000,0.000,0.031,0.000,0.028,0.068,0.000,0.006,0.000,0.000,0.862,0.862
TCGA-KL-8323-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.057,0.000,0.012,0.045,0.007,0.000,0.000,0.000,0.872,0.872
TCGA-KL-8328-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.013,0.000,0.018,0.022,0.003,0.000,0.000,0.000,0.941,0.941
TCGA-KN-8426-01A,0.000,0.000,0.006,0.004,0.000,0.000,0.003,0.042,0.000,0.026,0.103,0.000,0.001,0.000,0.000,0.815,0.815
TCGA-KL-8336-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.056,0.000,0.031,0.155,0.001,0.000,0.000,0.000,0.755,0.755
TCGA-KL-8329-01A,0.000,0.002,0.011,0.001,0.000,0.000,0.000,0.035,0.000,0.035,0.184,0.009,0.000,0.000,0.000,0.721,0.721
TCGA-KN-8429-01A,0.004,0.002,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.034,0.125,0.004,0.001,0.000,0.000,0.780,0.780
TCGA-KL-8326-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.021,0.000,0.035,0.023,0.002,0.000,0.000,0.000,0.917,0.917
TCGA-KN-8425-01A,0.000,0.000,0.003,0.000,0.000,0.001,0.000,0.061,0.000,0.033,0.185,0.004,0.002,0.000,0.000,0.710,0.710
TCGA-KL-8327-01A,0.000,0.000,0.001,0.002,0.000,0.000,0.000,0.016,0.000,0.031,0.030,0.006,0.000,0.000,0.000,0.913,0.913
TCGA-KL-8343-01A,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.065,0.000,0.045,0.041,0.001,0.000,0.000,0.000,0.846,0.846
TCGA-KL-8324-01A,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.056,0.000,0.049,0.069,0.001,0.002,0.000,0.000,0.815,0.815
TCGA-KN-8433-01A,0.000,0.001,0.008,0.001,0.001,0.000,0.000,0.040,0.000,0.075,0.157,0.000,0.000,0.000,0.000,0.716,0.716
TCGA-KO-8417-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.029,0.024,0.005,0.000,0.000,0.000,0.896,0.896
TCGA-KM-8639-01A,0.002,0.001,0.006,0.000,0.003,0.000,0.005,0.089,0.000,0.015,0.130,0.015,0.000,0.000,0.000,0.734,0.734
TCGA-KL-8340-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.056,0.000,0.068,0.091,0.001,0.001,0.000,0.000,0.779,0.779
TCGA-KO-8404-01A,0.000,0.000,0.011,0.000,0.005,0.000,0.000,0.021,0.294,0.000,0.350,0.001,0.000,0.000,0.000,0.319,0.319
TCGA-KM-8440-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.039,0.000,0.016,0.058,0.005,0.000,0.000,0.000,0.881,0.881
TCGA-KN-8436-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.045,0.000,0.002,0.009,0.002,0.000,0.000,0.000,0.941,0.941
TCGA-KN-8424-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.087,0.000,0.029,0.167,0.007,0.001,0.000,0.000,0.703,0.703
TCGA-KO-8406-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.055,0.000,0.021,0.048,0.001,0.000,0.000,0.000,0.874,0.874
TCGA-KM-8438-01A,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.094,0.000,0.030,0.070,0.000,0.000,0.000,0.000,0.803,0.803
TCGA-KN-8418-01A,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.042,0.000,0.027,0.045,0.006,0.000,0.000,0.000,0.878,0.878
TCGA-KL-8335-01A,0.000,0.000,0.001,0.000,0.002,0.000,0.000,0.015,0.000,0.030,0.053,0.000,0.000,0.000,0.000,0.898,0.898
TCGA-KL-8345-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.042,0.000,0.038,0.029,0.007,0.000,0.000,0.000,0.880,0.880
TCGA-KO-8407-01A,0.000,0.000,0.002,0.002,0.001,0.000,0.001,0.095,0.000,0.039,0.093,0.013,0.000,0.000,0.000,0.752,0.752
TCGA-KN-8421-01A,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.005,0.010,0.000,0.000,0.000,0.000,0.966,0.966
TCGA-KO-8415-01A,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.018,0.000,0.021,0.120,0.000,0.002,0.000,0.000,0.831,0.831
TCGA-KM-8476-01A,0.000,0.000,0.003,0.003,0.000,0.000,0.000,0.026,0.000,0.034,0.050,0.001,0.000,0.000,0.000,0.881,0.881
TCGA-KO-8408-01A,0.000,0.000,0.003,0.000,0.001,0.000,0.000,0.034,0.000,0.067,0.058,0.001,0.000,0.000,0.000,0.835,0.835
