,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-CJ-5681-01A,5.866,156.248,41.223,2.254,31.677,174.147,257.898,1.000,5.415,92.938,15.320,2.366,264.297
TCGA-B0-5077-01A,5.157,55.447,43.073,18.176,12.489,513.752,420.173,18.239,2.593,161.861,97.982,4.116,145.811
TCGA-AK-3428-01A,3.007,33.141,30.966,11.409,12.935,798.880,348.769,7.647,41.579,159.020,52.903,10.508,485.018
TCGA-A3-3373-01A,3.206,31.582,56.211,7.120,23.373,549.179,387.088,39.497,5.662,180.334,50.639,5.408,322.803
TCGA-CJ-4908-01A,6.851,296.965,68.858,23.729,8.512,1797.385,476.219,31.783,9.396,323.618,80.032,4.355,166.520
TCGA-A3-A8OV-01A,2.550,13.821,31.520,4.721,7.529,678.100,534.120,8.612,25.791,119.025,93.909,7.942,344.132
TCGA-CJ-4869-01A,15.857,59.426,109.979,158.628,12.943,604.574,1061.962,33.500,3.346,255.456,603.847,5.673,324.237
TCGA-BP-4999-01A,2.563,134.675,61.158,5.850,5.985,1252.946,238.485,82.881,7.102,238.785,39.779,6.923,136.223
TCGA-CJ-4907-01A,3.644,206.259,57.870,8.709,19.308,1230.046,371.025,17.704,8.736,310.875,76.996,5.238,224.056
TCGA-A3-3322-01A,3.141,29.221,38.808,3.331,15.329,394.684,282.670,8.870,7.800,147.247,23.504,7.338,147.011
TCGA-CJ-4890-01A,44.984,185.048,182.867,107.458,33.942,418.557,1925.426,38.361,9.800,435.949,258.690,11.237,270.920
TCGA-AK-3461-01A,5.863,105.417,64.283,13.446,9.202,1131.489,168.903,35.649,24.474,344.843,126.051,12.283,318.394
TCGA-B2-3923-01A,3.339,27.335,11.255,1.279,3.352,158.376,98.190,4.930,1.879,43.507,11.107,4.690,500.918
TCGA-CW-6093-01A,1.988,175.961,38.391,3.804,8.475,1900.973,344.603,28.545,32.247,280.378,125.951,6.654,197.635
TCGA-DV-A4VZ-01A,5.513,35.705,8.814,1.096,2.197,248.942,31.343,7.731,1.000,255.624,3.846,1.000,1086.003
TCGA-B2-5641-01A,9.378,71.232,120.024,94.914,21.478,597.152,1352.424,12.306,4.172,156.628,353.476,12.591,639.105
TCGA-B0-4713-01A,12.188,17.769,21.034,15.228,4.115,98.881,122.333,5.446,4.271,207.862,101.713,2.300,458.567
TCGA-BP-5182-01A,9.075,128.411,150.878,30.072,37.353,523.790,1151.938,38.237,9.796,439.959,111.327,6.646,299.514
TCGA-A3-3324-01A,3.514,39.259,62.618,29.751,9.564,558.279,343.823,11.789,9.540,131.597,93.603,6.414,184.569
TCGA-CJ-4878-01A,4.566,25.370,20.160,1.664,7.639,624.214,177.113,17.459,8.012,132.937,18.974,5.498,484.267
TCGA-BP-4798-01A,34.018,97.675,158.963,193.193,12.261,191.271,2216.358,12.827,4.860,123.091,507.748,15.234,127.055
TCGA-B8-5164-01A,5.423,55.943,171.589,211.781,29.335,414.324,1330.503,10.600,5.720,87.490,587.143,12.903,231.144
TCGA-CJ-6030-01A,10.970,55.027,132.789,40.584,23.790,559.169,1658.077,30.544,9.741,157.779,163.083,8.973,339.406
TCGA-A3-3316-01A,8.208,192.533,47.084,6.637,13.502,491.648,479.804,12.869,6.128,239.552,20.810,11.872,182.779
TCGA-A3-3331-01A,4.834,40.897,67.932,20.704,22.295,815.719,508.207,9.971,13.938,110.790,79.198,14.083,192.437
TCGA-CJ-4882-01A,38.727,111.231,127.555,39.467,26.960,617.741,458.512,49.100,7.659,519.667,187.177,6.992,239.053
TCGA-BP-4347-01A,9.117,54.228,39.618,13.393,5.756,1323.121,221.237,36.947,5.758,123.601,72.602,3.892,194.781
TCGA-CJ-4640-01A,7.542,61.672,95.055,75.520,26.600,412.332,1206.799,15.199,3.284,276.530,314.393,5.584,289.407
TCGA-DV-5566-01A,4.752,44.742,37.528,9.237,18.291,461.810,380.148,12.137,4.097,177.476,44.076,3.102,522.781
TCGA-A3-3387-01A,12.084,79.918,106.313,10.250,34.755,843.054,1072.411,17.063,9.718,479.871,56.588,14.084,213.905
TCGA-B8-5552-01B,14.378,224.551,130.368,31.543,27.298,1628.278,897.449,41.284,10.062,665.691,86.228,8.029,179.312
TCGA-BP-4162-01A,6.711,28.139,79.147,83.935,25.332,620.367,790.282,16.522,9.136,111.021,275.025,11.583,405.267
TCGA-A3-3306-01A,10.897,11.904,55.814,8.306,11.616,199.861,209.770,5.987,4.800,100.685,59.656,11.163,455.174
TCGA-AK-3450-01A,9.477,25.988,29.159,12.028,13.830,1033.093,201.133,9.309,7.498,336.311,59.942,2.765,244.892
TCGA-DV-5575-01A,8.106,74.877,74.237,36.755,16.213,868.751,659.917,10.161,3.834,292.385,121.869,3.543,498.380
TCGA-CJ-4642-01B,8.118,127.397,39.651,13.198,11.158,440.126,529.202,71.949,6.911,550.849,40.274,7.148,1628.915
TCGA-BP-4170-01A,5.015,57.464,76.954,30.612,14.263,1034.821,665.137,16.201,7.086,137.387,103.187,10.043,176.153
TCGA-CJ-4887-01A,4.385,33.260,67.373,76.217,9.420,498.986,995.669,11.015,5.496,139.737,357.774,11.788,420.380
TCGA-AK-3465-01A,1.583,61.080,7.676,1.000,2.544,96.419,36.165,4.450,1.114,55.712,7.676,1.354,329.346
TCGA-CZ-5466-01A,15.279,38.206,93.606,36.206,41.236,242.094,1033.717,18.917,9.115,215.413,168.198,6.916,422.183
TCGA-BP-5004-01A,8.097,93.358,63.856,18.001,8.646,718.871,339.726,24.137,1.817,185.011,34.877,4.926,215.044
TCGA-EU-5906-01A,3.373,170.050,84.970,12.115,17.928,1506.858,653.800,41.544,15.397,238.954,73.018,17.358,228.655
TCGA-BP-5196-01A,9.000,361.595,56.536,79.411,8.723,833.391,743.762,16.480,1.812,319.122,278.410,4.726,827.511
TCGA-BP-4994-01A,6.403,69.224,22.378,11.504,5.655,463.027,200.609,10.930,7.424,73.366,41.240,4.682,326.950
TCGA-AK-3434-01A,4.580,73.233,40.970,17.325,3.110,1003.749,311.994,8.943,1.468,238.693,186.706,2.905,343.358
TCGA-B8-A8YJ-01A,49.637,775.427,188.838,13.596,26.368,1348.597,1381.112,234.795,21.063,682.735,72.724,9.551,50.862
TCGA-CJ-4644-01A,6.533,36.488,69.584,55.686,12.391,757.399,1098.315,17.599,21.276,184.978,226.020,5.834,252.890
TCGA-CJ-4875-01A,2.977,13.289,17.736,66.653,2.409,428.667,203.312,11.180,4.769,106.840,228.106,3.307,285.978
TCGA-CJ-5683-01A,5.737,63.599,37.812,11.298,3.703,910.652,350.156,12.665,4.168,229.273,77.965,2.340,222.062
TCGA-CJ-5684-01A,4.435,62.579,53.073,44.584,10.055,1053.353,539.240,44.960,3.349,150.196,263.991,2.057,377.736
TCGA-AK-3455-01A,22.920,19.890,50.366,213.836,8.728,240.325,136.649,2.848,8.506,201.556,680.888,4.647,201.924
TCGA-B0-5399-01A,7.853,30.595,79.706,18.161,43.803,776.691,379.682,43.327,8.283,168.024,106.980,3.707,456.228
TCGA-B0-5696-01A,4.387,57.169,29.346,12.829,5.448,1093.421,327.286,19.788,8.822,246.812,84.411,2.304,387.207
TCGA-B4-5377-01A,5.713,35.289,70.839,39.210,9.656,1239.600,674.765,13.401,10.048,113.527,88.948,6.834,372.144
TCGA-BP-5178-01A,17.021,46.048,46.895,7.636,9.611,309.203,661.166,3.159,2.770,99.260,27.292,3.552,371.575
TCGA-CJ-4634-01A,2.949,166.824,56.444,9.013,11.909,1024.470,555.047,34.245,7.898,208.439,44.419,6.790,246.862
TCGA-BP-4167-01A,10.230,82.237,91.345,51.626,13.116,232.447,1204.766,62.379,3.336,649.625,379.687,5.906,296.249
TCGA-CJ-4912-01A,20.756,20.992,12.929,5.578,1.627,319.543,171.422,5.209,4.809,128.106,30.796,3.865,390.378
TCGA-B2-5635-01B,8.415,37.900,125.370,76.019,26.388,490.295,508.671,5.583,11.096,123.820,78.912,29.171,139.295
TCGA-BP-5198-01A,20.718,119.232,102.933,17.466,14.392,345.878,658.157,16.058,13.621,389.109,46.014,6.241,506.967
TCGA-BP-4758-01A,5.563,40.778,57.793,72.652,7.324,1335.643,483.849,36.223,2.560,177.751,260.083,2.520,317.120
TCGA-BP-5007-01A,4.338,41.037,44.013,28.173,8.766,1194.014,331.131,15.298,4.865,192.864,116.881,4.746,380.685
TCGA-BP-4166-01A,6.845,153.739,53.020,12.547,11.395,603.060,387.621,28.052,3.982,239.171,77.179,2.266,118.885
TCGA-BP-4985-01A,4.604,34.837,34.125,3.342,15.709,374.508,201.505,13.079,7.531,160.416,18.833,4.695,582.379
TCGA-B2-4099-01A,6.958,33.703,59.423,10.615,39.033,518.676,1209.473,32.441,15.132,167.900,134.702,9.687,239.907
TCGA-B8-A7U6-01A,8.899,228.640,58.910,7.186,9.058,1177.665,638.771,77.181,16.481,275.520,93.507,7.687,350.747
TCGA-B0-4698-01A,6.162,237.328,60.897,135.349,10.702,96.401,1408.390,1.687,2.972,98.505,639.368,35.676,90.535
TCGA-B0-4691-01A,30.526,30.198,35.961,42.291,9.437,183.972,255.974,7.037,3.718,304.658,184.479,3.069,819.875
TCGA-CJ-4895-01A,7.546,125.326,68.392,23.142,9.447,519.948,1107.077,10.967,6.393,192.289,98.860,5.820,152.729
TCGA-AK-3458-01A,6.319,16.092,29.345,23.112,19.515,154.255,120.617,20.436,2.552,133.044,172.563,4.853,301.442
TCGA-BP-4326-01A,7.463,41.994,38.100,5.134,4.381,756.082,367.699,45.973,9.495,130.825,23.359,6.168,409.810
TCGA-B0-4945-01A,5.660,47.512,37.669,12.471,4.355,1189.525,258.083,9.516,3.507,194.565,48.149,3.848,291.211
TCGA-A3-3323-01A,5.115,68.273,97.883,17.884,12.238,873.119,741.065,21.200,7.045,222.133,82.851,14.502,252.774
TCGA-B0-4836-01A,27.252,52.662,70.320,49.453,9.719,316.276,414.532,37.519,7.006,345.667,194.193,5.069,354.472
TCGA-BP-4968-01A,5.937,54.068,48.002,56.305,10.172,806.805,447.044,22.371,5.284,186.895,192.958,4.217,355.209
TCGA-CJ-4918-01A,12.106,163.333,70.223,21.592,16.101,1387.472,901.899,37.386,8.233,264.226,93.834,4.510,91.045
TCGA-B0-4707-01A,14.340,23.689,11.734,23.469,2.568,36.195,33.468,9.708,1.694,199.711,120.817,1.112,713.928
TCGA-BP-5006-01A,3.298,36.639,34.618,4.010,9.157,849.509,347.021,18.228,8.225,151.967,76.402,5.270,251.279
TCGA-CJ-5679-01A,5.202,49.841,11.642,5.308,1.004,344.513,157.522,1.033,1.000,380.547,31.180,1.047,648.440
TCGA-BP-5186-01A,8.413,62.695,43.475,22.591,12.887,647.254,300.694,64.311,3.601,248.405,112.701,3.279,186.865
TCGA-CZ-5467-01A,5.624,125.419,38.280,7.490,6.269,1624.139,564.278,18.864,4.802,222.519,42.981,1.838,226.381
TCGA-B0-5080-01A,77.959,1059.510,85.388,42.048,13.669,1306.161,658.025,65.123,3.660,498.278,117.459,1.953,208.461
TCGA-BP-4995-01A,8.898,57.631,34.217,17.695,8.021,703.016,271.915,17.223,11.990,100.490,65.512,5.336,291.519
TCGA-CZ-5451-01A,3.998,19.069,51.125,16.000,12.354,1713.582,522.926,29.134,4.811,104.565,133.744,4.104,366.026
TCGA-CJ-4888-01A,49.019,44.427,118.998,113.123,10.124,279.680,1553.838,24.709,12.166,244.229,431.928,10.313,67.559
TCGA-B2-3923-01A.1,3.339,27.335,11.255,1.279,3.352,158.376,98.190,4.930,1.879,43.507,11.107,4.690,500.918
TCGA-BP-4351-01A,7.703,81.580,37.295,13.045,19.254,757.788,248.905,14.854,7.414,214.456,115.448,8.993,367.697
TCGA-A3-3376-01A,5.535,297.264,103.148,10.963,17.806,2385.773,827.213,40.833,45.674,556.941,76.257,10.170,113.430
TCGA-B0-4839-01A,3.693,28.462,38.859,6.104,4.010,779.982,523.542,18.043,7.895,166.027,108.479,3.196,357.591
TCGA-CJ-4894-01A,19.614,23.227,93.416,127.355,23.186,754.418,1191.495,16.231,7.459,213.151,396.936,6.795,288.916
TCGA-BP-5187-01A,3.995,108.769,46.428,27.112,5.371,806.839,270.386,12.038,1.000,267.861,63.610,1.648,188.622
TCGA-B0-5110-01A,4.918,171.760,63.906,14.259,15.601,1140.089,517.051,20.005,12.350,223.149,69.392,9.740,196.679
TCGA-BP-4972-01A,3.378,72.012,98.915,14.279,29.873,1099.696,894.475,13.349,10.767,380.534,60.692,9.301,165.230
TCGA-MW-A4EC-01A,4.238,103.733,25.625,9.549,11.155,1244.185,408.509,26.597,3.409,152.470,69.532,4.103,205.410
TCGA-B8-4622-01A,4.764,63.138,77.947,10.334,9.038,587.276,475.894,14.699,10.908,138.647,118.932,12.727,309.597
TCGA-B0-5108-01A,11.602,204.348,158.316,18.243,17.432,955.923,1025.740,14.453,31.706,313.126,130.241,10.828,190.977
TCGA-AK-3445-01A,7.349,119.226,90.513,23.621,10.358,457.266,941.765,31.226,2.546,344.638,98.665,5.712,793.955
TCGA-B0-5701-01A,6.556,24.171,44.719,17.494,12.693,465.665,520.870,11.183,3.597,156.876,79.380,4.930,231.011
TCGA-CJ-4636-01A,7.671,51.252,63.399,50.485,13.113,334.037,913.113,12.881,2.880,257.440,183.540,8.696,266.080
TCGA-B0-5697-01A,5.679,32.258,85.338,70.475,20.690,345.009,721.135,27.659,9.014,137.419,265.221,9.732,496.476
TCGA-BP-5175-01A,3.117,111.277,17.500,8.951,1.338,207.509,230.982,8.815,1.788,187.755,70.648,3.726,835.743
TCGA-BP-5191-01A,28.528,13.251,55.857,12.194,5.105,153.979,461.557,5.066,4.049,95.802,114.084,3.276,403.493
TCGA-BP-4763-01A,4.988,126.563,27.716,11.106,10.922,770.014,235.953,10.230,2.303,279.320,55.502,2.090,441.219
TCGA-BP-4803-01A,3.908,99.021,46.126,10.704,7.372,745.193,347.073,15.021,1.445,156.619,72.223,2.610,206.181
TCGA-B0-5402-01A,11.862,56.339,40.752,6.696,8.432,1164.355,418.881,15.774,7.240,172.082,75.589,3.408,320.327
TCGA-B0-4697-01A,439.392,48.093,111.467,136.771,18.331,302.869,1131.553,27.579,12.270,457.886,595.737,8.090,425.688
TCGA-BP-4769-01A,4.762,128.122,30.456,1.559,8.094,712.541,93.422,38.406,3.470,834.847,10.229,1.000,993.852
TCGA-BP-4774-01A,4.793,55.087,50.404,14.291,9.900,1187.027,242.086,12.819,4.443,217.540,64.156,3.632,310.955
TCGA-B8-A54F-01A,8.093,116.854,68.717,8.485,21.286,734.999,962.817,20.385,5.512,169.516,34.300,10.279,409.333
TCGA-CJ-4874-01A,3.437,34.065,71.470,78.465,8.320,1049.755,802.323,29.063,5.041,129.251,279.465,3.521,231.458
TCGA-BP-4991-01A,4.951,192.673,75.648,6.240,16.721,1745.990,450.713,37.700,11.666,257.565,67.445,11.416,323.558
TCGA-CZ-5469-01A,9.002,175.170,22.554,7.357,2.554,302.560,276.957,5.874,4.966,452.203,38.857,2.574,956.178
TCGA-CZ-5464-01A,10.614,136.271,73.030,34.811,19.295,550.288,1025.805,11.983,11.261,215.090,209.520,5.621,414.330
TCGA-CJ-5680-01A,8.559,65.338,45.952,4.453,7.277,571.419,315.442,11.498,20.315,291.335,40.975,8.656,141.535
TCGA-CJ-4871-01A,5.709,58.368,43.479,14.205,10.285,743.718,361.551,8.587,7.812,185.011,70.700,3.079,257.297
TCGA-G6-A8L6-01A,9.253,46.337,40.779,11.952,5.555,1442.253,607.319,8.847,33.042,259.786,109.653,5.846,377.165
TCGA-B0-4827-01A,48.666,122.669,84.783,35.701,13.626,681.537,1210.602,14.865,12.822,302.863,160.864,5.643,199.120
TCGA-B0-4848-01A,19.190,87.931,76.005,37.529,13.276,695.352,931.783,12.299,16.851,272.930,118.650,7.830,357.013
TCGA-CZ-5985-01A,20.420,40.219,110.761,25.525,22.625,435.492,932.206,9.337,6.831,133.259,127.713,11.439,451.747
TCGA-A3-3359-01A,4.653,21.199,96.235,59.649,26.639,1092.644,804.402,26.868,17.985,203.409,191.818,16.586,247.959
TCGA-CZ-5984-01A,25.043,40.567,91.348,12.884,40.789,602.114,658.613,5.823,5.652,158.950,60.551,6.248,662.034
TCGA-BP-5176-01A,4.141,49.330,38.767,7.839,5.595,1038.129,253.673,21.377,4.238,203.525,102.099,1.606,334.473
TCGA-BP-5170-01A,8.509,144.548,63.375,7.848,5.237,1007.285,823.506,55.333,1.430,288.603,59.080,3.179,214.878
TCGA-CJ-4638-01A,11.137,9.582,10.534,11.035,3.252,74.989,45.905,9.301,2.165,208.100,45.124,2.995,204.898
TCGA-B0-4823-01A,6.977,69.950,72.745,51.233,9.229,1030.515,902.799,24.200,3.533,378.373,133.281,4.628,359.528
TCGA-6D-AA2E-01A,11.973,36.398,23.114,11.146,8.956,98.564,246.370,33.758,1.288,169.544,38.233,2.655,87.400
TCGA-AK-3453-01A,7.727,16.200,53.128,63.503,7.695,227.264,386.775,6.582,13.714,63.975,197.542,11.603,460.935
TCGA-B0-5692-01A,8.897,15.455,54.730,176.556,11.558,671.988,724.958,47.748,3.933,240.237,888.159,4.571,233.624
TCGA-BP-5194-01A,6.124,109.688,66.357,11.617,14.159,842.797,421.145,40.972,3.414,259.402,75.461,2.909,205.266
TCGA-A3-3357-01A,3.538,17.172,63.724,32.257,20.478,281.121,487.677,1.825,8.163,66.657,80.705,8.473,263.520
TCGA-BP-4797-01A,7.090,74.737,76.135,27.960,17.947,319.451,461.646,17.540,6.192,136.381,87.553,8.488,305.050
TCGA-CJ-5689-01A,6.913,147.085,54.298,24.477,12.651,790.732,650.462,86.568,24.285,392.077,188.775,5.858,153.874
TCGA-BP-4765-01A,4.700,53.854,31.295,2.090,9.322,883.879,253.771,32.586,15.555,261.143,80.893,4.538,163.576
TCGA-B8-4620-01A,6.753,35.528,48.267,4.206,4.579,346.577,610.144,9.645,26.871,106.619,27.100,34.613,273.166
TCGA-DV-A4VX-01A,5.187,9.855,16.714,18.928,2.615,63.870,161.654,1.000,8.623,60.656,66.148,4.691,226.426
TCGA-B0-4819-01A,34.899,69.786,70.356,95.986,15.302,270.018,587.403,5.126,9.220,268.305,393.116,10.470,244.479
TCGA-B0-4816-01A,2.429,103.208,80.743,14.205,12.736,1007.025,877.166,8.423,12.919,152.378,105.623,20.694,209.308
TCGA-CJ-4889-01A,158.691,321.565,127.372,41.226,38.529,577.598,856.581,21.243,8.482,575.690,163.022,5.142,172.309
TCGA-BP-4165-01A,4.141,27.576,31.020,20.624,3.950,829.152,211.935,25.024,8.851,233.816,280.790,2.667,379.898
TCGA-BP-4981-01A,3.960,24.211,24.589,8.591,4.324,415.157,183.997,3.282,4.443,142.245,59.103,4.050,229.164
TCGA-B2-3923-01B,3.481,42.837,20.295,1.079,6.377,118.070,50.248,3.240,1.945,194.802,6.636,8.732,169.947
TCGA-AS-3777-01A,2.488,10.873,9.819,1.463,2.548,67.275,77.490,3.434,1.000,26.748,10.480,1.000,114.148
TCGA-BP-4176-01A,17.836,62.146,143.011,17.370,23.835,473.355,826.557,12.019,17.742,185.239,40.262,22.118,379.309
TCGA-B0-5120-01A,6.155,97.626,73.917,6.907,15.610,1082.629,799.368,57.010,5.364,310.445,53.589,4.443,161.257
TCGA-B8-4146-01B,2.596,5.330,63.190,36.308,15.472,212.918,252.347,2.310,5.779,47.301,57.875,2.122,197.176
TCGA-BP-5174-01A,4.944,22.586,24.278,11.889,4.705,379.531,278.160,21.809,4.778,141.996,41.029,2.598,370.585
TCGA-BP-4977-01A,3.673,29.498,49.325,9.333,13.166,409.329,281.670,21.786,4.702,125.762,38.270,6.938,416.501
TCGA-B8-5549-01A,4.767,37.713,56.574,50.606,6.573,1354.824,597.234,12.236,8.438,209.419,108.661,5.251,359.845
TCGA-CJ-4886-01A,6.050,82.800,83.148,39.451,15.207,1262.221,780.376,28.979,3.651,240.256,198.403,3.258,223.900
TCGA-CJ-6032-01A,3.966,14.531,42.647,30.199,4.983,1271.400,355.070,9.068,7.130,144.941,90.457,3.062,256.921
TCGA-BQ-7044-01A,5.699,11.969,9.356,2.591,1.162,15.216,94.511,2.119,1.000,21.875,13.479,1.000,301.560
TCGA-SX-A7SR-01A,3.959,14.881,31.462,2.887,10.966,22.942,169.659,136.638,3.134,50.046,15.221,25.049,990.267
TCGA-MH-A854-01A,6.726,37.814,11.111,2.948,3.772,31.126,84.430,44.444,2.692,406.912,14.277,2.027,2245.431
TCGA-B3-8121-01A,28.357,39.031,88.505,16.061,35.728,78.783,929.632,41.376,17.044,144.199,107.138,58.963,251.881
TCGA-2Z-A9JJ-01A,7.021,343.035,38.926,1.325,3.617,58.866,365.938,46.933,3.437,199.513,6.180,3.267,1674.808
TCGA-B1-7332-01A,2.078,18.069,30.461,4.538,6.033,40.894,243.448,45.568,2.322,195.179,12.678,3.022,1177.299
TCGA-WN-A9G9-01A,6.168,19.354,113.115,392.652,8.147,107.227,1832.612,3.297,3.172,38.739,1800.132,15.448,113.370
TCGA-A4-8310-01A,4.967,16.805,24.634,1.000,8.216,19.305,305.531,1.000,1.294,160.617,4.512,4.018,1465.443
TCGA-2Z-A9JT-01A,2.831,9.670,25.709,6.356,4.782,34.559,487.368,57.999,2.863,61.427,43.950,2.997,730.646
TCGA-5P-A9K2-01A,3.041,2.746,5.788,1.000,2.517,7.017,48.560,13.842,1.000,46.800,2.361,1.985,365.607
TCGA-4A-A93W-01A,4.012,63.434,20.700,2.531,9.474,29.127,134.093,21.836,1.000,116.125,16.685,2.365,1264.557
TCGA-DW-7837-01A,3.813,22.882,38.697,7.701,10.126,39.408,265.791,77.164,3.440,60.885,18.531,7.963,1572.143
TCGA-A4-A5DU-01A,4.016,6.650,13.625,2.039,5.196,12.005,131.288,1.915,1.000,60.989,10.834,2.127,800.193
TCGA-2Z-A9JI-01A,65.689,45.676,46.840,11.687,13.601,35.060,654.936,6.728,5.306,419.348,78.795,28.295,291.778
TCGA-BQ-7050-01A,2.755,16.197,10.640,2.043,8.750,33.230,153.858,2.070,1.000,486.617,19.709,2.082,139.486
TCGA-BQ-5894-01A,20.951,111.665,85.942,22.405,8.856,224.668,975.504,124.336,1.826,295.467,143.350,2.843,1608.362
TCGA-BQ-5879-01A,6.206,20.910,34.001,1.738,11.456,285.993,260.879,178.417,6.141,95.445,14.042,21.111,2216.572
TCGA-AL-3472-01A,4.968,17.181,12.527,3.017,3.393,15.688,50.438,34.545,1.000,107.620,9.341,2.065,841.268
TCGA-MH-A560-01A,3.044,5.725,13.897,1.000,1.916,50.278,73.589,1.739,1.257,30.174,3.388,1.000,212.644
TCGA-BQ-5891-01A,6.854,8.638,13.720,3.756,14.452,39.345,131.553,1.000,1.000,136.172,9.228,2.042,1368.562
TCGA-B9-A5W7-01A,4.317,22.049,41.229,2.635,8.288,32.362,172.159,258.708,6.111,40.367,16.228,14.876,1660.239
TCGA-UZ-A9PR-01A,2.954,15.920,22.225,1.091,3.192,18.261,302.919,41.599,1.000,43.210,7.496,6.392,1637.022
TCGA-B9-A69E-01A,3.806,47.110,53.738,14.649,10.702,272.152,712.077,7.419,7.219,174.179,67.337,10.403,89.945
TCGA-B3-4104-01A,6.902,59.858,20.033,1.606,2.678,109.560,76.230,8.786,1.015,80.055,4.330,5.176,1294.006
TCGA-SX-A71R-01A,3.788,3.608,8.286,1.000,1.991,25.843,41.506,35.318,1.000,43.992,11.490,2.098,837.379
TCGA-MH-A55Z-01A,6.580,9.352,19.667,2.539,3.716,36.365,197.455,26.215,1.000,41.082,31.338,3.571,1236.825
TCGA-UZ-A9PO-01A,3.517,10.459,38.126,2.184,8.390,34.196,338.481,5.991,2.381,42.459,8.540,4.515,389.710
TCGA-G7-7501-01A,3.685,12.671,19.108,5.433,14.679,49.565,366.305,1.182,1.769,97.916,31.714,1.863,555.525
TCGA-DW-7836-01A,3.401,24.494,13.424,1.000,5.145,28.195,91.418,31.555,1.000,292.861,2.346,1.365,1041.896
TCGA-HE-A5NI-01A,2.559,8.568,15.201,2.246,3.404,40.913,102.631,102.066,1.423,76.848,11.626,3.673,676.396
TCGA-G7-A8LE-01A,3.225,139.168,26.804,5.926,7.993,46.002,138.306,32.785,1.000,188.580,10.340,3.750,984.731
TCGA-Y8-A895-01A,4.228,6.039,12.537,1.910,3.755,22.338,53.025,23.202,2.843,36.713,9.503,37.940,522.897
TCGA-UZ-A9PQ-01A,2.969,14.447,5.360,1.000,1.358,75.990,38.851,2.349,1.596,136.611,7.259,1.000,192.444
TCGA-BQ-5884-01A,3.393,40.343,55.022,9.343,17.915,60.235,397.751,1.000,9.857,339.069,14.977,5.442,323.995
TCGA-BQ-5893-01A,4.530,18.745,13.453,3.291,3.150,193.012,76.988,51.120,3.217,59.248,35.596,1.370,1281.434
TCGA-UZ-A9PV-01A,4.472,4.155,7.124,1.000,1.043,26.760,47.641,7.710,1.000,100.780,4.237,1.089,709.757
TCGA-B9-4113-01A,8.261,27.020,61.178,10.558,12.678,30.444,387.793,161.825,2.216,47.240,27.525,18.134,763.770
TCGA-B3-3926-01A,5.225,23.901,43.010,3.910,6.654,20.128,183.253,7.089,4.782,335.335,19.230,4.488,327.586
TCGA-2Z-A9J3-01A,3.922,2.010,3.007,1.000,1.928,15.693,20.377,14.623,1.000,22.277,3.951,1.084,1501.642
TCGA-Y8-A8RZ-01A,2.315,8.642,15.368,1.000,5.286,17.598,216.138,1.000,1.343,37.930,5.784,3.278,309.088
TCGA-AT-A5NU-01A,8.897,19.421,12.199,2.351,3.938,29.172,63.556,16.312,1.000,197.925,6.287,1.781,534.168
TCGA-G7-6792-01A,1.783,28.855,41.557,4.381,54.315,41.066,132.476,102.537,2.223,29.333,55.298,3.205,735.580
TCGA-5P-A9KC-01A,2.385,19.911,32.164,1.000,11.647,64.543,434.622,1.953,1.071,195.955,8.789,5.684,1610.707
TCGA-Y8-A8S0-01A,3.515,11.566,22.967,1.110,11.790,20.297,205.099,63.793,1.000,119.147,3.110,4.009,1056.246
TCGA-B1-A655-01A,1.814,21.385,26.937,1.652,15.482,39.886,279.940,1.110,5.717,90.091,8.777,5.061,79.147
TCGA-J7-8537-01A,31.220,36.024,66.216,66.265,23.362,78.088,823.007,3.205,4.991,135.082,236.168,4.377,655.295
TCGA-KV-A6GD-01A,21.799,39.606,75.185,10.733,21.280,28.219,1141.704,11.918,3.424,579.831,46.037,10.848,584.764
TCGA-G7-A4TM-01A,15.867,30.220,36.251,6.839,14.265,68.600,355.952,174.811,1.794,91.030,17.343,7.023,2313.197
TCGA-G7-6790-01A,5.397,8.321,29.032,1.495,7.772,37.159,135.467,5.838,6.879,37.530,12.267,3.610,626.105
TCGA-A4-8515-01A,3.117,11.345,9.968,1.479,4.504,20.424,93.614,2.086,1.341,67.869,9.348,3.609,1100.359
TCGA-BQ-7049-01A,152.581,98.896,52.621,2.866,31.349,84.127,225.762,119.500,8.874,186.329,19.444,31.636,537.434
TCGA-SX-A7SL-01A,3.840,2.117,2.311,1.000,1.000,15.499,24.613,45.715,1.000,189.467,5.890,1.328,504.660
TCGA-A4-7734-01A,5.822,43.604,62.682,5.781,22.803,48.437,335.393,40.476,1.358,162.831,10.673,4.011,1813.554
TCGA-BQ-7053-01A,11.006,22.355,24.099,6.360,14.437,34.357,189.253,1.000,1.251,62.864,23.569,2.346,245.531
TCGA-G7-6797-01A,2.241,11.605,11.719,3.002,2.584,21.830,100.182,78.436,1.000,147.518,7.211,2.218,713.627
TCGA-IZ-8196-01A,2.526,37.769,16.771,1.064,3.795,23.662,126.878,22.933,1.000,90.656,2.906,1.717,986.839
