,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-4T-AA8H-01A,0.006,0.000,0.000,0.006,0.000,0.000,0.964,0.010,0.002,0.000,0.006,0.005,0.000,0.000,0.000,0.000
TCGA-AA-A00Q-01A,0.001,0.000,0.003,0.008,0.000,0.000,0.890,0.012,0.026,0.024,0.010,0.026,0.000,0.000,0.000,0.000
TCGA-AZ-4614-01A,0.000,0.000,0.001,0.013,0.002,0.000,0.955,0.003,0.011,0.000,0.005,0.008,0.000,0.000,0.000,0.000
TCGA-A6-2675-01A,0.007,0.000,0.014,0.002,0.001,0.000,0.668,0.005,0.048,0.130,0.023,0.092,0.007,0.000,0.003,0.000
TCGA-AA-A00U-01A,0.000,0.000,0.004,0.009,0.001,0.000,0.921,0.008,0.021,0.010,0.014,0.011,0.000,0.000,0.000,0.000
TCGA-A6-6781-01A,0.007,0.000,0.001,0.019,0.015,0.000,0.520,0.005,0.053,0.213,0.058,0.088,0.004,0.000,0.016,0.002
TCGA-CM-6169-01A,0.011,0.000,0.023,0.013,0.001,0.000,0.567,0.020,0.089,0.144,0.030,0.096,0.004,0.000,0.002,0.001
TCGA-AA-3516-01A,0.005,0.000,0.008,0.015,0.016,0.000,0.842,0.022,0.023,0.018,0.008,0.040,0.001,0.000,0.001,0.000
TCGA-AA-3552-01A,0.034,0.000,0.010,0.007,0.004,0.000,0.770,0.033,0.029,0.021,0.021,0.062,0.004,0.000,0.003,0.001
TCGA-D5-6931-01A,0.021,0.001,0.013,0.011,0.002,0.000,0.785,0.007,0.023,0.064,0.012,0.050,0.007,0.000,0.004,0.000
TCGA-SS-A7HO-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.911,0.002,0.035,0.009,0.026,0.011,0.000,0.000,0.000,0.001
TCGA-AZ-6605-01A,0.018,0.002,0.019,0.004,0.000,0.000,0.565,0.014,0.072,0.204,0.025,0.070,0.005,0.000,0.002,0.001
TCGA-CA-6717-01A,0.013,0.015,0.013,0.007,0.008,0.000,0.642,0.030,0.055,0.104,0.033,0.071,0.006,0.000,0.001,0.001
TCGA-NH-A8F7-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.954,0.004,0.005,0.001,0.021,0.013,0.000,0.000,0.000,0.000
TCGA-AD-6965-01A,0.000,0.000,0.003,0.006,0.002,0.000,0.862,0.006,0.035,0.039,0.020,0.024,0.002,0.000,0.000,0.000
TCGA-AA-A02H-01A,0.007,0.000,0.001,0.004,0.000,0.000,0.881,0.007,0.027,0.030,0.018,0.023,0.000,0.000,0.000,0.000
TCGA-AA-A022-01A,0.017,0.002,0.003,0.061,0.027,0.000,0.734,0.031,0.017,0.030,0.001,0.075,0.001,0.000,0.001,0.000
TCGA-AA-3680-01A,0.019,0.001,0.008,0.015,0.001,0.001,0.832,0.019,0.027,0.014,0.017,0.041,0.005,0.000,0.000,0.000
TCGA-A6-6650-01A,0.008,0.000,0.000,0.006,0.000,0.000,0.906,0.002,0.024,0.007,0.019,0.024,0.003,0.000,0.000,0.000
TCGA-G4-6311-01A,0.001,0.025,0.003,0.003,0.001,0.000,0.762,0.003,0.023,0.101,0.011,0.060,0.005,0.000,0.001,0.000
TCGA-A6-2677-01B,0.005,0.004,0.002,0.017,0.003,0.017,0.698,0.016,0.042,0.074,0.077,0.026,0.017,0.000,0.001,0.001
TCGA-AA-3815-01A,0.009,0.000,0.009,0.035,0.020,0.000,0.775,0.018,0.016,0.022,0.010,0.080,0.001,0.000,0.004,0.000
TCGA-CK-4951-01A,0.000,0.000,0.027,0.015,0.000,0.000,0.737,0.014,0.032,0.094,0.008,0.068,0.000,0.000,0.004,0.000
TCGA-CK-6748-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.687,0.010,0.038,0.165,0.032,0.063,0.000,0.000,0.000,0.000
TCGA-CA-5255-01A,0.000,0.000,0.003,0.003,0.000,0.000,0.966,0.004,0.001,0.001,0.007,0.011,0.004,0.000,0.000,0.000
TCGA-CK-4952-01A,0.002,0.000,0.000,0.002,0.001,0.000,0.923,0.000,0.019,0.015,0.007,0.023,0.000,0.000,0.005,0.001
TCGA-AZ-4315-01A,0.003,0.000,0.004,0.008,0.000,0.000,0.880,0.007,0.018,0.012,0.014,0.053,0.000,0.000,0.000,0.000
TCGA-AA-3869-01A,0.001,0.000,0.007,0.012,0.000,0.000,0.841,0.014,0.025,0.021,0.013,0.060,0.001,0.000,0.006,0.000
TCGA-G4-6626-01A,0.000,0.000,0.002,0.010,0.001,0.000,0.933,0.003,0.020,0.002,0.012,0.017,0.001,0.000,0.000,0.000
TCGA-DM-A1D7-01A,0.002,0.000,0.001,0.005,0.000,0.000,0.927,0.007,0.024,0.006,0.009,0.017,0.000,0.000,0.000,0.000
TCGA-AA-3531-01A,0.002,0.000,0.001,0.003,0.000,0.000,0.918,0.010,0.014,0.018,0.014,0.019,0.000,0.000,0.000,0.000
TCGA-A6-5662-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.848,0.006,0.036,0.063,0.019,0.023,0.000,0.000,0.000,0.000
TCGA-CM-4744-01A,0.000,0.000,0.002,0.021,0.003,0.000,0.915,0.014,0.010,0.000,0.005,0.028,0.000,0.000,0.000,0.000
TCGA-D5-5540-01A,0.000,0.000,0.000,0.007,0.000,0.000,0.948,0.002,0.009,0.010,0.008,0.014,0.000,0.000,0.000,0.000
TCGA-AZ-6608-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.974,0.006,0.007,0.000,0.004,0.005,0.000,0.000,0.000,0.000
TCGA-AA-3518-01A,0.013,0.000,0.006,0.013,0.015,0.000,0.854,0.006,0.018,0.010,0.009,0.052,0.000,0.000,0.002,0.000
TCGA-CM-5863-01A,0.003,0.000,0.000,0.007,0.000,0.000,0.765,0.006,0.028,0.100,0.013,0.073,0.003,0.000,0.000,0.000
TCGA-A6-5666-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.940,0.000,0.028,0.004,0.016,0.011,0.000,0.000,0.000,0.000
TCGA-DM-A280-01A,0.000,0.000,0.001,0.003,0.000,0.000,0.920,0.000,0.017,0.023,0.011,0.024,0.000,0.000,0.000,0.000
TCGA-AA-3973-01A,0.001,0.001,0.001,0.004,0.002,0.000,0.875,0.006,0.025,0.043,0.019,0.020,0.001,0.000,0.000,0.000
TCGA-CM-4748-01A,0.011,0.002,0.007,0.009,0.001,0.004,0.750,0.015,0.044,0.054,0.028,0.048,0.020,0.003,0.002,0.002
TCGA-D5-6530-01A,0.014,0.001,0.006,0.025,0.014,0.000,0.823,0.008,0.013,0.033,0.001,0.059,0.000,0.000,0.002,0.000
TCGA-A6-6137-01A,0.022,0.000,0.019,0.000,0.000,0.002,0.826,0.033,0.037,0.010,0.013,0.033,0.004,0.000,0.001,0.000
TCGA-DM-A1D6-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.981,0.000,0.005,0.004,0.000,0.005,0.000,0.000,0.000,0.000
TCGA-D5-6923-01A,0.000,0.000,0.004,0.004,0.000,0.000,0.726,0.010,0.045,0.143,0.031,0.029,0.004,0.000,0.003,0.000
TCGA-A6-2681-01A,0.002,0.000,0.004,0.005,0.001,0.000,0.763,0.011,0.042,0.074,0.029,0.062,0.005,0.000,0.001,0.000
TCGA-F4-6463-01A,0.008,0.000,0.002,0.012,0.001,0.000,0.750,0.008,0.042,0.114,0.025,0.033,0.005,0.000,0.000,0.000
TCGA-AZ-6599-01A,0.015,0.000,0.000,0.012,0.001,0.000,0.929,0.006,0.014,0.007,0.005,0.008,0.001,0.000,0.000,0.000
TCGA-D5-6532-01A,0.004,0.000,0.002,0.006,0.000,0.000,0.915,0.001,0.026,0.015,0.013,0.017,0.000,0.000,0.000,0.000
