"","T Cells","Macrophages","NK","Cancer Cells","Endothelial Cells","Monocyte","B Cells","DC","Mast Cells","Fibroblasts"
"TCGA.KO.8406.01A",0,0.023764749623084,0,0.549041311017432,0.274842033284382,0,0,0,0,0.152351906075102
"TCGA.KM.8438.01A",0,0.0328177931685302,0,0.575094590023572,0.254611714095894,0,0,0,0,0.137475902712004
"TCGA.KN.8418.01A",0,0.0191589827821822,0,0.611826632592977,0.244453930098389,0,0,0,0,0.124560454526451
"TCGA.KL.8335.01A",0,0.022404526420877,0,0.567122947529763,0.216795067529501,0,0,0,0,0.193677458519859
"TCGA.KL.8345.01A",0,0.0314275138458989,0,0.533171718729123,0.270197480669438,0,0,0.000377971387541918,0,0.164825315367999
"TCGA.KO.8407.01A",0,0.0485925982513628,0,0.541414075253012,0.278767064883477,0,0,0.00113730249605806,0,0.13008895911609
"TCGA.KN.8421.01A",0,0,0,0.653174617963302,0.211156659449497,0,0,0,0,0.135668722587202
"TCGA.KO.8415.01A",0,0.104398712421892,0,0.617229745304606,0.174911616892709,0,0,0,0,0.103459925380793
"TCGA.KM.8476.01A",0,0.0905932116248264,0,0.672647445691726,0.158055676373124,0,0.00476562415040145,0,0,0.0739380421599216
"TCGA.KO.8408.01A",0,0.0191378075632711,0,0.649165665511288,0.17130080301267,0,0,0,0,0.160395723912771
