"","T Cells","Macrophages","NK","Cancer Cells","Endothelial Cells","Monocyte","B Cells","DC","Mast Cells","Fibroblasts"
"TCGA.AK.3436.01A",0,0.00232288046150003,0,0.723644770164745,0.109487872537722,0,0,0,0,0.164544476836033
"TCGA.BP.4964.01A",0,0.0140045943235569,0,0.479517670958392,0.277232627430829,0,0,0.00134075095356188,0,0.227904356333659
"TCGA.BP.4760.01A",0,0.00517586349179774,0,0.323248445930103,0.313163413663101,0,0,0,0.000202808134709509,0.358209468780289
"TCGA.B2.5635.01A",0,0.111988445077909,0,0.361817756411342,0.361021511460183,0,0,0,0,0.165172287050566
"TCGA.A3.3325.01A",0,0.0277790208141389,0,0.456207938868441,0.281660978033376,0,0,0,0,0.234352062284044
"TCGA.B8.5159.01A",0,0.0182963829641961,0,0.481416521060238,0.302544561719741,0,0,0.000535703708800358,0,0.197206830547025
"TCGA.MM.A563.01A",0,0.110594713567582,0,0.318741623293415,0.262700110521897,0,0,0,0,0.307963552617106
"TCGA.A3.3343.01A",0,0.0619154445478818,0,0.464610466864833,0.309458115590246,0,0,0,0,0.164015972997039
"TCGA.BP.4163.01A",0,0.0456255062485382,0,0.501737716471052,0.214249911412078,0,0.000953180288125986,0.00013416513855074,0,0.237299520441655
"TCGA.B0.5092.01A",0.033925231258072,0.0817849379672876,0,0.404939797797053,0.217232855369491,0,0,0,0,0.262117177608096
"TCGA.BP.4174.01A",0,0.104409525129863,0,0.558590950634626,0.166570407269784,0,0,0,0,0.170429116965727
"TCGA.BP.4986.01A",0,0.0361579294127101,0,0.300392007280484,0.340887860105232,0,0,0,0,0.322562203201574
"TCGA.B0.4696.01A",0,0.013919036124088,0,0.303770899501914,0.189193595931314,0,0,0.0402909481236069,0,0.452825520319078
"TCGA.CZ.4856.01A",0,0.0554750776627112,0,0.396478227013371,0.332326956480862,0,0,0,0,0.215719738843055
"TCGA.CJ.4873.01A",0,0.170120686620863,0,0.476071872445404,0.133880282863139,0,0,0,0,0.219927158070593
"TCGA.B0.5693.01A",0,0,0,0.370146496438623,0.403995979270505,0,0,0,0,0.225857524290873
"TCGA.AK.3451.01A",0,0.0922324600893314,0,0.748834963156257,0.076885862963806,0,0,0,0,0.0820467137906052
"TCGA.BP.4762.01A",0,0.0761754414856704,0,0.292489115223086,0.29962828336678,0,0,0,0,0.331707159924464
"TCGA.AS.3778.01A",0,0.00339489756001112,0,0.433730412481598,0.323494222853197,0,0,0,0,0.239380467105194
"TCGA.CZ.5457.01A",0,0.0942911543512209,0,0.458091676915552,0.275094973031385,0,0,0,0,0.172522195701842
"TCGA.B2.5639.01A",0,0.0646196719529737,0,0.549411047526062,0.224765191295056,0,0,0,0,0.161204089225909
"TCGA.B0.4811.01A",0,0.000400179085540086,0,0.61626794784908,0.184905681252505,0,0,0,0,0.198426191812875
"TCGA.CJ.4899.01A",0,0.0264375443719099,0,0.213949332594559,0.448752706570157,0,0,0,0,0.310860416463374
"TCGA.B0.5096.01A",0,0.0999912587479014,0,0.396657423917624,0.221200357677786,0,0,0,0,0.282150959656689
"TCGA.BP.4331.01A",0,0.0602259541290715,0,0.401852690172926,0.307542293128664,0,0,0.000799525142368121,0,0.22957953742697
"TCGA.B0.4693.01A",0,0.0299480129285729,0,0.435923816897363,0.347352617235052,0,0,0,0,0.186775552939012
"TCGA.CJ.4637.01A",0.0118681036327996,0.22064196534335,0,0.293807743761643,0.226492526588802,0,0,0,0,0.247189660673406
"TCGA.CJ.4916.01A",0,0.131044507669149,0.0131213274609446,0.37622303172581,0.287724670528643,0,0,0,0,0.191886462615454
"TCGA.CW.5591.01A",0,0.000471649649371687,0,0.372048271553556,0.30323081807448,0,0,0,0,0.324249260722593
"TCGA.BP.5008.01A",0,0.0478956823030107,0,0.282165956954668,0.365557901273742,0,0,0,0,0.304380459468579
"TCGA.CJ.4903.01A",0,0.0499379264294398,0,0.473791954620588,0.26813029038011,0,0,0,0,0.208139828569862
"TCGA.B0.4714.01A",0,0.0840694414864493,0.020771884884006,0.38931324855727,0.280568744090154,0,0.0015070353609066,0,0,0.223769645621214
"TCGA.B8.5550.01A",0,0.044729785750678,0,0.365852297544551,0.273085271605333,0,0,0,0,0.316332645099438
"TCGA.B0.5094.01A",0,0,0,0.688900686087643,0.124363531010661,0,0,0,0,0.186735782901696
"TCGA.CJ.4920.01A",0,0,0,0.38774022547946,0.335668218291517,0,0,0,0,0.276591556229023
"TCGA.A3.3346.01A",0,0.0862968509428017,0,0.6807237139981,0.0646603751649543,0,0,0,0,0.168319059894144
"TCGA.CJ.4885.01A",0,0.0105496871392913,0,0.562952944965667,0.244111476814993,0,0,0.000820615120730879,0,0.181565275959319
"TCGA.B0.5707.01A",0,0.0426925663615502,0,0.610703905228614,0.159895726364266,0,0,0,0,0.18670780204557
"TCGA.CJ.4872.01A",0,0.0466928068495469,0,0.320650260959794,0.316919492277509,0,0,0,0,0.31573743991315
"TCGA.BP.5181.01A",0,0.00972478988591021,0,0.440227468296144,0.321689378038991,0,0,0,0,0.228358363778954
"TCGA.BP.4777.01A",0,0.179890958905221,0,0.367780588506453,0.240373737404679,0,0,0,0,0.211954715183646
"TCGA.BP.4982.01A",0,0.0159723007069338,0,0.251920995727486,0.425681436553194,0,0,0,0,0.306425267012386
"TCGA.CZ.4857.01A",0,0.0397939607603675,0,0.507265877848662,0.196012902424125,0,0,0,0,0.256927258966846
"TCGA.A3.3349.01A",0,0.00676235001572606,0,0.227702640584239,0.453063085079009,0,0,0,0,0.312471924321026
"TCGA.B0.5711.01A",0,0.0101554917576054,0,0.345826858066701,0.397314032352819,0,0,0,0,0.246703617822874
"TCGA.GK.A6C7.01A",0,0,0,0.267557771514118,0.492884917788288,0,0,0,0,0.239557310697594
"TCGA.BP.5192.01A",0,0,0,0.465318178873949,0.336773949487509,0,0,0,0,0.197907871638542
"TCGA.CZ.5988.01A",0,0,0,0.319320904489004,0.380403702909612,0,0,0,0,0.300275392601384
"TCGA.B0.4718.01A",0,0,0,0.438270350165544,0.280528367235462,0,0.023396903086837,0,0,0.257804379512157
"TCGA.BP.4969.01A",0,0,0,0.589486114190142,0.256638649722963,0,0,0,0,0.153875236086896
"TCGA.CW.5588.01A",0,0.0693236519112318,0,0.421133988440518,0.224644586294391,0,0,0,0,0.284897773353859
"TCGA.CZ.4864.01A",0,0.164225881994424,0,0.301837388215925,0.339388044049423,0,0,0,0,0.194548685740228
"TCGA.BP.4973.01A",0,0.0137205530614794,0,0.455955951084423,0.319474196752936,0,0,0,0,0.210849299101162
"TCGA.DV.5573.01A",0,0.152219447019399,0,0.378707181369689,0.255827282221621,0,0,0,0,0.213246089389292
"TCGA.BP.4960.01A",0,0.032802396421204,0,0.462770492906859,0.236600365233402,0,0,0,0,0.267826745438535
"TCGA.B0.5694.01A",0,0.00977656013521743,0,0.490770095791461,0.278230118284264,0,0,0,0,0.221223225789057
"TCGA.BP.4993.01A",0,0.0138443965710066,0,0.291980405185591,0.418872178036034,0,0,0,0,0.275303020207368
"TCGA.B0.4833.01A",0,0.0287382717836508,0.000604425361382961,0.472219787080678,0.292250532272371,0,0,0.000347605848171572,0,0.205839377653746
"TCGA.CJ.4884.01A",0,0.0879485441387235,0,0.443601482012681,0.256579217512585,0,0,0,0,0.211870756336011
"TCGA.B0.5107.01A",0,0.0496096480507577,0,0.711518053508666,0.0794462505426304,0,0,0,0,0.159426047897945
"TCGA.B0.5106.01A",0,0.0494355132112513,0,0.335811634473343,0.344644107392229,0,0,0,0,0.270108744923177
"TCGA.BP.4781.01A",0,0.0582392157038649,0,0.471702221811244,0.233394021980262,0,0,0,0,0.236664540504629
"TCGA.B0.4821.01A",0,0,0,0.649242718933409,0.117363450420108,0,0,0,0,0.233393830646483
"TCGA.B0.4818.01A",0,0.0183407715831842,0,0.42916907204532,0.3534945753762,0,0,0,0,0.198995580995296
"TCGA.CZ.5461.01A",0,0.0385030875705185,0,0.411807639573592,0.301828336498836,0,0,0,0,0.247860936357054
"TCGA.A3.3385.01A",0,0,0,0.654597748813755,0.207404676829215,0,0,0.000697351056336556,0,0.137300223300693
"TCGA.B0.5709.01A",0,0.132575070429753,0,0.195992477247832,0.323183337406364,0,0,0,0,0.348249114916051
"TCGA.BP.4771.01A",0.0191024907407692,0.132113599215854,0.0161884870422321,0.262938082054099,0.28753739137365,0,0,0.00314244341481735,0,0.278977506158578
"TCGA.BP.4327.01A",0,0,0,0.491096385120059,0.298281138102915,0,0,0,0,0.210622476777027
"TCGA.B0.5710.01A",0,0,0,0.205265705600923,0.522308968453647,0,0,0,0,0.27242532594543
"TCGA.B4.5834.01A",0,0,0,0.269223250763071,0.475407219075077,0,0,0,0,0.255369530161852
"TCGA.DV.5576.01A",0,0,0,0.350064006463286,0.388169992056803,0,0,0,0,0.261766001479911
"TCGA.AK.3443.01A",0,0.00714065627726126,0,0.515792094390066,0.304620162720294,0,0,0.0159027970454523,0,0.156544289566926
"TCGA.BP.5009.01A",0,0.0482302164805953,0,0.438684028534941,0.268402944500294,0,0,0,0,0.24468281048417
"TCGA.BP.4173.01A",0,0.256206181451147,0.00452124771027597,0.180320602290019,0.257724936420663,0,0,0,0,0.301227032127895
"TCGA.B0.4845.01A",0,0,0,0.423915263377908,0.33892520391807,0,0,0,0,0.237159532704022
"TCGA.B0.5812.01A",0,0.0239803308426308,0,0.26662773381957,0.437015795128753,0,0,0,0,0.272376140209047
"TCGA.B4.5378.01A",0,0,0,0.26394649637127,0.453324633202888,0,0,0,0,0.282728870425841
"TCGA.CZ.4858.01A",0,0.11956106640338,0,0.442793091950747,0.176405152241826,0,0,0,0,0.261240689404047
"TCGA.BP.4768.01A",0,0,0,0.593854788913811,0.214432390823948,0,0,0,0,0.191712820262241
"TCGA.A3.3363.01A",0,0.128306338669141,0,0.563687367011669,0.165720277949968,0,0,0,0,0.142286016369222
"TCGA.CJ.4893.01A",0,0.0613724465551954,0,0.353387098714828,0.36929665601831,0,0,0,0,0.215943798711667
"TCGA.BP.5195.01A",0,0.0336995960554221,0,0.331699085646378,0.359392297104807,0,0,0,0,0.275209021193393
"TCGA.B0.5712.01A",0,0.00142539967005979,0,0.582602663362846,0.216722169192267,0,0,0.000296283830934091,0,0.198953483943893
"TCGA.AK.3426.01A",0.0514174079586695,0.251846405866036,0.0234316736337558,0.256849936365905,0.112946333395259,0,0,0,0,0.303508242780375
"TCGA.B2.5635.01A.1",0,0.111988445077909,0,0.361817756411342,0.361021511460183,0,0,0,0,0.165172287050566
"TCGA.CZ.5987.01A",0,0.0460067293259892,0,0.609517840373022,0.157319600589564,0,0,0,0,0.187155829711425
"TCGA.A3.3319.01A",0,0.0398203662029392,0,0.65317906728889,0.130582248371883,0,0,0,0,0.176418318136289
"TCGA.BP.4804.01A",0,0.103994864624214,0,0.285571677514382,0.297951315514787,0,0,0,0,0.312482142346616
"TCGA.CJ.4891.01A",0,0.0926241534474512,0,0.545658866255675,0.115355415316327,0,0,0,0,0.246361564980547
"TCGA.A3.3326.01A",0,0.0825904107059357,0,0.393401133890673,0.324782758935678,0,0,0,0,0.199225696467713
"TCGA.BP.4959.01A",0,0.108732914089488,0,0.489284889931564,0.223691758343871,0,0,0,0,0.178290437635078
"TCGA.BP.4332.01A",0,0.000136850195345523,0,0.407718993369944,0.337326270827044,0,0,0.000599578306384457,0,0.254218307301282
"TCGA.CJ.5682.01A",0,0.00215237403956269,0,0.386337580889459,0.296171995266458,0,0,0.000559311314379947,0,0.314778738490141
"TCGA.B0.4814.01A",0,0,0,0.532628930741331,0.243007262232142,0,0,0.000536004146194931,0,0.223827802880332
"TCGA.B0.4842.01A",0,0.101520939798529,0,0.546541051022128,0.124882625154966,0,0,0,0,0.227055384024377
"TCGA.CW.5583.01A",0,0,0,0.3181102509348,0.422956559419392,0,0,0.00134576518505215,0,0.257587424460756
"TCGA.B8.4154.01A",0,0.076417919834708,0,0.618987943516879,0.162524901533405,0,0.0499142039847086,0,0,0.0921550311302993
"TCGA.CW.5584.01A",0,0.0251153266558466,0,0.370311676646814,0.355809809095631,0,0,0,0,0.248763187601708
"TCGA.B0.4813.01A",0,0,0,0.540953664986865,0.174438530392918,0.000627064122365942,0.018177617682136,0,0,0.265803122815715
"TCGA.EU.5905.01A",0,0.0349866242483529,0,0.46635323676103,0.243298862773081,0,0,0,0,0.255361276217536
"TCGA.BP.4342.01A",0,0,0,0.4305482710137,0.272008400766768,0,0,0,0,0.297443328219532
"TCGA.BP.4776.01A",0,0.0122618422835896,0,0.436469135241725,0.320699783058254,0,0,0,0,0.23056923941643
"TCGA.AK.3431.01A",0,0.0275657352025743,0,0.278245282758648,0.385493407942366,0,0,0,0,0.308695574096412
"TCGA.BP.4974.01A",0,0,0,0.203801488291074,0.487802976292302,0,0,0,0,0.308395535416624
"TCGA.BP.4976.01A",0,0.00929817862288352,0,0.485565383764837,0.318295957348455,0,0,0.000757150419676638,0,0.186083329844147
"TCGA.CZ.5452.01A",0.000585461651658351,0.186713720183171,0,0.468622216079605,0.195376153183066,0,0,0,0,0.1487024489025
"TCGA.CZ.4863.01A",0,0.107351929970777,0,0.362989841093615,0.315322708976703,0,0,0,0,0.214335519958905
"TCGA.B8.A54I.01A",0,0.085745521972777,0,0.507464581124091,0.187404980659688,0,0,0,0,0.219384916243444
"TCGA.A3.A8OX.01A",0,0.0534161585747832,0,0.338135252822839,0.292242261662862,0,0,0,0,0.316206326939516
"TCGA.B0.5109.01A",0.00282955279594632,0.0297349407071893,0.00564488037153718,0.502474323484721,0.188599361509262,0.0107350509831583,0,0.0136434327983018,0,0.246338457349884
"TCGA.BP.5001.01A",0,0.00119508951416707,0.000361013404501992,0.577122850344756,0.243843409847473,0,0,0,0,0.177477636889102
"TCGA.BP.5183.01A",0,0.0506123253017203,0,0.550777328864365,0.233509435498556,0,0,0,0,0.165100910335358
"TCGA.B0.4694.01A",0,0.26997693101799,0,0.337638185261517,0.156497462982719,0,0,0,0,0.235887420737775
"TCGA.BP.4335.01A",0,0.0362637302629193,0,0.396489374050854,0.324121566067499,0,0,0,0,0.243125329618727
"TCGA.B0.5695.01A",0,0,0,0.443220926763839,0.365530862886222,0,0,0,0,0.191248210349939
"TCGA.CJ.4868.01A",0,0.097884201889164,0,0.27522534871234,0.294829272015293,0,0,0,0,0.332061177383203
"TCGA.B0.4690.01A",0,0.160744347585433,0,0.327690922054453,0.201670417370571,0,0,0,0,0.309894312989543
"TCGA.B8.5158.01A",0,0.047796816915075,0,0.527474575569553,0.209913322325355,0,0,0,0,0.214815285190017
"TCGA.CZ.4862.01A",0,0.112959372974482,0,0.267516726586164,0.353562505406894,0,0,0.0123703645437945,0,0.253591030488666
"TCGA.BP.4799.01A",0,0.0670938350629331,0,0.402129578898133,0.223226530773236,5.80722508845485e-06,0,0,0.000196280392751126,0.307347967647858
"TCGA.CZ.5455.01A",0,0.162026003108271,0,0.269257637365821,0.351630234612884,0,0,0,0,0.217086124913024
"TCGA.B0.5116.01A",0,0,0,0.553104206359518,0.224361537013691,0,0,0,0,0.22253425662679
"TCGA.CJ.4902.01A",0,0.0524323654979713,0,0.272478562825686,0.365098831554761,0,0,0,0,0.309990240121581
"TCGA.B0.5690.01A",0,0,0,0.186847422431268,0.546041443990163,0,0,0,0,0.26711113357857
"TCGA.A3.3378.01A",0,0.13019248003683,0,0.316522249636523,0.269605387998014,0,0,0,0,0.283679882328632
"TCGA.CJ.4900.01A",0,0.136500981422963,0,0.426631412145477,0.216020103952319,0,0,0,0,0.220847502479242
"TCGA.DV.5574.01A",0,0.140081341611806,0,0.144343629464751,0.380922851576932,0,0,0,0,0.334652177346511
"TCGA.BP.4962.01A",0,0.120470914391716,0,0.442810240593117,0.157424096434362,0,0,0,0,0.279294748580805
"TCGA.BP.4961.01A",0,0,0,0.24863803267224,0.47476344367196,0,0,0,0,0.2765985236558
"TCGA.CJ.5676.01A",0,0.0659562877208404,0,0.437657979938639,0.255580373733353,0,0,0,0,0.240805358607168
"TCGA.B0.5097.01A",0,0.0548120277545935,0,0.273865697677973,0.331305867860687,0,0,0,0,0.340016406706746
"TCGA.A3.3329.01A",0,0.0681005236640032,0,0.478970289431969,0.282361573753687,0,0,0,0,0.17056761315034
"TCGA.B2.4101.01A",0,0.0307504318271766,0,0.34261533587437,0.379999440423897,0,0,0,0,0.246634791874557
"TCGA.BP.4761.01A",0,0.00998107789239963,0,0.771659017130148,0.0358832390607847,0,0,0,0,0.182476665916668
"TCGA.EU.5904.01A",0,0,0,0.28778112427636,0.472858224335748,0,0,0,0,0.239360651387892
"TCGA.B0.5706.01A",0.00198927195947437,0.0522604011593047,0,0.369107755538612,0.299379881411112,0,0,0.000598089791741437,0,0.276664600139755
"TCGA.BP.4161.01A",0,0.0900206310400679,0,0.437381443460359,0.274794006902274,0,0,0,0,0.197803918597299
"TCGA.B0.4706.01A",0,0,0,0.489264910377956,0.212381868733141,0,0,0,0,0.298353220888903
"TCGA.CW.6090.01A",0,0.157223892160151,0,0.382322187621545,0.209591058592303,0,0.0119730797723807,0,0,0.238889781853621
"TCGA.BP.4334.01A",0,0.0642709485376996,0,0.634986932527254,0.171809801969469,0,0.0339155371229538,0,8.14792008879812e-05,0.0949353006417363
"TCGA.CJ.4897.01A",0,0.0139540019710616,0,0.479670126812264,0.296281082267797,0,0,0,0,0.210094788948878
"TCGA.CZ.5982.01A",0,0,0,0.355559695516397,0.424760124232244,0,0,0,0,0.219680180251359
"TCGA.BP.4346.01A",0,0.12112981247898,0.0147215108364387,0.340487638374052,0.261752218534032,0,0,0.0085854775663347,0,0.253323342210163
"TCGA.BP.4971.01A",0,0.0557502116557298,0,0.235151356355076,0.273631131500013,0,0,0,0,0.435467300489181
"TCGA.B0.4846.01A",0,0.0640685108010467,0,0.351458765347465,0.353376320738375,0,0,0.000794491853249277,0,0.230301911259864
"TCGA.B0.4828.01A",0,0,0,0.662970360831634,0.174451357559274,0,0,0.000527597921892639,0,0.162050683687199
"TCGA.BP.4759.01A",0,0.0129878019468512,0,0.528218990706096,0.260216318402338,0,0,0,0,0.198576888944715
"TCGA.B0.5084.01A",0,0.042859177215116,0,0.627362816129041,0.121459594759513,0,0,0,0,0.20831841189633
"TCGA.BP.4341.01A",0,0,0,0.43870672679023,0.349072815576632,0,0,0,0,0.212220457633138
"TCGA.CJ.4876.01A",0,0,0,0.614204129576537,0.214379180239485,0,0,0,0,0.171416690183978
"TCGA.BP.4340.01A",0,0,0,0.503959057011794,0.314227347597785,0,0,0,0,0.181813595390421
"TCGA.CJ.5671.01A",0,0.128173978677222,0,0.211659761702165,0.317083964155405,0,0,0,0,0.343082295465207
"TCGA.BP.4164.01A",0,0,0,0.582907082469668,0.252881013674746,0,0,0,0,0.164211903855585
"TCGA.BP.5189.01A",0,0.0500373428499288,0,0.344620024886473,0.337385579018367,0,0,0,0,0.26795705324523
"TCGA.B0.5691.01A",0,0.00360799922046982,0,0.268241842399923,0.399046939339572,0,0,0,0,0.329103219040035
"TCGA.DV.5569.01A",0,0.0569241404602639,0,0.413426239647663,0.298747412707463,0,0,0,0,0.23090220718461
"TCGA.B8.5553.01A",0,0.0662978575198207,0,0.328883393959031,0.400919722917224,0,0,0,0,0.203899025603925
"TCGA.B4.5836.01A",0,0.0172329843317044,0,0.369526994844326,0.377686467180817,0,0,0,0,0.235553553643153
"TCGA.A3.3372.01A",0,0,0,0.312334590688415,0.42896606474636,0,0,0,0,0.258699344565225
"TCGA.CZ.5462.01A",0,0.0700895395288725,0,0.611234889520881,0.178797554085929,0,0,0.00070365291602328,0,0.139174363948295
"TCGA.CJ.4905.01A",0,0,0,0.20128885609276,0.465359862249905,0,0,0,0,0.333351281657335
"TCGA.CJ.5681.01A",0,0.059583397636059,0,0.458498735223496,0.24638375596784,0,0,0,0,0.235534111172606
"TCGA.B0.5077.01A",0,0.0150985611549983,0,0.476041386042942,0.281789708072922,0,0,0,0,0.227070344729137
"TCGA.AK.3428.01A",0,0.0198678447240508,0,0.556379702392796,0.250961497229239,0.0275667344578066,0,0,0,0.145224221196107
"TCGA.A3.3373.01A",0,0.036246785493209,0,0.366946484429202,0.334217933149418,0,0,0,0,0.262588796928171
"TCGA.CJ.4908.01A",0,0,0,0.216771882758676,0.470698269989795,0,0,0,0,0.312529847251529
"TCGA.A3.A8OV.01A",0,0.0263357841888904,0,0.630717948812582,0.209647221156647,0,0,0,0,0.133299045841881
"TCGA.CJ.4869.01A",0,0.145691846625944,0,0.425304030966439,0.219497777396474,0,0,0,0,0.209506345011144
"TCGA.BP.4999.01A",0,0,0,0.250139079259244,0.453289311982188,0,0,0,0,0.296571608758568
"TCGA.CJ.4907.01A",0,0.0126809293949688,0,0.285665982966524,0.373140171663039,0,0,0,0,0.328512915975468
"TCGA.A3.3322.01A",0,0.000321620174231436,0,0.473743347102005,0.290241947475946,0,0,0.000665434657841189,0,0.235027650589976
"TCGA.CJ.4890.01A",0,0.266313974890281,0,0.116753595202752,0.247240204191593,0,0,0,0,0.369692225715375
"TCGA.AK.3461.01A",0,0,0,0.357367587170026,0.382759017335688,0,0,0,0,0.259873395494286
"TCGA.B2.3923.01A",0,0.0407082414173277,0,0.463437682550329,0.322751678122078,0,0,0.0101090453900037,0,0.162993352520262
"TCGA.CW.6093.01A",0,0,0,0.285019918200984,0.482825047354237,0,0,0,0,0.23215503444478
"TCGA.DV.A4VZ.01A",0,0,0,0.494718142503096,0.264121475913925,0,0,0,0,0.24116038158298
"TCGA.B2.5641.01A",0.000289145235793435,0.148859545253156,0,0.37830512145985,0.249558283063423,0,0,0,0,0.222987904987777
"TCGA.B0.4713.01A",0,0.00103433656762794,0,0.735253517845759,0.0902448762592261,0,0,0,0,0.173467269327387
"TCGA.BP.5182.01A",0,0.19377448780873,0,0.235690113653859,0.23899507317094,0,0,0,0,0.331540325366472
"TCGA.A3.3324.01A",0,0.0357148602041664,0,0.407979966650163,0.331151280894935,0,0,0,0,0.225153892250735
"TCGA.CJ.4878.01A",0,0,0,0.462631818760418,0.335546057069687,0.000718354381571772,0,0.000122067939370143,0,0.200981701848953
"TCGA.BP.4798.01A",0.0117013757025498,0.208566806247577,0.000593610017210126,0.236752242501962,0.222781726358779,0,0,0,0,0.319604239171922
"TCGA.B8.5164.01A",0,0.264088561754366,0,0.272594885632179,0.282794347086783,0,0,0,0,0.180522205526672
"TCGA.CJ.6030.01A",0,0.222177794076398,0,0.288118274497789,0.2698741749449,0,0,0,0,0.219829756480912
"TCGA.A3.3316.01A",0,0.0403502342344046,0,0.366016687564711,0.289277433285256,0,0,0,0,0.304355644915629
"TCGA.A3.3331.01A",0,0.042230152134707,0,0.344453923013611,0.390462046569109,0,0,0,0,0.222853878282573
"TCGA.CJ.4882.01A",0,0.0395751975493184,0,0.31090965270371,0.287099445035147,0,0,0.00712977666933057,0,0.355285928042494
"TCGA.BP.4347.01A",0,0,0,0.35771142815333,0.408852333219361,0,0,0,0,0.233436238627309
"TCGA.CJ.4640.01A",0,0.192298987618639,0,0.337513564245667,0.245439017048337,0,0,0,0,0.224748431087358
"TCGA.DV.5566.01A",0,0.0201894107698235,0,0.527709462814508,0.249488332166874,0,0,0,0,0.202612794248795
"TCGA.A3.3387.01A",0,0.0768129982638782,0,0.361637760903423,0.297391429058189,0,0,0,0,0.26415781177451
"TCGA.B8.5552.01B",0,0.048475370785595,0,0.169405198019337,0.467793252619565,0,0,0,0,0.314326178575503
"TCGA.BP.4162.01A",0,0.0919184537921989,0,0.350399169059645,0.356410498939833,0,0,0,0,0.201271878208323
"TCGA.A3.3306.01A",0,0.0170673645360905,0,0.707575680193212,0.158218499489959,4.19479203459113e-05,0,0.00201381472430144,0,0.115082693136091
"TCGA.AK.3450.01A",0,0.00424672421605149,0,0.551502457733633,0.275473036370142,0,0,0.000470162858759865,0,0.168307618821413
"TCGA.DV.5575.01A",0,0.0355940850723011,0,0.365163274903332,0.345058471498731,0,0,0,0,0.254184168525636
"TCGA.CJ.4642.01B",0,0.0249095444961054,0,0.478739480481752,0.210462713283644,0,0.00935369470081957,0,0,0.276534567037679
"TCGA.BP.4170.01A",0,0.0744687791632891,0,0.37042063188329,0.329818230935329,0,0,0,0,0.225292358018092
"TCGA.CJ.4887.01A",0,0.147964626805941,0,0.438361768206178,0.229515670372222,0,0,0,0,0.184157934615658
"TCGA.AK.3465.01A",0,0.0201673458072249,0,0.515024459747602,0.287706487456906,0,0,3.64055858907168e-05,0,0.177065301402376
"TCGA.CZ.5466.01A",0,0.134171124328688,0,0.52454328395257,0.138412231263956,0,0,0,0,0.202873360454785
"TCGA.BP.5004.01A",0,0.0063068438396971,0,0.401790635474002,0.32680043744449,0,0,0,0,0.265102083241811
"TCGA.EU.5906.01A",0,0.0327977181633608,0,0.30430525185798,0.433183781360754,0,0,0,0,0.229713248617905
"TCGA.BP.5196.01A",0,0.0306687442287104,0,0.41781275136236,0.254728130029229,0,0,0,0,0.296790374379701
"TCGA.BP.4994.01A",0,0.0194931295559418,0,0.461286411215394,0.334705948825478,0,0,0,0,0.184514510403186
"TCGA.AK.3434.01A",0,0.0187080163168462,0,0.4400500295449,0.313650131389431,0,0,0,0,0.227591822748823
"TCGA.B8.A8YJ.01A",0,0.0657427527695006,0,0.0570122063857327,0.447103184580059,0,0,0,0,0.430141856264708
"TCGA.CJ.4644.01A",0,0.0970788894961481,0,0.422174449911891,0.298082712857156,0,0,0,0,0.182663947734804
"TCGA.CJ.4875.01A",0,0.0352617772997773,6.99590431452783e-05,0.567143195617457,0.252085670646695,0,0,0,0,0.145439397392925
"TCGA.CJ.5683.01A",0,0.0158143813989214,0,0.511767111831942,0.289958722509701,0,0,0,0,0.182459784259436
"TCGA.CJ.5684.01A",0,0.0407060875393246,0,0.453730798340516,0.317838242271979,0,0,0,0,0.18772487184818
"TCGA.AK.3455.01A",0.0296045272835217,0.058723664265228,0.00848945628129502,0.591963468883968,0.183848078737368,0,0,0,0,0.12737080454862
"TCGA.B0.5399.01A",0,0.0190082588113482,0,0.465049212306033,0.261408607545546,0,0,0.00178274301139973,0,0.252751178325673
"TCGA.B0.5696.01A",0,0.0112137757995012,0,0.567859258459474,0.235600325310136,0,0,0,0,0.185326640430889
"TCGA.B4.5377.01A",0,0.0384268745230504,0,0.461688324355651,0.3186285078385,0,0,0,0,0.181256293282799
"TCGA.BP.5178.01A",0,0.0940776782497858,0,0.521454501809043,0.163469750733415,0,0,0,0,0.220998069207756
"TCGA.CJ.4634.01A",0,0,0,0.324468987604846,0.409284545446748,0,0,0,0,0.266246466948406
"TCGA.BP.4167.01A",0,0.195996962699509,0,0.274211286672924,0.161168300030667,0,0,0,0,0.3686234505969
"TCGA.CJ.4912.01A",0,0,0,0.624630339757227,0.178104068357187,0,0,0,0,0.197265591885586
"TCGA.B2.5635.01B",0,0,0,0.171969554577851,0.545798143804255,0,0,0.0372580712456381,0,0.244974230372256
"TCGA.BP.5198.01A",0,0.0662743180363934,0,0.367434157165606,0.211304206038052,0,0,0,0,0.354987318759948
"TCGA.BP.4758.01A",0.00720477183078141,0.0908176602383756,0.0067060974642716,0.340846101620002,0.321912461649496,0,0.00323265683815843,0,0,0.229280250358914
"TCGA.BP.5007.01A",0,0.00243949197486613,0,0.408500197637607,0.360360740720908,0,0,0,0,0.228699569666619
"TCGA.BP.4166.01A",0,0.0596033136199938,0,0.352993299799725,0.30640237748963,0,0,0,0,0.281001009090651
"TCGA.BP.4985.01A",0,0.0220081260042726,0,0.420495326653316,0.24422685930585,0,0,0.000284989054893006,0,0.312984698981669
"TCGA.B2.4099.01A",0,0.153799280447348,0,0.542394268343376,0.165747423811082,0,0.0286402162283574,0,0,0.109418811169837
"TCGA.B8.A7U6.01A",0,0.016595204617539,0,0.40714344090713,0.349251243244307,0,0,0,0,0.227010111231024
