,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-EL-A3D0-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.635,0.005,0.129,0.145,0.056,0.024,0.001,0.001,0.000,0.000
TCGA-J8-A4HY-01A,0.025,0.001,0.004,0.003,0.001,0.000,0.717,0.014,0.110,0.007,0.065,0.051,0.001,0.002,0.000,0.000
TCGA-L6-A4ET-01A,0.016,0.001,0.003,0.002,0.000,0.000,0.807,0.004,0.120,0.002,0.030,0.015,0.001,0.001,0.000,0.000
TCGA-DE-A4MC-01A,0.000,0.001,0.025,0.014,0.000,0.000,0.689,0.082,0.093,0.052,0.028,0.014,0.001,0.000,0.000,0.000
TCGA-ET-A25K-01A,0.016,0.001,0.005,0.001,0.001,0.000,0.602,0.004,0.225,0.043,0.072,0.029,0.001,0.000,0.000,0.000
TCGA-DJ-A3UU-01A,0.024,0.002,0.013,0.005,0.006,0.000,0.555,0.036,0.117,0.149,0.033,0.058,0.001,0.001,0.000,0.000
TCGA-EM-A1YA-01A,0.019,0.000,0.000,0.000,0.000,0.000,0.734,0.002,0.139,0.000,0.089,0.016,0.000,0.001,0.000,0.000
TCGA-CE-A483-01A,0.001,0.002,0.001,0.000,0.000,0.000,0.794,0.002,0.134,0.005,0.034,0.026,0.000,0.000,0.000,0.000
TCGA-DJ-A3VD-01A,0.036,0.056,0.035,0.008,0.011,0.000,0.392,0.080,0.094,0.185,0.018,0.082,0.001,0.001,0.000,0.000
TCGA-BJ-A28S-01A,0.030,0.000,0.000,0.000,0.000,0.000,0.686,0.001,0.177,0.001,0.092,0.011,0.000,0.000,0.000,0.000
TCGA-FY-A3R9-01A,0.022,0.000,0.000,0.000,0.000,0.000,0.766,0.003,0.125,0.000,0.081,0.002,0.000,0.000,0.000,0.000
TCGA-FY-A3R8-01A,0.000,0.001,0.006,0.000,0.000,0.000,0.682,0.039,0.102,0.075,0.012,0.081,0.001,0.000,0.000,0.000
TCGA-DJ-A3V2-01A,0.045,0.018,0.022,0.021,0.023,0.000,0.503,0.030,0.119,0.049,0.033,0.136,0.001,0.001,0.000,0.000
TCGA-ET-A25L-01A,0.000,0.001,0.015,0.000,0.000,0.000,0.555,0.040,0.098,0.208,0.017,0.063,0.003,0.000,0.000,0.000
TCGA-EL-A3D1-01A,0.017,0.000,0.007,0.001,0.000,0.000,0.674,0.012,0.125,0.047,0.048,0.066,0.002,0.001,0.000,0.000
TCGA-FY-A3I4-01A,0.015,0.001,0.010,0.003,0.002,0.000,0.520,0.024,0.155,0.153,0.042,0.071,0.001,0.003,0.000,0.000
TCGA-DJ-A3UV-01A,0.030,0.001,0.010,0.001,0.011,0.000,0.525,0.028,0.150,0.096,0.092,0.054,0.001,0.001,0.000,0.000
TCGA-BJ-A28T-01A,0.101,0.046,0.037,0.022,0.045,0.000,0.294,0.075,0.140,0.094,0.032,0.109,0.002,0.002,0.000,0.000
