,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-C8-A278-01A,0.057,0.006,0.027,0.002,0.023,0.000,0.001,0.044,0.141,0.004,0.147,0.010,0.000,0.001,0.001,0.536,0.536
TCGA-A7-A425-01A,0.001,0.000,0.007,0.000,0.007,0.000,0.015,0.085,0.179,0.034,0.095,0.002,0.005,0.005,0.000,0.564,0.564
TCGA-E2-A15H-01A,0.011,0.000,0.001,0.006,0.000,0.000,0.001,0.025,0.160,0.005,0.026,0.000,0.000,0.001,0.000,0.763,0.763
TCGA-A8-A06N-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.016,0.000,0.007,0.032,0.000,0.000,0.003,0.000,0.940,0.940
TCGA-E2-A570-01A,0.003,0.000,0.006,0.001,0.003,0.000,0.000,0.045,0.300,0.014,0.038,0.004,0.000,0.002,0.000,0.584,0.584
TCGA-BH-A1FL-01A,0.001,0.012,0.007,0.000,0.011,0.000,0.000,0.069,0.145,0.017,0.035,0.007,0.000,0.008,0.000,0.690,0.690
TCGA-E2-A56Z-01A,0.008,0.000,0.006,0.004,0.000,0.000,0.000,0.034,0.064,0.023,0.015,0.000,0.000,0.000,0.000,0.845,0.845
TCGA-E9-A1RI-01A,0.005,0.000,0.008,0.001,0.007,0.000,0.000,0.040,0.334,0.008,0.089,0.007,0.000,0.004,0.000,0.497,0.497
TCGA-BH-A0DP-01A,0.005,0.003,0.016,0.001,0.017,0.000,0.020,0.065,0.275,0.009,0.085,0.005,0.000,0.005,0.000,0.492,0.492
TCGA-AR-A0U3-01A,0.001,0.000,0.009,0.007,0.000,0.000,0.009,0.034,0.050,0.004,0.044,0.000,0.000,0.003,0.000,0.838,0.838
TCGA-BH-A18L-01A,0.000,0.000,0.002,0.000,0.003,0.000,0.000,0.044,0.004,0.020,0.042,0.000,0.000,0.001,0.000,0.884,0.884
TCGA-A7-A3J1-01A,0.008,0.023,0.028,0.023,0.033,0.001,0.045,0.102,0.195,0.026,0.084,0.002,0.001,0.016,0.001,0.411,0.411
TCGA-AC-A6IW-01A,0.000,0.010,0.038,0.003,0.016,0.000,0.100,0.022,0.031,0.003,0.189,0.000,0.000,0.000,0.000,0.587,0.587
TCGA-AC-A3YI-01A,0.001,0.000,0.006,0.000,0.012,0.000,0.018,0.119,0.347,0.020,0.035,0.006,0.000,0.011,0.007,0.418,0.418
TCGA-D8-A1XG-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.024,0.137,0.040,0.066,0.000,0.000,0.008,0.000,0.721,0.721
TCGA-A8-A082-01A,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.033,0.126,0.012,0.111,0.001,0.000,0.001,0.000,0.712,0.712
TCGA-OL-A5RU-01A,0.050,0.038,0.030,0.003,0.036,0.001,0.051,0.070,0.139,0.026,0.035,0.002,0.001,0.009,0.000,0.511,0.511
TCGA-BH-A0HA-01A,0.012,0.000,0.032,0.001,0.011,0.000,0.025,0.074,0.290,0.019,0.048,0.003,0.000,0.001,0.000,0.483,0.483
TCGA-A2-A3XS-01A,0.009,0.013,0.019,0.001,0.012,0.000,0.026,0.062,0.112,0.019,0.030,0.000,0.001,0.002,0.000,0.693,0.693
TCGA-A2-A0ES-01A,0.001,0.000,0.012,0.001,0.012,0.000,0.027,0.116,0.249,0.048,0.050,0.005,0.000,0.010,0.000,0.467,0.467
TCGA-B6-A0RN-01A,0.000,0.001,0.004,0.000,0.004,0.000,0.003,0.029,0.329,0.000,0.021,0.002,0.000,0.001,0.000,0.606,0.606
TCGA-BH-A2L8-01A,0.008,0.017,0.047,0.020,0.039,0.000,0.055,0.042,0.231,0.009,0.100,0.007,0.001,0.003,0.001,0.422,0.422
TCGA-E2-A108-01A,0.010,0.012,0.040,0.010,0.057,0.001,0.047,0.127,0.251,0.048,0.157,0.010,0.001,0.012,0.002,0.216,0.216
TCGA-AN-A046-01A,0.000,0.000,0.014,0.001,0.018,0.000,0.010,0.027,0.184,0.008,0.088,0.000,0.000,0.000,0.000,0.649,0.649
TCGA-E2-A576-01A,0.013,0.000,0.005,0.006,0.005,0.000,0.002,0.038,0.088,0.017,0.018,0.001,0.000,0.000,0.000,0.807,0.807
