,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-IB-AAUW-01A,0.012,0.012,0.012,0.006,0.006,0.000,0.037,0.101,0.176,0.037,0.063,0.012,0.000,0.001,0.001,0.522,0.522
TCGA-LB-A8F3-01A,0.001,0.000,0.011,0.000,0.000,0.000,0.006,0.034,0.142,0.000,0.030,0.003,0.001,0.000,0.000,0.772,0.772
TCGA-HV-A5A5-01A,0.004,0.000,0.027,0.000,0.000,0.000,0.020,0.094,0.229,0.022,0.108,0.006,0.000,0.000,0.000,0.490,0.490
TCGA-US-A77E-01A,0.000,0.001,0.007,0.001,0.000,0.000,0.012,0.044,0.327,0.004,0.048,0.001,0.000,0.000,0.000,0.554,0.554
TCGA-3A-A9IX-01A,0.011,0.017,0.025,0.000,0.017,0.000,0.068,0.076,0.343,0.022,0.067,0.008,0.000,0.001,0.001,0.345,0.345
TCGA-HZ-A4BH-01A,0.001,0.012,0.024,0.010,0.009,0.000,0.027,0.164,0.268,0.035,0.072,0.005,0.000,0.000,0.000,0.373,0.373
TCGA-HZ-A49G-01A,0.006,0.000,0.017,0.006,0.007,0.000,0.047,0.028,0.247,0.007,0.147,0.007,0.000,0.001,0.001,0.481,0.481
TCGA-IB-8126-01A,0.018,0.012,0.014,0.001,0.022,0.010,0.039,0.096,0.267,0.018,0.074,0.009,0.001,0.001,0.001,0.417,0.417
TCGA-FB-A5VM-01A,0.008,0.002,0.017,0.003,0.005,0.000,0.032,0.074,0.223,0.020,0.078,0.006,0.000,0.000,0.001,0.531,0.531
TCGA-HV-AA8V-01A,0.007,0.000,0.007,0.005,0.002,0.000,0.018,0.051,0.469,0.007,0.118,0.005,0.001,0.000,0.000,0.309,0.309
TCGA-IB-7891-01A,0.020,0.000,0.027,0.002,0.010,0.000,0.055,0.056,0.277,0.020,0.121,0.008,0.000,0.001,0.000,0.404,0.404
TCGA-FB-A545-01A,0.001,0.000,0.002,0.009,0.000,0.000,0.007,0.079,0.249,0.009,0.012,0.005,0.000,0.000,0.000,0.627,0.627
TCGA-FB-A7DR-01A,0.004,0.000,0.011,0.004,0.006,0.000,0.020,0.093,0.313,0.087,0.080,0.008,0.000,0.000,0.000,0.374,0.374
TCGA-3A-A9IN-01A,0.028,0.000,0.007,0.000,0.007,0.000,0.017,0.192,0.136,0.123,0.031,0.008,0.000,0.000,0.000,0.449,0.449
TCGA-IB-AAUN-01A,0.009,0.000,0.014,0.010,0.000,0.000,0.030,0.037,0.197,0.009,0.052,0.008,0.000,0.000,0.000,0.632,0.632
TCGA-Q3-AA2A-01A,0.000,0.000,0.008,0.001,0.000,0.000,0.008,0.063,0.133,0.033,0.111,0.007,0.000,0.000,0.000,0.637,0.637
TCGA-IB-A5SO-01A,0.009,0.024,0.016,0.001,0.013,0.000,0.024,0.098,0.354,0.018,0.105,0.006,0.000,0.000,0.000,0.331,0.331
TCGA-M8-A5N4-01A,0.000,0.000,0.005,0.006,0.000,0.000,0.004,0.069,0.271,0.003,0.152,0.006,0.000,0.001,0.000,0.485,0.485
TCGA-2L-AAQI-01A,0.002,0.000,0.011,0.002,0.000,0.000,0.013,0.037,0.134,0.005,0.070,0.005,0.000,0.000,0.000,0.720,0.720
TCGA-HV-A7OP-01A,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.003,0.000,0.001,0.024,0.006,0.000,0.000,0.000,0.960,0.960
TCGA-HZ-A8P1-01A,0.000,0.000,0.002,0.002,0.000,0.000,0.016,0.027,0.112,0.004,0.032,0.003,0.000,0.000,0.000,0.800,0.800
TCGA-IB-AAUV-01A,0.003,0.018,0.013,0.002,0.020,0.000,0.032,0.078,0.596,0.031,0.154,0.011,0.000,0.001,0.000,0.039,0.039
