,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-EL-A3D0-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.096,0.107,0.052,0.014,0.000,0.000,0.001,0.000,0.726,0.726
TCGA-J8-A4HY-01A,0.012,0.000,0.004,0.006,0.000,0.000,0.007,0.087,0.000,0.041,0.055,0.000,0.000,0.000,0.000,0.788,0.788
TCGA-L6-A4ET-01A,0.007,0.000,0.002,0.004,0.000,0.001,0.004,0.099,0.000,0.043,0.010,0.000,0.000,0.001,0.000,0.829,0.829
TCGA-DE-A4MC-01A,0.000,0.000,0.022,0.011,0.000,0.000,0.028,0.051,0.003,0.036,0.027,0.000,0.000,0.001,0.000,0.822,0.822
TCGA-ET-A25K-01A,0.010,0.000,0.007,0.002,0.000,0.000,0.001,0.238,0.046,0.072,0.039,0.007,0.000,0.003,0.000,0.576,0.576
TCGA-DJ-A3UU-01A,0.025,0.000,0.022,0.011,0.004,0.001,0.019,0.104,0.114,0.052,0.073,0.000,0.000,0.004,0.000,0.570,0.570
TCGA-EM-A1YA-01A,0.016,0.000,0.001,0.000,0.000,0.000,0.000,0.130,0.000,0.056,0.038,0.000,0.000,0.001,0.000,0.758,0.758
TCGA-CE-A483-01A,0.003,0.000,0.001,0.003,0.000,0.000,0.000,0.108,0.000,0.033,0.031,0.000,0.000,0.001,0.000,0.819,0.819
TCGA-DJ-A3VD-01A,0.050,0.059,0.057,0.018,0.011,0.001,0.059,0.094,0.167,0.021,0.103,0.001,0.002,0.008,0.000,0.350,0.350
TCGA-BJ-A28S-01A,0.011,0.000,0.000,0.001,0.000,0.000,0.000,0.169,0.000,0.074,0.019,0.000,0.000,0.003,0.000,0.722,0.722
TCGA-FY-A3R9-01A,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0.000,0.031,0.011,0.000,0.000,0.000,0.000,0.822,0.822
TCGA-FY-A3R8-01A,0.001,0.000,0.010,0.002,0.000,0.000,0.017,0.075,0.034,0.028,0.098,0.003,0.000,0.002,0.000,0.731,0.731
TCGA-DJ-A3V2-01A,0.055,0.009,0.040,0.032,0.025,0.001,0.017,0.093,0.034,0.048,0.152,0.001,0.001,0.003,0.000,0.490,0.490
TCGA-ET-A25L-01A,0.000,0.000,0.015,0.000,0.000,0.000,0.017,0.074,0.146,0.062,0.062,0.003,0.000,0.003,0.000,0.617,0.617
TCGA-EL-A3D1-01A,0.017,0.000,0.010,0.003,0.000,0.000,0.010,0.116,0.058,0.050,0.056,0.004,0.000,0.000,0.000,0.674,0.674
TCGA-FY-A3I4-01A,0.012,0.000,0.016,0.006,0.003,0.001,0.011,0.167,0.170,0.056,0.081,0.001,0.000,0.005,0.000,0.472,0.472
TCGA-DJ-A3UV-01A,0.019,0.000,0.018,0.008,0.007,0.000,0.012,0.133,0.104,0.070,0.063,0.000,0.000,0.004,0.000,0.559,0.559
TCGA-BJ-A28T-01A,0.114,0.034,0.055,0.031,0.051,0.001,0.044,0.124,0.121,0.033,0.113,0.001,0.002,0.006,0.000,0.270,0.270
TCGA-EM-A3FQ-01A,0.012,0.011,0.045,0.007,0.020,0.002,0.062,0.065,0.087,0.052,0.085,0.001,0.001,0.004,0.000,0.545,0.545
TCGA-J8-A4HW-01A,0.007,0.000,0.005,0.000,0.000,0.000,0.000,0.149,0.029,0.051,0.026,0.003,0.000,0.003,0.000,0.726,0.726
TCGA-MK-A4N6-01A,0.003,0.000,0.010,0.005,0.000,0.000,0.002,0.053,0.032,0.104,0.096,0.001,0.000,0.004,0.000,0.690,0.690
TCGA-DJ-A3V8-01A,0.010,0.000,0.004,0.003,0.000,0.000,0.006,0.062,0.008,0.072,0.047,0.001,0.000,0.000,0.000,0.788,0.788
TCGA-DJ-A1QI-01A,0.008,0.000,0.009,0.005,0.000,0.000,0.011,0.086,0.065,0.094,0.062,0.002,0.000,0.003,0.000,0.653,0.653
TCGA-EL-A3H8-01A,0.006,0.000,0.007,0.003,0.000,0.000,0.006,0.109,0.036,0.103,0.029,0.004,0.000,0.003,0.000,0.694,0.694
TCGA-EM-A3O3-01A,0.046,0.001,0.035,0.007,0.003,0.000,0.026,0.009,0.043,0.001,0.097,0.001,0.000,0.003,0.000,0.728,0.728
TCGA-IM-A3U3-01A,0.012,0.000,0.013,0.005,0.000,0.000,0.018,0.073,0.030,0.061,0.063,0.000,0.000,0.001,0.000,0.723,0.723
TCGA-BJ-A191-01A,0.046,0.000,0.009,0.016,0.005,0.002,0.001,0.063,0.002,0.086,0.026,0.000,0.000,0.004,0.000,0.740,0.740
TCGA-E8-A3X7-01A,0.004,0.000,0.007,0.003,0.000,0.000,0.010,0.064,0.084,0.023,0.035,0.001,0.000,0.000,0.000,0.769,0.769
TCGA-FY-A3YR-01A,0.000,0.000,0.006,0.002,0.000,0.000,0.008,0.062,0.051,0.018,0.028,0.000,0.000,0.000,0.000,0.824,0.824
TCGA-KS-A41I-01A,0.017,0.000,0.001,0.002,0.000,0.000,0.001,0.141,0.000,0.047,0.071,0.000,0.000,0.000,0.000,0.719,0.719
TCGA-EL-A3CS-01A,0.005,0.000,0.001,0.000,0.000,0.000,0.005,0.074,0.019,0.049,0.015,0.000,0.000,0.000,0.000,0.831,0.831
