,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-55-8508-01A,0.143,0.001,0.037,0.005,0.005,0.000,0.001,0.049,0.099,0.020,0.048,0.000,0.001,0.014,0.000,0.576,0.576
TCGA-67-3771-01A,0.070,0.002,0.031,0.015,0.037,0.000,0.002,0.037,0.110,0.019,0.146,0.001,0.000,0.009,0.001,0.519,0.519
TCGA-55-A4DG-01A,0.059,0.034,0.020,0.004,0.041,0.001,0.005,0.034,0.073,0.028,0.071,0.001,0.001,0.015,0.000,0.610,0.610
TCGA-91-7771-01A,0.039,0.010,0.040,0.017,0.021,0.001,0.021,0.069,0.115,0.042,0.136,0.004,0.001,0.010,0.000,0.473,0.473
TCGA-91-6849-01A,0.082,0.005,0.010,0.001,0.012,0.000,0.013,0.053,0.044,0.017,0.125,0.000,0.000,0.007,0.000,0.630,0.630
TCGA-64-5781-01A,0.062,0.000,0.013,0.066,0.001,0.000,0.000,0.018,0.137,0.007,0.047,0.000,0.000,0.002,0.000,0.647,0.647
TCGA-44-6146-01B,0.008,0.009,0.029,0.013,0.014,0.017,0.016,0.111,0.153,0.042,0.024,0.027,0.001,0.077,0.001,0.457,0.457
TCGA-97-7552-01A,0.054,0.063,0.040,0.046,0.037,0.000,0.031,0.078,0.080,0.029,0.117,0.015,0.003,0.022,0.001,0.382,0.382
TCGA-80-5608-01A,0.026,0.000,0.017,0.006,0.001,0.000,0.007,0.033,0.026,0.024,0.057,0.000,0.001,0.007,0.000,0.795,0.795
TCGA-91-6829-01A,0.005,0.000,0.010,0.005,0.020,0.000,0.000,0.064,0.262,0.025,0.115,0.008,0.000,0.012,0.000,0.472,0.472
TCGA-49-AARE-01A,0.030,0.002,0.017,0.015,0.005,0.000,0.009,0.024,0.098,0.007,0.061,0.000,0.001,0.006,0.000,0.724,0.724
TCGA-97-A4M1-01A,0.014,0.000,0.015,0.001,0.021,0.000,0.034,0.117,0.056,0.032,0.118,0.014,0.002,0.008,0.001,0.566,0.566
TCGA-83-5908-01A,0.000,0.001,0.030,0.110,0.029,0.000,0.027,0.046,0.101,0.010,0.118,0.002,0.000,0.010,0.000,0.514,0.514
TCGA-97-8179-01A,0.002,0.000,0.011,0.005,0.005,0.000,0.011,0.082,0.043,0.038,0.089,0.000,0.000,0.007,0.000,0.705,0.705
TCGA-64-1680-01A,0.019,0.000,0.003,0.004,0.000,0.000,0.006,0.010,0.022,0.013,0.044,0.007,0.000,0.001,0.000,0.869,0.869
TCGA-73-4670-01A,0.027,0.000,0.003,0.005,0.000,0.000,0.000,0.017,0.094,0.010,0.066,0.000,0.000,0.006,0.000,0.771,0.771
