"","B Cells","Endothelial Cells","Fibroblasts","Macrophages","Cancer Cells","T Cells","Mast Cells"
"TCGA.KL.8325.01A",0,0.713515361015422,0.253741126793063,0.032743512191515,0,0,0
"TCGA.KO.8411.01A",0,0.764141508578038,0.155413251775216,0.0502640534065687,0.030181186240177,0,0
"TCGA.KL.8331.01A",0,0.466640644642185,0.367132993071812,0.0768507141665191,0.0893756481194844,0,0
"TCGA.KO.8409.01A",0,0.515380078712742,0.261426510196848,0.059427667363754,0.163765743726656,0,0
"TCGA.KM.8439.01A",0,0.547155566837672,0.392210244763886,0.0606341883984429,0,0,0
"TCGA.KN.8423.01A",0,0.567406728164156,0.400794190548355,0.0317990812874885,0,0,0
"TCGA.KL.8339.01A",0,0.4502970216008,0.428045888409307,0.0328976810073051,0.0887594089825879,0,0
"TCGA.KN.8434.01A",0,0.651298553398272,0.256796867525565,0.0915663180339578,0,0,0.000338261042205218
"TCGA.KL.8342.01A",0,0.770580751847832,0.173058132077829,0.0563611160743384,0,0,0
"TCGA.KN.8428.01A",0.000981101781893993,0.361517318910063,0.495565218493692,0.0531689943328559,0.086754460528908,0.00201290595258659,0
"TCGA.KO.8416.01A",0,0.556819365633194,0.3326999758891,0.110480658477706,0,0,0
"TCGA.KL.8344.01A",0,0.698458556128479,0.283357584577569,0.0181838592939519,0,0,0
"TCGA.KM.8441.01A",0.00155595547464948,0.540916113522894,0.409259393669175,0.0479479574956647,0,0,0.000320579837616367
"TCGA.KM.8442.01A",0,0.511236948568813,0.435745204955271,0.053017846475916,0,0,0
"TCGA.KL.8346.01A",0,0.311972050084625,0.550638343934577,0.0515194581350013,0.0858701478457961,0,0
"TCGA.KL.8341.01A",0,0.449289570413132,0.54227254430746,0.00441060374466366,0.0040272815347448,0,0
"TCGA.KL.8330.01A",0,0.575544338925605,0.322905658769336,0.0775318458717409,0.0240181564333181,0,0
"TCGA.KN.8431.01A",0,0.648356276319236,0.338294887193305,0.0133488364874585,0,0,0
"TCGA.KO.8403.01A",0,0.670440522455558,0.184238290621672,0.14532118692277,0,0,0
"TCGA.KO.8405.01A",0,0.304958939723694,0.223651131975894,0.471389928300412,0,0,0
"TCGA.KN.8435.01A",0,0.497550187537228,0.470357385946878,0.0300507988789074,0.00204162763698655,0,0
"TCGA.KN.8419.01A",0.00212251072213887,0.890637569974475,0.0838776702886069,0.0230237668908589,0,0.000338482123920721,0
"TCGA.KL.8337.01A",0,0.579589274527486,0.358893913850325,0.0336091034528493,0.0279077081693393,0,0
"TCGA.KL.8332.01A",0,0.840186388400913,0.0955520380894996,0.0642615735095872,0,0,0
"TCGA.KO.8413.01A",0.00173287059630111,0.762385531552363,0.177671212320389,0.0575122136818786,0,0,0.000698171849068683
"TCGA.KM.8443.01A",0,0.387222233696079,0.47573422671062,0.058195215313848,0.0788483242794527,0,0
"TCGA.KL.8333.01A",0.000168648744823688,0.74426162468037,0.222462940460109,0.0331067861146972,0,0,0
"TCGA.KL.8334.01A",0.0020507942590881,0.738135215719331,0.183050694385796,0.0673829076253721,0.00938038801041268,0,0
"TCGA.KN.8427.01A",0,0.448423958744765,0.479486007637614,0.0427164621181515,0.0292867374887199,0,8.68340107492511e-05
"TCGA.KL.8338.01A",0,0.447471572650311,0.434579210244389,0.101229055755746,0.0167201613495544,0,0
"TCGA.KN.8432.01A",0,0.694580315289088,0.254458453092873,0.0509612316180385,0,0,0
