"","B Cells","Endothelial Cells","Fibroblasts","Macrophages","Cancer Cells","T Cells","Mast Cells"
"TCGA.OR.A5LO.01A",0,0.340167653671486,0.642041712707045,0.00013326538575103,0.0176573682357185,0,0
"TCGA.P6.A5OG.01A",0,0.490582572645873,0.396085851590981,0.113331575763146,0,0,0
"TCGA.OR.A5J6.01A",0,0.401044554861189,0.303691501826117,0.295263943312695,0,0,0
"TCGA.OR.A5LT.01A",0,0.404225410747001,0.579392923587269,0.01638166566573,0,0,0
"TCGA.OR.A5JY.01A",0,0.702316198333231,0.239945732301617,0.0577380693651517,0,0,0
"TCGA.OR.A5JV.01A",0,0.624840698539821,0.28955679141197,0.085602510048209,0,0,0
"TCGA.OR.A5JT.01A",0,0.322352697851791,0.638822327929033,0.0388249742191764,0,0,0
"TCGA.OR.A5KX.01A",0,0.509686443803246,0.413428855069127,0.0518244389517167,0.0250602621759107,0,0
"TCGA.OR.A5K3.01A",0,0.304858125415244,0.592408383146749,0.102733491438008,0,0,0
"TCGA.OR.A5JZ.01A",0.000938640769627812,0.535805628469955,0.447522016077157,0.0147726519160816,0,0.000961062767179285,0
"TCGA.OR.A5LC.01A",0,0.322903213563942,0.629477552397667,0.0133432098368703,0.0342760242015207,0,0
"TCGA.OR.A5LH.01A",0,0.570198675481243,0.319895591398193,0.109905733120564,0,0,0
"TCGA.OR.A5LM.01A",0,0.520349963673441,0.457793573649876,0.020965047417342,0.00089141525934109,0,0
"TCGA.OR.A5J5.01A",0.00248762136769261,0.198671831124035,0.775386577016205,0.0233857450310927,0,0,6.82254609742319e-05
"TCGA.P6.A5OF.01A",0,0.373818173713736,0.603238096584754,0.0229437297015097,0,0,0
"TCGA.OR.A5LD.01A",0,0.17584812865116,0.651305377296495,0.018437963709953,0.154408530342391,0,0
"TCGA.OR.A5L3.01A",0,0.253008726694852,0.64793295370499,0.0661954827138452,0.0328628368863128,0,0
"TCGA.OR.A5LK.01A",0,0.423358538406313,0.428030047090978,0.116885312671445,0.0189406923139848,0,0.0127854095172793
"TCGA.OR.A5LG.01A",0,0.206587519630367,0.692483734843545,0.100928745526088,0,0,0
"TCGA.OR.A5KO.01A",0,0.212609598503296,0.766768465935769,0.0206219355609354,0,0,0
