"","B Cells","Endothelial Cells","Fibroblasts","Macrophages","Cancer Cells","T Cells","Mast Cells"
"TCGA.CV.5442.01A",0,0.602393493490004,0.241231859221959,0.0164230960655864,0.13995155122245,0,0
"TCGA.CR.7392.01A",0.00177089001274485,0.734458884124746,0.22386408538757,0.0316165233515656,0,0,0.00828961712337343
"TCGA.UF.A71A.01A",0,0.155370295606011,0.751170060956424,0.0658407354872158,0.0274238325912198,0,0.000195075359128651
"TCGA.CN.A642.01A",0.125070266192087,0.520976588287448,0.25338615961553,0.0139970122199226,0.0836034242267445,0,0.00296654945826724
"TCGA.CV.A45U.01A",0,0.68176585509626,0.303304764610366,0.0131492127142559,0,0,0.00178016757911805
"TCGA.CN.6012.01A",0,0.59450553587777,0.296825536874741,0.108668927247489,0,0,0
"TCGA.CV.A45W.01A",0.00448878742001348,0.628046611813266,0.24096123548133,0.10957110927843,0.0151198448602409,0,0.00181241114671999
"TCGA.CV.A6K0.01B",0,0.485152803490807,0.491401859089117,0.0220311642952079,0,0.000449334697097935,0.000964838427770097
"TCGA.QK.A6VB.01A",0,0.437105614495547,0.485233956148121,0.0776604293563321,0,0,0
"TCGA.CV.6959.01A",0.00364130075668259,0.693517400372637,0.286952904307402,0.0149790313523348,0,0,0.000909363210943849
"TCGA.HD.7832.01A",0.000854271246820035,0.782224796873272,0.20052979745522,0.0163911344246886,0,0,0
"TCGA.CV.7255.01A",0,0.696447286210669,0.292367051505821,0.0108158883707177,0,0,0.000369773912791692
"TCGA.CR.5243.01A",0,0.535002232468165,0.448355248538006,0.0166425189938285,0,0,0
"TCGA.P3.A6T5.01A",0,0.535859175825997,0.438530500966289,0.0256103232077133,0,0,0
"TCGA.CV.6952.01A",0.00318008233172809,0.838446355804469,0.156610516181394,2.09136029490619e-05,0,0,0.00174213207945998
"TCGA.D6.A6ES.01A",0.0346517496282932,0.330125071618632,0.216048255916963,0.0446839557027415,0.349034155168754,0.0254568119646162,0
"TCGA.CN.5366.01A",0.00335992886550435,0.577250347439928,0.396466662649977,0.0213583541937191,0,0.00140825333956181,0.000156453511310447
"TCGA.CQ.6223.01A",0,0.870519640704531,0.10509909569817,0.0242069059994867,0,0,0.000174357597812024
"TCGA.F7.7848.01A",0.00205269230442387,0.682933194277796,0.269083143620429,0.0441830186317746,0,0.000660072456314883,0.00108787870926147
"TCGA.CV.A6JM.01A",0,0.374233472192574,0.323516773785059,0.0845569989332712,0.217646964032931,0,4.57910561644199e-05
"TCGA.CN.5359.01A",0,0.642616106180289,0.273465938785829,0.0839179550338814,0,0,0
"TCGA.P3.A5QA.01A",0,0.261251512050591,0.732220234294083,0.00591789857339229,0.00061035508193423,0,0
"TCGA.CN.4734.01A",0.00278214070875048,0.790519068791919,0.182286825684127,0.0223818637874092,0,0.00167402224162971,0.000356078786164436
"TCGA.CV.6441.01A",0,0.662881234930261,0.221543898549076,0,0.115050176383164,0,0.000524690137498598
"TCGA.CV.A6JY.01A",0.00413109616658415,0.690729996769321,0.273822232570133,0,0.0281869668436709,0,0.00312970765029092
"TCGA.D6.6825.01A",0,0.785598232402151,0.177189137064802,0.0367670825242561,0,0,0.000445548008791449
"TCGA.CR.5247.01A",0,0.291706986203703,0.689852503401882,0.0184405103944146,0,0,0
"TCGA.CV.7410.01A",0,0.766700244956057,0.184747663029932,0.0485520920140107,0,0,0
"TCGA.CV.7091.01A",0,0.566239988270072,0.403785181941272,0.0299748297886556,0,0,0
"TCGA.BA.5153.01A",0.00366683368853161,0.692791515259038,0.27923939106952,0.0239208431035168,0,0,0.000381416879393817
"TCGA.CV.7428.01A",0.00313105347143359,0.665219343402003,0.264680522151478,0.0662882584165584,0,0,0.000680822558526911
"TCGA.CX.7086.01A",0.00485127759152738,0.743923382368091,0.242462296251053,0.00872161129158467,0,0,4.14324977442871e-05
"TCGA.CN.5364.01A",0.00279659100172488,0.627944686724089,0.314939390533023,0.0541241388608745,0,0,0.000195192880288799
"TCGA.BA.A6DB.01A",0.00168043556703762,0.632645566439695,0.321063929424549,0.037485568796795,0,0,0.00712449977192373
"TCGA.CQ.5325.01A",0.0023888622649448,0.714594316897888,0.218018266403709,0.0595060097435511,0,0.000788720035031563,0.00470382465487492
"TCGA.CN.4731.01A",0.004585849770201,0.553256734547781,0.424436571575231,0.017677541115023,0,0,4.33029917643694e-05
"TCGA.CV.7427.01A",0.00290659092874128,0.913493040609531,0.0430061416871818,0.0386525728984611,0,0.00189261556501923,4.90383110653807e-05
"TCGA.CR.6467.01A",0,0.623477874523673,0.341987648821818,0.0345297069828402,0,0,4.7696716694926e-06
"TCGA.CV.7183.01A",0.00180399867307855,0.480472681506187,0.501438597618819,0.00902962640560899,0.00720401757647172,0,5.10782198350969e-05
"TCGA.CV.A6JN.01A",0.00339063644636561,0.635993250589014,0.266691742494939,0.0428227916426782,0.0501315608986816,0.000626303996212004,0.000343713932110299
"TCGA.D6.A6EN.01A",0.0196609613039678,0.573464496833097,0.140949888776575,0.129477904013173,0.113267449728165,0.022472384022432,0.000706915322590134
"TCGA.CQ.A4C7.01A",0,0.561658587050856,0.429798685782452,0.00854272716669144,0,0,0
"TCGA.CV.5435.01A",0,0.45743941061989,0.522248352072411,0.0203122373076987,0,0,0
"TCGA.CR.7370.01A",0,0.548322386208297,0.387843038336228,0.0638345754554751,0,0,0
"TCGA.CN.4722.01A",0,0.526089498999056,0.445481593283578,9.48880391427294e-05,0.0283340196782236,0,0
