,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-C8-A278-01A,0.056,0.006,0.018,0.012,0.015,0.000,0.571,0.012,0.024,0.146,0.005,0.125,0.009,0.000,0.000,0.000
TCGA-A7-A425-01A,0.007,0.000,0.006,0.001,0.010,0.001,0.580,0.023,0.071,0.161,0.038,0.091,0.003,0.001,0.008,0.000
TCGA-E2-A15H-01A,0.007,0.000,0.001,0.007,0.002,0.000,0.769,0.010,0.018,0.147,0.008,0.029,0.001,0.000,0.000,0.000
TCGA-A8-A06N-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.936,0.000,0.020,0.000,0.019,0.021,0.000,0.000,0.000,0.000
TCGA-E2-A570-01A,0.000,0.000,0.007,0.001,0.001,0.000,0.576,0.013,0.033,0.314,0.022,0.029,0.004,0.000,0.000,0.000
TCGA-BH-A1FL-01A,0.002,0.012,0.009,0.002,0.010,0.000,0.690,0.009,0.060,0.131,0.038,0.031,0.006,0.000,0.000,0.000
TCGA-E2-A56Z-01A,0.000,0.000,0.008,0.010,0.001,0.000,0.801,0.002,0.026,0.101,0.036,0.014,0.002,0.000,0.000,0.000
TCGA-E9-A1RI-01A,0.008,0.000,0.007,0.002,0.005,0.000,0.522,0.006,0.036,0.328,0.010,0.067,0.009,0.000,0.000,0.000
TCGA-BH-A0DP-01A,0.011,0.002,0.011,0.001,0.018,0.000,0.502,0.024,0.063,0.273,0.017,0.073,0.006,0.000,0.000,0.000
TCGA-AR-A0U3-01A,0.001,0.000,0.005,0.007,0.001,0.000,0.840,0.009,0.035,0.065,0.014,0.022,0.001,0.000,0.000,0.000
TCGA-BH-A18L-01A,0.000,0.000,0.004,0.004,0.001,0.000,0.890,0.000,0.032,0.009,0.029,0.029,0.001,0.000,0.001,0.000
TCGA-A7-A3J1-01A,0.009,0.018,0.020,0.015,0.030,0.001,0.437,0.056,0.092,0.192,0.039,0.084,0.005,0.001,0.000,0.000
TCGA-AC-A6IW-01A,0.000,0.006,0.030,0.015,0.009,0.000,0.616,0.087,0.013,0.045,0.010,0.168,0.001,0.001,0.000,0.000
TCGA-AC-A3YI-01A,0.004,0.000,0.005,0.000,0.013,0.000,0.420,0.023,0.094,0.350,0.037,0.047,0.006,0.000,0.000,0.000
TCGA-D8-A1XG-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.759,0.004,0.019,0.142,0.039,0.030,0.002,0.000,0.001,0.000
TCGA-A8-A082-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.765,0.000,0.013,0.132,0.006,0.075,0.004,0.000,0.000,0.000
TCGA-OL-A5RU-01A,0.047,0.027,0.026,0.001,0.039,0.002,0.551,0.048,0.077,0.111,0.035,0.036,0.003,0.000,0.000,0.000
TCGA-BH-A0HA-01A,0.016,0.001,0.026,0.002,0.011,0.000,0.445,0.034,0.070,0.314,0.026,0.049,0.006,0.000,0.000,0.000
TCGA-A2-A3XS-01A,0.016,0.009,0.015,0.005,0.010,0.001,0.711,0.021,0.039,0.103,0.034,0.032,0.001,0.002,0.000,0.000
TCGA-A2-A0ES-01A,0.010,0.001,0.013,0.003,0.013,0.000,0.496,0.027,0.118,0.226,0.042,0.047,0.003,0.000,0.000,0.000
