,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-OR-A5LO-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.026,0.009,0.038,0.006,0.000,0.000,0.000,0.000,0.918,0.918
TCGA-P6-A5OG-01A,0.000,0.000,0.015,0.019,0.011,0.000,0.000,0.138,0.103,0.159,0.103,0.000,0.000,0.001,0.011,0.439,0.439
TCGA-OR-A5J6-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.097,0.000,0.019,0.150,0.002,0.000,0.000,0.000,0.731,0.731
TCGA-OR-A5LT-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.001,0.001,0.028,0.000,0.000,0.000,0.000,0.965,0.965
TCGA-OR-A5JY-01A,0.000,0.000,0.006,0.001,0.000,0.000,0.000,0.063,0.002,0.038,0.086,0.000,0.000,0.000,0.000,0.804,0.804
TCGA-OR-A5JV-01A,0.000,0.000,0.000,0.000,0.003,0.000,0.001,0.044,0.000,0.038,0.303,0.002,0.000,0.000,0.000,0.608,0.608
TCGA-OR-A5JT-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.037,0.067,0.000,0.000,0.000,0.000,0.852,0.852
TCGA-OR-A5KX-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.001,0.021,0.053,0.001,0.000,0.000,0.000,0.863,0.863
TCGA-OR-A5K3-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.005,0.057,0.000,0.000,0.000,0.000,0.919,0.919
TCGA-OR-A5JZ-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.041,0.000,0.010,0.057,0.002,0.000,0.000,0.000,0.888,0.888
TCGA-OR-A5LC-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.036,0.076,0.017,0.000,0.000,0.000,0.000,0.805,0.805
