"","T Cells","Macrophages","NK","Cancer Cells","Endothelial Cells","Monocyte","B Cells","DC","Mast Cells","Fibroblasts"
"TCGA.BQ.5877.01A",0,0.128187345554899,0,0.426553932824082,0.186171762677525,0,0,0,0,0.259086958943494
"TCGA.IA.A83W.01A",0,0.0573954968109653,0,0.529376282792586,0.185695033283176,0,0,0,0,0.227533187113273
"TCGA.F9.A7Q0.01A",0,0,0,0.621312707422221,0.182522394076369,0,0,0,0,0.196164898501411
"TCGA.BQ.5875.01A",0,0.0333238905482424,0,0.646644806213272,0.169136773303938,0,0,0,0,0.150894529934548
"TCGA.SX.A71V.01A",0,0.0642746899283418,0,0.635700514365323,0.160124605816546,0,0,0,0,0.13990018988979
"TCGA.SX.A7SS.01A",0,0.0265909607790868,0,0.68496057905695,0.154976439836286,0,0,0,0,0.133472020327677
"TCGA.Y8.A897.01A",0,0.0909997644079361,0,0.521814265829032,0.193725833271697,0,0,0,0,0.193460136491335
"TCGA.2Z.A9JG.01A",0,0.000235486977953404,0,0.679812213582055,0.155137830265007,0,0,0,0,0.164814469174984
"TCGA.UZ.A9PS.01A",0,0,0,0.669776120349627,0.155510667976951,0,0,0,0,0.174713211673421
"TCGA.HE.A5NK.01A",0,0.258087248053215,0,0.361505776236007,0.155832981486879,0,0,0,0,0.2245739942239
"TCGA.B9.A8YH.01A",0,0.0684636205589755,0,0.545473245786727,0.20305434687969,0,0,0,0,0.183008786774608
"TCGA.BQ.7062.01A",0,0.105967870805605,0,0.476722767619222,0.205614666267221,0,0,0,0,0.211694695307952
"TCGA.IZ.A6M8.01A",0,0.284120342934368,0,0.615049399870419,0.0276030804271935,0,0,0,0,0.0732271767680192
"TCGA.GL.7966.01A",0,0,0,0.60344966536985,0.182646599104877,0,0,0,0,0.213903735525273
"TCGA.O9.A75Z.01A",0,0.020573852436442,0,0.548895801117811,0.224631559228159,0,0,0,0,0.205898787217587
"TCGA.DZ.6135.01A",0,0.0305373094559573,0,0.507405298741104,0.262504243360873,0,0,0,0,0.199553148442066
"TCGA.MH.A55W.01A",0,0.00658468571002367,0,0.588434839304139,0.206449587294819,0,0,0.000886658913168663,0,0.19764422877785
"TCGA.BQ.7059.01A",0,0.295221195256336,0,0.317444543625474,0.159652003290701,0,0,0,0,0.227682257827489
"TCGA.B9.5156.01A",0,0.0635165912446709,0,0.533738364363479,0.186569860445697,0,0,0,0,0.216175183946153
"TCGA.2Z.A9J1.01A",0,0.0578382808138831,0,0.670390940316517,0.145703812675808,0,0,0,0,0.126066966193792
"TCGA.A4.8098.01A",0,0.00674562470124525,0,0.713471440127996,0.138277317858181,0,0,0.000317533525034221,0,0.141188083787544
"TCGA.BQ.7060.01A",0,0.0759596000710718,0,0.575592540307471,0.198628560443341,0,0,0,0,0.149819299178117
"TCGA.DW.5561.01A",0,0.0137903286514056,0,0.637818471155077,0.177989935813756,0,0,0,0,0.170401264379761
"TCGA.5P.A9JZ.01A",0,0.0548715703112395,0,0.604017946273775,0.16693750010103,0,0,0,0,0.174172983313956
"TCGA.A4.7584.01A",0,0,0,0.653186157119657,0.193298540718411,0,0,0,0,0.153515302161932
"TCGA.GL.A9DE.01A",0,0.0488693133243168,0,0.720511072974354,0.138620082893894,0,0,0,0,0.0919995308074351
"TCGA.MH.A562.01A",0,0.132886818347077,0,0.689372645788347,0.0741868897394345,0,0,0,0,0.103553646125141
"TCGA.J7.6720.01A",0,0.142254488405812,0,0.521053248521319,0.151017082106603,0,0,0,0,0.185675180966267
"TCGA.DZ.6134.01A",0,0.122896969954162,0,0.43141436895489,0.201611055040474,0,0,0,0,0.244077606050474
"TCGA.P4.AAVM.01A",0,0.0299767278378129,0,0.786683281343856,0.105960805647264,0,0,0,0,0.0773791851710665
"TCGA.G7.A8LD.01A",0,0,0,0.64180971076975,0.18581854139366,0,0,0,0,0.17237174783659
"TCGA.AL.3467.01A",0,0,0,0.417839348180116,0.341479116511662,0,0,0,0,0.240681535308222
