,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-IB-AAUW-01A,0.012,0.018,0.008,0.004,0.007,0.000,0.444,0.034,0.137,0.200,0.035,0.071,0.015,0.000,0.015,0.001
TCGA-LB-A8F3-01A,0.003,0.000,0.004,0.000,0.000,0.000,0.738,0.000,0.041,0.170,0.000,0.037,0.002,0.001,0.003,0.000
TCGA-HV-A5A5-01A,0.006,0.000,0.020,0.000,0.000,0.000,0.467,0.022,0.098,0.241,0.009,0.128,0.003,0.000,0.004,0.000
TCGA-US-A77E-01A,0.000,0.001,0.002,0.002,0.000,0.000,0.548,0.000,0.041,0.339,0.000,0.061,0.001,0.000,0.005,0.000
TCGA-3A-A9IX-01A,0.011,0.023,0.027,0.000,0.018,0.001,0.320,0.067,0.086,0.354,0.006,0.075,0.008,0.000,0.003,0.001
TCGA-HZ-A4BH-01A,0.002,0.015,0.023,0.001,0.010,0.000,0.374,0.029,0.129,0.310,0.019,0.077,0.004,0.000,0.006,0.001
TCGA-HZ-A49G-01A,0.008,0.000,0.014,0.001,0.010,0.000,0.380,0.043,0.065,0.301,0.001,0.164,0.010,0.000,0.003,0.000
TCGA-IB-8126-01A,0.019,0.016,0.013,0.002,0.028,0.004,0.320,0.032,0.137,0.300,0.017,0.093,0.005,0.000,0.012,0.001
TCGA-FB-A5VM-01A,0.004,0.002,0.012,0.001,0.005,0.000,0.523,0.041,0.081,0.243,0.011,0.068,0.003,0.000,0.004,0.001
TCGA-HV-AA8V-01A,0.006,0.000,0.004,0.001,0.002,0.000,0.306,0.002,0.036,0.507,0.000,0.129,0.004,0.001,0.002,0.000
TCGA-IB-7891-01A,0.025,0.000,0.024,0.001,0.013,0.000,0.353,0.051,0.069,0.317,0.004,0.133,0.008,0.000,0.002,0.000
TCGA-FB-A545-01A,0.002,0.000,0.003,0.000,0.000,0.000,0.651,0.000,0.056,0.258,0.000,0.019,0.006,0.000,0.004,0.000
TCGA-FB-A7DR-01A,0.004,0.000,0.004,0.001,0.003,0.000,0.349,0.011,0.097,0.343,0.086,0.090,0.005,0.002,0.004,0.001
TCGA-3A-A9IN-01A,0.023,0.000,0.002,0.001,0.009,0.000,0.370,0.018,0.253,0.190,0.080,0.037,0.006,0.003,0.007,0.001
TCGA-IB-AAUN-01A,0.012,0.000,0.009,0.007,0.000,0.000,0.605,0.027,0.054,0.218,0.000,0.059,0.004,0.000,0.004,0.000
TCGA-Q3-AA2A-01A,0.000,0.000,0.004,0.001,0.000,0.000,0.667,0.000,0.044,0.134,0.019,0.124,0.003,0.000,0.003,0.000
TCGA-IB-A5SO-01A,0.010,0.029,0.013,0.000,0.014,0.000,0.297,0.025,0.078,0.398,0.001,0.124,0.006,0.000,0.003,0.000
TCGA-M8-A5N4-01A,0.000,0.000,0.002,0.004,0.000,0.000,0.502,0.000,0.048,0.285,0.000,0.143,0.001,0.000,0.014,0.000
TCGA-2L-AAQI-01A,0.009,0.000,0.004,0.001,0.000,0.000,0.686,0.008,0.046,0.150,0.000,0.086,0.005,0.000,0.004,0.000
TCGA-HV-A7OP-01A,0.002,0.000,0.001,0.000,0.000,0.000,0.955,0.000,0.008,0.003,0.000,0.026,0.004,0.000,0.001,0.000
TCGA-HZ-A8P1-01A,0.000,0.000,0.001,0.003,0.000,0.000,0.829,0.006,0.027,0.091,0.000,0.038,0.002,0.000,0.001,0.000
TCGA-IB-AAUV-01A,0.010,0.022,0.006,0.002,0.025,0.000,0.021,0.024,0.089,0.610,0.024,0.151,0.006,0.000,0.008,0.001
TCGA-HZ-7925-01A,0.001,0.000,0.010,0.000,0.001,0.000,0.232,0.017,0.058,0.572,0.000,0.090,0.007,0.000,0.011,0.000
TCGA-IB-A7LX-01A,0.001,0.000,0.004,0.003,0.008,0.000,0.779,0.015,0.022,0.137,0.000,0.027,0.003,0.000,0.002,0.000
TCGA-3A-A9IZ-01A,0.000,0.000,0.001,0.002,0.000,0.000,0.738,0.000,0.026,0.196,0.000,0.031,0.000,0.000,0.006,0.000
TCGA-IB-AAUM-01A,0.018,0.006,0.009,0.001,0.005,0.008,0.537,0.025,0.074,0.215,0.014,0.068,0.009,0.003,0.009,0.001
TCGA-FB-AAQ6-01A,0.006,0.000,0.004,0.000,0.000,0.000,0.774,0.000,0.030,0.142,0.000,0.039,0.003,0.000,0.002,0.000
TCGA-F2-A8YN-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.644,0.011,0.028,0.225,0.000,0.087,0.001,0.000,0.002,0.000
TCGA-2J-AABK-01A,0.001,0.000,0.004,0.000,0.003,0.000,0.782,0.018,0.068,0.058,0.001,0.055,0.004,0.000,0.006,0.000
TCGA-H6-8124-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.645,0.005,0.019,0.280,0.000,0.041,0.005,0.000,0.000,0.000
TCGA-Q3-A5QY-01A,0.019,0.204,0.038,0.001,0.014,0.111,0.101,0.093,0.074,0.220,0.015,0.101,0.001,0.000,0.004,0.002
TCGA-HZ-A8P0-01A,0.011,0.000,0.001,0.000,0.003,0.000,0.564,0.003,0.096,0.247,0.003,0.064,0.002,0.000,0.004,0.000
TCGA-HZ-A77O-01A,0.011,0.000,0.006,0.002,0.000,0.000,0.679,0.015,0.037,0.174,0.000,0.070,0.003,0.000,0.002,0.000
TCGA-HZ-A9TJ-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.775,0.000,0.035,0.130,0.000,0.054,0.001,0.000,0.000,0.000
TCGA-FB-A4P6-01A,0.003,0.000,0.014,0.002,0.010,0.002,0.461,0.040,0.084,0.253,0.010,0.093,0.015,0.001,0.011,0.000
TCGA-FB-A78T-01A,0.000,0.000,0.006,0.001,0.001,0.000,0.684,0.024,0.024,0.115,0.000,0.135,0.002,0.000,0.007,0.000
TCGA-HZ-7289-01A,0.004,0.000,0.000,0.003,0.002,0.000,0.918,0.000,0.007,0.055,0.000,0.010,0.001,0.000,0.000,0.000
TCGA-HZ-7918-01A,0.041,0.001,0.025,0.004,0.033,0.000,0.301,0.051,0.057,0.275,0.001,0.203,0.005,0.000,0.002,0.000
TCGA-HZ-8638-01A,0.027,0.000,0.001,0.015,0.006,0.000,0.657,0.019,0.079,0.093,0.030,0.043,0.007,0.000,0.012,0.011
TCGA-3A-A9I5-01A,0.013,0.004,0.005,0.000,0.000,0.000,0.700,0.000,0.042,0.174,0.002,0.047,0.003,0.000,0.008,0.000
TCGA-HZ-8519-01A,0.011,0.000,0.011,0.000,0.023,0.000,0.303,0.035,0.152,0.322,0.033,0.090,0.011,0.000,0.007,0.001
TCGA-3A-A9IV-01A,0.031,0.000,0.004,0.000,0.000,0.000,0.713,0.001,0.032,0.185,0.003,0.030,0.000,0.000,0.000,0.000
TCGA-IB-A5SQ-01A,0.007,0.000,0.017,0.000,0.004,0.000,0.289,0.033,0.100,0.416,0.026,0.098,0.006,0.000,0.003,0.001
TCGA-H6-A45N-01A,0.006,0.009,0.010,0.003,0.011,0.000,0.368,0.042,0.093,0.320,0.010,0.112,0.010,0.003,0.003,0.000
TCGA-FB-AAPS-01A,0.004,0.019,0.017,0.002,0.008,0.001,0.070,0.023,0.092,0.604,0.024,0.127,0.005,0.000,0.002,0.001
TCGA-HV-A5A3-01A,0.000,0.000,0.007,0.001,0.000,0.000,0.760,0.000,0.014,0.156,0.000,0.056,0.000,0.001,0.004,0.000
TCGA-3A-A9IB-01A,0.001,0.000,0.006,0.000,0.001,0.000,0.484,0.006,0.081,0.305,0.018,0.093,0.004,0.000,0.001,0.000
TCGA-HV-A7OL-01A,0.010,0.034,0.010,0.001,0.005,0.000,0.631,0.003,0.021,0.138,0.000,0.136,0.006,0.000,0.004,0.000
TCGA-HZ-8002-01A,0.005,0.004,0.015,0.002,0.014,0.000,0.312,0.038,0.125,0.343,0.019,0.107,0.012,0.000,0.005,0.001
TCGA-HZ-A77P-01A,0.001,0.000,0.007,0.000,0.011,0.000,0.296,0.020,0.114,0.319,0.124,0.094,0.009,0.001,0.004,0.001
TCGA-IB-8127-01A,0.005,0.000,0.015,0.001,0.016,0.000,0.512,0.033,0.027,0.275,0.000,0.106,0.008,0.000,0.001,0.000
TCGA-2J-AAB1-01A,0.001,0.000,0.015,0.007,0.003,0.000,0.578,0.034,0.057,0.209,0.001,0.083,0.008,0.000,0.004,0.000
TCGA-3A-A9IH-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.690,0.019,0.048,0.155,0.009,0.068,0.001,0.000,0.003,0.000
TCGA-IB-AAUS-01A,0.005,0.000,0.021,0.000,0.009,0.000,0.093,0.024,0.084,0.424,0.013,0.310,0.007,0.002,0.005,0.002
TCGA-3E-AAAY-01A,0.004,0.000,0.011,0.001,0.010,0.000,0.376,0.035,0.124,0.254,0.020,0.147,0.006,0.000,0.010,0.001
TCGA-2J-AABH-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.682,0.002,0.023,0.183,0.000,0.097,0.001,0.000,0.005,0.000
TCGA-2J-AABA-01A,0.008,0.002,0.008,0.000,0.011,0.000,0.474,0.013,0.056,0.357,0.001,0.054,0.009,0.000,0.008,0.000
TCGA-XD-AAUL-01A,0.000,0.000,0.008,0.000,0.000,0.000,0.437,0.032,0.019,0.370,0.000,0.114,0.008,0.000,0.010,0.000
TCGA-IB-7886-01A,0.001,0.000,0.012,0.006,0.004,0.000,0.519,0.009,0.041,0.301,0.000,0.098,0.006,0.000,0.001,0.000
TCGA-IB-A6UF-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.772,0.002,0.022,0.143,0.000,0.055,0.003,0.000,0.001,0.000
TCGA-3A-A9IS-01A,0.011,0.000,0.004,0.000,0.003,0.000,0.922,0.003,0.044,0.001,0.001,0.007,0.000,0.000,0.002,0.001
TCGA-US-A774-01A,0.021,0.007,0.010,0.009,0.002,0.000,0.423,0.023,0.058,0.317,0.003,0.112,0.009,0.001,0.006,0.000
TCGA-HZ-7920-01A,0.012,0.020,0.018,0.000,0.017,0.007,0.244,0.044,0.210,0.290,0.038,0.074,0.013,0.000,0.010,0.001
TCGA-3A-A9IL-01A,0.013,0.000,0.010,0.000,0.004,0.000,0.614,0.028,0.173,0.071,0.031,0.033,0.015,0.004,0.003,0.001
TCGA-3A-A9I7-01A,0.014,0.019,0.010,0.005,0.016,0.000,0.431,0.021,0.043,0.308,0.018,0.096,0.011,0.000,0.006,0.001
TCGA-3A-A9IC-01A,0.002,0.000,0.002,0.003,0.001,0.000,0.417,0.014,0.048,0.405,0.001,0.096,0.005,0.000,0.006,0.000
TCGA-IB-AAUQ-01A,0.012,0.000,0.009,0.000,0.000,0.000,0.481,0.000,0.068,0.339,0.006,0.076,0.007,0.001,0.000,0.000
TCGA-2J-AABO-01A,0.002,0.000,0.010,0.000,0.003,0.000,0.495,0.024,0.033,0.367,0.004,0.050,0.009,0.000,0.003,0.000
TCGA-XD-AAUH-01A,0.010,0.054,0.016,0.001,0.018,0.018,0.203,0.035,0.200,0.325,0.031,0.073,0.007,0.000,0.008,0.001
TCGA-HZ-8315-01A,0.010,0.000,0.017,0.004,0.008,0.000,0.394,0.042,0.061,0.335,0.000,0.116,0.009,0.000,0.003,0.000
TCGA-IB-7649-01A,0.015,0.000,0.023,0.001,0.009,0.000,0.345,0.039,0.098,0.302,0.005,0.142,0.019,0.000,0.001,0.001
TCGA-L1-A7W4-01A,0.003,0.000,0.002,0.002,0.000,0.000,0.742,0.000,0.030,0.181,0.005,0.032,0.000,0.000,0.002,0.000
TCGA-IB-7651-01A,0.028,0.000,0.015,0.013,0.009,0.000,0.373,0.006,0.038,0.306,0.000,0.205,0.005,0.000,0.000,0.000
TCGA-IB-7888-01A,0.019,0.040,0.026,0.001,0.007,0.003,0.209,0.039,0.109,0.400,0.019,0.108,0.006,0.000,0.012,0.001
TCGA-2L-AAQL-01A,0.001,0.000,0.003,0.001,0.001,0.000,0.555,0.029,0.051,0.228,0.010,0.110,0.004,0.002,0.004,0.000
TCGA-HZ-A4BK-01A,0.007,0.000,0.013,0.002,0.008,0.000,0.514,0.038,0.071,0.211,0.003,0.113,0.011,0.001,0.008,0.001
TCGA-HZ-7926-01A,0.002,0.025,0.010,0.001,0.010,0.000,0.605,0.029,0.074,0.183,0.001,0.047,0.008,0.000,0.006,0.001
TCGA-HZ-8001-01A,0.015,0.013,0.018,0.001,0.012,0.000,0.243,0.045,0.108,0.423,0.014,0.090,0.009,0.000,0.008,0.001
TCGA-3E-AAAZ-01A,0.005,0.000,0.006,0.000,0.005,0.000,0.539,0.010,0.054,0.264,0.059,0.049,0.006,0.000,0.002,0.001
TCGA-LB-A7SX-01A,0.037,0.000,0.002,0.001,0.006,0.000,0.730,0.011,0.028,0.114,0.002,0.051,0.003,0.001,0.013,0.000
TCGA-2L-AAQM-01A,0.013,0.000,0.002,0.001,0.004,0.000,0.802,0.000,0.087,0.050,0.004,0.019,0.004,0.011,0.002,0.000
TCGA-RB-A7B8-01A,0.003,0.000,0.012,0.001,0.001,0.000,0.397,0.000,0.054,0.396,0.005,0.121,0.004,0.000,0.004,0.000
TCGA-HV-A5A4-01A,0.003,0.000,0.004,0.004,0.001,0.000,0.522,0.036,0.037,0.293,0.000,0.087,0.004,0.001,0.008,0.000
TCGA-IB-7889-01A,0.007,0.028,0.018,0.000,0.006,0.000,0.492,0.039,0.075,0.209,0.004,0.111,0.006,0.000,0.003,0.001
TCGA-2J-AABV-01A,0.023,0.000,0.000,0.001,0.001,0.000,0.799,0.002,0.029,0.101,0.001,0.037,0.004,0.000,0.002,0.000
TCGA-2J-AABP-01A,0.026,0.000,0.024,0.014,0.011,0.000,0.175,0.001,0.104,0.361,0.032,0.248,0.001,0.000,0.001,0.001
TCGA-FB-AAPU-01A,0.001,0.000,0.002,0.001,0.000,0.000,0.885,0.019,0.022,0.053,0.000,0.013,0.003,0.000,0.001,0.000
