,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-HQ-A5NE-01A,0.000,0.000,0.014,0.006,0.000,0.000,0.005,0.063,0.081,0.022,0.020,0.002,0.001,0.007,0.000,0.779,0.779
TCGA-FD-A5BT-01A,0.004,0.000,0.022,0.020,0.006,0.000,0.019,0.027,0.394,0.015,0.130,0.001,0.007,0.001,0.002,0.352,0.352
TCGA-DK-A3IQ-01A,0.001,0.000,0.005,0.000,0.000,0.000,0.001,0.067,0.627,0.056,0.049,0.005,0.001,0.001,0.000,0.186,0.186
TCGA-ZF-AA4X-01A,0.000,0.002,0.001,0.010,0.000,0.001,0.024,0.006,0.000,0.004,0.004,0.000,0.000,0.004,0.000,0.944,0.944
TCGA-GD-A3OQ-01A,0.000,0.000,0.012,0.006,0.000,0.000,0.003,0.016,0.044,0.008,0.010,0.001,0.000,0.004,0.000,0.896,0.896
TCGA-ZF-AA51-01A,0.031,0.000,0.041,0.008,0.000,0.000,0.023,0.036,0.079,0.013,0.069,0.001,0.000,0.004,0.001,0.693,0.693
TCGA-FD-A3SS-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.012,0.014,0.021,0.020,0.000,0.000,0.001,0.000,0.932,0.932
TCGA-DK-AA71-01A,0.000,0.000,0.007,0.010,0.000,0.000,0.000,0.021,0.009,0.007,0.016,0.000,0.000,0.002,0.000,0.928,0.928
TCGA-4Z-AA83-01A,0.000,0.000,0.006,0.003,0.000,0.000,0.022,0.023,0.032,0.036,0.014,0.002,0.000,0.003,0.000,0.859,0.859
TCGA-ZF-A9R4-01A,0.001,0.001,0.000,0.025,0.000,0.000,0.001,0.012,0.000,0.005,0.029,0.000,0.001,0.000,0.000,0.926,0.926
TCGA-BT-A20P-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.019,0.004,0.011,0.016,0.000,0.000,0.000,0.000,0.947,0.947
TCGA-HQ-A2OE-01A,0.007,0.000,0.006,0.000,0.000,0.000,0.005,0.018,0.000,0.004,0.011,0.000,0.000,0.001,0.000,0.947,0.947
TCGA-R3-A69X-01A,0.007,0.009,0.030,0.009,0.000,0.000,0.031,0.078,0.095,0.058,0.076,0.002,0.000,0.003,0.001,0.601,0.601
TCGA-BT-A3PH-01A,0.003,0.000,0.000,0.002,0.000,0.000,0.000,0.030,0.006,0.013,0.024,0.000,0.000,0.003,0.000,0.918,0.918
TCGA-UY-A9PA-01A,0.000,0.000,0.008,0.027,0.000,0.000,0.028,0.012,0.000,0.001,0.018,0.002,0.000,0.003,0.000,0.901,0.901
TCGA-BL-A13J-01B,0.009,0.006,0.013,0.023,0.000,0.008,0.004,0.021,0.087,0.035,0.017,0.004,0.000,0.010,0.000,0.760,0.760
TCGA-CF-A3MI-01A,0.000,0.000,0.000,0.002,0.000,0.000,0.010,0.035,0.000,0.024,0.004,0.001,0.000,0.000,0.000,0.922,0.922
TCGA-XF-AAMW-01A,0.001,0.000,0.022,0.002,0.000,0.000,0.014,0.034,0.120,0.009,0.038,0.000,0.000,0.002,0.000,0.757,0.757
TCGA-H4-A2HQ-01A,0.012,0.000,0.006,0.009,0.000,0.000,0.000,0.025,0.002,0.005,0.009,0.000,0.000,0.005,0.000,0.926,0.926
TCGA-HQ-A5ND-01A,0.000,0.000,0.006,0.008,0.000,0.000,0.000,0.015,0.000,0.012,0.000,0.000,0.000,0.001,0.000,0.957,0.957
TCGA-K4-A6FZ-01A,0.001,0.000,0.014,0.011,0.000,0.000,0.019,0.049,0.002,0.013,0.025,0.002,0.000,0.008,0.001,0.856,0.856
TCGA-DK-A3IV-01A,0.005,0.025,0.056,0.034,0.000,0.000,0.052,0.012,0.002,0.006,0.036,0.000,0.001,0.005,0.000,0.766,0.766
TCGA-E7-A3X6-01A,0.000,0.000,0.018,0.032,0.000,0.000,0.003,0.055,0.019,0.019,0.028,0.000,0.000,0.005,0.000,0.819,0.819
TCGA-BT-A42F-01A,0.041,0.000,0.012,0.016,0.005,0.000,0.026,0.029,0.000,0.022,0.044,0.000,0.000,0.006,0.001,0.797,0.797
