,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
IPIGYN015.T1,0.000,0.018,0.003,0.000,0.000,0.000,0.010,0.000,0.000,0.002,0.000,0.008,0.000,0.079,0.000,0.880,0.880
IPIGYN019.T1,0.000,0.004,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.992,0.992
IPIGYN021.T1,0.001,0.010,0.000,0.014,0.000,0.118,0.015,0.000,0.000,0.007,0.000,0.000,0.000,0.002,0.000,0.833,0.833
IPIHEP001.T1,0.000,0.013,0.003,0.000,0.105,0.018,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.361,0.000,0.496,0.496
IPIHNSC021.T1,0.002,0.002,0.000,0.179,0.002,0.025,0.012,0.005,0.031,0.000,0.000,0.001,0.006,0.084,0.000,0.650,0.650
IPIHNSC024.T1,0.000,0.023,0.000,0.000,0.000,0.000,0.003,0.001,0.039,0.007,0.000,0.002,0.000,0.010,0.006,0.910,0.910
IPIKID030.T1,0.000,0.005,0.011,0.001,0.290,0.000,0.087,0.021,0.000,0.002,0.017,0.011,0.173,0.082,0.002,0.299,0.299
IPIKID031.T1,0.001,0.013,0.005,0.032,0.715,0.003,0.008,0.001,0.000,0.003,0.037,0.000,0.001,0.055,0.000,0.127,0.127
IPIKID031.T2,0.000,0.002,0.001,0.022,0.180,0.000,0.031,0.017,0.010,0.000,0.214,0.000,0.027,0.078,0.062,0.356,0.356
IPILUNG021.T1,0.000,0.032,0.000,0.000,0.001,0.056,0.071,0.000,0.000,0.002,0.001,0.001,0.000,0.008,0.000,0.828,0.828
IPILUNG030.T1,0.030,0.062,0.073,0.091,0.258,0.000,0.037,0.006,0.000,0.002,0.020,0.002,0.001,0.054,0.000,0.364,0.364
