	Sample_1976.0	Sample_3250.0	Sample_3250.1	Sample_3266.0	Sample_3281.0	Sample_3288.0	Sample_3288.1	Sample_3290.0
MXRA8	35.82157764384046	6.937617694957456	75.81728567166633	1.3596653346588916	4.124095383817512	3.5167060010329836	72.82711568296368	39.784317872479896
AURKAIP1	576.1042186601072	286.23669706067	380.3553193421522	508.5114800653582	466.877148066922	256.3463765405885	240.0016486217845	295.81922040853
CCNL2	32.66286340856139	30.027805621905948	62.28028660679105	36.74888285619959	18.481574786142172	21.453181193261162	20.77141980368893	22.710006163261372
MRPL20	291.5339900233291	219.47429657444076	213.03525312444003	337.9470193587308	203.54147480210707	190.48277540301004	148.82974132922175	194.22064517261128
ANKRD65	6.22428054893822	6.760627983585363	10.457733775026623	5.337565591979242	0.416992771416792	1.4909804958830626	2.3990851473905805	2.422804368178603
VWA1	28.100485235205245	3.2560282540014795	28.912604819174533	6.850530606841756	0.0	0.35070919673049344	1.8740685033531392	0.19424647207678794
ATAD3B	7.869957057231183	4.6881817693303915	16.149087139383216	17.53107302859496	13.971898839600895	9.706692383991573	3.982036957650252	13.458976761436903
ATAD3A	17.615990256738765	1.6372634162433293	21.98049494665891	19.302587830803613	11.927396949044008	7.847118798081191	6.028009061457957	11.844657700490062
SSU72	250.9713263631727	255.80822083661926	310.6720369862673	261.1122480632088	199.97305945584563	153.5423332737062	137.77803918462024	163.16200159021616
C1orf233	11.420416938703472	0.0	2.911334400589121	6.422561446647529	1.0475359850390602	1.1789819459713518	2.5324956707630544	2.843556845469662
MIB2	25.505462403525637	69.27128411964789	31.431113087766533	36.62992563628857	6.466010157565131	6.690472339002539	10.462207592293565	10.340890116203292
MMP23B	43.90052081869703	10.45012201315407	27.742216365105392	20.70905923742364	1.7644024578076474	1.532024612097043	33.38605575350565	13.490368984314498
CDK11B	9.891317181274026	10.449642820921774	7.009273737390162	9.740066874891957	2.9802877528081115	2.429946920422915	1.8664279815148983	3.655757130132634
SLC35E2B	2.0193973038342667	9.814813506220997	6.699280306069844	5.891245468508319	1.1991766812974085	3.3662548467324434	2.580767217651372	3.162015983541161
CDK11A	16.887882487058338	5.0264353615964135	14.382972504873846	17.655399935315952	7.0876295948363826	8.799130435108278	6.664673401769683	11.243529893025828
NADK	19.092907683881645	3.533427995545455	11.947557800271154	21.15860263033266	17.695589104145157	17.194754790222138	16.04063907295377	16.062682265285105
GNB1	100.57232956844764	29.86376816810461	51.136028139305715	76.94329404570493	97.62781459835863	63.028331323449706	58.926283488060996	63.24718022172429
SKI	24.014790462235776	9.39025458739005	18.121071887166707	11.3225269712252	13.57054728377595	13.108673299089725	12.51419640378525	12.210154201636415
RER1	306.3899164973159	191.00307757269852	272.9723298312708	337.51445804468614	268.91475497064584	209.6486487191713	211.0829894685712	279.70431316487657
PEX10	18.55494247052765	1.1983295184052347	26.848132938081946	14.749869115906074	16.109597136701566	11.818576488862512	11.647573380800386	16.497469894298728
PANK4	7.732994371017929	6.771914536219468	16.944342776801182	10.209629918612912	8.46349939377252	5.119230124835057	5.3915446836882825	8.266070884475036
TNFRSF14	23.653666384618468	82.31532507461992	16.899904053326356	56.70283869120989	32.42420043607498	50.46203534205701	41.21602243998666	31.061367739037646
FAM213B	11.410562280823266	7.978389865601959	23.030504609858408	12.692307404752807	1.789047236520985	3.241157855712	10.147343675992778	5.491716550892839
MMEL1	40.72598792614104	6.693532202362884	19.314362516387888	3.7496792643320735	2.272806618172186	1.0094775277517165	8.358614308910992	7.819542801869433
TPRG1L	7.038462484297012	5.0602517211151845	12.625697036565018	10.129025129325026	4.314860449855482	6.074513485556843	7.886015427723214	7.671385085726664
WRAP73	14.180637952032695	12.019891041495885	22.46493936475217	24.122638837535874	14.954996263325615	20.685638273545	9.888937286341084	13.878506658718958
SMIM1	66.71390333911428	29.582790211142026	17.75323908560747	18.891586783739246	1.006722916038792	2.081485885801916	5.911940130330308	3.549077153228893
LRRC47	26.46204689318757	68.20615671561333	32.711298724139105	24.701718635902843	16.875465570229107	11.488753714263234	11.606161506439152	13.846748796435485
CEP104	17.046080360232832	30.559979068880445	18.38594367991111	10.592652794592103	4.723665751601002	7.55678815917704	6.256793430194707	10.506804587182618
C1orf174	21.722501460120935	29.001687356579925	40.24020379986288	25.48387149349794	19.039411223422576	12.527789497651264	11.996386403906227	11.077176576304321
KCNAB2	15.404120030482018	30.747835029989396	4.6522872497892935	18.97025989103191	23.44960850627105	49.911898110327904	35.67692572580375	36.988962186934316
RPL22	274.64107188826404	305.3316537826744	200.7990832538243	202.58151904354568	445.8637408775207	385.8709052274011	107.77030173228735	464.3205231816218
ICMT	29.052277889753103	9.613725901077274	30.920682131581	27.26224691912317	15.520004259042599	11.778351091310961	14.459615148372151	18.62405376950013
ACOT7	32.37208242184595	40.730483179755026	54.26755396326538	24.39888078535433	8.307745314509518	7.4629483349367955	10.066643097949695	16.394996685165815
TNFRSF25	3.39077621305363	0.0	2.9870656301059735	4.37058280559357	4.43859290571396	0.5793058925145186	0.3324318368492674	2.7862541726219754
NOL9	4.390916381778463	0.7756011113455928	10.869642605374176	8.969827887609961	6.735200370826278	6.570466322272883	4.504807868255846	7.0285901128947055
ZBTB48	7.093654522407983	21.313565018793682	18.681624893827546	10.835631809982498	16.224912685404178	10.613275692521755	5.625090214620411	11.462879322828154
KLHL21	3.9927472257047008	0.4634319782775474	10.62654652561204	8.675902346944913	1.7525159758918885	0.7273602428701541	3.4292529816424113	2.596395731056544
PHF13	3.839553360817659	0.0	4.764355433440938	3.2638760280947325	0.2451978549362118	12.895107180006704	3.618577988760688	2.4294093752412595
THAP3	11.458717426982949	13.107597671160473	20.981765059287085	19.770155399939746	10.524487729971387	8.752541265352987	10.872144677965066	12.734717659079626
DNAJC11	13.576027104478028	8.494365412162127	18.397571324182863	15.32685935592406	11.816984607007024	10.506434952625806	5.977269810186852	8.625066653616052
CAMTA1	255.37807871999829	70.82055113576817	151.32622076271238	126.37895026820424	100.95733571448106	110.21284813292223	121.16379582094437	101.59348044889435
VAMP3	46.409449387683026	60.06822990043622	65.82527969756119	32.89984494049365	35.748221429111645	42.20790152555232	48.79774942547793	42.97638034043445
PER3	3.2185063557883136	0.2513306058911598	6.727570615168061	1.831317503893891	0.09080570203164788	2.1744059053477067	3.249645254899776	0.9420724945471196
UTS2	0.5718338663787264	0.0	0.1013406446458461	0.03628571485957312	1.4091209236862732	16.64837742192145	20.838588112318877	0.1377581520111963
TNFRSF9	1.5211685698242687	0.0	4.884146832048677	8.338515487393472	0.6626654671517809	0.6261732391328564	14.894089541277713	8.181635601358495
PARK7	703.023606679762	696.4729097159208	744.9592067137689	807.3434597516983	918.6204350239667	627.4185326413212	589.0613731853255	779.5628235940873
ERRFI1	31.741305474680093	27.016661223796238	94.65246625446058	8.472444377464397	4.411425068891557	7.406476095325563	58.64625267934386	30.867672937099808
RERE	20.032074843233108	6.122715389603409	27.83201663727313	18.486139567483228	16.623376423306446	11.4890024114634	11.548814349770849	9.426644051879189
ENO1	1167.9428617781011	932.747677715362	1442.4190966921415	1112.5438975069874	1328.9437702434466	982.8056663039696	765.0739444172519	1485.8950415146933
SLC2A5	12.311752099860072	0.0	1.1995999659959786	42.102743012149226	11.677137262205438	46.31853411991389	54.74762977807049	32.58135544534293
GPR157	3.339325196833519	0.0	1.7442704739152024	4.703180425439993	1.3366511207599785	1.0810727409288992	0.8298267504243482	0.7229678773859618
H6PD	13.423644354938435	4.838201210006917	8.755964250348741	11.78343028789254	8.573014777239699	10.012821102807752	12.54607458127861	10.243078559932504
SPSB1	45.14695772580154	12.831978851390526	83.75759268000586	29.667200221028267	3.7290037055671537	3.4524040682706802	47.946511586872404	24.76216803944839
SLC25A33	39.827347896678326	20.019656788616665	67.47785292788978	29.67913864749673	11.739092308364134	18.3097788338334	16.456806381452047	19.486938524355246
TMEM201	6.962851684867525	3.4962547842614224	3.756048995174185	2.159945648770132	0.7194977981673929	1.1149833240614069	1.4737893432709253	1.591290512282456
PIK3CD	5.910173412642645	10.676134564350674	3.962702235769076	7.63555572750976	23.784149768126913	10.053331130256364	10.989287711659285	13.334244413425141
CLSTN1	47.67481168042429	13.531125818618875	23.666061995457678	24.41454091340809	9.360014967228382	9.478453794685974	13.553270116005695	13.660240082214756
CTNNBIP1	67.10309415881109	38.4761284222452	37.37015527728792	67.41492424507797	56.290489735373505	49.35407680175375	34.19152937799936	46.754223635383475
LZIC	54.146429111336936	32.02981578208899	39.4057607548369	39.888464081895	46.713510778148525	40.16573476832129	25.10559981333913	32.0511177938129
NMNAT1	3.0743767862302085	18.260029391530363	4.528391606066454	6.2035909174205015	6.699560005936115	6.224729588935978	5.018220430572829	9.05545121532804
RBP7	18.549566140681094	5.556547181845755	4.252047115129873	5.675771743150693	120.50461365253102	97.33117720247452	21.820673650678053	60.44899512750955
UBE4B	12.464040422874765	0.3370804540418008	13.868680692937922	13.636991631826293	9.792520149272892	8.290137529212194	8.767078068661176	8.243600271450031
KIF1B	16.021612885341593	0.07948842250456171	18.886037828468613	6.605771411462609	7.675540202801836	7.423880393116363	7.308622331364338	8.91388469646928
PGD	61.92636758118138	58.762267894413455	59.07917150297771	52.80513083905486	105.76884826846927	84.69084266785741	55.8466188365557	95.64211762567255
APITD1	15.979254477747988	14.176563919980508	22.58078145761771	25.916868766189523	5.233730563886177	4.302586528611771	9.088659586181363	12.216215970063717
DFFA	44.10835373607651	12.556282851170831	44.85001936539983	35.27775421004238	19.127316222788167	22.492779577293593	21.352089823124217	27.1815189688228
PEX14	7.724815366488958	17.796470326088354	17.48686566104499	10.934597925392437	6.963763321110601	7.946846750648109	6.422591416128047	8.568518594516625
TARDBP	37.33014916137421	33.617822724960355	70.82186256144756	27.602875723660606	36.652059458301416	32.32394294053855	22.286547567940254	38.122488288888356
SRM	128.48777782041424	212.1748531064092	190.9819760406525	466.1206084601938	90.05409982043426	65.21887967480956	75.29631706344932	124.50985867534875
EXOSC10	18.81195617095712	26.730751085525604	31.15312975031468	14.979784255600642	15.763065779503874	14.029688315203776	10.336497472952706	13.788725712201655
MTOR	7.156025913854174	6.391958162564608	7.3082609645217085	9.894379449760383	5.092568933115015	2.1711950845919907	3.725896208113998	2.933868413636153
UBIAD1	13.51202461863974	23.86149126264883	26.03258382711855	20.145895093769145	8.871793846826526	7.118137299464027	7.157033526300077	11.70689443087496
FBXO2	21.368975286380405	118.50594698302986	385.05342713357317	33.28200952246188	0.8275065199850881	0.7756075618650063	6.337757914333467	3.8890277722085864
FBXO44	4.426824131426029	43.29829348217905	17.748722963686873	11.359294426977645	3.4432287222625275	2.825406272203207	4.15114958098801	4.226750361995278
FBXO6	15.504711369486795	51.96553276382621	20.613851798245925	37.21443950878697	37.59692738792154	21.513255047791596	11.656571944822199	20.914710279210148
MAD2L2	59.00283576087345	110.02878645734332	93.3290689678802	85.51797989902086	52.13498977087769	45.759648890568045	40.339438440133655	44.031621249910785
AGTRAP	125.11586126103848	138.13308670952873	76.12188932978587	80.59763785999019	49.2078744632409	69.00862184719047	76.66447592743032	49.805131208583575
MTHFR	13.539811567121706	10.67583455474457	13.101667443664065	7.450121872943393	9.51206380720542	11.7228618422549	10.231864954369842	10.004120491125573
CLCN6	8.821305411024174	2.370787574024717	6.7225845227950085	3.800844457330804	7.942827809636565	6.664024782331546	4.324890936966716	5.966753472323545
NPPB	2.517482501104934	0.0	8.832849236411935	0.15743328717934627	0.3563301957080343	0.08506246728254095	4.019136571199183	2.4496349580651002
KIAA2013	24.17777797458448	4.237169687170958	14.133718156375265	14.782783796164772	10.497671870883392	20.96837867521402	13.298158811286802	12.76919622032863
PLOD1	19.28722568033832	4.640020052357241	23.74279290150938	12.218267910000785	15.251217656228485	18.170715853349183	26.59840222334663	21.465009024546546
MFN2	17.89199828030845	21.04499058845168	22.28190976858395	8.81368516194443	12.666749396972873	7.5993997578569825	7.746971640121642	5.559494570151428
MIIP	41.654995033323324	32.666001305446905	54.1099274129503	35.26214721882607	68.32406116706251	55.17849734577232	35.192181869360425	57.09662749129226
TNFRSF8	3.7930438738501713	0.0	1.5372183419217742	1.219703715315985	5.1293523136951835	7.818169483193589	9.805835026246957	7.4983483590805236
TNFRSF1B	19.12798214269737	24.554321964365702	1.3836679311181828	15.563690245744466	95.67164650161476	72.13027363710756	41.33683603355647	51.27473060837831
VPS13D	21.715198305775147	0.0	18.29689296275668	4.460901437895209	5.3780687698879435	5.52857982749544	6.547631058792338	8.142540354083753
DHRS3	91.11850351602396	6.809924716017632	36.47450181797443	22.52468859699859	81.47727389135686	57.573192102255994	53.672845368846254	45.086282909100504
PDPN	56.93739268654141	0.15897677597374227	104.00067458318584	6.429132389982946	26.691650799065453	10.329460531437407	152.5596126039086	91.15616347647811
PRDM2	25.50796488665275	20.926582982071128	11.436697508170367	19.20319967789693	11.908107405489956	12.810087767174576	18.644637440308145	10.30127492143752
KAZN	46.41515346221394	2.8901331588443653	9.0989124833806	3.700567943983077	0.34950823433887823	0.9217061329267704	2.6433286515305348	2.206641158209349
TMEM51	17.45146937025528	5.099118254975616	10.622720711423181	10.962126857838681	21.703020982786327	28.266698083628114	26.279394680189046	30.36406647226116
FHAD1	1.2057116229855478	0.0	2.1309062697192904	0.35622798833800523	4.410776047718919	5.698579374620156	2.146552901282626	1.8103949226703417
EFHD2	86.31248903820105	110.66281140356735	26.10353975834528	129.1528351488457	75.91016532497586	78.74111677518701	86.14954322045122	89.73276467539179
CASP9	9.432409637924982	6.594837086983104	12.989424903545899	9.278661785128204	8.882012298217346	8.522148694512465	5.561878173502741	8.144411133118206
DNAJC16	8.907922736291061	0.0	3.8487791139802487	1.7401735402926053	2.921003265690193	1.928451984013484	1.9078695353331283	3.733998361147226
AGMAT	0.5408368532028847	3.7832755924506274	2.8249895781533425	7.325224072275522	0.40877103303797546	1.853097971314608	1.5256655571901494	2.3095069175625333
DDI2	12.192262345464151	6.335621654688847	3.397727848108597	7.367948138090362	2.8002982800816687	4.641796693214793	5.4323045868254525	3.4034059608829272
PLEKHM2	25.22752730960089	1.0720065210462522	10.2497885503155	14.010437956555428	23.86750948665123	31.50239936958251	24.237971073495306	17.900470096887016
FBLIM1	18.262904529373213	0.10972376024378422	34.200075967697714	6.152601094706503	3.953162714947793	2.3294448944550257	13.640254775111046	18.64945966679525
SPEN	16.766955881826007	1.7391305184772918	12.723432814151824	10.494729004159122	7.6903476663223715	8.505906587018849	7.1194506862081965	7.511047261571656
ZBTB17	6.946185172273853	0.15897685184144394	14.782652078027494	8.736174383834696	8.201013829184728	5.2341983655660815	6.903250529936449	8.573914635245506
HSPB7	7.288038773674389	27.907171803960484	19.008170460648394	0.22928299777732306	1.047012592897706	1.527991986267236	24.293625151565045	17.797979045876247
EPHA2	30.638648614992718	0.0	11.628298591263786	27.96153207956646	0.5619007819545323	0.9806509540499646	4.300719314156472	2.6014427735828205
ARHGEF19	5.282977018492346	11.590081963834185	8.011314687549863	7.358399763040746	4.202403185278917	2.0689959526517323	4.747804027814008	2.9256151208291388
RSG1	2.1819410880094225	0.0	1.2464415848242183	1.862259420592988	0.2209443390411749	0.5871027333984266	1.970606204615106	1.53216656225169
FBXO42	10.548210004359053	16.323409042006446	12.589101969546618	10.548052063069674	11.7135394902431	12.412874915184501	6.685040395870308	7.792474802903647
SZRD1	81.69651052154016	45.26379247642826	64.78675177931487	48.71035404151343	59.57895655467446	72.38900204143467	57.89904075244024	65.21089182654012
NECAP2	81.04723988028753	56.89516655041787	82.69973823152203	83.80846276272737	99.6235056873513	112.44828874263912	86.20423122459725	85.07150159158323
ATP13A2	17.146695268486955	8.528749146011863	16.26730634892654	6.205376449569359	18.49329888783068	15.370847630755053	13.335728590343358	15.435908111511848
SDHB	211.1276618162324	163.89179444870447	217.47854781332447	196.5538926489431	117.41761523274094	114.49901847053076	111.67275288173744	156.70164617281432
RCC2	42.012486680905035	17.909511438815965	13.443552266393604	35.454704254478976	13.653247715289336	13.148257777772715	10.471958274333682	11.527238012529233
ARHGEF10L	12.90937278822335	5.365765959740005	3.4420387573802214	6.135018943299722	20.527663511719734	27.411811168778037	16.915057038131422	21.173478160063727
IGSF21	0.4741287230651472	0.0	0.6388845817627301	0.0	0.3463739723445143	0.22549081059675335	1.7504047568648085	0.0
ALDH4A1	2.3720407185153776	2.4100141250818545	3.0485988005059728	3.460918622258871	2.6034786354818342	4.626711781017547	2.6390218584604326	3.704107808523576
UBR4	19.366222180788093	18.102719884612966	12.733382165106029	17.279225511269	37.41655169449381	47.648920123512475	23.191919436136576	46.02578317521402
EMC1	15.017500296836973	13.047511601098947	23.634196839651324	16.138826113047735	21.375116556870253	5.3167212473920165	9.78143128623832	13.310142551303699
MRTO4	48.7596100688208	46.03212125996942	62.986517784688594	60.44600871908275	27.94446029027637	24.524309258471664	18.514007848946875	40.86691324344394
AKR7A3	0.3935517370642939	0.08574984815064096	0.7247029187106808	12.108609344581524	0.709488499942712	0.017772645185987132	0.20984607202934796	0.10683079219844548
AKR7A2	82.22878430395386	214.6645103078524	116.35769882771969	109.36415711302088	38.0365526360771	60.74553868529029	65.42043431663015	70.55461755418877
PQLC2	12.063733845218787	6.3699036643900655	11.892792628330307	9.122055271673403	6.304187036070682	10.049685702270065	8.843460326866081	11.181468472461452
CAPZB	399.7390534157415	364.293082800562	413.4462800893066	303.86517595672194	548.2567696355742	455.9389771589721	372.8154600181132	554.2780844739542
MINOS1-NBL1	0.0	0.0	0.0	0.0	13.944522887062051	12.302320201740482	0.0	11.65594393704442
MINOS1	538.790708454537	234.05877261618198	249.400031385596	342.82206898430263	289.4547694450923	351.15106563319915	309.30764606065463	392.3879286250161
NBL1	71.06261521115731	70.10422000219496	256.8271664839373	74.24773870177519	9.645118317536964	7.76354187568191	119.53798934141216	61.45446181735391
TMCO4	10.888120402749063	33.800638612460176	6.614510486035192	6.590807652078503	5.1653390160809405	4.5655362264771036	4.5064478419886775	3.263861137861234
OTUD3	5.46604829157384	0.0	4.1523138088951095	0.7351575108922815	0.0	1.3407853918377108	1.1059558021398108	1.0580697964076111
PLA2G2A	101.77810418188078	346.7044693794625	500.6947422634794	25.175405528595103	54.57719989366272	66.49251569961464	257.34819169727245	457.16803858729037
UBXN10	13.927593859805588	7.481505605609758	7.413501252533235	3.731428779969723	1.552724759199282	1.4243918920174112	2.395618524233975	0.7504014885024519
CAMK2N1	27.218984612626677	3.8523115010912234	13.623582692981069	18.948119725092987	0.0	0.0	0.43182508781883777	0.12185316960978985
MUL1	22.389211243862462	51.51079705775265	34.38724626500825	25.597819105130267	13.701018351716387	9.294751675361224	10.3717478740374	14.517684643662324
CDA	9.149321824892244	98.63011261029736	23.93232835997224	11.204968961092641	7.7793265833610095	22.358481555221566	11.921378810896218	1.9945196992009588
PINK1	25.628174914066907	12.303267956380765	28.38390707424412	31.06609088654325	7.442030767395367	9.790199253063983	18.578714170094926	9.767897849174835
DDOST	137.69338284754141	167.95127088367337	337.4738397571419	416.0268613604756	172.97849418098815	110.01667661989576	133.92437205799885	194.05258019739475
HP1BP3	66.90201957173382	47.566555014835345	50.41381929473727	46.67451562702836	38.25186860299424	30.535800282906262	29.545487349267024	29.104468052727576
EIF4G3	23.2396502415742	27.612488575069822	12.469054153507535	7.655919346760697	14.8117197242276	13.308066537699506	12.196958293912829	12.352905206441836
ECE1	12.991293194950762	22.95638450390193	14.364358478394589	26.416255808075352	5.852008896346401	3.2110084122889684	4.877357327374847	3.0744515352810766
ALPL	4.707272508630696	1.2998626535940736	8.08449434979397	0.4507971042169111	0.05444041369711421	0.3289244702475653	3.708087433919734	2.108583257587223
USP48	33.18014360284157	45.74504886326592	42.76602020767815	56.77023036064761	24.04818878514614	13.760612378837207	15.86489549496902	18.70629860417581
HSPG2	32.516534173987196	15.808895244772645	32.703262695152944	33.14676649781187	0.4088070838270799	1.205373099644296	8.115609901643223	7.2693990852006225
CDC42	213.5677454623465	123.71386332825782	152.05114041033656	123.1348802291668	216.87968970621174	176.44952362000706	164.450041662633	183.60918544551308
WNT4	1.6557051477609932	0.0	5.420722801502716	0.2844710360191953	0.2150865335215425	0.3371983033851169	4.0098883634379465	2.6138094008531643
ZBTB40	6.4196009185373	0.0	4.1267204098248005	3.6875245200760585	2.5215432632460373	3.1793723876297117	2.9594104386536313	2.1927680982014026
C1QA	835.7559122871268	60.87586507999431	25.657662361678604	863.5132046680425	1106.7887250132155	3126.4997464739313	6711.0280712167105	1787.5266607205015
C1QC	969.93181471733	39.21599623406735	46.88976332797264	235.44447031850967	1390.2736439054904	2677.3292784041964	4312.60130676719	2234.4693893171757
C1QB	808.1838125423877	123.02104176851654	25.61103243695411	682.0238876823828	1127.6019654357574	2630.243289109307	5457.215594555333	1910.213737777536
EPHB2	22.05865001486677	0.15970067674641833	4.417599622803472	4.153116202979816	5.159762627812281	3.2546603468438304	3.9855234543843534	3.79687937510692
KDM1A	31.536964345594978	10.071477315191098	30.03597506080678	22.78294400383811	3.6941085132428233	6.707712691942315	8.142172740607494	9.269101923120882
LUZP1	18.91722071806572	71.5442677147582	13.927292863207985	19.284415734141792	9.897010019682519	9.343023821105511	11.673743666480886	14.865670550781937
HNRNPR	76.43590456608659	122.52344069788192	143.21230795389323	121.07830452223324	101.91603046336908	66.02316120792915	57.22892387517602	98.26603575436243
TCEA3	13.552579988617966	13.371033054356758	33.12007643728883	14.267990372532273	0.37791462543202575	0.7201489593979464	16.337827807799822	4.806667873397755
ID3	144.23121928275302	313.84146832352053	1458.8748033549018	105.98090180396468	98.041524295483	55.85074394388769	183.64282364458145	207.87248399371856
RPL11	3757.104494733079	5733.658551992584	3554.525229764265	6409.798422120334	2473.9973753197805	2257.634259614599	2386.7124511533866	2372.346678734201
TCEB3	24.08154334934975	38.490948032165576	34.89346327532497	26.013083138467408	20.971846033574693	22.75724118807169	13.40728435586746	21.131738735867984
PITHD1	55.185655445620405	37.008128881866654	57.87375305897845	54.79820530082215	52.76953786089828	70.53391024505214	62.48947267229186	78.37283011883163
LYPLA2	84.01703325172006	58.942563556513385	84.57069115707993	55.472921290935155	35.854185802543405	36.544031270842225	17.022392452052024	48.984413391453764
GALE	97.84104013902166	76.04133550235176	85.36829020909553	68.07090461803861	18.72447734037623	26.31850948492918	22.96516092492514	41.467681658089646
HMGCL	36.722751540653306	66.98580746261017	37.437576183996704	33.48611098404093	25.17233082583685	25.350489949745196	29.638697884630094	31.92754340153097
FUCA1	44.98874119890443	24.346161776762138	58.1144084121183	44.06548131596531	36.78074384140998	81.47769882435577	122.71576907424442	57.89247344144022
SRSF10	15.467000922386305	4.4094877160151285	17.126448167417607	12.870439840054347	11.217345892760395	10.477064694621985	4.902358007737617	10.194267479318937
STPG1	6.393067616706351	14.015097092461556	10.506876355470158	5.531652527930208	2.1261966259522165	2.5701695789371652	3.9353658638969935	2.00154992491587
NIPAL3	34.0958305795617	7.244558826517412	19.552509193320528	27.917261204684518	3.809010229655124	2.8285515172093283	7.626424908446972	5.884477511356528
RCAN3	7.564564274769283	49.2201717000234	14.724743223205225	12.416673583586938	4.141636949597124	3.214871833024456	1.2262788899967658	4.423231026922506
SRRM1	105.4917305778288	101.5038831892058	74.19166150195963	101.08588052683679	41.656026297008594	46.341936383041755	52.27040945434149	56.401065580915954
CLIC4	53.14259975647668	31.164209193145613	152.46995513155917	62.42256200438228	37.85411643621936	24.30364382437595	81.82452329804724	70.29163655422671
RUNX3	5.743551666964352	35.68392025063401	2.6351147962252184	30.23108541083916	3.780439141193968	3.103385402655701	1.7936135598889815	3.3438814466878064
SYF2	219.14844485998555	260.56943742916474	283.0690247001084	150.53949693877672	120.32022402373629	103.12453960998138	109.65196814493513	107.3291646446812
TMEM50A	249.7453606416192	267.0292750531529	236.58859753864658	239.45973193556244	246.79959229628486	179.50279019238425	234.9696098136413	229.0730280892081
RHCE	1.5915935328462794	8.383024802927133	8.370897763232191	10.882352803915452	0.0	0.1970995337491483	0.2242684290129426	0.0
TMEM57	7.296546477156113	19.91731458612312	26.53418246201705	16.747613447108492	7.912269823872008	7.908377036300679	9.06246432534693	9.326536998034936
LDLRAP1	8.582534784753276	45.495074588368816	11.410724193773232	21.252127363834262	4.5250938093503486	5.652075699243974	5.724199579396792	10.088217321640588
MAN1C1	1.8244764160408369	0.0	3.482952580749017	1.2331557110726197	4.650404472586901	8.202804580260024	8.848382890946061	5.281739832433948
SEPN1	14.244015507758288	4.995424600249041	8.54723144815243	8.664294022608203	12.562398870485367	12.370110213930314	11.374738173139708	10.722134684010475
MTFR1L	35.35363965841718	31.23910976283885	42.25781680554184	26.90974790011199	19.288618860306297	21.268455159372785	19.25859107891523	26.596710204598185
STMN1	314.25579662102774	658.647579965938	881.3786474736341	545.1720495220355	83.45351931556942	50.641278845159405	149.00747556672272	202.6049600195887
PAFAH2	8.475698924144522	26.43208623783576	5.429359194103646	6.493826834170744	5.750597020238645	4.446951228082262	1.9851117154687432	3.233028506808368
ZNF593	134.89724844124174	112.68301586940359	120.53533480923645	171.14410116629028	47.986402282182425	56.604779308216564	58.72859910152046	75.09876646253305
CNKSR1	11.057316927483155	1.489180227260675	6.4635582701745085	37.9062447813148	0.4538801704426242	0.4869790803758286	0.5057493367710767	0.2066109798367766
SH3BGRL3	2782.7798259623164	1958.1033085817014	993.4480710673836	1412.527565671332	3581.050952262078	3298.659058662642	2258.1501348753377	3345.9018657896245
UBXN11	57.41765594496599	18.943704293053774	49.53046648877893	20.17781337920913	50.910816303683006	70.2944802115112	36.265653132429144	38.01212510647391
CD52	324.93244565999987	1450.243748263568	21.319411788890704	432.30632085202086	1190.151303490308	366.1192856825359	92.95167148783648	672.1291770327823
