	Sample_1976.0	Sample_3250.0	Sample_3250.1	Sample_3266.0	Sample_3281.0	Sample_3288.0	Sample_3288.1	Sample_3290.0
GTF2H2	2.7534199886600064	8.518226132380331	11.330077771940479	9.969881181678307	9.698134570399372	5.5606908437676905	3.84269514847987	7.186515709811252
BDP1	19.03536085472519	24.62070587995174	25.249346395728946	17.392098130480555	14.270647421470668	10.554554991979822	8.846615613443806	13.901946143326542
MCCC2	29.716970063320858	0.6323005718829713	30.083218212575183	21.217147270876705	5.2684577614311525	4.1820919132422185	6.878399573375796	7.0817707522684685
MAP1B	8.048833386160593	24.832498074357773	85.4021408366987	14.265234081881962	2.6281138676008933	4.487024768073415	11.448204825581168	7.371124342278824
MRPS27	10.253968293408182	68.78946597155061	34.714504735127676	20.980200570030423	11.6438044974383	3.627538573070893	8.617439792534412	8.550211515285755
PTCD2	3.8186991272436015	2.9736972970479663	6.484225890081482	4.006436745337299	0.3526655758637723	0.7941992843769589	2.157567873696474	2.16246175866663
TNPO1	13.901285092198384	21.187178066273766	31.500251268036923	11.224339439016932	12.133007354450346	10.965745488765752	11.361867169974074	16.52884455758701
FCHO2	9.312041548199105	3.175189725633253	4.876267994501787	1.5378837587021754	4.537079395192267	8.021616121794093	9.280235585232369	6.447768033404633
BTF3	794.8914235841597	925.2312142662303	1267.5195655432494	824.0510982125467	557.7619670651889	522.4621731442811	588.8190492547877	630.8052404546303
ANKRA2	11.349894958105128	42.26726678766328	25.79913936745527	12.56937395499242	9.654347124420108	5.570083668486663	12.855894541494527	9.088588087555557
UTP15	6.234662786945214	2.4244648177913666	14.943925974651394	5.651624784569358	4.428142142657634	2.179497141072564	4.174117039609484	4.758527468861335
ENC1	18.47229983121838	0.0	19.8715576557324	7.07165007093005	6.479467614951399	5.1324238060216505	13.180459096483359	18.264956641374187
HEXB	106.34038582451656	68.51658235566319	158.97862167836055	96.15443334343917	212.7260793028273	199.4554285366364	206.04780705606984	219.48103981387266
GFM2	10.84946222989208	6.3101376843920765	15.910568995841215	7.904472388161457	2.9995802184837426	2.230981150832545	3.461402334718689	6.208199913129705
NSA2	51.81138063956767	115.970731660821	83.40555030644012	65.8070298330985	29.227103305512053	34.902916512960765	30.99363858164225	35.63339996431608
HMGCR	9.690967410465024	0.7680663427254916	13.983813504624596	6.456050175812288	7.5336590272680946	4.574719392685877	3.1998816152579086	7.0217570141802295
COL4A3BP	17.90575538575798	11.617391959921159	22.968508044556927	10.873337852172815	29.734200230119576	33.522235385642865	21.482078294388167	39.88812225743529
POLK	7.362766193175463	7.288727560745352	18.158492565213887	13.881984567171	8.688515186839826	10.613548055689453	10.71832079855483	9.622731574225694
POC5	5.1967522351874615	8.261629550638963	12.390036204193313	5.554274441284582	3.8329730750195736	2.6848497830970657	2.68731664961561	3.6659998063223864
IQGAP2	13.761701545921984	36.62132163077296	3.727830652454053	30.590534635859843	9.421958997934514	14.085164183928509	16.675869109495288	13.249685069956488
F2R	6.0753102002405095	40.582077668276995	20.902617818773244	1.9523381496365824	1.3122782633128622	0.8168385318446784	3.671754094513188	1.638448002600267
S100Z	0.1553998177013105	7.923388419132142	0.2233399433544977	0.8871367799457809	4.3285094042369865	2.7493376461479433	0.4764693381520608	3.615313015725639
CRHBP	1.5680530479792651	0.0	0.7235538220262976	0.2991689018685092	5.696583806017088	2.6496099900241132	4.317438734157473	2.811495786084379
AGGF1	19.33889591789418	34.701568248824	23.52363961269549	19.50315984830629	17.016154830406887	13.83755565980062	14.793655315541526	18.78069955202198
ZBED3	3.736554986409044	2.2367832960643894	5.980712295221523	1.5160834943684682	3.2112347174641367	2.43367734881476	3.5742408353807424	1.729463865097494
WDR41	21.980301102697066	5.954306552935183	57.691967172187994	21.49176597013048	34.89718394015153	21.20152759395732	28.19618204177259	31.80827965900928
TBCA	252.296057757208	279.9661059978621	228.21293555313056	203.21373672183444	144.07315147162853	128.98697094652877	154.60906572840705	170.01384445091412
AP3B1	16.386370294588453	6.888132088544659	19.537896818025985	17.60895539267107	14.392405398807886	18.267384451232335	14.319091838620682	15.277459693828602
SCAMP1	14.296906977542234	11.443990031066154	30.25584514991755	10.273337881348267	6.2212527285343775	5.781752355388083	10.278781523071643	8.125643842606419
LHFPL2	30.492520276213284	0.16821186043637695	11.31540007600874	3.8249760948086386	47.72524842927392	47.22686953014621	51.25913941757702	51.72965211438247
ARSB	4.831233178051557	0.0	6.392484796437802	5.602734498291223	8.449303469543022	5.515283805215463	5.058570653540562	5.551922427051437
PAPD4	14.124167031629613	4.5186210442934005	20.76641139848651	19.88597808376629	14.547717949330039	9.391231446960804	11.30033889870734	12.116629396300855
SERINC5	8.315181031531761	1.9313369061499908	5.328999198681768	1.3555200978508983	4.271473621383933	4.043318544591851	2.1359544457580864	2.6869742145229183
ZFYVE16	14.414996550473287	5.431615754284343	6.450794954893202	3.394538556608166	5.021584756220359	6.360364564165477	6.8014431866472815	10.27160978922915
DHFR	10.680915675328203	6.088983464842408	8.024313329066185	13.727037093624663	3.8600989706992364	1.6353237705691035	3.2022208556786724	8.866915242631839
MSH3	6.739530578703987	1.7167748555163225	8.9415836248361	6.507554082870841	3.7081925203245385	3.7217568802724976	3.4154892402179544	5.469187144280106
ZCCHC9	19.15642792535944	34.388222884386764	40.1635349340752	25.558915049686824	29.06653672843966	18.763297574418658	18.16823312826749	23.61430275424001
SSBP2	7.956731633068871	35.88114467870432	40.51133056239821	17.578116436281693	14.778106298069101	7.293414291196363	12.589949836579088	11.173603322467905
ATG10	13.798157216608105	7.986070501863097	16.518605813502358	8.582854284120486	16.275045363120967	10.758903968705848	11.745021065304913	11.317821530890072
RPS23	1586.7751603063873	2551.886627045297	1575.8122382118866	2273.627628199274	968.928630585218	868.9294472387732	845.1103588605638	1128.3703604680795
TMEM167A	156.21540289747227	47.905676383547714	83.84637998615987	104.37247995854557	222.17524944238545	218.25749007636475	89.56855976237594	139.42729922415694
XRCC4	18.74579088954055	0.602008876243459	18.0069459258105	17.76844811750877	15.361337035720794	8.810401960043198	9.216496379340505	8.838280331131038
VCAN	54.26058848046901	0.0	25.692211174057665	15.799913284422074	211.67924597317574	129.14158625924009	20.53504141871953	104.30980614732658
COX7C	1313.1422950443152	957.2002927522784	441.9429153760929	856.5891468900344	237.32116678046899	264.6550332598571	434.27552933083666	343.0866715258714
RASA1	9.202938153041707	0.10972376024378422	6.847651508720398	5.097876068120977	8.976478283004298	5.119451691462918	3.943691991436919	5.992628011048514
CCNH	30.832060455740628	67.23777609512928	63.05724090469624	52.223969029708	51.56703248425114	36.09478231182129	33.14732806554822	49.26860975979391
TMEM161B	1.4628495188482442	0.0	3.7319392808383167	3.5266758671988785	2.1257952397989075	1.2556286711498617	1.5678423213784132	1.1100208067984192
MEF2C	40.56965338498694	10.797844328930132	2.284270273818358	41.26610424125104	56.50317817332059	30.575354349606055	12.40380174340778	31.51978625241117
CETN3	13.854282870478047	20.286814433998032	15.007654245692525	7.021009764150742	3.8918331893349554	6.5498945779430295	9.119079848830904	8.74307561427042
LYSMD3	5.365607913175392	2.452094338628777	16.297698028114354	10.185673773103117	7.7866669563972	3.911152988899023	4.241483506150012	5.954307730225785
ARRDC3	15.444712084541864	7.927208440546076	78.73553248805486	10.088656197926484	12.83355648421491	10.96438240927626	14.783822365011204	4.4357723953665795
NR2F1	7.609443762719223	0.0772386644606823	8.65278246604293	0.6664991190509174	0.5133372924483365	0.2380714112263381	10.120984687513168	8.974252449135259
FAM172A	5.805938011154742	16.316144290946042	10.027849940163577	6.168077471832086	5.166911491187238	7.492834196741547	5.8606391716703055	6.574922252970972
ANKRD32	1.7495120119465248	10.72153371691109	8.323652609570468	8.1919569414606	2.8340463633934285	2.136598717585527	3.4119851922088427	4.089720844788127
MCTP1	2.3159282507101207	0.0	0.35443743936573124	0.9627158966701396	3.1659796502125417	2.9104755518421377	2.698247007718317	1.979895555915294
FAM81B	1.5131939623901158	4.964317097044538	18.464765910687106	0.18898136954493785	0.0	0.0	2.629522254817747	0.1598789089652726
TTC37	18.0023822124782	2.1740677214666446	12.508515139291625	9.451806430809745	4.507493724132764	6.287657630098433	8.638708644095713	7.591821187081907
ARSK	3.2525976107209087	0.0	10.745177865214147	4.434451442091756	2.8135715773487	1.4004719339602822	3.606590873607537	3.2218361154389314
RHOBTB3	17.329882989583723	17.062086794816526	85.68893409207115	10.933716239187687	13.180348158588489	28.85663222369127	16.33660910202524	17.496374014478118
GLRX	130.97934735761228	156.50211914053057	57.96021660231498	364.37533392047095	405.348145689059	282.80635111324807	144.22460356734032	256.8225420745594
ELL2	5.542445490740093	15.294853077879633	10.72744959700924	41.684277207855786	47.05500788881218	15.696837938264391	12.818938003093775	13.210219475165374
CAST	99.35844153991627	99.94559648625022	140.10172867119863	60.07149660149641	85.5151570194413	83.75657058915186	72.06146917485299	77.35536373313056
ERAP1	6.124078654106213	0.0	6.1289908723912045	17.332136894339527	9.931249402360647	5.543685645358229	5.542378125195015	7.787490664595815
ERAP2	9.603001432249002	48.85498576210959	19.619081903188484	5.960640684174117	7.4400200199349475	12.435946442119509	12.832782809633867	9.755644984455387
LNPEP	10.677558950261233	22.225977231188747	7.617706734283023	8.553114540367007	4.786769845901372	6.883717082742993	3.163516930830262	5.79343466767972
LIX1	2.6658282305329024	0.0	1.5610163107692332	0.4034256544125122	0.0	0.33323401628782057	1.3794599489104022	0.0
RIOK2	15.361952418675125	9.612576410292332	50.6301664700831	24.884145853335166	18.337623510296805	11.568890994565509	16.264660635437156	15.122354987208253
CHD1	14.315410803096233	2.4047835526781203	15.799701989695313	13.93282042857049	17.048522882197553	14.3171153775654	11.54098372327781	16.748530128895517
FAM174A	37.046250468857615	51.73240682286493	53.775875881502294	60.97335355544472	10.895642700039485	13.88322124818194	22.884704492783307	18.512943875211448
ST8SIA4	13.886756477133186	50.10428173716639	2.264430370165852	25.20862545189414	27.64510299722013	15.192968199965124	8.615618653720968	12.81676267632281
PAM	11.613166643155266	15.683355503743687	38.02019096030594	3.897167162109496	4.150010075294569	4.087544070948914	16.13520129373302	12.095813127927126
GIN1	3.2569733494098854	9.488346803946204	5.213372814315493	2.5200304941422558	1.4686681659563607	2.013397830310263	2.1060151054074843	2.410052517984436
PPIP5K2	8.667844312681089	4.4980010936141	9.397636031728783	7.268408207661128	7.495378348473274	7.189339799791663	6.739855559257437	7.3411572705568675
C5orf30	5.270009863221447	21.01096693133436	23.79404275345684	9.45763469166244	1.102444718497109	2.6858439335126336	2.6632181927984893	2.5426020247920507
EFNA5	16.912216726053558	5.369079125711957	5.793247489936374	7.440320910186413	0.8429649699407206	0.3336700286237761	5.678874490178712	3.1930678821915386
FBXL17	5.23100836475127	5.1229487899166255	5.310217372322398	2.118083947693364	2.130479082928157	2.3740921147893235	2.4103278561376404	2.0589301909541198
PJA2	19.670645413599146	26.470215813127044	45.068585633129594	18.425798339123126	25.169920447172434	31.62402873866283	16.442558990644233	21.821798268850827
MAN2A1	4.667598300181699	1.5969873472458338	4.537794757295325	5.703463717671897	2.6833992372217086	2.6513997518933397	3.3403106108430203	2.2265926073617988
SLC25A46	12.35899270372247	11.84006055655272	31.543327139302395	34.10557060736232	12.279442927417342	10.021336473047274	10.122435483783418	14.470350364193001
TSLP	0.21648266179420927	0.953861180444056	1.5231271817460226	0.0	0.0	0.0	2.9896732748537613	0.4838245536390588
WDR36	6.947934956578624	3.3611046218673657	12.854958242039054	6.933141906694024	6.519426521042955	6.902359301784288	3.7671661546230952	5.164271552227401
CAMK4	0.0	5.071010535216676	1.9334193927143908	6.16118181737524	2.4563296435538278	0.11629824481904028	0.3776924034454399	1.9261354279444936
STARD4	5.513084890064881	5.255395719360231	5.7819012283855145	4.331454362782249	13.994028173818373	8.722574823825799	4.604143010812568	14.232203067054074
NREP	19.295412698815245	4.819822167353013	28.47229051688492	2.6698646199954124	2.8171195397248034	4.760967202452234	13.713035714969866	8.616374090989492
APC	3.15859054087274	0.24738594584093704	8.176620386424307	3.888773228259002	2.2186401594227645	2.526245332333265	3.1897853672154706	3.6243883240440082
SRP19	109.87746169918779	165.92327582345968	126.16597043147242	187.348389987688	83.65050824832666	67.46963044127389	70.88023493401566	89.75121125867481
REEP5	230.78856763330884	232.53818552283448	259.43058566524655	372.4348398909025	312.03594897059867	253.06721193507832	218.29422142239346	257.9162172675721
DCP2	19.529547155559413	32.63438424893721	15.814980114518356	25.991001774051863	20.599080086439365	19.54602999987396	12.067139356387349	14.564744030458026
YTHDC2	4.3847274962947775	6.677736998842563	4.4847792424123085	2.9132700427467184	6.714372407974763	6.174057534591018	4.005086326481607	5.2630527744688855
PGGT1B	8.914340425893158	7.618832962533376	20.306539431224483	7.659001556011228	19.23199216955413	9.406313611196387	8.204822276939893	16.906307237754973
CCDC112	8.485909576763994	19.58226702093384	37.07117850134335	24.453675317715764	18.366759562730177	13.897091402195047	9.810944360681065	19.65723216107133
FEM1C	4.185620013986313	7.076892166068793	16.787721511743108	3.985395656387421	2.713629181868697	2.1134241586838267	3.62514454537167	3.2821278055346994
TMED7	21.447583968914987	27.920369352904988	58.57262629438977	32.223897652367434	19.33512153610176	14.747129025361955	18.862616817657088	19.946677642736656
CDO1	0.0	2.7385296019958307	26.288417722417265	0.0	0.0	0.0	0.3132756218482988	0.11163910283931552
ATG12	79.20380441380345	82.29858790365066	97.33195246163868	49.70434677525875	44.50240850557857	59.37453631333536	56.13514042573719	49.864630339990704
AP3S1	155.50141199870902	178.15112773093819	175.32995269557472	98.46489717052351	188.66513264136762	144.99194836063344	164.72189198922618	135.7284396767988
COMMD10	57.36527923146486	34.14639491886403	55.54425051216857	45.012049076357286	56.686313050136754	64.0107095925915	44.37150072152353	60.83189423605137
DTWD2	1.1107188201971048	0.0	4.290139389322605	2.0656660128743205	2.1260031881373536	1.312819457848992	2.314522336552812	2.7253031677982156
DMXL1	16.246771532227875	4.617402315539925	14.794690969334145	9.189983890996656	9.909734362521943	8.248847745411965	6.859092704302678	5.8580548511992685
TNFAIP8	46.27712252715236	73.49862979628135	28.40281578006568	68.29194274045368	52.73082303035098	46.982904026746006	46.816104791035436	49.07189724382255
HSD17B4	26.568209955094822	10.400721387060134	38.730061316128634	28.663513764450634	89.3435993731886	76.877077658195	56.4736132367406	72.55662133080203
SRFBP1	15.492543959729474	16.872641867383173	19.321904050548888	8.7694784853449	12.403145419293516	7.996736358187072	7.660847229530287	12.58088424312234
LOX	33.623787064020874	5.507442401576121	116.18061734166169	2.0465158232946683	17.535503664615213	5.429838096918414	87.47466883418505	53.189926736960004
SNCAIP	0.6741688352110471	0.0	4.952392343285661	0.16256037826102934	0.4735462350388803	1.4263690684230388	6.492796814356312	5.165868624536663
SNX2	153.57295079216922	102.76845207761922	167.51931891264852	94.20509960061216	333.4335866049092	248.82301595291972	162.9047241769415	231.07181160106842
SNX24	35.631148480812826	4.754635136971908	19.050235412484213	7.279968834266515	21.53236628990786	24.00100482892484	35.610380729103646	28.90812354717648
PPIC	104.48151973574696	41.762442364782345	233.32399027751885	38.48083943703333	17.638482352453867	7.95229951312909	146.1413483326411	72.56959457858807
CSNK1G3	9.031097627933748	4.129595419144229	17.664722425797606	5.8581842614880895	3.986240976988432	4.102677829008499	7.141896654318862	5.1381735154061605
GRAMD3	21.038901802500718	1.4464711809532982	22.873702070027505	10.600376193017556	3.1879098934920718	2.313172883330993	9.899408275311922	7.143401650770067
ALDH7A1	13.141612569666181	8.555945788015805	41.32065760422003	23.38536213712861	2.683939877519255	4.838305988976171	17.75031658088481	14.557131383441739
PHAX	35.4282448541414	85.26634544237841	74.460203770308	52.24190455166895	31.03024149507711	22.211902724383307	28.776249126528413	33.10060455284065
LMNB1	12.515528809973715	0.0	13.243621520910597	33.22878738036803	16.07847569011068	8.479178918359835	4.2929327596831115	11.618751712801409
MARCH3	6.08743520160587	92.41940347792143	11.220797774077294	5.416889370073077	2.4203374831785345	3.3537343791218435	25.343982135332638	10.629547886399648
C5orf63	6.595225965192447	7.100999139441369	12.33399672383308	5.1612693678805615	1.9119414005952309	2.8314548119776144	5.470003695322354	5.0470192198654775
PRRC1	13.519316382483547	7.896544651078894	57.879646821548036	17.705780886344247	12.74542256173179	12.567397949407383	18.721156298940123	21.50037440564657
ISOC1	18.62164538972646	98.10549588417824	55.53411107902235	50.80646097923839	18.921254749023017	13.383347333003329	24.338924058974598	23.656746398194805
HINT1	724.2339835524353	945.4310713585214	662.5638926770413	853.3320285604242	381.03882549419563	402.5150069958512	504.14622730878256	456.6151711875895
LYRM7	8.37319015407445	10.395828228540807	17.570534745516678	14.754545012779293	9.074422706324288	8.524518468467518	8.390040817401642	10.39924843191983
CDC42SE2	35.27020887667625	102.04678871595313	23.702631551112148	59.32089221811557	43.03786307999504	27.81602477822717	17.083074487450656	31.88227770613874
FNIP1	6.923490137432352	11.021988385346837	6.4794283381534505	1.700099116642395	3.1326428829523967	1.363346879980286	3.8823024159262607	1.7354730006989243
P4HA2	20.742077345751508	8.040462822994403	88.60415550177832	4.772524028547741	5.903517467664756	7.849738211765138	37.92734073064453	22.812943063780388
PDLIM4	32.45238933007206	37.348781410726794	225.60236955463486	16.75338056439072	4.331614604065502	3.5941032577654184	45.30402218818576	30.79013655589385
SLC22A4	1.2888534860994585	0.0	7.184022347239656	1.3508877039449418	3.3500215000101803	3.4276689935063684	1.8350828754922857	3.3832852920313483
C5orf56	18.3941734228734	158.95579908663748	22.750797186318866	50.72230415218339	12.364554450892207	9.532253665348303	9.134616925991196	10.82335825679501
IRF1	47.27437202823275	116.67621864718315	26.10608361186763	134.92623015794658	32.051552592982056	28.5969845496434	18.352330752264873	20.604900684102866
RAD50	27.01772441832958	5.841168671469399	54.615685219394614	24.42580332542116	16.914945157169917	13.466719653601654	21.814847157812586	27.671024204584104
KIF3A	10.789015188403953	0.7723866416118831	18.06526931256862	5.878491678380812	2.8403104276008033	1.9501673706191576	5.0277099832312375	5.9643994980614
SEPT8	18.228563617284887	0.3974421157341323	8.374819980804713	2.9803260251302306	1.98890117668063	4.953503364209504	4.012152415031628	2.7660066082273325
SHROOM1	3.261881021240929	0.0	10.177498207894148	3.343635169777648	7.359656283840886	12.069618866927946	11.000377625923159	7.439781411209036
UQCRQ	691.2480188883876	460.6557861454944	342.032526685322	665.6247058852158	414.2473389940807	470.411069766782	495.0673236026155	455.0345811203511
AFF4	31.317934912188054	30.089067153301198	32.988463455921874	15.643315092034006	10.985551690186579	11.636727218436091	16.558786130839266	16.884844783335502
ZCCHC10	43.329577436222976	14.011354181061748	50.663969602631475	23.610306668473253	43.689811076951344	37.86916487628393	20.3358036638165	36.55532820444378
HSPA4	40.280205424611076	8.479553033477915	67.01356775683345	31.20818350843738	34.07761370053949	31.132571930857253	24.882928297862396	31.348667237078104
C5orf15	30.116118608945246	41.53388260482644	113.85961697655613	40.43886846972296	44.520935945882385	27.31399015205957	58.70138956518715	51.75859920815401
VDAC1	138.7108136703637	170.48994770617603	265.2446631522296	189.17530047821202	157.39703314123182	101.55596685055492	109.87183693622472	168.21797568419404
TCF7	3.725275187895487	6.375809733579191	6.742504196766517	19.040545676512288	3.2131527304902656	1.4230616667889666	1.0578842933067425	2.939875453940392
SKP1	574.2157247973888	654.3131739624134	1059.6449008669956	409.40021331852023	562.6596358619571	345.23332887317076	474.8721486748642	521.4858452756478
PPP2CA	93.19488802575606	99.3235498187568	258.88703889739475	124.51458379963377	112.1608677009184	65.04638836403217	86.5580544428347	100.82505375747878
CDKL3	13.98082853760525	0.8916823617326589	7.856966751693117	11.032673139006093	2.7283700176886105	3.4951081650622875	4.461374638144787	3.4209807220022963
UBE2B	108.48331704282766	125.59232685712313	161.40818466358758	71.63194442783734	59.26918354082113	57.94625287427014	74.04926252984544	78.38945074100752
CDKN2AIPNL	23.18391285665439	25.93905964835856	76.36274345444592	40.357248581584116	20.283943418199765	14.85951304271048	12.183582255608005	17.667668563255056
JADE2	5.233401899324947	31.75091259375511	9.277203492274593	9.42040707539593	3.717587294492734	3.67908596929154	4.845396527924376	1.7390514149410106
SAR1B	46.6063166673955	27.78656812648233	118.30903732585968	142.25189595209937	62.69164386667664	38.503056349418785	49.61403653149563	56.55375457008702
SEC24A	5.775416255883778	13.569858521063884	13.714167518787697	21.09886901628773	8.832807766293893	2.4710502697828707	3.2188454006298226	2.970696466041284
CAMLG	77.01392182730747	163.5042503835153	168.84322701392875	62.95307937885398	42.000756484897096	34.145022886436486	62.786048615756854	45.680274881229046
DDX46	59.87130042265186	96.20493210442132	50.72664548579213	111.02949921365324	31.98606244120723	87.91197544251686	31.57485226634573	31.33929445345928
C5orf24	23.400820672727928	37.21090437136829	50.625437550855246	18.59623973620268	12.56634906131856	11.819084750075383	15.566480393868027	17.837645766943265
TXNDC15	30.877718697682763	31.198077613804678	82.1865638497237	257.2746277778588	99.09274502799896	29.656968768270673	53.15895942999853	52.83946561280733
PCBD2	11.443170831256142	18.148314164927445	11.890064645175832	15.254919482114431	11.267356403767414	12.848106846990476	9.563311751011852	13.650523133700393
H2AFY	254.9325527269058	211.98788781926118	240.70087814084687	212.3087440506614	367.9303332408427	314.85971126937187	198.8726396666309	313.15006718688744
CXCL14	13.761558087812649	3.6276253175629662	11.43476850167615	0.757626639309898	1.7562348132168302	1.034034330470348	28.850426537869982	24.910737978256336
TGFBI	94.23573835662148	4.573686470098657	178.88224342097274	21.47037747661057	234.2782490349809	93.32091376067194	76.11656015625455	136.6173891441886
SMAD5	7.401751663680465	6.072515765770127	18.623906754784027	6.3312972414327975	2.2168437125708045	6.4379350174251195	6.737105567233557	5.254764994603276
HNRNPA0	193.01446492507984	246.6983122899984	643.3944518675917	179.6926879846601	195.86194681660547	141.14871157672698	171.49144876502328	207.93372357653593
FAM13B	8.40756670436353	0.0772386644606823	8.35389422912449	5.3700113871276365	6.0251764474382385	3.0996907845718105	4.991216996972122	7.6993567664732225
BRD8	6.51725514346686	6.4953404537890815	29.51966708628194	9.545768763562895	2.3550892928202853	5.058850138421316	6.594149786466348	5.853794858782426
KIF20A	3.3336754539254914	2.4389339867827973	15.902031902940186	10.932082330229653	0.4937994606018633	0.6940815266704227	3.4175160985840227	5.872170331544041
CDC23	11.560863548307054	8.688062452303221	46.65463510525328	14.899876742052927	8.505679333882558	5.121718698957904	10.169622454699796	9.951530717441685
FAM53C	18.80861319229656	3.823067008198102	27.03860938934277	11.577019181995633	10.655369774604623	7.997589984799028	10.953709379303888	7.000657079509055
KDM3B	8.671367432668308	16.801395717096632	6.989510304827872	7.3527988473133075	4.2684141730028635	4.776073643095994	3.532097946754078	4.668637839442262
EGR1	24.88119387818789	6.677692765051647	53.362275548973855	10.054371815173429	20.350387104245712	23.913718617090314	105.90480421197417	38.272327919232005
ETF1	62.02120634221942	62.49459850307011	121.44643538096416	38.11543298168207	57.25178361551003	34.1628095363802	33.00882996815464	50.860963588224436
HSPA9	97.73423598380958	77.88917945671749	283.96661381540764	89.31685823349537	59.85057673799613	50.092068719009454	52.00533042458348	92.05465638131888
CTNNA1	87.49073315403811	23.442832193474022	134.38465564908822	35.67550600893132	71.40934952601162	54.667516582370546	56.04845680828817	75.3594261815932
SIL1	32.61119053611346	50.48261223044299	83.90934946219117	120.93362676505116	67.57970208404464	44.32545444538801	58.96928522205793	78.29433775278807
MATR3	58.49091982181205	55.79514438921598	155.8338071948788	56.768695963117096	47.314845294456816	32.47493111626777	34.240257778690555	52.622155258326615
PAIP2	136.62738499044272	214.605339910047	220.90102022837883	158.08224875749315	227.9280633391737	131.33890771272826	128.07974410925488	135.39628468942922
MZB1	45.03531232499096	1.7061002795157283	249.4501174666844	7840.912308392644	49.53676504603274	21.889935388144803	0.5125502137071564	17.201688379667505
SPATA24	4.4882537474275965	4.532846874090218	4.794787533209263	7.521191255491455	1.0723258644833866	4.168066767029772	3.0947022354471443	2.316322304725774
DNAJC18	1.8352473883627765	3.960017864379218	9.816603111532439	4.704222630607139	0.20464923452527475	1.1942332575358139	3.5333867464016104	2.5535299107518186
TMEM173	31.08045945437911	41.492801618687956	90.94235463983914	51.178975719001905	49.28348375099973	38.01138476792185	57.40816300769398	56.60097640867102
UBE2D2	256.96835192376506	213.60981812601838	260.76602146901246	259.537608181824	196.72933750147342	168.7345408641821	130.50760967910114	188.75404724708355
CXXC5	166.12903504923474	213.81819892294664	125.81979417233593	81.6338723095989	22.46918077108202	34.91092520956122	53.39980464187503	27.23692183635303
PURA	8.960104179976211	2.6033235093195897	19.732378952291754	9.910217060464277	2.8315404913033344	4.880472928930066	10.703642301081834	7.634714542725389
CYSTM1	270.16455956683217	245.1817093570529	481.6559415390911	131.1961750147667	207.32608898326146	128.80284851137873	248.06961165988037	202.9561280787313
PFDN1	79.10952263475312	179.20956847446362	137.86701213145076	58.0682659906109	46.13275987684117	46.904263445902366	47.12397906466922	54.39553038202825
HBEGF	8.991838495228047	5.3925354397452505	18.891760092579545	3.4653237565505712	8.665819713804233	8.841642240886488	7.905144852133088	7.341185085092115
ANKHD1	4.639407060563529	11.03108672198657	19.730661086974145	18.990542134649637	14.681061143898111	9.443382017916717	5.5832157311124515	7.859909975205812
SRA1	142.23403363256432	77.5731375198623	132.03494831470698	155.62702572146677	212.57642872337033	156.53255109072296	113.59219906588311	150.76400048915622
APBB3	14.310008905975184	5.314198440738639	10.000038612998127	4.509678723095229	15.27714681567369	25.676713489046932	14.954938177606962	19.8122782476273
SLC35A4	15.980553677790553	12.963363139303086	42.53351141531037	24.409559874337877	29.99188319882082	14.164397447305415	15.636914860791752	26.74549245986135
CD14	1259.5006745147684	66.5246693262662	47.79688513056227	287.64121757133154	3531.5383645929005	3602.4458661059093	3127.279594224932	3357.76163486557
NDUFA2	274.3784002963301	158.68040912576603	184.0188019192268	299.08649181588936	207.88042215762715	244.32039187792813	236.2716062388414	223.91602497249195
TMCO6	0.4569189336370847	0.0	5.353714352799981	6.022312525577571	3.820407725539813	3.5899849084312008	2.6469324619817334	3.1252343001125085
IK	47.90708090384242	78.96468411100415	119.35590097348795	62.71569782355006	41.95210553821065	38.96657714883987	42.994398027214224	47.71544794111904
WDR55	12.975392763714455	0.5949867520541468	29.02924246246709	13.49582970469132	13.122645733111836	8.235646349842558	10.436177657448583	11.626113213772905
HARS	33.66146891255764	21.399180155315683	87.13112012042806	49.600072199105846	29.57919740417461	28.768714697864624	27.74671413599519	39.515131876858405
HARS2	5.444426346221299	0.8453050071861741	10.673440660867199	4.288660636519062	5.70548458863458	28.006372753374038	4.496574603163997	7.032568144143048
ZMAT2	69.24786049919216	167.1902828933289	112.2251602138294	95.43308457260841	93.70800345043922	62.0264545747229	65.45688170643288	54.384414024900295
TAF7	55.416263208155975	158.84990110202244	181.90732552225685	63.43197592258571	53.09463680887183	38.50730320241513	37.60975633127286	48.26709629384978
HDAC3	32.4620613183624	15.006091645919227	63.18900325275142	43.976397395269814	36.24533901058005	29.78333101789525	24.074588974195017	42.22394075709318
RELL2	1.766891816686235	0.7036591635121277	5.869012920288576	3.6663646448656015	3.663162179405026	1.796803060633285	1.6400753880661858	3.385971074965902
FCHSD1	4.350428057799921	0.0	6.383246266846062	3.2526442943605285	7.021313370884488	3.2610781462499085	2.7984689920007275	3.9922195964208185
KIAA0141	9.797803291659829	8.825344916771211	17.009128549508862	15.686038571186044	18.146997826875086	19.002049022583847	10.546929633352752	13.169943585877887
PCDH12	0.0	0.0	0.0	0.05189751177281682	5.044431107532438	3.1125045793358748	1.306986563076991	1.4255511803622585
RNF14	21.92755438546791	12.765526262388912	40.17442085890465	15.662258586028852	21.098459547124037	18.4836669132258	19.5488298853421	22.03199718911068
GNPDA1	26.994697257114662	10.436803592251756	75.52809990441683	20.376148810286907	70.64969467364584	65.08072911635455	51.59304116464535	65.43326148116668
