,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
BT1160,0.000,0.001,0.001,0.000,0.000,0.000,0.001,0.007,0.000,0.000,0.000,0.002,0.000,0.000,0.001,0.988,0.988
BT1187,0.000,0.001,0.005,0.000,0.013,0.002,0.159,0.002,0.000,0.001,0.639,0.051,0.000,0.002,0.001,0.124,0.124
BT749,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.989,0.989
BT771,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.001,0.005,0.004,0.025,0.000,0.000,0.000,0.000,0.961,0.961
BT786,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.995,0.995
BT830,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.009,0.020,0.001,0.000,0.002,0.000,0.000,0.001,0.964,0.964
BT85,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.998
BT920,0.000,0.005,0.000,0.000,0.000,0.000,0.011,0.005,0.000,0.000,0.030,0.001,0.000,0.000,0.000,0.948,0.948
MGH100,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.995,0.995
MGH101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.234,0.000,0.000,0.000,0.000,0.766,0.766
MGH102,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.338,0.000,0.000,0.001,0.000,0.648,0.648
MGH104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.999,0.999
MGH105,0.000,0.000,0.000,0.000,0.009,0.002,0.001,0.001,0.000,0.000,0.343,0.000,0.000,0.005,0.001,0.639,0.639
MGH106,0.001,0.000,0.000,0.094,0.170,0.000,0.000,0.001,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.705,0.705
MGH110,0.000,0.000,0.001,0.003,0.002,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.002,0.002,0.005,0.982,0.982
MGH113,0.000,0.000,0.006,0.003,0.000,0.000,0.003,0.004,0.000,0.000,0.192,0.001,0.000,0.000,0.000,0.790,0.790
MGH115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.001,0.000,0.000,0.980,0.980
MGH121,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.998
MGH122,0.000,0.001,0.011,0.000,0.000,0.001,0.000,0.001,0.000,0.001,0.194,0.001,0.000,0.001,0.001,0.788,0.788
MGH124,0.000,0.002,0.000,0.000,0.000,0.000,0.032,0.008,0.000,0.001,0.120,0.002,0.000,0.000,0.002,0.832,0.832
MGH125,0.000,0.003,0.006,0.001,0.000,0.001,0.004,0.001,0.000,0.000,0.125,0.001,0.000,0.000,0.000,0.858,0.858
MGH128,0.000,0.002,0.000,0.000,0.000,0.000,0.001,0.004,0.000,0.006,0.000,0.003,0.000,0.000,0.000,0.982,0.982
MGH129,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.998,0.998
MGH136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.993,0.993
MGH143,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.997,0.997
MGH151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.997,0.997
MGH152,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.002,0.003,0.002,0.000,0.001,0.000,0.000,0.001,0.989,0.989
MGH66,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.998
