,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-EL-A3D0-01A,0.000,0.000,0.008,0.000,0.000,0.001,0.003,0.089,0.146,0.106,0.032,0.000,0.000,0.000,0.000,0.614,0.614
TCGA-J8-A4HY-01A,0.000,0.000,0.010,0.004,0.001,0.000,0.009,0.078,0.003,0.080,0.078,0.000,0.001,0.000,0.000,0.736,0.736
TCGA-L6-A4ET-01A,0.000,0.000,0.007,0.002,0.003,0.002,0.003,0.103,0.001,0.064,0.017,0.000,0.000,0.000,0.000,0.797,0.797
TCGA-DE-A4MC-01A,0.000,0.000,0.035,0.010,0.000,0.000,0.085,0.063,0.055,0.043,0.021,0.000,0.000,0.000,0.000,0.685,0.685
TCGA-ET-A25K-01A,0.000,0.000,0.009,0.000,0.001,0.000,0.002,0.208,0.045,0.106,0.043,0.001,0.000,0.000,0.000,0.583,0.583
TCGA-DJ-A3UU-01A,0.013,0.001,0.023,0.003,0.012,0.001,0.032,0.095,0.126,0.063,0.066,0.000,0.000,0.000,0.000,0.565,0.565
TCGA-EM-A1YA-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.100,0.000,0.092,0.026,0.000,0.000,0.000,0.000,0.778,0.778
TCGA-CE-A483-01A,0.000,0.001,0.005,0.000,0.000,0.000,0.000,0.101,0.006,0.061,0.039,0.000,0.000,0.000,0.000,0.785,0.785
TCGA-DJ-A3VD-01A,0.026,0.062,0.042,0.007,0.010,0.000,0.078,0.079,0.166,0.031,0.102,0.001,0.000,0.003,0.001,0.393,0.393
TCGA-BJ-A28S-01A,0.000,0.002,0.000,0.000,0.002,0.002,0.000,0.150,0.001,0.098,0.013,0.000,0.000,0.000,0.000,0.730,0.730
TCGA-FY-A3R9-01A,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.000,0.094,0.011,0.000,0.000,0.000,0.000,0.806,0.806
TCGA-FY-A3R8-01A,0.000,0.000,0.017,0.000,0.000,0.000,0.030,0.072,0.079,0.049,0.100,0.001,0.000,0.000,0.000,0.651,0.651
TCGA-DJ-A3V2-01A,0.028,0.019,0.034,0.020,0.028,0.001,0.019,0.090,0.049,0.047,0.160,0.000,0.001,0.000,0.000,0.502,0.502
TCGA-ET-A25L-01A,0.000,0.000,0.021,0.000,0.000,0.000,0.034,0.073,0.191,0.049,0.081,0.001,0.000,0.000,0.000,0.550,0.550
TCGA-EL-A3D1-01A,0.000,0.000,0.014,0.000,0.000,0.000,0.016,0.093,0.049,0.064,0.083,0.000,0.000,0.000,0.000,0.680,0.680
TCGA-FY-A3I4-01A,0.000,0.000,0.016,0.001,0.005,0.000,0.016,0.129,0.145,0.070,0.092,0.000,0.000,0.000,0.000,0.525,0.525
TCGA-DJ-A3UV-01A,0.000,0.000,0.016,0.001,0.013,0.000,0.023,0.114,0.098,0.100,0.068,0.000,0.000,0.000,0.000,0.564,0.564
TCGA-BJ-A28T-01A,0.087,0.046,0.046,0.014,0.048,0.001,0.066,0.102,0.085,0.053,0.132,0.001,0.002,0.001,0.001,0.314,0.314
TCGA-EM-A3FQ-01A,0.000,0.016,0.034,0.001,0.012,0.001,0.092,0.069,0.070,0.038,0.107,0.001,0.000,0.000,0.000,0.557,0.557
TCGA-J8-A4HW-01A,0.000,0.002,0.007,0.000,0.000,0.000,0.000,0.116,0.042,0.056,0.022,0.001,0.000,0.000,0.000,0.754,0.754
TCGA-MK-A4N6-01A,0.000,0.000,0.019,0.006,0.000,0.000,0.013,0.045,0.113,0.055,0.107,0.000,0.000,0.001,0.000,0.640,0.640
TCGA-DJ-A3V8-01A,0.002,0.000,0.008,0.000,0.000,0.000,0.014,0.058,0.044,0.051,0.054,0.000,0.000,0.000,0.000,0.769,0.769
TCGA-DJ-A1QI-01A,0.000,0.000,0.014,0.001,0.004,0.001,0.012,0.094,0.118,0.062,0.064,0.000,0.000,0.000,0.000,0.629,0.629
TCGA-EL-A3H8-01A,0.000,0.000,0.014,0.000,0.000,0.000,0.009,0.103,0.075,0.061,0.034,0.001,0.000,0.000,0.000,0.702,0.702
TCGA-EM-A3O3-01A,0.025,0.002,0.033,0.001,0.007,0.000,0.065,0.013,0.079,0.007,0.104,0.001,0.000,0.000,0.001,0.660,0.660
TCGA-IM-A3U3-01A,0.011,0.000,0.023,0.002,0.000,0.000,0.035,0.067,0.066,0.053,0.068,0.000,0.000,0.000,0.000,0.676,0.676
TCGA-BJ-A191-01A,0.025,0.011,0.014,0.011,0.017,0.006,0.002,0.063,0.028,0.044,0.015,0.000,0.000,0.000,0.000,0.763,0.763
TCGA-E8-A3X7-01A,0.000,0.000,0.014,0.000,0.000,0.000,0.029,0.048,0.113,0.040,0.037,0.000,0.000,0.000,0.000,0.718,0.718
TCGA-FY-A3YR-01A,0.000,0.000,0.015,0.001,0.000,0.000,0.026,0.060,0.129,0.046,0.022,0.000,0.000,0.000,0.000,0.699,0.699
TCGA-KS-A41I-01A,0.008,0.000,0.002,0.003,0.000,0.001,0.009,0.089,0.002,0.115,0.100,0.000,0.000,0.000,0.001,0.669,0.669
