,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-94-7943-01A,0.007,0.000,0.009,0.000,0.013,0.000,0.808,0.012,0.016,0.040,0.013,0.071,0.006,0.000,0.005,0.000
TCGA-68-8251-01A,0.010,0.011,0.020,0.013,0.005,0.000,0.635,0.016,0.037,0.171,0.002,0.072,0.002,0.000,0.006,0.001
TCGA-33-A5GW-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.932,0.001,0.027,0.002,0.005,0.012,0.000,0.000,0.020,0.000
TCGA-85-8070-01A,0.021,0.000,0.000,0.000,0.006,0.000,0.913,0.007,0.009,0.013,0.010,0.014,0.000,0.000,0.006,0.000
TCGA-85-8479-01A,0.000,0.000,0.000,0.000,0.007,0.000,0.916,0.009,0.033,0.002,0.016,0.006,0.000,0.000,0.008,0.003
TCGA-22-5482-01A,0.010,0.000,0.002,0.000,0.001,0.000,0.809,0.007,0.029,0.101,0.004,0.035,0.000,0.000,0.001,0.000
TCGA-21-1077-01A,0.036,0.000,0.009,0.000,0.001,0.000,0.730,0.013,0.030,0.104,0.011,0.054,0.003,0.000,0.006,0.002
TCGA-43-6773-01A,0.072,0.018,0.012,0.003,0.015,0.000,0.405,0.024,0.088,0.207,0.029,0.111,0.001,0.000,0.013,0.002
TCGA-34-8455-01A,0.014,0.000,0.006,0.003,0.002,0.000,0.717,0.000,0.058,0.122,0.026,0.035,0.001,0.000,0.014,0.001
TCGA-85-7950-01A,0.008,0.010,0.046,0.002,0.035,0.000,0.538,0.018,0.041,0.226,0.015,0.046,0.005,0.000,0.006,0.003
TCGA-60-2715-01A,0.016,0.001,0.023,0.001,0.013,0.000,0.345,0.048,0.103,0.224,0.035,0.162,0.013,0.001,0.008,0.007
TCGA-85-A5B5-01A,0.003,0.003,0.005,0.000,0.006,0.000,0.810,0.008,0.015,0.099,0.005,0.040,0.001,0.000,0.006,0.000
TCGA-33-4583-01A,0.003,0.000,0.000,0.021,0.000,0.000,0.925,0.000,0.008,0.003,0.004,0.024,0.000,0.000,0.005,0.005
TCGA-60-2725-01A,0.020,0.003,0.017,0.002,0.015,0.000,0.519,0.023,0.053,0.145,0.018,0.143,0.006,0.000,0.016,0.017
TCGA-85-8072-01A,0.016,0.001,0.004,0.009,0.015,0.000,0.742,0.022,0.035,0.061,0.005,0.077,0.004,0.000,0.009,0.001
TCGA-22-4601-01A,0.013,0.000,0.006,0.003,0.016,0.000,0.812,0.011,0.036,0.033,0.009,0.054,0.003,0.000,0.003,0.001
TCGA-66-2781-01A,0.045,0.000,0.004,0.000,0.016,0.000,0.726,0.003,0.021,0.120,0.010,0.034,0.001,0.000,0.021,0.000
TCGA-22-0940-01A,0.016,0.000,0.012,0.037,0.003,0.000,0.633,0.024,0.035,0.108,0.007,0.105,0.003,0.000,0.014,0.001
TCGA-43-6143-01A,0.011,0.000,0.004,0.001,0.016,0.000,0.767,0.016,0.033,0.084,0.022,0.035,0.004,0.000,0.006,0.000
TCGA-39-5021-01A,0.038,0.000,0.011,0.000,0.018,0.000,0.680,0.020,0.031,0.110,0.006,0.082,0.001,0.000,0.003,0.000
TCGA-22-1012-01A,0.012,0.002,0.005,0.000,0.012,0.000,0.785,0.011,0.024,0.063,0.014,0.044,0.003,0.000,0.007,0.018
TCGA-33-AASL-01A,0.003,0.000,0.001,0.007,0.003,0.000,0.935,0.001,0.010,0.002,0.001,0.023,0.000,0.000,0.007,0.006
TCGA-33-4533-01A,0.008,0.000,0.003,0.000,0.015,0.000,0.631,0.018,0.043,0.217,0.034,0.025,0.005,0.000,0.000,0.001
TCGA-43-6647-01A,0.027,0.000,0.020,0.000,0.009,0.000,0.341,0.018,0.036,0.420,0.040,0.072,0.005,0.000,0.010,0.001
TCGA-77-6845-01A,0.000,0.000,0.000,0.000,0.008,0.000,0.899,0.001,0.025,0.020,0.008,0.035,0.001,0.000,0.003,0.000
TCGA-56-8504-01A,0.004,0.000,0.011,0.009,0.013,0.000,0.749,0.002,0.030,0.076,0.006,0.069,0.000,0.000,0.028,0.000
TCGA-56-8629-01A,0.004,0.000,0.003,0.006,0.000,0.000,0.813,0.000,0.017,0.067,0.030,0.052,0.001,0.000,0.005,0.000
TCGA-63-A5MY-01A,0.001,0.000,0.000,0.000,0.009,0.000,0.937,0.000,0.014,0.003,0.004,0.003,0.000,0.000,0.028,0.000
TCGA-37-4130-01A,0.083,0.000,0.026,0.041,0.010,0.000,0.575,0.015,0.018,0.045,0.022,0.158,0.000,0.000,0.001,0.005
TCGA-22-1002-01A,0.020,0.006,0.010,0.001,0.012,0.000,0.509,0.014,0.116,0.187,0.046,0.053,0.003,0.001,0.018,0.004
TCGA-18-3410-01A,0.036,0.004,0.044,0.005,0.037,0.000,0.637,0.033,0.026,0.052,0.009,0.100,0.001,0.000,0.013,0.003
TCGA-39-5011-01A,0.008,0.000,0.011,0.052,0.002,0.000,0.632,0.010,0.024,0.040,0.006,0.208,0.000,0.000,0.005,0.001
TCGA-56-7580-01A,0.039,0.000,0.007,0.001,0.003,0.000,0.788,0.000,0.019,0.105,0.006,0.021,0.000,0.000,0.008,0.000
TCGA-98-8023-01A,0.041,0.001,0.024,0.014,0.013,0.000,0.565,0.019,0.038,0.159,0.006,0.105,0.001,0.000,0.012,0.001
TCGA-33-4586-01A,0.009,0.000,0.000,0.000,0.009,0.000,0.836,0.002,0.020,0.072,0.002,0.041,0.001,0.000,0.008,0.000
TCGA-58-8388-01A,0.009,0.000,0.011,0.006,0.025,0.000,0.523,0.028,0.053,0.198,0.043,0.085,0.011,0.000,0.005,0.002
TCGA-77-A5G3-01A,0.001,0.000,0.005,0.001,0.025,0.000,0.816,0.009,0.018,0.080,0.001,0.037,0.006,0.000,0.001,0.001
TCGA-85-8071-01A,0.010,0.000,0.007,0.025,0.004,0.000,0.822,0.006,0.011,0.067,0.023,0.010,0.007,0.004,0.004,0.000
TCGA-33-A4WN-01A,0.024,0.004,0.012,0.000,0.001,0.000,0.816,0.011,0.014,0.051,0.002,0.031,0.001,0.000,0.034,0.000
