Mixture,B Cells,Cancer Cells,Endothelial Cells,Fibroblasts,Mast Cells,Myeloid cells,T Cells,P-value,Correlation,RMSE
TCGA-V1-A9OF-01A,0.316014659383571,0.216238405885027,0.221940645025238,0.0802879597087989,0.00356543210634077,0.161952897891024,0,0.01,0.0667387127679213,1.04954235481788
TCGA-ZG-A8QX-01A,0.356552028067939,0.00413914177649295,0.245843378127413,0.24857059292806,0.00273376768202618,0.142161091418069,0,0,0.136976536836374,1.03127148990994
TCGA-YL-A8SC-01A,0.232994550349089,0.0575341109859824,0.213246375976927,0.253778354015923,0,0.242446608672079,0,0,0.163282621563989,1.02755362489258
TCGA-HC-7817-01B,0.157581068267981,0.126546305509157,0.269903996760276,0.4206589422724,0,0.0253096871901865,0,0,0.451071128550303,0.894017221562261
TCGA-KC-A7F6-01A,0.201745708371324,0.2912619667978,0.267969975571566,0.227731101643598,0.00249261164336806,0.00879863597234392,0,0,0.189578537238317,1.01027864122103
TCGA-KK-A7B4-01A,0.162308813326466,0.226535501027535,0.166980731467027,0.401274490357669,0,0.042900463821303,0,0,0.251743445527221,0.996165813000614
TCGA-G9-6366-01A,0.325783385303565,0.0921185138995258,0.322411154087468,0.24017272332435,0.00318062141770499,0.0163336019673873,0,0,0.0929800364204053,1.04317213273183
TCGA-KK-A59X-01A,0.175811588068972,0.160160599200798,0.202556215106501,0.345693380808845,0,0.115778216814884,0,0,0.138831356149613,1.04028826948972
TCGA-HC-A6AN-01A,0.214373856702442,0.104648571282609,0.217742760189295,0.269110033329829,0.0020783648177735,0.192046413678051,0,0,0.154714382648112,1.02738117624451
TCGA-G9-6498-01A,0.240490232670939,0.0351026696119171,0.212360018361837,0.45629406788344,0.0158584694150481,0.0398945420568184,0,0,0.422303034587843,0.911095548025863
TCGA-J4-AATZ-01A,0.295998696834101,0.178344827412697,0.292239566465807,0.202559443624936,0,0.0308574656624589,0,0,0.113080465128787,1.03200169551864
TCGA-EJ-7317-01A,0.349497395151852,0,0.345675875872236,0.279132770434199,0.0075492617428841,0.0181446967988286,0,0,0.0909127865863531,1.05302384818297
TCGA-SU-A7E7-01A,0.262135875997566,0.149006013479801,0.302021846894182,0.234057622206427,0.000977898529546562,0.0518007428924774,0,0,0.264002510474312,0.974607465801029
TCGA-XJ-A83F-01A,0.168229173732978,0.207508064209404,0.332168304890297,0.275059346370578,0.000323221554401427,0.0167118892423419,0,0,0.184100131921723,1.01557077392959
TCGA-2A-AAYO-01A,0.330082497128527,0.0171262925531573,0.200657299870217,0.297633971840271,0.0236198272728171,0.13088011133501,0,0,0.249191553412141,0.985901181025799
TCGA-EJ-A46B-01A,0.314210484824537,0.131838221329212,0.315981788610936,0.227906166950681,0.00553165788988874,0.00453168039474568,0,0,0.122985279564404,1.03001751873008
TCGA-QU-A6IN-01A,0.20355614709791,0.223721456096409,0.268071433463327,0.29149958174445,0.00440102635099417,0.00875035524690976,0,0,0.0828480896150676,1.05784432366809
TCGA-KK-A59Z-01A,0.14617778650851,0.128854286833687,0.271439612365189,0.355933406512701,0.00232432370548296,0.0952705840744301,0,0,0.341280469092088,0.948575986709213
TCGA-XK-AAJT-01A,0.099229188691099,0.197942825267356,0.30227357595286,0.312801921842998,0.000716076747547828,0.0870364114981395,0,0,0.289836321210924,0.972040396374234
TCGA-EJ-7125-01A,0.229179995140193,0.0219352956140065,0.207179891253545,0.335177866597278,0.00851123284362793,0.19801571855135,0,0,0.123737366900442,1.05154799179168
TCGA-J9-A52C-01A,0.0995932935342167,0.0839200100347432,0.336172851847678,0.420635222317586,0.0031743362026782,0.0565042860630976,0,0,0.456216302582031,0.892187617504103
TCGA-YL-A8HL-01A,0.222947446454297,0.143740342395753,0.369426115276717,0.243683212272178,0,0.0202028836010536,0,0.2,0.0289887297187176,1.07344008180578
TCGA-ZG-A9LZ-01A,0.174736926902623,0.143241535616863,0.284580739043247,0.332243466601645,0.000752569830473261,0.0644447620051486,0,0,0.133547844753583,1.0416605097038
TCGA-J9-A8CP-01A,0.13607091420844,0.110022910489907,0.389188566344897,0.274768930823512,0.0899486781332439,0,0,0,0.161155406255255,1.03232217549988
TCGA-FC-A6HD-01A,0.238197763833768,0.316731618705962,0.135796916109235,0.182353430489651,0.026555598404233,0.100364672457152,0,0.01,0.0719117810797875,1.05516627675111
TCGA-G9-6351-01A,0.334559118517897,0.142678163227096,0.296425971345878,0.222829627017176,0.0035071198919517,0,0,0,0.149014449141171,1.01880515149745
TCGA-EJ-5532-01A,0.295713648547885,0,0.166020178193049,0.519138355942637,0.00496630888198813,0.01416150843444,0,0,0.112522319633979,1.08700213278702
TCGA-EJ-5525-01A,0.137129506504425,0.0299292568722832,0.286139959912046,0.514594486122461,0,0.0322067905887849,0,0,0.294146537502573,0.996149473665212
TCGA-ZG-A9L9-01A,0.103968707840878,0.0100064720287309,0.189090996945251,0.494507186654416,0.0044534782261937,0.19797315830453,0,0,0.43384062318345,0.911052379645027
TCGA-EJ-A65F-01A,0.226981912747466,0.0622323533094451,0.376789523828791,0.309344423756992,0.00523162843270121,0.0194201579246047,0,0,0.227621805254261,0.999375817045442
TCGA-2A-A8VX-01A,0.183014358152529,0.250469733264741,0.15794926797984,0.40856664060289,0,0,0,0,0.139710868293442,1.05197943246719
TCGA-KK-A8I4-01A,0.176727222280813,0.0974901899535084,0.267808042908963,0.403666896464399,0.00555535918500975,0.0487522892073071,0,0,0.259953190153351,0.992834465385045
TCGA-KK-A8IA-01A,0.260898036715931,0.212195660885655,0.206728835754446,0.279114861597989,0.000177179372620427,0.0408854256733578,0,0,0.100289736271488,1.04500995012862
TCGA-Y6-A9XI-01A,0.313576178805864,0.165727421485295,0.243624886498979,0.197027993534153,0,0.080043519675709,0,0,0.100328121453162,1.03556434176242
TCGA-VN-A88I-01A,0.0238429416563169,0.0825619294472143,0.216224602872055,0.647609248555777,0.0076639922571359,0.0220972852115015,0,0,0.425102466079814,0.937285238444621
TCGA-M7-A71Z-01A,0.257484599197827,0.254392900334348,0.283617852175443,0.204504648292382,0,0,0,0.01,0.0798412593532899,1.04952763591939
TCGA-EJ-A46E-01A,0.129888442817495,0.225715280461791,0.272915070323943,0.369799952806789,0.00168125358998177,0,0,0,0.289678054125193,0.977242854920365
TCGA-CH-5788-01A,0.260472093546022,0.274748781172229,0.166003992900468,0.254357191779819,0,0.044417940601461,0,0,0.0826467190483082,1.05232238927709
TCGA-KK-A7AU-01A,0.492050264364618,0.149172404446655,0.216429275358494,0.0961438032925229,0,0.0462042525377096,0,0,0.0864594086496498,1.0339359921989
TCGA-EJ-5531-01A,0.242083407889705,0.229808063740728,0.19089600845393,0.277493624132043,0.0104945595945827,0.0492243361890119,0,0,0.270574799622293,0.974296057441864
TCGA-VN-A88K-01A,0.223538506577792,0.0580259771001363,0.429161270067128,0.272460996443976,0.00361764852206756,0.0131956012888997,0,0,0.323865022733715,0.953727382089516
TCGA-VN-A88M-01A,0.296644809483024,0.245919770366445,0.290744844079427,0.137537796974601,0.0105411833835142,0.0186115957129888,0,0,0.145450675849962,1.01797086101403
TCGA-EJ-5506-01A,0.306171214762979,0.139752076180755,0.292649449692144,0.257997898714469,0,0.00342936064965292,0,0,0.142083407078732,1.02541936487105
TCGA-XK-AAJU-01A,0.225142692061738,0.297939200076022,0.296600797723717,0.173691319058916,0.00662599107960709,0,0,0,0.2374208545978,0.987255233723649
TCGA-YL-A8SI-01A,0.194393684611918,0.0838475227805425,0.245050872331856,0.3969775492219,0.000748481444574106,0.0789818896092091,0,0,0.211506401268528,1.01484469211303
TCGA-G9-6499-01A,0.318118184338006,0.254504873901559,0.238085097616617,0.151619368398845,0,0.0376724757449725,0,0,0.163885391340872,1.01144472061217
TCGA-QU-A6IL-01A,0.256621166865803,0.141065158804962,0.210132192858708,0.201758756155848,0.00913631986928471,0.181286405445394,0,0,0.111075120445338,1.03729960249762
TCGA-J4-A67Q-01A,0.118451175618445,0.22402827307998,0.148153076029758,0.466057362909826,0.0188622492092636,0.0244478631527276,0,0,0.287905478621267,0.987196080867366
TCGA-G9-6361-01A,0.106351120826117,0.161382734224968,0.283722781002982,0.437196749522153,0,0.0113466144237799,0,0,0.290545682560025,0.984932416543039
TCGA-VN-A88L-01A,0.139482823195165,0.123759505271723,0.42014120241233,0.300584757929633,0,0.0160317111911492,0,0,0.198745711114639,1.01513739268228
TCGA-KK-A8I9-01A,0.111191146136761,0.124780223362068,0.380241492358473,0.304978627181933,0.00932363036273316,0.0694848805980317,0,0,0.413842404120918,0.911448479996653
TCGA-V1-A9ZG-01A,0.0623467310307897,0.227208631866058,0.256374725121536,0.381022480875112,0.0043113636463934,0.0687360674601102,0,0,0.333284433621814,0.956874428239107
