,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-OR-A5LO-01A,0.007,0.000,0.000,0.000,0.003,0.000,0.000,0.059,0.009,0.052,0.006,0.000,0.000,0.002,0.000,0.861,0.861
TCGA-P6-A5OG-01A,0.001,0.000,0.019,0.013,0.007,0.000,0.000,0.201,0.093,0.207,0.120,0.000,0.001,0.014,0.011,0.314,0.314
TCGA-OR-A5J6-01A,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.125,0.002,0.046,0.156,0.001,0.000,0.000,0.000,0.665,0.665
TCGA-OR-A5LT-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.065,0.009,0.032,0.000,0.000,0.000,0.000,0.891,0.891
TCGA-OR-A5JY-01A,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.074,0.000,0.044,0.064,0.000,0.000,0.006,0.000,0.802,0.802
TCGA-OR-A5JV-01A,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.062,0.000,0.063,0.320,0.003,0.000,0.007,0.000,0.537,0.537
TCGA-OR-A5JT-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.078,0.003,0.069,0.029,0.000,0.000,0.001,0.000,0.816,0.816
TCGA-OR-A5KX-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.089,0.002,0.033,0.031,0.000,0.000,0.001,0.001,0.842,0.842
TCGA-OR-A5K3-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.018,0.001,0.006,0.092,0.000,0.000,0.000,0.000,0.883,0.883
TCGA-OR-A5JZ-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.075,0.003,0.062,0.035,0.001,0.000,0.002,0.000,0.818,0.818
TCGA-OR-A5LC-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.090,0.058,0.110,0.028,0.000,0.000,0.000,0.000,0.711,0.711
TCGA-OR-A5LH-01A,0.001,0.000,0.003,0.000,0.006,0.000,0.000,0.082,0.001,0.038,0.068,0.001,0.000,0.003,0.000,0.798,0.798
TCGA-OR-A5LM-01A,0.002,0.000,0.003,0.000,0.003,0.000,0.000,0.061,0.001,0.038,0.038,0.000,0.000,0.001,0.000,0.852,0.852
TCGA-OR-A5J5-01A,0.003,0.000,0.000,0.000,0.004,0.000,0.001,0.044,0.036,0.044,0.021,0.000,0.000,0.000,0.000,0.848,0.848
TCGA-P6-A5OF-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.075,0.062,0.080,0.042,0.000,0.000,0.004,0.000,0.734,0.734
TCGA-OR-A5LD-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.092,0.083,0.001,0.000,0.000,0.000,0.000,0.784,0.784
TCGA-OR-A5L3-01A,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.005,0.009,0.036,0.000,0.000,0.000,0.000,0.914,0.914
TCGA-OR-A5LK-01A,0.012,0.000,0.000,0.000,0.006,0.000,0.000,0.057,0.001,0.004,0.218,0.001,0.000,0.000,0.000,0.701,0.701
TCGA-OR-A5LG-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.056,0.063,0.095,0.000,0.000,0.000,0.000,0.726,0.726
TCGA-OR-A5KO-01A,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.060,0.059,0.070,0.012,0.000,0.000,0.002,0.000,0.793,0.793
TCGA-OR-A5JJ-01A,0.008,0.000,0.008,0.001,0.005,0.000,0.000,0.062,0.043,0.058,0.025,0.000,0.000,0.001,0.000,0.788,0.788
TCGA-OR-A5JL-01A,0.010,0.000,0.006,0.000,0.002,0.000,0.000,0.103,0.000,0.044,0.064,0.001,0.000,0.003,0.000,0.764,0.764
TCGA-OR-A5KV-01A,0.003,0.000,0.002,0.000,0.007,0.000,0.002,0.043,0.031,0.051,0.017,0.000,0.000,0.000,0.000,0.843,0.843
TCGA-OR-A5JE-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.074,0.016,0.039,0.082,0.000,0.000,0.000,0.000,0.786,0.786
TCGA-PK-A5HB-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.001,0.105,0.026,0.000,0.000,0.001,0.000,0.774,0.774
TCGA-OR-A5JM-01A,0.000,0.000,0.001,0.000,0.002,0.000,0.000,0.040,0.048,0.037,0.012,0.000,0.000,0.001,0.000,0.858,0.858
TCGA-OR-A5JD-01A,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.039,0.005,0.039,0.116,0.000,0.000,0.001,0.000,0.796,0.796
TCGA-OR-A5LN-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.051,0.002,0.008,0.120,0.000,0.000,0.000,0.000,0.817,0.817
TCGA-OR-A5K6-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.059,0.005,0.032,0.087,0.000,0.000,0.000,0.000,0.814,0.814
TCGA-OR-A5JR-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.056,0.002,0.051,0.073,0.000,0.000,0.003,0.000,0.813,0.813
TCGA-OR-A5L6-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.010,0.047,0.039,0.000,0.000,0.000,0.000,0.820,0.820
TCGA-OR-A5JI-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.105,0.179,0.074,0.035,0.000,0.000,0.000,0.000,0.606,0.606
TCGA-OR-A5J2-01A,0.010,0.000,0.004,0.000,0.000,0.000,0.000,0.120,0.070,0.085,0.034,0.000,0.000,0.002,0.000,0.676,0.676
TCGA-OR-A5LL-01A,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.047,0.063,0.058,0.030,0.000,0.000,0.007,0.000,0.792,0.792
TCGA-OR-A5K1-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.134,0.001,0.140,0.023,0.001,0.000,0.000,0.000,0.698,0.698
TCGA-PK-A5HA-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.101,0.002,0.090,0.173,0.000,0.000,0.001,0.000,0.632,0.632
TCGA-OR-A5LR-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.089,0.020,0.107,0.036,0.002,0.000,0.001,0.000,0.743,0.743
TCGA-OR-A5JX-01A,0.003,0.000,0.000,0.000,0.001,0.000,0.001,0.080,0.086,0.067,0.020,0.000,0.000,0.000,0.000,0.741,0.741
TCGA-OU-A5PI-01A,0.001,0.000,0.002,0.000,0.003,0.000,0.000,0.057,0.065,0.067,0.034,0.000,0.000,0.004,0.000,0.765,0.765
TCGA-OR-A5JA-01A,0.006,0.000,0.003,0.000,0.001,0.000,0.000,0.049,0.001,0.078,0.032,0.002,0.000,0.001,0.000,0.825,0.825
TCGA-OR-A5KY-01A,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.063,0.036,0.055,0.084,0.000,0.000,0.001,0.000,0.759,0.759
TCGA-OR-A5L9-01A,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.034,0.005,0.107,0.061,0.000,0.000,0.000,0.000,0.788,0.788
TCGA-PK-A5H9-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.157,0.048,0.115,0.051,0.001,0.001,0.008,0.000,0.614,0.614
TCGA-OR-A5JK-01A,0.013,0.000,0.003,0.000,0.015,0.000,0.002,0.069,0.021,0.080,0.081,0.000,0.000,0.001,0.000,0.714,0.714
TCGA-OR-A5LJ-01A,0.000,0.000,0.002,0.000,0.004,0.000,0.000,0.063,0.007,0.051,0.033,0.000,0.000,0.001,0.000,0.838,0.838
TCGA-OR-A5K9-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.052,0.050,0.040,0.026,0.000,0.000,0.001,0.000,0.831,0.831
TCGA-OR-A5LA-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.005,0.067,0.094,0.002,0.000,0.000,0.000,0.739,0.739
TCGA-OR-A5JP-01A,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.068,0.059,0.058,0.024,0.000,0.000,0.000,0.000,0.788,0.788
TCGA-OR-A5LE-01A,0.002,0.000,0.003,0.000,0.000,0.000,0.000,0.060,0.002,0.058,0.009,0.000,0.000,0.000,0.000,0.866,0.866
TCGA-OR-A5JB-01A,0.000,0.000,0.012,0.033,0.005,0.000,0.000,0.024,0.024,0.046,0.109,0.000,0.000,0.003,0.000,0.744,0.744
TCGA-OR-A5J3-01A,0.002,0.000,0.001,0.000,0.002,0.000,0.000,0.046,0.013,0.036,0.018,0.000,0.000,0.000,0.000,0.881,0.881
TCGA-OR-A5JQ-01A,0.012,0.000,0.003,0.000,0.009,0.000,0.005,0.080,0.121,0.079,0.060,0.000,0.000,0.001,0.000,0.630,0.630
TCGA-OR-A5J7-01A,0.000,0.000,0.002,0.000,0.004,0.000,0.000,0.099,0.001,0.072,0.026,0.000,0.000,0.000,0.000,0.795,0.795
TCGA-OR-A5KZ-01A,0.000,0.000,0.002,0.000,0.002,0.000,0.000,0.122,0.056,0.129,0.023,0.000,0.000,0.000,0.000,0.665,0.665
TCGA-OR-A5KW-01A,0.006,0.000,0.002,0.001,0.001,0.000,0.000,0.055,0.006,0.036,0.027,0.000,0.000,0.001,0.000,0.865,0.865
TCGA-PA-A5YG-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.100,0.009,0.054,0.128,0.009,0.000,0.000,0.000,0.696,0.696
TCGA-OR-A5J9-01A,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.136,0.051,0.092,0.007,0.000,0.000,0.001,0.001,0.709,0.709
TCGA-OR-A5K4-01A,0.000,0.000,0.002,0.000,0.003,0.000,0.000,0.040,0.002,0.084,0.014,0.001,0.000,0.001,0.000,0.853,0.853
TCGA-OR-A5K2-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.067,0.002,0.038,0.055,0.000,0.000,0.000,0.000,0.836,0.836
TCGA-OR-A5JO-01A,0.000,0.000,0.001,0.000,0.003,0.000,0.001,0.171,0.135,0.183,0.158,0.008,0.014,0.000,0.000,0.326,0.326
TCGA-OR-A5KU-01A,0.006,0.000,0.001,0.000,0.000,0.000,0.000,0.039,0.118,0.064,0.010,0.000,0.000,0.003,0.000,0.759,0.759
TCGA-OR-A5LB-01A,0.003,0.000,0.001,0.000,0.001,0.000,0.000,0.090,0.004,0.038,0.023,0.000,0.000,0.001,0.000,0.839,0.839
TCGA-OR-A5L8-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.072,0.089,0.011,0.000,0.000,0.002,0.000,0.752,0.752
TCGA-OR-A5J8-01A,0.000,0.000,0.031,0.001,0.013,0.000,0.000,0.064,0.515,0.019,0.239,0.000,0.000,0.002,0.000,0.114,0.114
TCGA-OR-A5LS-01A,0.008,0.000,0.002,0.000,0.003,0.000,0.000,0.066,0.002,0.035,0.023,0.000,0.000,0.003,0.000,0.859,0.859
TCGA-OR-A5JW-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,0.002,0.051,0.042,0.000,0.000,0.006,0.000,0.796,0.796
TCGA-OR-A5JC-01A,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.089,0.009,0.082,0.033,0.000,0.000,0.001,0.000,0.784,0.784
TCGA-OR-A5LP-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.122,0.006,0.108,0.094,0.000,0.000,0.002,0.000,0.667,0.667
TCGA-OR-A5J1-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.063,0.008,0.079,0.049,0.000,0.000,0.000,0.000,0.799,0.799
TCGA-OR-A5K0-01A,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.034,0.014,0.032,0.024,0.000,0.000,0.002,0.000,0.892,0.892
TCGA-OR-A5K8-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0.014,0.042,0.021,0.000,0.000,0.000,0.000,0.869,0.869
TCGA-OR-A5L5-01A,0.005,0.000,0.000,0.000,0.001,0.000,0.000,0.080,0.122,0.083,0.104,0.005,0.000,0.000,0.000,0.600,0.600
TCGA-OR-A5KT-01A,0.007,0.000,0.008,0.001,0.003,0.000,0.000,0.160,0.069,0.107,0.149,0.000,0.000,0.005,0.000,0.490,0.490
TCGA-OR-A5JF-01A,0.002,0.000,0.001,0.000,0.002,0.000,0.000,0.090,0.056,0.039,0.018,0.000,0.000,0.000,0.000,0.791,0.791
TCGA-OR-A5L4-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.002,0.085,0.035,0.000,0.000,0.000,0.000,0.738,0.738
TCGA-OR-A5JS-01A,0.007,0.000,0.002,0.000,0.001,0.000,0.000,0.083,0.018,0.039,0.014,0.001,0.000,0.001,0.000,0.833,0.833
TCGA-OR-A5K5-01A,0.006,0.000,0.003,0.000,0.003,0.000,0.000,0.044,0.033,0.038,0.032,0.000,0.000,0.000,0.000,0.840,0.840
TCGA-OR-A5JG-01A,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.064,0.011,0.005,0.063,0.000,0.000,0.000,0.000,0.853,0.853
TCGA-PK-A5H8-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.061,0.095,0.013,0.000,0.003,0.000,0.765,0.765
