"","cellFractions.CD4.T","cellFractions.CD8.T","cellFractions.DC","cellFractions.Fibroblasts","cellFractions.Monocytes","cellFractions.NK","cellFractions.otherCells"
"BT1160",1.98892242674248e-08,3.13942685204177e-06,1.20643217022147e-08,0.0236864620396583,0.0103563920888439,0.00579250360582226,0.960161470885278
"BT1187",4.2622815977209e-05,0.025432329648969,0.0970035425423313,1.17585769871524e-08,0.368387427145646,0.00422713366444589,0.504906932424054
"BT749",3.91988208272187e-05,4.17135966774032e-08,3.34228096829083e-08,0.027595197490725,0.00615253488019778,0.00638293941015943,0.959830054261684
"BT771",2.14801230799823e-07,0.000296115578973495,4.58002282328041e-09,0.0500601419586205,0.0401995709688141,0.00438227345057492,0.905061678661763
"BT786",6.37865376311778e-08,6.76908445633094e-06,1.22615003347585e-09,0.0308787538516336,0.0170181355863248,0.00317579370876269,0.948920482756135
"BT830",1.10102841239447e-06,8.45048195351204e-05,0.000174268581918015,0.264235279363178,0.00369831831273143,6.46962391398626e-05,0.731741831655085
"BT85",1.91190865398001e-07,1.51664091664292e-09,3.97807984390774e-07,0.013946091709607,0.00662082668959474,0.00562670442909797,0.97380578665621
"BT920",1.35133452738561e-08,0.000428192589842712,3.54253912359839e-09,0.117204211905165,0.0481176417762711,0.000563112141586623,0.83368682453125
"MGH100",1.88062181642159e-09,6.91974786578691e-09,1.04574952939175e-09,0.0444153398085868,0.00904617769486605,0.00653346262108818,0.94000501002934
"MGH101",3.36062246253727e-09,0.0012998609571095,2.99950085286414e-08,0.0145161850509603,0.234840287121436,2.27161499455225e-07,0.749343406353364
"MGH102",9.65715076671857e-05,2.47452279938803e-07,3.40419329805518e-07,8.84189886181773e-07,0.19788315954232,1.45939962973665e-06,0.802017337488888
"MGH104",3.350899238221e-09,8.49118144803862e-10,1.14633192173647e-06,0.0210199500284409,0.0118746659234586,0.00528824713610249,0.961815986380059
"MGH105",5.08633427136495e-07,0.00223734086679817,5.61683589645233e-08,8.41818128999659e-08,0.224061821955415,0.00169632092898889,0.772003867265199
"MGH106",0.248453468442289,0.184730158143834,2.30489283945197e-09,4.59579594749362e-07,0.0261388252482617,0.00352761410793082,0.537149472173197
"MGH110",0.00468477003698799,0.00989619977564191,0.000760899995768378,0.0378109746901258,0.00908726671134718,0.0191701799677675,0.918589708822361
"MGH113",9.36977948404397e-07,0.00255298961343559,1.86799190432381e-08,1.02288983424565e-08,0.0774978649597835,0.00513518759521315,0.914812991944802
"MGH115",3.49568227074151e-09,3.99407455321473e-07,2.36742618611305e-09,0.0176674737148329,0.0257803372754048,0.0105508324777518,0.946000951261447
"MGH121",6.44670615067807e-11,4.67984897812105e-09,1.36068359398545e-05,0.0723284393229615,0.00878464233305906,0.00489717449905976,0.913976132264664
"MGH122",1.13177133689403e-07,2.04998737002111e-05,5.56846369182084e-09,1.47984235991309e-05,0.0944710599334996,0.000804056758298091,0.904689466265306
"MGH124",2.08942173291318e-06,1.11093695208176e-07,2.92522279294193e-07,5.29076799249735e-07,0.0523870912564271,0.00474535536721443,0.942864531261852
"MGH125",1.68104770440455e-07,0.00629178417722769,2.30109448133334e-08,5.93757071486628e-08,0.0428814744514899,0.007468238062476,0.943358252817384
"MGH128",0.00025819049718933,2.2043646087464e-08,0.000661306462982697,0.0352116100120044,0.00989969698212756,0.0100281314548252,0.943941042547225
"MGH129",1.08297685906425e-05,4.09966096629896e-09,3.39867484987234e-10,0.0426071994885223,0.0122850659575881,0.00684872192959837,0.938248178416172
"MGH136",1.72333338618529e-08,2.46951615142738e-09,2.90664834351186e-08,0.018125999942877,0.00399814498234115,0.00780441661091658,0.970071389694532
"MGH143",3.15259078031413e-08,8.55715916555529e-09,1.08671843521143e-09,0.0710820653225595,0.00833627604826395,0.00309918478897237,0.917482432670419
"MGH151",2.86745916304369e-08,4.29526540548617e-06,1.74240351717732e-08,0.0494050308770297,0.00674335566064603,0.00546813444989658,0.938379137648395
"MGH152",6.37741152652465e-09,5.01839927198106e-06,3.44564613459518e-08,0.0359991106992623,0.0132685058308086,0.00649950705476733,0.944227817182017
"MGH66",6.27595076037262e-08,2.9052160177722e-09,7.01593841015886e-09,0.154747869380741,0.00560168648345716,0.00207536449185132,0.837575006963289
