,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-C5-A7UI-01A,0.063,0.000,0.058,0.041,0.002,0.000,0.753,0.008,0.029,0.006,0.007,0.023,0.001,0.001,0.007,0.001
TCGA-C5-A902-01A,0.000,0.001,0.002,0.156,0.001,0.000,0.747,0.013,0.045,0.002,0.002,0.022,0.000,0.007,0.003,0.000
TCGA-DS-A1OB-01A,0.001,0.000,0.017,0.011,0.000,0.000,0.896,0.000,0.017,0.001,0.006,0.044,0.000,0.000,0.005,0.000
TCGA-Q1-A6DW-01A,0.001,0.000,0.002,0.053,0.000,0.000,0.833,0.022,0.057,0.005,0.009,0.005,0.000,0.002,0.010,0.000
TCGA-EK-A2R7-01A,0.024,0.000,0.015,0.028,0.006,0.000,0.816,0.022,0.026,0.032,0.000,0.025,0.001,0.001,0.002,0.000
TCGA-C5-A7X8-01A,0.048,0.000,0.007,0.008,0.003,0.000,0.634,0.010,0.050,0.203,0.008,0.021,0.002,0.001,0.003,0.000
TCGA-Q1-A5R3-01A,0.006,0.000,0.009,0.019,0.004,0.000,0.922,0.008,0.012,0.003,0.000,0.010,0.002,0.000,0.003,0.000
TCGA-C5-A7X5-01A,0.000,0.000,0.005,0.004,0.001,0.000,0.953,0.000,0.025,0.003,0.000,0.008,0.000,0.000,0.001,0.000
TCGA-ZJ-A8QR-01A,0.009,0.000,0.001,0.012,0.000,0.000,0.866,0.013,0.045,0.011,0.000,0.012,0.001,0.003,0.026,0.000
TCGA-HM-A3JK-01A,0.012,0.000,0.019,0.003,0.005,0.000,0.568,0.048,0.053,0.229,0.021,0.033,0.002,0.001,0.005,0.000
TCGA-EA-A556-01A,0.002,0.000,0.005,0.018,0.001,0.000,0.814,0.002,0.023,0.110,0.009,0.009,0.005,0.000,0.002,0.000
TCGA-VS-A9V4-01A,0.003,0.000,0.001,0.007,0.000,0.001,0.949,0.002,0.010,0.002,0.007,0.007,0.005,0.000,0.006,0.001
TCGA-IR-A3L7-01A,0.000,0.000,0.000,0.017,0.001,0.000,0.912,0.006,0.011,0.034,0.002,0.005,0.000,0.001,0.011,0.000
TCGA-EK-A2RL-01A,0.001,0.000,0.000,0.023,0.002,0.000,0.921,0.007,0.015,0.014,0.000,0.012,0.000,0.000,0.002,0.000
TCGA-VS-A94X-01A,0.002,0.000,0.008,0.023,0.001,0.000,0.926,0.002,0.013,0.001,0.000,0.022,0.001,0.000,0.001,0.000
TCGA-VS-A9V3-01A,0.011,0.000,0.019,0.051,0.001,0.000,0.771,0.013,0.043,0.003,0.008,0.041,0.001,0.003,0.035,0.000
TCGA-EK-A2RO-01A,0.000,0.000,0.000,0.014,0.000,0.000,0.846,0.009,0.023,0.090,0.004,0.009,0.000,0.001,0.003,0.000
TCGA-JW-A5VJ-01A,0.010,0.000,0.007,0.018,0.017,0.000,0.871,0.005,0.023,0.001,0.002,0.023,0.002,0.000,0.020,0.000
