,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-94-7943-01A,0.006,0.003,0.009,0.000,0.009,0.000,0.838,0.012,0.008,0.040,0.011,0.060,0.002,0.000,0.000,0.000
TCGA-68-8251-01A,0.008,0.016,0.025,0.013,0.011,0.000,0.634,0.015,0.024,0.185,0.010,0.057,0.002,0.000,0.000,0.000
TCGA-33-A5GW-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.955,0.004,0.015,0.000,0.010,0.013,0.000,0.000,0.001,0.000
TCGA-85-8070-01A,0.017,0.001,0.002,0.001,0.001,0.000,0.933,0.002,0.009,0.010,0.015,0.009,0.000,0.000,0.000,0.000
TCGA-85-8479-01A,0.000,0.000,0.001,0.000,0.006,0.000,0.924,0.008,0.030,0.000,0.025,0.003,0.000,0.000,0.003,0.000
TCGA-22-5482-01A,0.005,0.000,0.003,0.000,0.002,0.000,0.812,0.007,0.024,0.104,0.008,0.033,0.000,0.000,0.000,0.000
TCGA-21-1077-01A,0.034,0.004,0.008,0.000,0.002,0.000,0.737,0.013,0.015,0.108,0.016,0.060,0.001,0.000,0.000,0.001
TCGA-43-6773-01A,0.084,0.029,0.013,0.007,0.018,0.001,0.390,0.002,0.086,0.202,0.033,0.128,0.002,0.001,0.003,0.000
TCGA-34-8455-01A,0.016,0.000,0.006,0.001,0.008,0.001,0.723,0.000,0.071,0.107,0.025,0.033,0.002,0.000,0.006,0.000
TCGA-85-7950-01A,0.000,0.015,0.062,0.011,0.025,0.000,0.525,0.013,0.050,0.235,0.013,0.049,0.001,0.001,0.000,0.000
TCGA-60-2715-01A,0.016,0.009,0.026,0.004,0.015,0.002,0.352,0.050,0.104,0.206,0.033,0.160,0.007,0.001,0.008,0.008
TCGA-85-A5B5-01A,0.004,0.007,0.008,0.001,0.003,0.000,0.805,0.008,0.009,0.106,0.006,0.041,0.000,0.000,0.000,0.000
TCGA-33-4583-01A,0.001,0.004,0.000,0.017,0.000,0.000,0.934,0.001,0.004,0.004,0.006,0.025,0.000,0.000,0.001,0.002
TCGA-60-2725-01A,0.019,0.007,0.021,0.006,0.016,0.000,0.537,0.023,0.055,0.125,0.020,0.149,0.005,0.001,0.003,0.014
TCGA-85-8072-01A,0.005,0.013,0.004,0.009,0.011,0.000,0.731,0.017,0.027,0.064,0.018,0.098,0.002,0.001,0.000,0.000
TCGA-22-4601-01A,0.009,0.001,0.008,0.000,0.016,0.000,0.823,0.008,0.032,0.022,0.020,0.059,0.001,0.000,0.000,0.000
TCGA-66-2781-01A,0.040,0.001,0.005,0.001,0.007,0.000,0.736,0.004,0.014,0.135,0.014,0.027,0.003,0.000,0.013,0.000
TCGA-22-0940-01A,0.017,0.005,0.015,0.031,0.008,0.000,0.637,0.029,0.022,0.114,0.012,0.104,0.002,0.001,0.002,0.000
TCGA-43-6143-01A,0.009,0.003,0.006,0.004,0.009,0.000,0.791,0.009,0.023,0.090,0.026,0.029,0.002,0.000,0.000,0.000
TCGA-39-5021-01A,0.038,0.004,0.016,0.000,0.019,0.000,0.687,0.013,0.019,0.108,0.014,0.081,0.001,0.000,0.000,0.000
TCGA-22-1012-01A,0.010,0.006,0.006,0.000,0.012,0.000,0.801,0.014,0.014,0.065,0.017,0.039,0.002,0.001,0.000,0.013
TCGA-33-AASL-01A,0.001,0.000,0.003,0.006,0.001,0.000,0.944,0.004,0.004,0.000,0.005,0.026,0.000,0.000,0.001,0.002
TCGA-33-4533-01A,0.007,0.001,0.009,0.000,0.013,0.000,0.628,0.016,0.054,0.239,0.016,0.013,0.002,0.000,0.000,0.000
TCGA-43-6647-01A,0.031,0.001,0.023,0.000,0.010,0.001,0.356,0.017,0.044,0.415,0.002,0.093,0.003,0.000,0.003,0.001
TCGA-77-6845-01A,0.002,0.000,0.002,0.000,0.002,0.000,0.902,0.000,0.020,0.024,0.013,0.034,0.000,0.000,0.000,0.000
TCGA-56-8504-01A,0.004,0.000,0.010,0.011,0.009,0.000,0.777,0.010,0.023,0.080,0.011,0.061,0.001,0.000,0.002,0.000
