,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-EL-A3D0-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.767,0.001,0.122,0.031,0.047,0.030,0.000,0.000,0.000,0.000
TCGA-J8-A4HY-01A,0.003,0.000,0.003,0.002,0.000,0.000,0.751,0.021,0.082,0.001,0.064,0.068,0.000,0.005,0.000,0.000
TCGA-L6-A4ET-01A,0.001,0.000,0.000,0.006,0.000,0.000,0.810,0.012,0.114,0.000,0.041,0.014,0.000,0.001,0.000,0.000
TCGA-DE-A4MC-01A,0.000,0.000,0.046,0.019,0.000,0.000,0.709,0.084,0.088,0.016,0.013,0.023,0.000,0.000,0.000,0.000
TCGA-ET-A25K-01A,0.003,0.000,0.005,0.000,0.000,0.000,0.592,0.001,0.254,0.031,0.075,0.038,0.001,0.000,0.000,0.000
TCGA-DJ-A3UU-01A,0.022,0.000,0.020,0.016,0.001,0.000,0.576,0.048,0.132,0.096,0.023,0.064,0.000,0.000,0.000,0.000
TCGA-EM-A1YA-01A,0.006,0.000,0.000,0.000,0.000,0.000,0.751,0.002,0.104,0.000,0.109,0.025,0.000,0.002,0.000,0.000
TCGA-CE-A483-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.813,0.000,0.111,0.000,0.040,0.034,0.000,0.000,0.000,0.000
TCGA-DJ-A3VD-01A,0.033,0.056,0.046,0.017,0.005,0.000,0.387,0.089,0.091,0.175,0.007,0.092,0.000,0.000,0.000,0.000
TCGA-BJ-A28S-01A,0.002,0.000,0.000,0.001,0.000,0.000,0.694,0.000,0.176,0.000,0.113,0.013,0.000,0.001,0.001,0.000
TCGA-FY-A3R9-01A,0.013,0.000,0.000,0.000,0.000,0.000,0.765,0.008,0.094,0.000,0.114,0.005,0.000,0.000,0.000,0.000
TCGA-FY-A3R8-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.712,0.041,0.097,0.029,0.007,0.106,0.001,0.000,0.000,0.000
TCGA-DJ-A3V2-01A,0.041,0.013,0.029,0.032,0.016,0.000,0.497,0.036,0.121,0.038,0.027,0.148,0.000,0.001,0.001,0.000
TCGA-ET-A25L-01A,0.000,0.000,0.015,0.000,0.000,0.000,0.612,0.050,0.103,0.121,0.017,0.079,0.002,0.000,0.000,0.000
TCGA-EL-A3D1-01A,0.002,0.000,0.013,0.000,0.000,0.000,0.697,0.026,0.112,0.025,0.050,0.072,0.000,0.000,0.001,0.000
TCGA-FY-A3I4-01A,0.011,0.000,0.017,0.001,0.000,0.000,0.513,0.026,0.170,0.128,0.042,0.089,0.000,0.001,0.001,0.000
TCGA-DJ-A3UV-01A,0.016,0.000,0.020,0.010,0.003,0.000,0.546,0.031,0.169,0.074,0.066,0.061,0.000,0.001,0.000,0.000
TCGA-BJ-A28T-01A,0.089,0.041,0.045,0.041,0.041,0.000,0.282,0.079,0.132,0.107,0.025,0.115,0.001,0.002,0.001,0.001
TCGA-EM-A3FQ-01A,0.007,0.009,0.034,0.001,0.015,0.000,0.538,0.117,0.094,0.069,0.023,0.091,0.001,0.001,0.001,0.000
TCGA-J8-A4HW-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.802,0.000,0.126,0.018,0.031,0.020,0.001,0.000,0.000,0.000
TCGA-MK-A4N6-01A,0.005,0.000,0.008,0.001,0.000,0.000,0.758,0.013,0.051,0.023,0.015,0.127,0.000,0.000,0.000,0.000
TCGA-DJ-A3V8-01A,0.004,0.000,0.002,0.000,0.000,0.000,0.803,0.022,0.079,0.012,0.026,0.052,0.000,0.000,0.000,0.000
TCGA-DJ-A1QI-01A,0.006,0.000,0.014,0.004,0.001,0.000,0.658,0.021,0.142,0.072,0.018,0.064,0.000,0.000,0.000,0.000
TCGA-EL-A3H8-01A,0.002,0.000,0.004,0.000,0.000,0.000,0.731,0.015,0.159,0.037,0.020,0.031,0.001,0.000,0.000,0.000
TCGA-EM-A3O3-01A,0.039,0.000,0.038,0.002,0.002,0.000,0.670,0.093,0.018,0.036,0.000,0.099,0.000,0.000,0.003,0.000
TCGA-IM-A3U3-01A,0.010,0.000,0.013,0.001,0.000,0.000,0.712,0.050,0.096,0.029,0.029,0.058,0.000,0.000,0.000,0.000
TCGA-BJ-A191-01A,0.039,0.002,0.011,0.014,0.016,0.000,0.761,0.006,0.089,0.015,0.027,0.018,0.000,0.000,0.000,0.000
TCGA-E8-A3X7-01A,0.000,0.000,0.006,0.001,0.000,0.000,0.773,0.037,0.077,0.047,0.021,0.038,0.000,0.000,0.000,0.000
TCGA-FY-A3YR-01A,0.001,0.000,0.009,0.000,0.000,0.000,0.796,0.039,0.072,0.034,0.018,0.030,0.000,0.000,0.000,0.000
TCGA-KS-A41I-01A,0.015,0.000,0.000,0.001,0.000,0.000,0.613,0.032,0.087,0.000,0.140,0.109,0.000,0.000,0.001,0.000
TCGA-EL-A3CS-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.792,0.013,0.073,0.014,0.084,0.021,0.000,0.001,0.000,0.000
TCGA-EL-A3GU-01A,0.001,0.000,0.002,0.000,0.000,0.000,0.639,0.051,0.108,0.106,0.064,0.028,0.000,0.000,0.000,0.000
TCGA-EM-A1CU-01A,0.001,0.000,0.008,0.000,0.000,0.000,0.750,0.009,0.146,0.021,0.001,0.062,0.000,0.000,0.000,0.000
TCGA-H2-A26U-01A,0.020,0.001,0.042,0.016,0.015,0.000,0.424,0.079,0.090,0.131,0.013,0.167,0.000,0.001,0.000,0.000
TCGA-DJ-A2PT-01A,0.000,0.000,0.024,0.000,0.001,0.000,0.611,0.090,0.063,0.083,0.005,0.120,0.001,0.000,0.001,0.000
TCGA-DJ-A3V6-01A,0.000,0.000,0.010,0.001,0.000,0.000,0.743,0.030,0.098,0.028,0.030,0.059,0.000,0.000,0.000,0.000
TCGA-DJ-A2Q7-01A,0.025,0.000,0.018,0.011,0.000,0.000,0.600,0.021,0.177,0.031,0.047,0.069,0.000,0.001,0.000,0.000
TCGA-ET-A3BV-01A,0.001,0.000,0.046,0.000,0.000,0.000,0.462,0.085,0.042,0.324,0.001,0.028,0.011,0.000,0.000,0.000
TCGA-EL-A3ZL-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.665,0.015,0.113,0.014,0.139,0.051,0.000,0.000,0.000,0.000
TCGA-CE-A13K-01A,0.005,0.000,0.013,0.003,0.008,0.000,0.559,0.017,0.238,0.013,0.095,0.045,0.002,0.000,0.001,0.000
TCGA-DJ-A3UQ-01A,0.001,0.000,0.029,0.000,0.000,0.000,0.559,0.071,0.082,0.204,0.005,0.047,0.002,0.000,0.000,0.000
TCGA-BJ-A45H-01A,0.013,0.000,0.013,0.005,0.002,0.000,0.651,0.019,0.150,0.047,0.034,0.066,0.001,0.000,0.000,0.000
TCGA-L6-A4EU-01A,0.001,0.000,0.007,0.000,0.000,0.000,0.735,0.078,0.061,0.041,0.011,0.064,0.001,0.000,0.000,0.000
TCGA-DJ-A3VM-01A,0.001,0.001,0.001,0.000,0.000,0.000,0.740,0.001,0.150,0.001,0.079,0.025,0.000,0.000,0.000,0.000
TCGA-H2-A3RH-01A,0.006,0.000,0.003,0.002,0.001,0.000,0.734,0.002,0.127,0.016,0.056,0.048,0.003,0.000,0.001,0.000
TCGA-EL-A3ZR-01A,0.009,0.000,0.000,0.003,0.000,0.000,0.781,0.000,0.149,0.000,0.054,0.004,0.000,0.000,0.000,0.000
TCGA-BJ-A291-01A,0.005,0.000,0.001,0.000,0.004,0.000,0.638,0.004,0.215,0.003,0.117,0.011,0.000,0.001,0.002,0.000
TCGA-MK-A4N9-01A,0.001,0.000,0.003,0.013,0.000,0.000,0.737,0.012,0.147,0.014,0.048,0.024,0.000,0.000,0.000,0.000
TCGA-EL-A3MZ-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.760,0.020,0.109,0.047,0.012,0.048,0.000,0.000,0.000,0.000
TCGA-EM-A2CP-01A,0.111,0.005,0.044,0.030,0.027,0.000,0.298,0.038,0.175,0.024,0.055,0.184,0.000,0.006,0.002,0.000
TCGA-DJ-A2PZ-01A,0.000,0.000,0.006,0.000,0.000,0.000,0.673,0.049,0.107,0.050,0.024,0.087,0.000,0.001,0.000,0.000
TCGA-EL-A3ZG-01A,0.002,0.000,0.000,0.004,0.000,0.000,0.755,0.000,0.125,0.000,0.089,0.023,0.000,0.001,0.000,0.000
TCGA-FE-A3PC-01A,0.005,0.000,0.000,0.001,0.000,0.000,0.742,0.013,0.054,0.000,0.089,0.094,0.000,0.000,0.000,0.000
TCGA-BJ-A0YZ-01A,0.014,0.000,0.000,0.000,0.000,0.000,0.664,0.000,0.131,0.012,0.149,0.029,0.001,0.000,0.000,0.000
TCGA-DJ-A13M-01A,0.017,0.000,0.000,0.001,0.000,0.000,0.837,0.001,0.088,0.000,0.032,0.022,0.000,0.000,0.001,0.000
TCGA-EM-A3OA-01A,0.050,0.000,0.000,0.000,0.000,0.000,0.781,0.002,0.121,0.000,0.042,0.001,0.000,0.002,0.002,0.000
TCGA-J8-A3YE-01A,0.001,0.000,0.000,0.002,0.000,0.000,0.890,0.001,0.048,0.000,0.040,0.018,0.000,0.001,0.000,0.000
TCGA-BJ-A0Z9-01A,0.002,0.000,0.007,0.000,0.000,0.000,0.838,0.024,0.022,0.009,0.010,0.088,0.000,0.000,0.000,0.000
TCGA-EL-A3CW-01A,0.065,0.084,0.039,0.002,0.036,0.001,0.430,0.038,0.125,0.071,0.048,0.059,0.001,0.001,0.000,0.000
