"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.32.2616.01A",0,0,0.20245694052117,0,0.602168874266078,0.195374185212753,0
"TCGA.32.1980.01A",0,0,0.338049676259074,0,0.557822500711321,0.104127823029605,0
"TCGA.28.2514.01A",0,0,0.0246933003804925,0,0.922716121844424,0.0525905777750839,0
"TCGA.06.0644.01A",0,0,0.144811993224703,0,0.474651172261411,0.00478873556882149,0.375748098945065
"TCGA.06.1804.01A",0,0,0.0407351679308681,0,0.669190283038538,0.290074549030594,0
"TCGA.41.2571.01A",0,0,0.0842747882802592,0,0.533219560991443,0.382505650728298,0
"TCGA.19.2619.01A",0,0,0,0,0.908243623031598,0.0436891929389545,0.048067184029448
"TCGA.27.1837.01A",0,0,0.0915257944796341,0,0.767142154350904,0.141332051169462,0
"TCGA.27.1832.01A",0,0,0.262437112089487,0,0.55238031015192,0.122742880464451,0.0624396972941427
"TCGA.06.0686.01A",0,0,0.0797230537314821,0,0.653617188362877,0.266659757905641,0
"TCGA.06.5856.01A",0,0,0.187617703226737,0,0.760635538104547,0.0517467586687161,0
"TCGA.28.1753.01A",0,0,0.388266377858004,0,0.568851557218126,0.00159425812805576,0.0412878067958145
"TCGA.28.5218.01A",0,0,0.0504863546836132,0,0.25233846406703,0,0.697175181249357
"TCGA.32.1970.01A",0,0,0.0242958011410508,0,0.788942509109093,0.186761689749857,0
"TCGA.28.5204.01A",0,0,0.0903787442655268,0,0.865950239072392,0.0436710166620813,0
"TCGA.12.3653.01A",0,0,0.212798085947503,0,0.700120080246559,0.0870818338059381,0
"TCGA.06.0187.01A",0,0,0.118110632188461,0,0.789127547042047,0.0927618207694923,0
"TCGA.19.2624.01A",0,0,0,0,0.774621009292051,0.225378990707949,0
"TCGA.12.3652.01A",0,0,0.0197487050996716,0,0.677107541424324,0.20633811872085,0.0968056347551547
"TCGA.12.5299.01A",0,0,0.241422046996889,0,0.63370077580146,0.0905677380830011,0.0343094391186492
"TCGA.06.0749.01A",0,0,0.433987491384522,0,0.364784585600828,0.20122792301465,0
