"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.KL.8325.01A",0,0,0,0,0.491012267602721,0.508987732397279,0
"TCGA.KO.8411.01A",0,0,0.00186680259222441,0,0.60014873863209,0.397984458775686,0
"TCGA.KL.8331.01A",0,0,0,0,0.503075195842651,0.496924804157349,0
"TCGA.KO.8409.01A",0,0,0,0,0.464841866061383,0.535158133938617,0
"TCGA.KM.8439.01A",0,0,0.0891856258090292,0,0.434846475696688,0.475967898494283,0
"TCGA.KN.8423.01A",0,0,0,0,0.572191097366297,0.427808902633703,0
"TCGA.KL.8339.01A",0,0,0.00110032801289601,0,0.493602627208955,0.505297044778149,0
"TCGA.KN.8434.01A",0,0,0.0431592414131016,0,0.709557325407221,0.247283433179677,0
"TCGA.KL.8342.01A",0,0,0.00708934133302094,0,0.721768732299,0.271141926367979,0
"TCGA.KN.8428.01A",0,0,0,0,0.521566701522989,0.478433298477011,0
"TCGA.KO.8416.01A",0,0,0.0634922116903159,0,0.542609722302195,0.393898066007489,0
"TCGA.KL.8344.01A",0,0,0,0,0.861435407330967,0.138564592669033,0
"TCGA.KM.8441.01A",0,0,0.0511342764267705,0,0.639676662352821,0.309189061220409,0
"TCGA.KM.8442.01A",0,0,0,0,0.573245154895682,0.424823057126974,0.00193178797734422
"TCGA.KL.8346.01A",0,0,0,0,0.503639432004464,0.496360567995536,0
"TCGA.KL.8341.01A",0,0,0,0,0.4604844925765,0.5395155074235,0
"TCGA.KL.8330.01A",0,0,0,0,0.44635725584186,0.55364274415814,0
"TCGA.KN.8431.01A",0,0,0,0,0.57251225236013,0.42748774763987,0
"TCGA.KO.8403.01A",0,0,0.105634043826312,0,0.605500852024229,0.288865104149459,0
"TCGA.KO.8405.01A",0,0,0.357465743390857,0,0.462273236229105,0.173118182225141,0.00714283815489723
"TCGA.KN.8435.01A",0,0,0,0,0.535887803652661,0.464112196347339,0
"TCGA.KN.8419.01A",0,0,0.0689018782203277,0,0.721307706533768,0.209790415245905,0
"TCGA.KL.8337.01A",0,0,0,0,0.505403280682024,0.494596719317976,0
"TCGA.KL.8332.01A",0,0,0.0233497171413462,0,0.786538123610639,0.190112159248015,0
"TCGA.KO.8413.01A",0,0,0.127762224943751,0,0.642820211130154,0.229417563926095,0
"TCGA.KM.8443.01A",0,0,0,0,0.431055841965959,0.568944158034041,0
"TCGA.KL.8333.01A",0,0,0.0484524666960649,0,0.875441863654801,0.0761056696491337,0
"TCGA.KL.8334.01A",0,0,0.014811559781568,0,0.598501494346851,0.386686945871581,0
"TCGA.KN.8427.01A",0,0,0.017771705776034,0,0.41412979324916,0.210595382153875,0.357503118820931
"TCGA.KL.8338.01A",0,0,0,0,0.501896311251523,0.498103688748477,0
"TCGA.KN.8432.01A",0,0,0,0,0.658614596302267,0.341385403697733,0
"TCGA.KO.8410.01A",0,0,0.0271606673360863,0,0.567070637660007,0.405768695003907,0
"TCGA.KN.8437.01A",0,0,0.040399552127784,0,0.560893083897033,0.398707363975183,0
"TCGA.KN.8430.01A",0,0,0.0503008066560093,0,0.714597292380742,0.235101900963248,0
"TCGA.KM.8477.01A",0,0,0.0399445266451575,0,0.634133520270814,0.325921953084028,0
"TCGA.KO.8414.01A",0,0,0.0100003312405418,0,0.569681797220254,0.420317871539204,0
"TCGA.KL.8323.01A",0,0,0,0,0.590413903027697,0.409586096972303,0
"TCGA.KL.8328.01A",0,0,0,0,0.46533042856013,0.53466957143987,0
"TCGA.KN.8426.01A",0,0,0.109519263017302,0,0.496832338473087,0.393648398509611,0
"TCGA.KL.8336.01A",0,0,0.0177478501615072,0,0.60544175208164,0.376810397756853,0
"TCGA.KL.8329.01A",0,0,0.0815852142053616,0,0.563232993459922,0.355181792334716,0
"TCGA.KN.8429.01A",0,0,0.00971295836782709,0,0.617847648861763,0.37243939277041,0
"TCGA.KL.8326.01A",0,0,0,0,0.585249535789363,0.414750464210637,0
"TCGA.KN.8425.01A",0,0,0.124668167560517,0,0.593467649353808,0.281864183085675,0
"TCGA.KL.8327.01A",0,0,0,0,0.504971585693939,0.495028414306061,0
"TCGA.KL.8343.01A",0,0,0,0,0.645480222861428,0.354519777138572,0
"TCGA.KL.8324.01A",0,0,0,0,0.537684882704613,0.462315117295387,0
"TCGA.KN.8433.01A",0,0,0.0477568996545125,0,0.654321169968585,0.297921930376903,0
"TCGA.KO.8417.01A",0,0,0,0,0.564604209598946,0.435395790401054,0
"TCGA.KM.8639.01A",0,0,0.311192231242103,0,0.329370422213891,0.359437346544006,0
"TCGA.KL.8340.01A",0,0,0,0,0.689107932582793,0.310892067417207,0
"TCGA.KO.8404.01A",0,0,0.333553598086961,0,0.174630654097303,0.0184583479953066,0.473357399820429
"TCGA.KM.8440.01A",0,0,0,0,0.487732740657737,0.512267259342263,0
"TCGA.KN.8436.01A",0,0,0,0,0.600891174575989,0.399108825424011,0
"TCGA.KN.8424.01A",0,0,0.0695144756840162,0,0.636375708117147,0.294109816198837,0
"TCGA.KO.8406.01A",0,0,0,0,0.565418320091951,0.434581679908049,0
"TCGA.KM.8438.01A",0,0,0,0,0.647519667701181,0.352480332298819,0
"TCGA.KN.8418.01A",0,0,0,0,0.527173047251851,0.472826952748149,0
"TCGA.KL.8335.01A",0,0,0,0,0.562938584866669,0.435528991251393,0.00153242388193781
"TCGA.KL.8345.01A",0,0,0,0,0.660711599516019,0.339288400483981,0
"TCGA.KO.8407.01A",0,0,0.00116854482267762,0,0.680769245826689,0.318062209350634,0
"TCGA.KN.8421.01A",0,0,0,0,0.420634901460978,0.579365098539022,0
"TCGA.KO.8415.01A",0,0,0.0421573337271455,0,0.522950932578469,0.434891733694386,0
"TCGA.KM.8476.01A",0,0,0.00337788457947717,0,0.546769881458248,0.449852233962274,0
"TCGA.KO.8408.01A",0,0,0,0,0.543341527519434,0.456658472480566,0
