"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.BP.4766.01A",0,0,0.0787206762139527,0,0.856148732191952,0.0651305915940951,0
"TCGA.A3.3352.01A",0,0,0.0711156472169322,0,0.859724453588442,0.0691598991946258,0
"TCGA.G6.A8L7.01A",0,0,0.0512555363811776,0,0.7242883219488,0.221654579241926,0.00280156242809653
"TCGA.A3.A6NN.01A",0,0,0.0632726558687811,0,0.931519269193796,0.00520807493742331,0
"TCGA.T7.A92I.01A",0,0,0.117371339710662,0,0.783470115877396,0.0991585444119426,0
"TCGA.B0.5713.01A",0,0,0.0411194328488867,0,0.958880567151113,0,0
"TCGA.CZ.4860.01A",0,0,0.246071523321159,0,0.358743442212624,0.124048797915101,0.271136236551115
"TCGA.A3.3351.01A",0,0.00489706017423247,0.200639794845757,0,0.79446314498001,0,0
"TCGA.B8.4148.01A",0,0.0879651544119266,0.189993142558967,0,0.722041703029106,0,0
"TCGA.BP.4345.01A",0,0,0.104291168809854,0,0.76474604538802,0,0.130962785802126
"TCGA.BP.5010.01A",0,0,0,0,0.88319718720752,0,0.11680281279248
"TCGA.BP.4325.01A",0,0.00392794725996838,0.17655466927415,0,0.819517383465882,0,0
"TCGA.B0.5102.01A",0,0,0.0701229457148676,0,0.793289569728982,0.136587484556151,0
"TCGA.BP.5185.01A",0,0,0.0357399745243653,0,0.771308550656279,0.192951474819355,0
"TCGA.CZ.5986.01A",0,0,0.0675487390006825,0,0.932451260999317,0,0
"TCGA.CW.5590.01A",0,0,0.0412829920427055,0,0.940797230423502,0.0179197775337925,0
"TCGA.CJ.4904.01A",0,0,0.0577859624968042,0,0.942214037503196,0,0
"TCGA.BP.4987.01A",0,0.000599913196029843,0.0257956531387912,0,0.939236059464506,0.0343683742006729,0
"TCGA.B0.4849.01A",0,0,0.0656308497758315,0,0.887694670047693,0.046674480176475,0
"TCGA.BP.4329.01A",0,0,0.0612740394176938,0,0.920331251049456,0.0183947095328502,0
"TCGA.A3.3328.01A",0,0,0,0,0.527449388533854,0.472550611466146,0
"TCGA.CJ.5672.01A",0,0.00468441892586701,0.337015227248394,0,0.65799788703468,0.000302466791058676,0
"TCGA.B0.5104.01A",0,0,0.0293116804197657,0,0.897314313344587,0.073374006235647,0
"TCGA.CW.6097.01A",0,0.00476301390555032,0.206474559509555,0,0.622962226087873,0,0.165800200497021
"TCGA.B0.4700.01A",0,0,0.231594761709054,0,0.615193773388527,0.00091791667733557,0.152293548225083
"TCGA.B0.5095.01A",0,0,0.0159492730514206,0,0.732957811033761,0,0.251092915914818
"TCGA.B0.4810.01A",0,0.00443235841762504,0.130834310532216,0,0.848298278245677,0.00022571235725035,0.0162093404472316
"TCGA.CJ.4901.01A",0,5.93080658949295e-05,0.225404597709888,0,0.752404869018102,0.00948484720729226,0.0126463779988232
"TCGA.CJ.4643.01A",0,0,0.0556971347836624,0,0.942517795496819,0.00178506971951884,0
"TCGA.B8.A54H.01A",0,0,0.0433055560435973,0,0.919215052147526,0.0374793918088763,0
"TCGA.AK.3429.01A",0,0.0754762033540057,0.20112646393155,0,0.698515128054115,0.0248822046603289,0
"TCGA.B0.4834.01A",0,0,0,0,0.871597929622176,0.128402070377824,0
"TCGA.B0.4843.01A",0,0,0,0,0.983583040597375,0,0.0164169594026246
"TCGA.A3.3382.01A",0,0,0.174605807630856,0,0.807432588569797,0.0179616037993463,0
"TCGA.BP.4338.01A",0,0,0.29214220787583,0,0.533257965904035,0.174599826220135,0
"TCGA.B4.5832.01A",0,0,0.0533059677186492,0,0.946694032281351,0,0
"TCGA.CW.6088.01A",0,0,0.00151431999423455,0,0.998485680005765,0,0
"TCGA.A3.A6NJ.01A",0,0.00498052559552274,0.228933203783136,0,0.766086270621342,0,0
"TCGA.B0.5088.01A",0,0,0.210720160022152,0,0.786117768876362,0,0.00316207110148583
"TCGA.A3.3308.01A",0,0,0.0447458772002739,0,0.87491441104536,0,0.0803397117543665
"TCGA.CW.5589.01A",0,0,0.151077877083172,0,0.848922122916828,0,0
"TCGA.B0.5702.01A",0,0,0.121201011391065,0,0.548641691683547,0.301844533353501,0.028312763571887
"TCGA.BP.4169.01A",0,0,0.0890279082572533,0,0.894163239493543,0.0014695209297423,0.0153393313194612
"TCGA.CZ.5468.01A",0,0,0.241716125044633,0,0.489631037401362,0.0245739342605173,0.244078903293488
"TCGA.A3.3313.01A",0,0,0.0266137849284284,0,0.809247303038884,0.164138912032687,0
"TCGA.BP.4782.01A",0,0,0.215644672370181,0,0.767665172888301,0.0166901547415185,0
"TCGA.3Z.A93Z.01A",0,0,0.0628099661304298,0,0.906105171660601,0.0310584037069386,2.64585020307857e-05
"TCGA.CZ.5454.01A",0,0,0.480485852181209,0,0.519514147818791,0,0
"TCGA.A3.3358.01A",0,0.00494273100308096,0.255733770186528,0,0.739323498810391,0,0
"TCGA.CJ.6031.01A",0,0,0.244087680612052,0,0.641725874587795,0,0.114186444800153
"TCGA.BP.4790.01A",0,0,0.0723920062782746,0,0.847678421866953,0,0.0799295718547724
"TCGA.B0.5699.01A",0,0.00467989747090408,0.0888761496512812,0,0.89509525320404,0.0113486996737749,0
"TCGA.CJ.4635.01A",0,0,0.164514106869723,0,0.798579499374919,0.031094096202922,0.00581229755243601
"TCGA.A3.A8CQ.01A",0,0,0.0152093117957484,0,0.984790688204252,0,0
"TCGA.AK.3447.01A",0,0,0.0352358951652686,0,0.351049636741442,0.61371446809329,0
"TCGA.BP.4159.01A",0,0,0.0231924381346814,0,0.959034913445258,0.0177726484200604,0
"TCGA.B0.5698.01A",0,0.00291655988638874,0.191985655640612,0,0.798054574854805,0.00704320961819379,0
"TCGA.A3.A8OU.01A",0,0,0.0722426728139738,0,0.922096401277231,0.00566092590879513,0
"TCGA.A3.3380.01A",0,0,0.029605201179989,0,0.963606203466769,0.00633306426435972,0.00045553108888271
"TCGA.BP.4998.01A",0,0,0.0881824528177263,0,0.859240590561681,0,0.0525769566205923
"TCGA.A3.3383.01A",0,0.0189009545497914,0.187066716576546,0,0.725188681120943,0.0688436477527194,0
"TCGA.BP.4353.01A",0,0,0.123023494014666,0,0.876976505985334,0,0
"TCGA.CJ.5686.01A",0,0.0044388042885168,0.28231876688778,0,0.709415914671133,0.00382651415257012,0
"TCGA.EU.5907.01A",0,0,0.153193667565963,0,0.767318532800885,0.025498547946935,0.0539892516862176
"TCGA.B0.4703.01A",0,0,0.0381363240255728,0,0.700170903771864,0,0.261692772202563
"TCGA.B0.5119.01A",0,0.000452146772039287,0.0525407252351915,0,0.905921633440473,0.0410854945522958,0
"TCGA.B0.4822.01A",0,0,0.147569609927346,0,0.806222575264146,0.0139598618666306,0.0322479529418776
"TCGA.B4.5835.01A",0,0,0.523855812412589,0,0.221973303635325,0.254170883952087,0
"TCGA.CZ.5460.01A",0,0,0.0962772398375238,0,0.810569828762753,0.0931529313997233,0
"TCGA.B2.3924.01A",0,0.0106201889135567,0.310417899172575,0,0.678319680421343,0.000642231492526088,0
"TCGA.CJ.4870.01A",0,0,0.019807119620136,0,0.93130624092721,0.0488866394526541,0
"TCGA.B8.4619.01A",0,0,0,0,0.834491183180024,0.165508816819976,0
"TCGA.BP.5201.01A",0,0.00490102480427495,0.164167062749662,0,0.772759462941468,0.058172449504595,0
"TCGA.B8.A54J.01A",0,0.00480571233239192,0.0426962092835888,0,0.952498078384019,0,0
"TCGA.CZ.5456.01A",0,0,0.351560589462055,0,0.44552054223523,0.043322883842603,0.159595984460112
"TCGA.B0.4688.01A",0,0,0.0376684862933062,0,0.217867503582815,0.0123313270968398,0.732132683027039
"TCGA.A3.3317.01A",0,0,0.0530378134207639,0,0.916081425516756,0.00860802392721446,0.0222727371352662
"TCGA.B0.5400.01A",0,0,0.329655974314264,0,0.5159288316971,0.0424409414129896,0.111974252575646
"TCGA.G6.A5PC.01A",0,0,0.126939665866674,0,0.557496404948817,0.315563929184509,0
"TCGA.B0.5100.01A",0,0,0,0,0.868330021765612,0.0160425562356963,0.115627421998692
"TCGA.CW.5585.01A",0,0,0.0171232879789519,0,0.930144298139682,0.0527324138813661,0
"TCGA.BP.4343.01A",0,0,0.277955986617017,0,0.575586770328024,0,0.146457243054959
"TCGA.B2.5636.01A",0,0,0.000697128637063729,0,0.971003792500878,0,0.0282990788620585
"TCGA.B0.5081.01A",0,0,0.193883740684819,0,0.7959356958883,0.00529044459247963,0.0048901188344015
"TCGA.CW.5580.01A",0,0,0.111989893571623,0,0.852124207727709,0.035885898700668,0
"TCGA.B2.3924.01A.1",0,0.0106201889135567,0.310417899172575,0,0.678319680421343,0.000642231492526088,0
"TCGA.CJ.6027.01A",0,0.149883034106875,0.292703106385635,0,0.514773457346108,0.0426404021613814,0
"TCGA.B0.5075.01A",0,0,0.531988153982593,0,0.375073924772174,0.0929379212452332,0
"TCGA.BP.5200.01A",0,0,0.0915588292074396,0,0.90844117079256,0,0
"TCGA.BP.4158.01A",0,0,0,0,0.951939721004142,0.0480602789958576,0
"TCGA.BP.5173.01A",0,0,0.177893848323125,0,0.795772770363305,0.0263333813135701,0
"TCGA.B0.4710.01A",0,0,0.0614897098117955,0,0.87344255780294,0.0586032197544946,0.00646451263076973
"TCGA.A3.3367.01A",0,0,0.0750805360817692,0,0.833705015409149,0.0912144485090819,0
"TCGA.BP.4344.01A",0,0,0.0062244128620162,0,0.993775587137984,0,0
"TCGA.A3.3335.01A",0,0,0.10921135819247,0,0.756123661562769,0.134664980244761,0
"TCGA.B0.5099.01A",0,0,0,0,0.950820102521035,0.0491798974789654,0
"TCGA.AK.3427.01A",0,0,0,0,0.587312636385088,0.412687363614912,0
"TCGA.DV.A4W0.01A",0,0,0.0398663627146351,0,0.889641631216658,0.0704920060687066,0
"TCGA.B8.4143.01A",0,0,0.144600095694228,0,0.81735017445284,0.0366592449211529,0.00139048493177899
"TCGA.B8.A54K.01A",0,0,0,0,0.832571716164831,0.167428283835169,0
"TCGA.A3.3311.01A",0,0,0.120563674522285,0,0.834984703065452,0.0423447485710925,0.00210687384116951
"TCGA.CZ.4854.01A",0,0,0.0960025082865761,0,0.764331655907898,0.102252116148678,0.0374137196568479
"TCGA.B8.4153.01B",0,0,0.00556844351916014,0,0.949259307075855,0.0451722494049852,0
"TCGA.B2.A4SR.01A",0,0,0.0134252916218085,0,0.986574708378192,0,0
"TCGA.CZ.5989.01A",0,0.142305746252225,0.0497361812274043,0,0.807958072520371,0,0
"TCGA.CZ.5470.01A",0,0.00373250650242789,0.256115511376758,0,0.645634119852893,0.0945178622679211,0
"TCGA.BP.4349.01A",0,0,0,0,0.982152327862507,0.0178476721374926,0
"TCGA.A3.3307.01A",0,0,0.110261817141272,0,0.889738182858728,0,0
"TCGA.CJ.4641.01A",0,0.00497058105720218,0.298918232151623,0,0.669970700803713,0,0.0261404859874616
"TCGA.B0.5098.01A",0,0,0,0,0.443995526611936,0.545572692540936,0.0104317808471276
"TCGA.B0.4699.01A",0,0.00413407295684727,0.180058705167827,0,0.517817699857281,0.081879698513008,0.216109823505036
"TCGA.BP.5199.01A",0,0,0.192840370254448,0,0.712601819433135,0,0.0945578103124168
"TCGA.BP.4337.01A",0,0,0.00995116746648739,0,0.793358703558802,0.0460327300741962,0.150657398900514
"TCGA.CZ.4853.01A",0,0,0.078360106928053,0,0.8308636136224,0.0907762794495466,0
"TCGA.B0.5115.01A",0,0,0.0323871712793231,0,0.967612828720677,0,0
"TCGA.B8.A54G.01A",0,0.307083451641713,0.422501666254597,0.000860112612395997,0.268942390856181,0.000612378635112431,0
"TCGA.CZ.4861.01A",0,0,0.366488783285277,0,0.543176389201031,0.0903348275136915,0
"TCGA.B8.5545.01A",0,0,0.154845008590234,0,0.757861727529565,0,0.0872932638802017
"TCGA.CJ.4892.01A",0,0.0919529177763605,0.0799305703144725,0,0.827823985177184,0.000292526731983033,0
"TCGA.CJ.5678.01A",0,0.084479160568103,0.367022249384737,0,0.48710599927011,0.0613925907770503,0
"TCGA.AK.3433.01A",0,0,0,0,0.66057126023298,0.33942873976702,0
"TCGA.B8.4621.01A",0,0,0.227399405964875,0,0.533969188508393,0.238631405526732,0
"TCGA.BP.4967.01A",0,0,0.0448783465076292,0,0.891022053855621,0.0640995996367494,0
"TCGA.A3.3320.01A",0,0,0.0678394437680867,0,0.922226498978966,0.00993405725294721,0
"TCGA.B8.A54D.01A",0,0.191945628298625,0.21618069278135,0,0.556278280522609,0.0355953983974158,0
"TCGA.B2.4098.01A",0,0,0.443404700946109,0,0.312145578586841,0.24444972046705,0
"TCGA.A3.3374.01A",0,0,0.511941771737207,0,0.337793775954712,0.150264452308081,0
"TCGA.BP.5000.01A",0,0,0.0650828246988738,0,0.863102182490306,0.0444702264276185,0.0273447663832019
"TCGA.A3.A6NI.01A",0,0,0.165631551690608,0,0.749665097351123,0.0602877332329566,0.024415617725313
"TCGA.B0.4824.01A",0,1.82946243097868e-05,0.196347100708959,0,0.776866960895243,0.0267676437714881,0
"TCGA.BP.4975.01A",0,0,0.0334477595370482,0,0.91247745244889,0.054074788014062,0
"TCGA.BP.4330.01A",0,0.00821646770828662,0.177880191866133,0,0.81390334042558,0,0
"TCGA.B0.4841.01A",0,0,0.00249023222966546,0,0.997509767770335,0,0
"TCGA.B8.5551.01A",0,0.00478015356585093,0.555840228590416,0,0.439237689307173,0.000141928536560022,0
"TCGA.AK.3440.01A",0,0,0.000183430825382521,0,0.638725833918487,0.36109073525613,0
"TCGA.BP.5169.01A",0,0,0.217088510691411,0,0.629872852356207,0.107610779805342,0.0454278571470407
"TCGA.BP.4770.01A",0,0,0.0657123787129177,0,0.0718511776299007,0,0.862436443657182
"TCGA.B4.5838.01A",0,0,0.0282690534171781,0,0.76748079112445,0.0523564352259323,0.151893720232439
"TCGA.B0.4815.01A",0,0.079689568073829,0.305631931410258,0,0.575539285616507,0.0142373922325455,0.0249018226668605
"TCGA.B0.4838.01A",0,0.0931747596616036,0.159117599439485,0,0.73168044467048,0.0160271962284321,0
"TCGA.BP.5177.01A",0,0,0,0,0.998467298823486,0,0.00153270117651433
"TCGA.CJ.4639.01A",0,0.00492480469069602,0.0446878072602131,0,0.950387388049091,0,0
"TCGA.CZ.4865.01A",0,0.00433218302862041,0.108966307285317,0,0.854779905168981,0.000575484328025536,0.0313461201890562
"TCGA.BP.5180.01A",0,0,0.24639451866303,0,0.630529918769822,0.123075562567148,0
"TCGA.DV.5567.01A",0,0,0,0,0.906351587741794,0.0936484122582059,0
"TCGA.BP.4992.01A",0,0.115537633191927,0.106720628285081,0,0.710514283358508,0.0672274551644843,0
"TCGA.B2.5633.01A",0,0,0.122029145237101,0,0.877970854762899,0,0
"TCGA.CJ.5675.01A",0,0.00444015616704665,0.4336376173384,0,0.547504396721352,0.0144178297732014,0
"TCGA.B0.4701.01A",0,0,0.0884517848183155,0,0.840449331541739,0.0710988836399459,0
"TCGA.BP.4784.01A",0,0,0,0,0.919271223967528,0.00877015690612708,0.0719586191263452
"TCGA.B4.5843.01A",0,0,0.0407830986908824,0,0.925534433428931,0.0326221023388377,0.00106036554134916
"TCGA.B0.5705.01A",0,0.00478686194332245,0.12978256253436,0,0.86528840993741,0.000142165584907105,0
"TCGA.BP.4965.01A",0,0,0.0396006596842078,0,0.960399340315792,0,0
"TCGA.B0.5085.01A",0,0,0.039244011517256,0,0.873129607831035,0.0876263806517093,0
"TCGA.B0.5113.01A",0,0,0.0527614843107653,0,0.92824588549159,0.018992630197645,0
"TCGA.CW.5581.01A",0,0,0.0327315206897465,0,0.936151907936902,0.0311165713733513,0
"TCGA.AK.3454.01A",0,0,0.117676557470321,0,0.839643505646235,0.0410958551829293,0.00158408170051472
"TCGA.BP.4989.01A",0,0.0955530342775706,0.224501287212845,0,0.6502520483283,0.0173329699678382,0.0123606602134458
"TCGA.AK.3456.01A",0,0,0.229827073705567,0,0.559651683688953,0.210521242605479,0
"TCGA.A3.3370.01A",0,0.00481005411793977,0.145930198608464,0,0.849259747273597,0,0
"TCGA.DV.5565.01A",0,0,0.00934054821967783,0,0.977607174122947,0.0130522776573755,0
"TCGA.BP.4795.01A",0,0,0,0,0.811125166920298,0.000253390857778106,0.188621442221924
"TCGA.B0.5083.01A",0,0,0.263816917477206,0,0.549740492875236,0.0997856290227432,0.0866569606248148
"TCGA.BP.4789.01A",0,0,0,0,1,0,0
"TCGA.B8.5163.01A",0,0,0.156064719696049,0,0.755425925337947,0,0.0885093549660046
"TCGA.CJ.6033.01A",0,0,0.0305055169789951,0,0.862640249204419,0,0.106854233816586
"TCGA.BP.4756.01A",0,0,0.152515450247134,0,0.544315512810224,0.303169036942642,0
"TCGA.A3.3362.01A",0,0,0.0302553808760784,0,0.904084432967798,0.0656601861561237,0
"TCGA.BP.4355.01A",0,0,0,0,1,0,0
"TCGA.B0.4852.01A",0,0,0.0212429778574889,0,0.899700023895655,0.0790569982468562,0
"TCGA.A3.A6NL.01A",0,0,0.0600448263074421,0,0.939955173692558,0,0
"TCGA.BP.4801.01A",0,0,0.312264277088714,0,0.659251423126173,0.00061277188510449,0.0278715279000088
