"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.A5.A0R8.01A",0,0,0.0863587266976014,0,0.375107913641093,0.515853290070007,0.0226800695912985
"TCGA.A5.A0G3.01A",0,0,0,0,0.295165818783939,0.62025290069115,0.0845812805249117
"TCGA.AP.A054.01A",0,0,0,0,0.458122010939203,0.541877989060797,0
"TCGA.A5.A0GX.01A",0,0,0,0,0.491372807388183,0.325531516587315,0.183095676024502
"TCGA.DI.A2QY.01A",0,0,0,0,0.304707323674983,0.695292676325017,0
"TCGA.EY.A1GC.01A",0,0,0.242680928931327,0,0.195341321418779,0.561977749649894,0
"TCGA.A5.A0GI.01A",0,0,0,0,0.441228355499948,0.558771644500052,0
"TCGA.D1.A17S.01A",0,0,0,0.0049193593650511,0.426015218632044,0.569065422002905,0
"TCGA.EY.A5W2.01A",0,0,0,0,0.198426291335046,0.741978970440047,0.059594738224907
"TCGA.D1.A1NU.01A",0,0,0,0,0.196159119727458,0.803840880272542,0
"TCGA.BG.A18A.01A",0,0,0,0,0.551541171912982,0.388492801566268,0.0599660265207494
"TCGA.AX.A06B.01A",0,0,0.00252131567425174,0,0.510059804982206,0.366577440284147,0.120841439059395
"TCGA.E6.A2P9.01A",0,0.00203146261158415,0,0,0.377265802249623,0.620209057463166,0.000493677675627104
"TCGA.PG.A917.01A",0,0.0408221856900056,0.109673150091727,0,0.395458362000238,0.442203589763593,0.0118427124544373
"TCGA.AX.A3FS.01A",0,0,0,0,0.435843422483923,0.427370671426733,0.136785906089344
"TCGA.A5.A2K4.01A",0,0,0,0,0.509733722924809,0.337199938344033,0.153066338731157
"TCGA.D1.A1O0.01A",0,0,0,0,0.300114405600497,0.699885594399503,0
"TCGA.B5.A0JS.01A",0,0,0.00149158773095772,0,0.584262114959706,0.380158322595934,0.0340879747134021
"TCGA.AX.A1CE.01A",0,0,0.00268734102427591,0,0.156865156487246,0.840447502488478,0
"TCGA.D1.A17F.01A",0,0,0.0791351554867138,0,0.405383192101837,0.515481652411449,0
"TCGA.EO.A3AV.01A",0,0,0.108272628663577,0,0.4313163285776,0.377846056433374,0.0825649863254488
"TCGA.D1.A17B.01A",0,0,0.185948876723446,0,0.522288540484758,0.179472462020999,0.112290120770797
