"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.AG.3896.01A",0,0,0.00288062081665844,0,0.478912088543889,0.415763799300902,0.10244349133855
"TCGA.DC.4745.01A",0,0,0,0.00161680021860723,0.397138073014925,0.550345403821907,0.050899722944561
"TCGA.AH.6903.01A",0,0.000915273397413029,0,0,0.553896767336256,0.445187959266331,0
"TCGA.AG.3599.01A",0,0,0.0279262239050249,0,0.478592548980598,0.493481227114378,0
"TCGA.AG.3581.01A",0,0,0.0307423796506992,0,0.466196188996649,0.503061431352652,0
"TCGA.AG.3881.01A",0,0,0.0494413673080676,0,0.505787686918755,0.197908010553804,0.246862935219373
"TCGA.CL.5917.01A",0,0,0,0,0.417653713135044,0.428442305697141,0.153903981167815
"TCGA.AG.3902.01A",0,0.0333732368718023,0.1088052756548,0,0.405322326569782,0.443227343690162,0.00927181721345318
"TCGA.CI.6624.01C",0,0,0.0151761736297054,0,0.67773926338648,0.296633973692311,0.010450589291503
"TCGA.AF.2692.01A",0,0,0,0,0.581858746552616,0.381755758442604,0.0363854950047793
"TCGA.DC.6683.01A",0,0,0.0104898982086471,0,0.420188335688135,0.39951545653135,0.169806309571868
"TCGA.DC.6682.01A",0,0,0,0,0.314873622003471,0.685126377996529,0
"TCGA.F5.6702.01A",0,0,0.0250124480385424,0,0.322573472172859,0.0283366228742598,0.624077456914338
"TCGA.AF.4110.01A",0,0,0.0256462019338357,0,0.546026463518081,0.266475031339009,0.161852303209075
"TCGA.F5.6861.01A",0,0,0,0,0.497994968105315,0.483323982467737,0.0186810494269476
"TCGA.G5.6235.01A",0,0,0,0,0.419299645775386,0.580700354224614,0
"TCGA.AG.3999.01A",0,0,0,0,0.357746220931134,0.566891154856163,0.0753626242127027
"TCGA.AG.A02N.01A",0,0.0213140177100577,0,0,0.350839493502523,0.627846488787419,0
"TCGA.AF.6136.01A",0,0,0.00230982795891449,0,0.576832763069527,0.41346912056143,0.00738828841012918
"TCGA.AG.3580.01A",0,0,0.0449518444566216,0,0.450975596562639,0.50407255898074,0
"TCGA.DY.A1H8.01A",0,0,0,0,0.148417806081165,0.851582193918835,0
"TCGA.AG.A032.01A",0,0,0.00284436755133276,0,0.506391905964062,0.490763726484605,0
"TCGA.EI.6512.01A",0,0,0.00343619791053965,0,0.552616596052154,0.419179776120138,0.0247674299171691
"TCGA.AG.3575.01A",0,0,0.0396729626773385,0,0.286734197393588,0.304345093809154,0.369247746119919
"TCGA.AF.6672.01A",0,0,0,0,0.515538671289548,0.484461328710452,0
"TCGA.EI.6514.01A",0,0,0.00223129196847157,0,0.534252159283317,0.400143070600797,0.063373478147414
"TCGA.AH.6644.01A",0,0,0,0,0.464248762703993,0.230290421554053,0.305460815741954
"TCGA.AF.6655.01A",0,0,0,0,0.444764114634636,0.28090882892469,0.274327056440674
"TCGA.AF.A56K.01A",0,0,0.00379736190711823,0,0.646822057558276,0.287556670822978,0.0618239097116271
"TCGA.G5.6641.01A",0,0,0,0,0.301010493767036,0.698989506232964,0
"TCGA.DY.A1DG.01A",0,0,0,0,0.258599722395392,0.741400277604608,0
"TCGA.AG.4001.01A",0,0,0.016705598686641,0,0.457856474617112,0.266852602252303,0.258585324443944
"TCGA.AG.A026.01A",0,0,0,0,0.460278865580553,0.537234517909986,0.00248661650946138
"TCGA.EI.7004.01A",0,0,0.0051491111216452,0,0.505963325335417,0.0030260157768957,0.485861547766042
"TCGA.AG.3878.01A",0,0,0.0394635331103123,0,0.462195992471506,0.269706545686089,0.228633928732093
"TCGA.AG.3611.01A",0,0,0,0.00184315756841072,0.399676576786009,0.597236938700854,0.00124332694472697
"TCGA.AF.3400.01A",0,0,0.181668183246264,0,0.388213882477203,0.062067965648856,0.368049968627676
"TCGA.G5.6572.01A",0,0,0,0,0.306665965154201,0.318901690448746,0.374432344397054
"TCGA.AG.3574.01A",0,0,0,0,0.381360821702669,0.618639178297331,0
"TCGA.AG.3605.01A",0,0,0,0,0.244012593292869,0.755987406707131,0
"TCGA.AG.3731.01A",0,0,0.0616928105717703,0,0.533622788644665,0.167567733159362,0.237116667624202
"TCGA.AG.A01J.01A",0,0,0.00106955009607625,0,0.301489565442029,0.697440884461894,0
"TCGA.AG.A01N.01A",0,0,0,0,0.378648162474566,0.621351837525434,0
"TCGA.DT.5265.01A",0,0,0.0209118240859004,0,0.391423071478732,0.189681183092816,0.397983921342551
"TCGA.AG.A00Y.01A",0,0,0,0,0.410991950613501,0.589008049386499,0
"TCGA.AH.6547.01A",0,0.0392825837931471,0.0667443843455032,0,0.652159468263695,0.189536622662197,0.0522769409354575
