"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.EL.A3D0.01A",0,0,0,0,0.624543831419335,0.202069419160371,0.173386749420294
"TCGA.J8.A4HY.01A",0,0,0.0346856477911535,0,0.652756110992602,0.312558241216245,0
"TCGA.L6.A4ET.01A",0,0,0,0,0.663108181271906,0.336891818728094,0
"TCGA.DE.A4MC.01A",0,0,0.0664629747053156,0,0.659196514931573,0.210347520437236,0.063992989925876
"TCGA.ET.A25K.01A",0,0,0,0,0.853593790254454,0.0906555633668355,0.0557506463787102
"TCGA.DJ.A3UU.01A",0,0,0.0366964718645004,0.00359423235966955,0.676504959171993,0.0539066465793259,0.229297690024511
"TCGA.EM.A1YA.01A",0,0,0,0,0.664032040307777,0.335967959692223,0
"TCGA.CE.A483.01A",0,0,0,0,0.701753464722827,0.298246535277173,0
"TCGA.DJ.A3VD.01A",0,0,0.186548883644531,0,0.531160088348695,0.01851141525541,0.263779612751365
"TCGA.BJ.A28S.01A",0,0,0,0,0.715687514112916,0.284312485887084,0
"TCGA.FY.A3R9.01A",0,0,0,0,0.626145691951593,0.373854308048407,0
"TCGA.FY.A3R8.01A",0,0,0.0680883810783204,0,0.627712186933718,0.157587226690356,0.146612205297606
"TCGA.DJ.A3V2.01A",0,0.00081281348733853,0.225951498801758,0,0.62323982689019,0.149995860820714,0
"TCGA.ET.A25L.01A",0,0,0.00959819565697168,0,0.476107622696798,0.166960669205228,0.347333512441003
"TCGA.EL.A3D1.01A",0,0,0.0193070505882369,0,0.626999461318982,0.303502997704851,0.0501904903879306
"TCGA.FY.A3I4.01A",0,0,0.013565144955179,0,0.579364683350625,0.0792680308708217,0.327802140823375
"TCGA.DJ.A3UV.01A",0,0,0.0247768791358301,0,0.705534926252503,0.0571468309900982,0.212541363621569
"TCGA.BJ.A28T.01A",0,0.0806890716572955,0.172901732594435,0,0.63488484112358,0.0275703125562916,0.0839540420683981
"TCGA.EM.A3FQ.01A",0,0,0.184291998571515,0,0.497924174413095,0.13498891412712,0.18279491288827
"TCGA.J8.A4HW.01A",0,0,0,0,0.749237638130026,0.203561013039983,0.0472013488299909
"TCGA.MK.A4N6.01A",0,0,0.065499466312502,0,0.423021130042106,0.0555892306062765,0.455890173039116
"TCGA.DJ.A3V8.01A",0,0,0.00521406848641124,0,0.710512149136375,0.280176832904343,0.0040969494728706
"TCGA.DJ.A1QI.01A",0,0,0.0151039191880631,0,0.708334392682989,0.178822940665687,0.0977387474632608
"TCGA.EL.A3H8.01A",0,0,0,0,0.698771500287689,0.195222939315823,0.106005560396488
"TCGA.EM.A3O3.01A",0,0,0.185676238133057,0.000908146433733784,0.303684388262294,0.264824893205712,0.244906333965203
"TCGA.IM.A3U3.01A",0,0,0.0651739171547863,0.00112902445427884,0.663361450663232,0.218182383018499,0.0521532247092042
"TCGA.BJ.A191.01A",0,0,0,0.00321211719804632,0.654392714687838,0.342395168114116,0
"TCGA.E8.A3X7.01A",0,0,0.0135840165214475,0,0.593456372453905,0.282325450558972,0.110634160465675
"TCGA.FY.A3YR.01A",0,0,0.0110446051634203,0,0.620265333684575,0.220913126124862,0.147776935027143
"TCGA.KS.A41I.01A",0,0,0.0274547179231322,0,0.769797015682039,0.202748266394829,0
"TCGA.EL.A3CS.01A",0,0,0,0,0.660861276580939,0.240720312682106,0.0984184107369553
"TCGA.EL.A3GU.01A",0,0,0,0,0.549445489068704,0.0939572768102363,0.35659723412106
"TCGA.EM.A1CU.01A",0,0,0,0,0.640875874289357,0.160284383936685,0.198839741773958
"TCGA.H2.A26U.01A",0,0.00489095186084813,0.210156873135563,0,0.430503110623325,0.038683813614524,0.31576525076574
"TCGA.DJ.A2PT.01A",0,0,0.1308438032901,0,0.304173051720169,0.081783494567312,0.483199650422419
"TCGA.DJ.A3V6.01A",0,0,0.0190635193126237,0,0.599148524084099,0.205832819707967,0.17595513689531
"TCGA.DJ.A2Q7.01A",0,0,0.00853918531514749,0.00309353937163445,0.837383866443237,0.133772981662944,0.0172104272070371
"TCGA.ET.A3BV.01A",0,0,0,0,0.0630171937868026,0.0208499932037739,0.916132813009424
"TCGA.EL.A3ZL.01A",0,0,0,0,0.805533764836441,0.156617980379573,0.0378482547839856
"TCGA.CE.A13K.01A",0,0,0,0,0.931531713640072,0.0684682863599283,0
"TCGA.DJ.A3UQ.01A",0,0,0.0159219894591185,0,0.469340786337684,0.0438278462438964,0.470909377959301
"TCGA.BJ.A45H.01A",0,0,0.0404055415505057,0,0.691619426048738,0.158304931340369,0.109670101060387
"TCGA.L6.A4EU.01A",0,0,0.0709449921733188,0,0.494081122709994,0.198306444411511,0.236667440705176
"TCGA.DJ.A3VM.01A",0,0,0,0,0.653217080472269,0.346782919527731,0
"TCGA.H2.A3RH.01A",0,0,0,0,0.700575954039986,0.299424045960014,0
"TCGA.EL.A3ZR.01A",0,0,0,0,0.662360727167065,0.337639272832935,0
"TCGA.BJ.A291.01A",0,0,0,0,0.692240992474862,0.307759007525138,0
"TCGA.MK.A4N9.01A",0,0,0,0,0.705321285071956,0.184190524164527,0.110488190763517
"TCGA.EL.A3MZ.01A",0,0,0.00908854063735615,0,0.605212014815076,0.16450176115265,0.221197683394918
"TCGA.EM.A2CP.01A",0,0.0438840408171107,0.327645563636554,0,0.618420367411025,0.0100500281353096,0
"TCGA.DJ.A2PZ.01A",0,0,0.0336902886349524,0,0.61433465864094,0.257891120002666,0.0940839327214418
"TCGA.EL.A3ZG.01A",0,0,0,0,0.672731992136954,0.327268007863046,0
"TCGA.FE.A3PC.01A",0,0,0.00470889017964607,0,0.67930687086356,0.315984238956794,0
"TCGA.BJ.A0YZ.01A",0,0,0,0,0.765094588883431,0.234905411116569,0
"TCGA.DJ.A13M.01A",0,0,0,0,0.612294647276805,0.387705352723195,0
"TCGA.EM.A3OA.01A",0,0,0,0,0.593980530082882,0.406019469917118,0
"TCGA.J8.A3YE.01A",0,0,0,0,0.575921393153918,0.424078606846082,0
"TCGA.BJ.A0Z9.01A",0,0,0.100294953443409,0,0.549724156640206,0.343856054172564,0.00612483574382049
"TCGA.EL.A3CW.01A",0,0.00498072075979979,0.0959401757193139,0,0.752074962042086,0.142989115672921,0.00401502580587887
"TCGA.FY.A3R6.01A",0,0.00481179899105964,0.169020621279993,0,0.739196041253522,0.0231278870398235,0.0638436514356014
"TCGA.H2.A2K9.01A",0,0,0,0,0.840670818066545,0.159329181933455,0
"TCGA.DJ.A2PO.01A",0,0.00177036363326785,0.160886246612763,0,0.759321064970794,0.0665063446968871,0.0115159800862878
"TCGA.FY.A40N.01A",0,0,0.0533413405825814,0.00227247087822646,0.656043734654597,0.288342453884595,0
"TCGA.EM.A1YD.01A",0,0,0,0,0.88451275082191,0.11548724917809,0
"TCGA.DE.A69J.01A",0,0,0.0202346860553242,0,0.628412910996557,0.20435241714161,0.146999985806509
"TCGA.EL.A3MX.01A",0,0,0,0,0.397674846114549,0.579539654187701,0.02278549969775
"TCGA.J8.A3YG.01A",0,0,0.034139725346946,0,0.654254191109184,0.248317098080983,0.0632889854628868
"TCGA.BJ.A0ZC.01A",0,0,0,0,0.792060200132491,0.207939799867509,0
"TCGA.FY.A40K.01A",0,0,0.197754912270084,0,0.626030321678756,0.157760261166468,0.0184545048846912
"TCGA.EL.A4K6.01A",0,0,0,0,0.459405863625468,0.540594136374532,0
"TCGA.EL.A3H3.01A",0,0,0.204829022967344,0,0.598971046356999,0.187094606145831,0.00910532452982604
"TCGA.BJ.A290.01A",0,0,0,0,0.576245318845643,0.229077940384737,0.19467674076962
"TCGA.BJ.A28Z.01A",0,0.0244944344031346,0.270004582895557,0,0.563103398121256,0.00448818629107151,0.137909398288981
"TCGA.CE.A484.01A",0,0,0,0,0.742439806019061,0.257560193980939,0
"TCGA.EM.A3FL.01A",0,0,0,0,0.523702497128109,0.476297502871891,0
"TCGA.EL.A3GO.01A",0,0,0,0,0.799774741967428,0.200225258032572,0
"TCGA.ET.A39T.01A",0,0,0,0,0.67782568876589,0.32217431123411,0
"TCGA.EM.A2CK.01A",0,0,0.000412239809934656,0,0.692617837900003,0.306969922290063,0
"TCGA.DJ.A4UQ.01A",0,0,0,0,0.63863565038528,0.107144072696125,0.254220276918595
"TCGA.DJ.A3UO.01A",0,0,0,0,0.747853021961725,0.213197499929652,0.0389494781086223
"TCGA.DJ.A1QM.01A",0,0,0,0,0.593606955700569,0.047241407543528,0.359151636755903
"TCGA.ET.A3BS.01A",0,0.0115795886229505,0.206226966752774,0,0.624949140007798,0.150393988599957,0.00685031601652051
"TCGA.EM.A3AO.01A",0,0,0.145553366084554,0,0.698128245883673,0.156318388031773,0
