"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.V1.A9OF.01A",0,0,0,0.00406469339704137,0.421959938080107,0.573975368522852,0
"TCGA.ZG.A8QX.01A",0,0,0,0,0.58208177748797,0.403334471684607,0.0145837508274229
"TCGA.YL.A8SC.01A",0,0,0.0303903208666353,0,0.654199072739485,0.27644090191564,0.0389697044782396
"TCGA.HC.7817.01B",0,0.000551061276274463,0.0122522918850058,0.00383750682671899,0.700947252031019,0.151486333825056,0.130925554155926
"TCGA.KC.A7F6.01A",0,0,0,0,0.538290772392882,0.461709227607118,0
"TCGA.KK.A7B4.01A",0,0,0,0.000387907650255089,0.399260844724727,0.5216482529668,0.0787029946582183
"TCGA.G9.6366.01A",0,0,0,0,0.579396430227665,0.420603569772335,0
"TCGA.KK.A59X.01A",0,0,0,0,0.463383443343983,0.430123414661951,0.106493141994066
"TCGA.HC.A6AN.01A",0,0,0,0,0.443350383893411,0.509300962995006,0.0473486531115834
"TCGA.G9.6498.01A",0,0,0,0,0.640975335621557,0.301271822065352,0.0577528423130916
"TCGA.J4.AATZ.01A",0,0,0,0,0.531589350480985,0.467032023935912,0.00137862558310283
"TCGA.EJ.7317.01A",0,0,0,0,0.532802745470189,0.456374925661635,0.010822328868176
"TCGA.SU.A7E7.01A",0,0,0,0.00329969688913584,0.688256338743265,0.255491943764527,0.052952020603072
"TCGA.XJ.A83F.01A",0,0,0,0,0.532201520314143,0.467798479685857,0
"TCGA.2A.AAYO.01A",0,0,0.00868049411673891,0,0.607576765182981,0.317914779689165,0.0658279610111155
"TCGA.EJ.A46B.01A",0,0,0,0,0.606918399378411,0.393081600621589,0
"TCGA.QU.A6IN.01A",0,0,0,0,0.135323075445898,0.864676924554102,0
"TCGA.KK.A59Z.01A",0,0,0,0,0.645423983543648,0.301974035103578,0.0526019813527733
"TCGA.XK.AAJT.01A",0,0,0,0,0.665908889159258,0.308819862588106,0.0252712482526358
"TCGA.EJ.7125.01A",0,0,0,0,0.66848257584811,0.295493867602286,0.0360235565496047
"TCGA.J9.A52C.01A",0,0,0,0,0.710467204981468,0.166218896206727,0.123313898811805
"TCGA.YL.A8HL.01A",0,0,0,0,0.570055550087548,0.425976507604107,0.00396794230834507
"TCGA.ZG.A9LZ.01A",0,0,0,0,0.500026747114505,0.473625722570345,0.02634753031515
"TCGA.J9.A8CP.01A",0,0,0,0,0.66114845021256,0.304897655061905,0.0339538947255354
