"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.CV.5442.01A",0,0,0,0,0.330433710106967,0.669566289893033,0
"TCGA.CR.7392.01A",0,0.00406915234819401,0.0863741803172678,0,0.707392788062405,0.0203777849388398,0.181786094333293
"TCGA.UF.A71A.01A",0,0,0,0,0.38999283366683,0.350119782082116,0.259887384251054
"TCGA.CN.A642.01A",0,0,0.0923001484426134,0,0.416522588543289,0.343014808579022,0.148162454435075
"TCGA.CV.A45U.01A",0,0.00499789960147402,0,0,0.583643930252215,0.325765211156984,0.0855929589893272
"TCGA.CN.6012.01A",0,0,0.119688108608806,0,0.486409544715266,0.393902346675927,0
"TCGA.CV.A45W.01A",0,0,0.133857516510078,0,0.381765353730815,0.381628100713676,0.102749029045431
"TCGA.CV.A6K0.01B",0,0.00403352994025109,0.0552705116126939,0,0.639554559873429,0.0750734263517716,0.226067972221854
"TCGA.QK.A6VB.01A",0,0,0,0,0.35177397939892,0.533777554954654,0.114448465646426
"TCGA.CV.6959.01A",0,0,0.059456989408921,0,0.660008883102279,0.0756618421583703,0.20487228533043
"TCGA.HD.7832.01A",0,0.00454919429989326,0.0664343345951731,0,0.558164469568988,0.27299711738489,0.0978548841510552
"TCGA.CV.7255.01A",0,0,0,0,0.608370545317996,0.271784531113262,0.119844923568743
"TCGA.CR.5243.01A",0,0.00498389923437216,0,0,0.725444810912886,0.183077355688241,0.086493934164501
"TCGA.P3.A6T5.01A",0,0,0,0,0.491915191140681,0.249714339082387,0.258370469776932
"TCGA.CV.6952.01A",0,0,0.04511403839377,0,0.69601971915389,0.198137355051432,0.0607288874009078
"TCGA.D6.A6ES.01A",0,0,0,0,0.406346238160063,0.593653761839937,0
"TCGA.CN.5366.01A",0,0.00475856865418225,0.0459892286089646,0,0.660198927264143,0.126395117918865,0.162658157553846
"TCGA.CQ.6223.01A",0,0,0.12619544118817,0,0.60152105120101,0.238736856393875,0.033546651216945
"TCGA.F7.7848.01A",0,0,0.0263608222589369,0,0.482492448641629,0.352624185638692,0.138522543460742
"TCGA.CV.A6JM.01A",0,0,0.000285895905475347,0,0.199716504346301,0.661478419218832,0.138519180529392
"TCGA.CN.5359.01A",0,0,0.116506101550805,0,0.236225794517153,0.0418047138619019,0.60546339007014
"TCGA.P3.A5QA.01A",0,0,0,0,0.427053577322541,0.144995314044341,0.427951108633118
"TCGA.CN.4734.01A",0,0.00487315231980631,0.0984174031180886,0,0.626028347147446,0.0599170352475173,0.210764062167141
"TCGA.CV.6441.01A",0,0,0,0,0.439910665509555,0.560089334490445,0
"TCGA.CV.A6JY.01A",0,0,0,0,0.443151398304319,0.556848601695682,0
"TCGA.D6.6825.01A",0,0,0.212886202113636,0,0.611977219345728,0.0532772365496421,0.121859341990995
"TCGA.CR.5247.01A",0,0,0,0,0.200989053463972,0.173929875284511,0.625081071251517
"TCGA.CV.7410.01A",0,0.00547571995808418,0.124610049996749,0,0.6395244670774,0.0374920773491018,0.192897685618664
