,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-4T-AA8H-01A,0.004,0.000,0.001,0.003,0.000,0.000,0.015,0.004,0.000,0.007,0.002,0.000,0.000,0.000,0.000,0.963,0.963
TCGA-AA-A00Q-01A,0.000,0.000,0.006,0.008,0.000,0.000,0.026,0.022,0.024,0.011,0.023,0.001,0.000,0.000,0.000,0.879,0.879
TCGA-AZ-4614-01A,0.000,0.000,0.005,0.011,0.000,0.000,0.004,0.010,0.000,0.005,0.006,0.000,0.000,0.000,0.000,0.960,0.960
TCGA-A6-2675-01A,0.003,0.000,0.021,0.003,0.000,0.000,0.015,0.038,0.125,0.018,0.089,0.005,0.000,0.001,0.000,0.681,0.681
TCGA-AA-A00U-01A,0.000,0.000,0.009,0.008,0.000,0.000,0.011,0.013,0.013,0.010,0.012,0.000,0.000,0.000,0.000,0.923,0.923
TCGA-A6-6781-01A,0.003,0.000,0.008,0.034,0.005,0.000,0.008,0.041,0.214,0.014,0.088,0.001,0.004,0.025,0.007,0.549,0.549
TCGA-CM-6169-01A,0.011,0.001,0.041,0.015,0.001,0.000,0.045,0.076,0.138,0.023,0.088,0.002,0.000,0.002,0.001,0.556,0.556
TCGA-AA-3516-01A,0.005,0.000,0.014,0.015,0.003,0.000,0.023,0.021,0.021,0.009,0.036,0.002,0.000,0.000,0.001,0.852,0.852
TCGA-AA-3552-01A,0.024,0.000,0.024,0.007,0.002,0.000,0.041,0.028,0.020,0.021,0.056,0.002,0.000,0.000,0.000,0.772,0.772
TCGA-D5-6931-01A,0.019,0.000,0.029,0.013,0.001,0.000,0.017,0.018,0.053,0.007,0.053,0.006,0.000,0.003,0.000,0.780,0.780
TCGA-SS-A7HO-01A,0.001,0.000,0.000,0.005,0.000,0.001,0.003,0.022,0.025,0.021,0.011,0.000,0.000,0.000,0.002,0.910,0.910
TCGA-AZ-6605-01A,0.016,0.004,0.033,0.004,0.000,0.000,0.026,0.059,0.200,0.022,0.065,0.003,0.000,0.000,0.000,0.567,0.567
