,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-AG-3896-01A,0.022,0.000,0.012,0.005,0.000,0.000,0.812,0.018,0.041,0.046,0.016,0.027,0.001,0.000,0.001,0.000
TCGA-DC-4745-01A,0.006,0.000,0.009,0.006,0.000,0.000,0.879,0.013,0.029,0.022,0.019,0.014,0.001,0.000,0.000,0.000
TCGA-AH-6903-01A,0.007,0.000,0.007,0.006,0.000,0.000,0.941,0.013,0.008,0.006,0.008,0.003,0.001,0.000,0.000,0.000
TCGA-AG-3599-01A,0.013,0.000,0.013,0.019,0.000,0.000,0.856,0.023,0.019,0.014,0.009,0.029,0.003,0.000,0.001,0.000
TCGA-AG-3581-01A,0.024,0.000,0.013,0.006,0.000,0.000,0.831,0.015,0.031,0.032,0.012,0.030,0.002,0.000,0.004,0.000
TCGA-AG-3881-01A,0.010,0.000,0.010,0.007,0.002,0.000,0.747,0.019,0.042,0.065,0.034,0.056,0.001,0.001,0.006,0.001
TCGA-CL-5917-01A,0.001,0.000,0.004,0.005,0.000,0.000,0.891,0.004,0.022,0.061,0.003,0.006,0.002,0.000,0.001,0.000
TCGA-AG-3902-01A,0.023,0.000,0.016,0.035,0.001,0.000,0.785,0.036,0.025,0.014,0.010,0.045,0.002,0.000,0.006,0.000
TCGA-CI-6624-01C,0.025,0.001,0.023,0.006,0.003,0.000,0.753,0.029,0.039,0.069,0.009,0.038,0.005,0.000,0.000,0.000
TCGA-AF-2692-01A,0.008,0.000,0.009,0.010,0.001,0.000,0.867,0.018,0.015,0.050,0.009,0.010,0.002,0.000,0.002,0.000
TCGA-DC-6683-01A,0.002,0.000,0.005,0.005,0.000,0.000,0.880,0.004,0.013,0.048,0.005,0.034,0.002,0.000,0.000,0.000
TCGA-DC-6682-01A,0.000,0.000,0.003,0.023,0.000,0.000,0.924,0.018,0.011,0.007,0.007,0.006,0.000,0.000,0.000,0.000
TCGA-F5-6702-01A,0.008,0.000,0.017,0.002,0.001,0.000,0.483,0.010,0.042,0.345,0.012,0.074,0.004,0.000,0.000,0.000
TCGA-AF-4110-01A,0.069,0.000,0.018,0.012,0.000,0.000,0.681,0.022,0.043,0.100,0.015,0.033,0.003,0.000,0.003,0.000
TCGA-F5-6861-01A,0.001,0.000,0.004,0.011,0.000,0.000,0.885,0.005,0.017,0.040,0.017,0.019,0.001,0.000,0.000,0.000
TCGA-G5-6235-01A,0.004,0.001,0.001,0.009,0.000,0.000,0.962,0.005,0.013,0.001,0.003,0.000,0.001,0.000,0.000,0.000
TCGA-AG-3999-01A,0.002,0.000,0.004,0.004,0.000,0.000,0.889,0.007,0.017,0.045,0.012,0.015,0.002,0.000,0.002,0.000
TCGA-AG-A02N-01A,0.006,0.000,0.006,0.015,0.009,0.000,0.921,0.009,0.007,0.006,0.001,0.018,0.002,0.000,0.000,0.000
TCGA-AF-6136-01A,0.010,0.000,0.010,0.006,0.001,0.000,0.880,0.017,0.038,0.019,0.004,0.011,0.003,0.000,0.000,0.000
TCGA-AG-3580-01A,0.020,0.000,0.008,0.017,0.000,0.000,0.875,0.018,0.012,0.016,0.011,0.018,0.001,0.000,0.003,0.000
TCGA-DY-A1H8-01A,0.000,0.000,0.000,0.007,0.000,0.000,0.977,0.004,0.008,0.000,0.003,0.000,0.000,0.000,0.000,0.000
TCGA-AG-A032-01A,0.008,0.000,0.007,0.007,0.000,0.000,0.899,0.015,0.019,0.032,0.004,0.006,0.001,0.000,0.001,0.000
TCGA-EI-6512-01A,0.003,0.000,0.009,0.007,0.000,0.000,0.882,0.009,0.024,0.033,0.003,0.027,0.001,0.000,0.001,0.000
TCGA-AG-3575-01A,0.004,0.000,0.011,0.004,0.000,0.000,0.801,0.009,0.037,0.065,0.011,0.052,0.003,0.000,0.001,0.000
TCGA-AF-6672-01A,0.007,0.006,0.005,0.010,0.003,0.011,0.892,0.014,0.009,0.034,0.002,0.005,0.001,0.000,0.000,0.000
TCGA-EI-6514-01A,0.002,0.000,0.001,0.006,0.000,0.000,0.849,0.010,0.024,0.060,0.029,0.018,0.001,0.000,0.000,0.000
TCGA-AH-6644-01A,0.000,0.000,0.015,0.006,0.003,0.000,0.750,0.010,0.043,0.138,0.005,0.027,0.002,0.000,0.000,0.000
TCGA-AF-6655-01A,0.006,0.000,0.006,0.008,0.000,0.000,0.770,0.004,0.037,0.130,0.013,0.022,0.003,0.000,0.001,0.000
TCGA-AF-A56K-01A,0.013,0.000,0.009,0.011,0.000,0.000,0.750,0.014,0.068,0.087,0.023,0.022,0.001,0.000,0.001,0.000
TCGA-G5-6641-01A,0.006,0.000,0.000,0.003,0.000,0.000,0.978,0.003,0.004,0.000,0.005,0.000,0.001,0.000,0.000,0.000
TCGA-DY-A1DG-01A,0.000,0.000,0.000,0.009,0.000,0.000,0.956,0.004,0.015,0.000,0.008,0.006,0.000,0.000,0.001,0.000
TCGA-AG-4001-01A,0.007,0.000,0.014,0.006,0.000,0.000,0.693,0.016,0.045,0.132,0.017,0.066,0.002,0.000,0.001,0.000
TCGA-AG-A026-01A,0.002,0.000,0.001,0.006,0.000,0.000,0.894,0.004,0.019,0.014,0.048,0.011,0.000,0.000,0.001,0.000
TCGA-EI-7004-01A,0.002,0.002,0.020,0.003,0.000,0.000,0.420,0.013,0.142,0.286,0.028,0.077,0.004,0.001,0.003,0.001
TCGA-AG-3878-01A,0.014,0.000,0.022,0.010,0.000,0.000,0.721,0.028,0.026,0.119,0.010,0.042,0.002,0.001,0.005,0.000
TCGA-AG-3611-01A,0.018,0.000,0.006,0.005,0.000,0.000,0.904,0.008,0.009,0.013,0.002,0.027,0.002,0.000,0.005,0.000
TCGA-AF-3400-01A,0.006,0.001,0.017,0.006,0.000,0.000,0.513,0.009,0.059,0.167,0.015,0.135,0.003,0.001,0.022,0.046
TCGA-G5-6572-01A,0.001,0.000,0.000,0.003,0.000,0.001,0.730,0.006,0.038,0.206,0.001,0.011,0.002,0.000,0.000,0.000
TCGA-AG-3574-01A,0.016,0.000,0.004,0.005,0.000,0.000,0.877,0.012,0.015,0.036,0.017,0.016,0.000,0.000,0.001,0.000
TCGA-AG-3605-01A,0.015,0.000,0.005,0.005,0.000,0.000,0.921,0.010,0.012,0.003,0.010,0.013,0.000,0.000,0.004,0.000
TCGA-AG-3731-01A,0.017,0.005,0.025,0.015,0.010,0.000,0.615,0.020,0.081,0.127,0.022,0.051,0.004,0.000,0.003,0.004
TCGA-AG-A01J-01A,0.009,0.000,0.002,0.009,0.000,0.000,0.935,0.009,0.011,0.003,0.006,0.012,0.000,0.000,0.003,0.000
