,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-A5-A0R8-01A,0.012,0.000,0.008,0.010,0.002,0.000,0.804,0.046,0.032,0.022,0.011,0.045,0.000,0.001,0.005,0.000
TCGA-A5-A0G3-01A,0.007,0.000,0.001,0.004,0.000,0.000,0.854,0.008,0.018,0.062,0.018,0.020,0.000,0.001,0.006,0.000
TCGA-AP-A054-01A,0.000,0.001,0.011,0.006,0.021,0.000,0.882,0.003,0.031,0.015,0.023,0.003,0.001,0.000,0.000,0.000
TCGA-A5-A0GX-01A,0.024,0.000,0.015,0.012,0.014,0.000,0.699,0.013,0.043,0.128,0.024,0.026,0.001,0.000,0.002,0.000
TCGA-DI-A2QY-01A,0.003,0.000,0.000,0.006,0.000,0.000,0.934,0.007,0.019,0.025,0.002,0.001,0.000,0.000,0.001,0.000
TCGA-EY-A1GC-01A,0.054,0.000,0.024,0.016,0.002,0.000,0.739,0.003,0.018,0.005,0.003,0.134,0.000,0.000,0.001,0.000
TCGA-A5-A0GI-01A,0.010,0.000,0.014,0.012,0.000,0.000,0.862,0.009,0.020,0.050,0.010,0.012,0.000,0.000,0.001,0.000
TCGA-D1-A17S-01A,0.009,0.000,0.000,0.005,0.000,0.000,0.932,0.025,0.006,0.000,0.005,0.016,0.000,0.000,0.001,0.000
TCGA-EY-A5W2-01A,0.009,0.000,0.003,0.011,0.000,0.000,0.910,0.000,0.009,0.010,0.009,0.038,0.000,0.000,0.001,0.000
TCGA-D1-A1NU-01A,0.005,0.000,0.002,0.009,0.000,0.000,0.911,0.003,0.024,0.007,0.006,0.029,0.000,0.000,0.003,0.000
TCGA-BG-A18A-01A,0.009,0.000,0.004,0.013,0.000,0.000,0.772,0.015,0.057,0.071,0.027,0.025,0.000,0.004,0.002,0.000
TCGA-AX-A06B-01A,0.028,0.000,0.018,0.012,0.005,0.000,0.744,0.012,0.053,0.072,0.015,0.038,0.001,0.000,0.001,0.000
TCGA-E6-A2P9-01A,0.017,0.000,0.014,0.018,0.010,0.000,0.873,0.008,0.020,0.017,0.006,0.016,0.000,0.000,0.001,0.000
TCGA-PG-A917-01A,0.017,0.000,0.009,0.052,0.000,0.000,0.759,0.011,0.043,0.028,0.006,0.073,0.000,0.000,0.001,0.000
TCGA-AX-A3FS-01A,0.000,0.000,0.005,0.008,0.000,0.000,0.826,0.003,0.039,0.080,0.026,0.010,0.001,0.001,0.000,0.001
TCGA-A5-A2K4-01A,0.009,0.002,0.005,0.010,0.001,0.000,0.808,0.012,0.062,0.070,0.001,0.018,0.000,0.000,0.001,0.000
TCGA-D1-A1O0-01A,0.003,0.000,0.000,0.016,0.000,0.000,0.909,0.001,0.025,0.009,0.008,0.028,0.000,0.000,0.001,0.000
TCGA-B5-A0JS-01A,0.027,0.000,0.024,0.007,0.000,0.000,0.798,0.028,0.039,0.036,0.002,0.028,0.000,0.010,0.000,0.000
TCGA-AX-A1CE-01A,0.007,0.000,0.001,0.012,0.008,0.000,0.927,0.001,0.015,0.000,0.005,0.022,0.000,0.000,0.001,0.000
TCGA-D1-A17F-01A,0.013,0.000,0.004,0.016,0.000,0.000,0.851,0.042,0.013,0.004,0.001,0.051,0.000,0.000,0.003,0.000
TCGA-EO-A3AV-01A,0.032,0.000,0.014,0.045,0.000,0.000,0.792,0.004,0.022,0.018,0.008,0.054,0.001,0.000,0.011,0.000
TCGA-D1-A17B-01A,0.033,0.000,0.035,0.014,0.000,0.000,0.635,0.033,0.058,0.080,0.004,0.091,0.000,0.004,0.012,0.000
TCGA-E6-A8L9-01A,0.000,0.000,0.002,0.027,0.000,0.000,0.821,0.002,0.045,0.038,0.025,0.029,0.000,0.008,0.002,0.000
TCGA-EY-A547-01A,0.001,0.000,0.005,0.002,0.001,0.000,0.931,0.001,0.025,0.000,0.013,0.017,0.000,0.002,0.001,0.000
TCGA-AJ-A3OJ-01A,0.002,0.000,0.003,0.021,0.000,0.000,0.865,0.000,0.019,0.027,0.001,0.060,0.000,0.000,0.002,0.000
TCGA-BS-A0TJ-01A,0.008,0.000,0.015,0.015,0.002,0.000,0.856,0.002,0.027,0.056,0.003,0.014,0.000,0.000,0.001,0.000
TCGA-BG-A0VV-01A,0.015,0.000,0.007,0.007,0.000,0.000,0.868,0.027,0.025,0.025,0.001,0.024,0.000,0.000,0.001,0.000
TCGA-D1-A16V-01A,0.028,0.000,0.013,0.023,0.000,0.000,0.846,0.014,0.024,0.010,0.005,0.035,0.000,0.000,0.000,0.000
TCGA-EO-A22R-01A,0.004,0.000,0.010,0.019,0.000,0.000,0.870,0.002,0.022,0.039,0.001,0.033,0.000,0.000,0.001,0.000
TCGA-BG-A0MH-01A,0.040,0.001,0.022,0.008,0.007,0.000,0.657,0.039,0.043,0.104,0.008,0.066,0.002,0.001,0.001,0.000
TCGA-EO-A3KX-01A,0.001,0.000,0.001,0.019,0.000,0.000,0.942,0.000,0.021,0.006,0.001,0.006,0.000,0.000,0.001,0.000
TCGA-AX-A0IS-01A,0.007,0.000,0.002,0.007,0.000,0.000,0.877,0.008,0.024,0.048,0.002,0.023,0.000,0.000,0.000,0.000
TCGA-EY-A1G8-01A,0.000,0.000,0.000,0.008,0.000,0.000,0.942,0.000,0.026,0.009,0.004,0.010,0.000,0.000,0.000,0.000
TCGA-EY-A1GW-01A,0.033,0.000,0.000,0.000,0.000,0.000,0.940,0.000,0.017,0.000,0.005,0.003,0.000,0.000,0.002,0.000
TCGA-BG-A0RY-01A,0.003,0.000,0.001,0.000,0.000,0.000,0.866,0.054,0.017,0.010,0.001,0.042,0.001,0.000,0.003,0.000
TCGA-D1-A1NY-01A,0.006,0.000,0.003,0.012,0.000,0.000,0.816,0.006,0.042,0.079,0.004,0.029,0.001,0.000,0.000,0.000
TCGA-B5-A3S1-01A,0.006,0.001,0.007,0.009,0.001,0.000,0.879,0.006,0.012,0.046,0.000,0.029,0.000,0.000,0.002,0.000
TCGA-A5-A2K5-01A,0.001,0.000,0.007,0.008,0.000,0.000,0.902,0.000,0.012,0.010,0.005,0.053,0.000,0.000,0.002,0.000
