,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-KL-8325-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.854,0.000,0.053,0.000,0.022,0.069,0.000,0.001,0.000,0.000
TCGA-KO-8411-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.805,0.000,0.111,0.000,0.038,0.045,0.000,0.000,0.000,0.000
TCGA-KL-8331-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.910,0.000,0.034,0.000,0.028,0.026,0.001,0.000,0.000,0.000
TCGA-KO-8409-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.837,0.000,0.048,0.000,0.033,0.077,0.000,0.004,0.000,0.000
TCGA-KM-8439-01A,0.000,0.000,0.001,0.001,0.000,0.000,0.712,0.000,0.109,0.000,0.024,0.152,0.001,0.000,0.000,0.000
TCGA-KN-8423-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.006,0.077,0.000,0.042,0.083,0.000,0.001,0.000,0.000
TCGA-KL-8339-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.864,0.000,0.050,0.000,0.037,0.049,0.000,0.000,0.000,0.000
TCGA-KN-8434-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.633,0.000,0.142,0.000,0.076,0.132,0.014,0.002,0.000,0.000
TCGA-KL-8342-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.699,0.000,0.153,0.000,0.050,0.093,0.000,0.003,0.000,0.000
TCGA-KN-8428-01A,0.022,0.000,0.002,0.001,0.000,0.000,0.849,0.000,0.017,0.000,0.059,0.050,0.001,0.000,0.000,0.000
TCGA-KO-8416-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.764,0.000,0.081,0.000,0.062,0.092,0.000,0.000,0.000,0.000
TCGA-KL-8344-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.373,0.000,0.320,0.000,0.224,0.078,0.005,0.000,0.000,0.000
TCGA-KM-8441-01A,0.000,0.000,0.002,0.002,0.000,0.000,0.622,0.000,0.137,0.000,0.052,0.183,0.002,0.000,0.000,0.000
TCGA-KM-8442-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.832,0.006,0.065,0.000,0.033,0.064,0.000,0.000,0.000,0.000
TCGA-KL-8346-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.927,0.000,0.014,0.000,0.056,0.003,0.000,0.000,0.000,0.000
TCGA-KL-8341-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.945,0.000,0.023,0.000,0.009,0.022,0.000,0.000,0.000,0.000
TCGA-KL-8330-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.892,0.000,0.035,0.000,0.034,0.039,0.000,0.000,0.000,0.000
TCGA-KN-8431-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.722,0.000,0.139,0.000,0.057,0.080,0.000,0.001,0.000,0.000
TCGA-KO-8403-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.643,0.000,0.140,0.000,0.040,0.174,0.001,0.002,0.000,0.000
TCGA-KO-8405-01A,0.000,0.000,0.003,0.001,0.000,0.000,0.498,0.010,0.084,0.000,0.039,0.362,0.002,0.001,0.000,0.000
TCGA-KN-8435-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.869,0.000,0.065,0.000,0.041,0.024,0.000,0.000,0.000,0.000
TCGA-KN-8419-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.004,0.126,0.000,0.059,0.160,0.000,0.000,0.000,0.000
TCGA-KL-8337-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.872,0.000,0.061,0.000,0.033,0.034,0.000,0.000,0.000,0.000
