"","cellFractions.CD4.T","cellFractions.CD8.T","cellFractions.DC","cellFractions.Fibroblasts","cellFractions.Monocytes","cellFractions.NK","cellFractions.otherCells"
"Sample_1976.0",1.44865252438982e-07,0.00129384667273987,1.50589145297535e-08,0.00477751581125417,0.203902281548969,0.0325609493414128,0.757465246701457
"Sample_3250.0",4.98138425742969e-07,1.57791790696138e-07,6.42234949820734e-09,3.08398025426453e-05,1.91150276910487e-06,0.999966579342124,6.99999860370522e-09
"Sample_3250.1",0.0321051945768994,4.11737672761676e-08,0.00577689776355458,0.480711430571933,0.0104515877858953,0.0336095693700234,0.437345278757927
"Sample_3266.0",0.00388560449704479,1.23784443389995e-07,0.264163596357633,0.0554234202617142,0.0478786164536799,0.379975379512551,0.248673259132934
"Sample_3281.0",0.000102275949939975,0.0289041716948041,4.27843897516037e-08,5.28727054256321e-08,0.493044797710543,0.0535527925945004,0.424395866393117
"Sample_3288.0",1.49286588383994e-06,8.68511229625133e-05,4.02113061852467e-07,7.90308450526706e-09,0.999862813473342,4.51100976056129e-05,3.32242405934689e-06
"Sample_3288.1",2.25216024249555e-05,2.60399987575026e-07,1.45714584851131e-06,1.36924085756067e-06,0.99997268250661,1.67792385620934e-06,3.11804153508692e-08
"Sample_3290.0",0.00155709262639664,0.00972009377278178,3.97019213737436e-08,0.160435406295333,0.828044925640876,0.000242417269821932,2.46928693455683e-08
