"","cellFractions.CD4.T","cellFractions.CD8.T","cellFractions.DC","cellFractions.Fibroblasts","cellFractions.Monocytes","cellFractions.NK","cellFractions.otherCells"
"lymph_node_20",0.0244685712608795,1.03683922386932e-08,3.71265395946757e-08,0.0620371924328418,0.0152493584710819,0.0200479305661418,0.878196899774123
"lymph_node_25",0.0591366076140602,0.0320973753831459,0.0761420255535994,0.662057201136275,0.00286145118894267,0.167705327896873,1.12271035609875e-08
"lymph_node_26",0.20916516810035,6.71520053488177e-05,2.29512032277708e-07,0.790749716572121,1.12093485983293e-07,2.03972918516287e-06,1.55819874764976e-05
"lymph_node_28",0.187797660202012,3.74835438889472e-07,0.133543560979306,0.635381155047878,0.0432768761402807,2.49783821434706e-07,1.23011263354534e-07
"lymph_node_5",0.290680909834402,2.96201429074138e-07,0.00959204983499391,0.563985294590766,0.012515722811153,0.000207410604966396,0.12301831612229
"primary_10",1.26891686164333e-06,2.97003068956295e-09,9.42968233827207e-08,0.999988820195084,2.70809848620623e-09,9.81082944659149e-06,8.36550834383669e-11
"primary_12",0.638697954216747,0.278118878889869,5.57368512292037e-10,1.88361374189774e-07,1.95427128693074e-07,0.0831827629615511,1.95859617279988e-08
"primary_13",0.00239110848226743,1.98510073227634e-06,0.0295099037268889,0.968095679818423,1.79528957132988e-08,9.84509913429685e-07,3.20408879213953e-07
"primary_16",0.144678347921846,0.137660732008935,1.48068006351237e-05,0.710260351550813,3.33849802921725e-06,0.00738242254476086,6.74980819755843e-10
"primary_17",2.09780521870747e-10,0.0607707334787516,1.48423229551408e-08,0.934912477935306,0.00431673197030976,2.01702971724964e-08,2.13932316787907e-08
"primary_18",0.315609567712007,0.134596387436456,1.33334588771903e-06,0.402407134455802,0.0047779341507254,0.142607624513378,1.83857436193655e-08
"primary_20",0.0667505386285345,3.691820233094e-09,8.72147386788053e-05,0.27387096101624,0.014389747104626,0.0116093594146689,0.633292175405432
"primary_22",1.0058054712394e-06,0.0784340826580736,0.0489934459342829,0.746488339764014,0.00123262130170382,0.124849492088595,1.01244785944249e-06
"primary_23",3.42591751277892e-08,0.642179090475157,1.92977241380272e-08,1.52162102600424e-05,2.35630872259178e-05,0.357782053070106,2.36003514356211e-08
"primary_24",9.03789650331461e-05,0.000113222812756564,0.000261031294397789,0.989445653487503,0.00920075582221016,0.000888951668623028,5.94947656512664e-09
"primary_25",0.00116374967279813,0.102373521785939,0.000104428453291116,0.896286880043858,1.86323352362291e-08,7.13781730869234e-05,2.32386914090992e-08
"primary_26",0.00159949257820309,5.6923062331638e-05,2.70745148609732e-08,0.997566296139591,9.52998134480582e-09,0.000777239598352588,1.20170254446607e-08
"primary_28",2.83331957932118e-06,3.70976736590406e-09,3.53872728732501e-09,0.999988909500531,1.04926493834867e-09,8.2376013603735e-06,1.12807699039495e-08
"primary_5",3.25671315291054e-08,1.92724891823838e-06,2.7358704794624e-08,0.886139150844001,0.113829281185658,2.95506733167811e-05,3.01222695619119e-08
"primary_6",8.39398226464432e-06,6.12365502459785e-06,6.14993388396907e-06,0.999941253056515,8.92673663633271e-06,2.53504298033862e-05,3.80220587217942e-06
"primary_7",8.54598136559391e-06,3.82541752732953e-07,6.47076983936447e-09,0.94294423646042,2.85689049931378e-10,7.89854208274724e-07,0.0570460384057945
"primary_8",1.29249800447974e-07,1.18098713914324e-07,1.31798927091728e-07,0.999998770637289,8.28180923072557e-08,7.64734485882127e-07,2.66269129667011e-09
