,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-AG-3896-01A,0.014,0.000,0.014,0.001,0.000,0.000,0.016,0.042,0.042,0.018,0.025,0.001,0.000,0.000,0.000,0.826,0.826
TCGA-DC-4745-01A,0.000,0.000,0.011,0.001,0.000,0.000,0.008,0.032,0.023,0.021,0.008,0.001,0.000,0.000,0.000,0.895,0.895
TCGA-AH-6903-01A,0.004,0.000,0.007,0.000,0.000,0.000,0.012,0.012,0.003,0.009,0.003,0.002,0.000,0.000,0.000,0.945,0.945
TCGA-AG-3599-01A,0.008,0.000,0.014,0.014,0.000,0.000,0.024,0.016,0.017,0.005,0.029,0.003,0.000,0.000,0.000,0.870,0.870
TCGA-AG-3581-01A,0.018,0.000,0.015,0.004,0.001,0.000,0.015,0.034,0.032,0.009,0.029,0.002,0.000,0.001,0.000,0.840,0.840
TCGA-AG-3881-01A,0.007,0.000,0.016,0.006,0.002,0.000,0.006,0.046,0.074,0.032,0.065,0.000,0.001,0.000,0.000,0.744,0.744
TCGA-CL-5917-01A,0.000,0.000,0.002,0.001,0.000,0.000,0.004,0.027,0.053,0.001,0.008,0.003,0.000,0.000,0.000,0.901,0.901
TCGA-AG-3902-01A,0.017,0.000,0.014,0.025,0.005,0.000,0.035,0.025,0.008,0.009,0.042,0.004,0.000,0.001,0.000,0.816,0.816
TCGA-CI-6624-01C,0.017,0.000,0.021,0.000,0.003,0.000,0.025,0.046,0.055,0.004,0.041,0.007,0.000,0.001,0.000,0.778,0.778
TCGA-AF-2692-01A,0.009,0.000,0.007,0.003,0.001,0.001,0.020,0.024,0.045,0.002,0.012,0.004,0.000,0.002,0.000,0.870,0.870
TCGA-DC-6683-01A,0.000,0.001,0.006,0.001,0.000,0.000,0.002,0.018,0.038,0.001,0.038,0.006,0.000,0.000,0.000,0.890,0.890
TCGA-DC-6682-01A,0.000,0.001,0.005,0.010,0.000,0.000,0.014,0.014,0.010,0.004,0.009,0.000,0.000,0.000,0.000,0.934,0.934
TCGA-F5-6702-01A,0.005,0.002,0.016,0.001,0.001,0.001,0.011,0.047,0.342,0.021,0.052,0.005,0.000,0.000,0.000,0.496,0.496
TCGA-AF-4110-01A,0.062,0.000,0.020,0.009,0.002,0.000,0.019,0.047,0.088,0.017,0.029,0.003,0.000,0.001,0.000,0.702,0.702
TCGA-F5-6861-01A,0.000,0.000,0.005,0.007,0.000,0.000,0.007,0.023,0.031,0.013,0.017,0.002,0.000,0.000,0.000,0.894,0.894
TCGA-G5-6235-01A,0.000,0.001,0.004,0.003,0.000,0.000,0.005,0.014,0.000,0.000,0.002,0.003,0.000,0.001,0.000,0.968,0.968
TCGA-AG-3999-01A,0.000,0.000,0.008,0.000,0.000,0.000,0.007,0.019,0.039,0.010,0.014,0.002,0.000,0.000,0.000,0.901,0.901
TCGA-AG-A02N-01A,0.006,0.000,0.003,0.004,0.025,0.000,0.005,0.007,0.002,0.000,0.017,0.003,0.000,0.000,0.000,0.927,0.927
TCGA-AF-6136-01A,0.006,0.003,0.010,0.001,0.001,0.000,0.015,0.043,0.010,0.002,0.009,0.005,0.000,0.000,0.000,0.894,0.894
