"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.BQ.7044.01A",0.00108532864660481,0.000230696646062595,0.138909898906014,0.104703065740873,0.00364188226884669,8.40316279336305e-06,0.674274851538606,0.0771458730902004
"TCGA.SX.A7SR.01A",0,0,0.151742066926294,0.0286686033958404,0,0.00443202576167061,0.631343551124355,0.18381375279184
"TCGA.MH.A854.01A",0,0,0.080691453258501,0.127024357545347,0,0.000671181947404141,0.56696885921058,0.224644148038168
"TCGA.B3.8121.01A",0,0,0.186335484518918,0,0,0.000722073893295461,0.352591345937251,0.460351095650535
"TCGA.2Z.A9JJ.01A",0,0,0.0647226694081936,0.0658578860376643,0,0.000267645223422262,0.427523149191397,0.441628650139323
"TCGA.B1.7332.01A",0,0.000163197926428666,0.218784258546355,0.0297343622573731,0,0.000843517352029677,0.640314979155264,0.11015968476255
"TCGA.WN.A9G9.01A",0.240972331476064,0.000644352392294068,0.484780807840296,0,4.80088326662147e-05,0,0.257551657422302,0.0160028420363773
"TCGA.A4.8310.01A",0,0.000526246624178818,0.134036904988723,0.0932782354614322,0.00412754424337374,0,0.606906348425903,0.161124720256388
"TCGA.2Z.A9JT.01A",0,0,0.413542396353859,0.215609450691013,0,0.00116595217774252,0.33084661920567,0.0388355815717149
"TCGA.5P.A9K2.01A",0.000759594214634164,0.000187051386340427,0.120343466326528,0.131444097076084,0.00147730753100353,0.000971374912419552,0.51741532761432,0.22740178093867
"TCGA.4A.A93W.01A",0,0,0.0481668759657975,0.108942541398132,0,0.000405253679927212,0.596196925900813,0.246288403055331
"TCGA.DW.7837.01A",0,0,0.127832975174557,0.0358511212186382,0,0.00196487275442433,0.609057395392358,0.225293635460023
"TCGA.A4.A5DU.01A",0.000537630347929507,0.000134883722402522,0.081486902371033,0.128952428050862,0.00393105823198922,2.02135144095701e-05,0.682766836469836,0.102170047291538
"TCGA.2Z.A9JI.01A",0,0.012269110921439,0.236886440998685,0.0597647104946135,0,1.12403020095223e-05,0.564407367292894,0.126661129990358
