"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.CV.5442.01A",0,0,0,0.967581586492008,0,3.53048755740809e-05,0.0316973943527709,0.000685714279647005
"TCGA.CR.7392.01A",0.00251013150138417,0,0.0065007707820529,0.239462468964795,0,0.00262277283064323,0.15694689699619,0.591956958924935
"TCGA.UF.A71A.01A",0,0,0,0.421541627293809,0,0,0.156172069529841,0.422286303176351
"TCGA.CN.A642.01A",0.0491440104689861,0.00282968381092523,0.0212702699469599,0.523474615649477,0,0.000882319955198787,0.188016784794693,0.214382315373759
"TCGA.CV.A45U.01A",0,0,0,0.509868835451849,0,0.000513466037128717,0.181138825871841,0.308478872639181
"TCGA.CN.6012.01A",0,0,0.0446324249083817,0.477098831821145,0,0,0.245421548574458,0.232847194696015
"TCGA.CV.A45W.01A",0,0,0.125953526879073,0.329819027815659,0,0.000490404254011132,0.255151051515473,0.288585989535783
"TCGA.CV.A6K0.01B",0.00166153801108783,0.000593351089070184,0,0.363055467663858,0,0.000439129130440072,0.220610404284109,0.413640109821435
"TCGA.QK.A6VB.01A",0,0,0,0.701125789966082,0,0,0.126968270868312,0.171905939165606
"TCGA.CV.6959.01A",0,0,0.00040465724295736,0.381455098649115,0,0.000261588978958134,0.296151599639319,0.32172705548965
"TCGA.HD.7832.01A",0,0,0.00583163090475633,0.698081746088254,0,0,0.123711875993051,0.172374747013938
"TCGA.CV.7255.01A",0,0,0,0.676118212326524,0,0.000154891669837202,0.180732520582485,0.142994375421154
"TCGA.CR.5243.01A",0,0,0,0.265307198403619,0,0.00124789304367084,0.323305990260926,0.410138918291784
"TCGA.P3.A6T5.01A",0,0,0.000801938497424813,0.810114890176434,0,0.000175814787622731,0.0585535778583824,0.130353778680136
"TCGA.CV.6952.01A",0.00261495774243074,0,0.000188562102134126,0.723909208056178,0,0.000415875258173252,0.13780812516097,0.135063271680113
"TCGA.D6.A6ES.01A",0,0,0.0138746680929842,0.983486733524759,0,0,0,0.00263859838225638
"TCGA.CN.5366.01A",0,0,0,0.426003120231365,0,0,0.209202471991132,0.364794407777503
"TCGA.CQ.6223.01A",0,0,0.0121734519140352,0.939056685544811,0,0,0.0296271493373131,0.0191427132038406
"TCGA.F7.7848.01A",0,0,0.0277488192627791,0.472153964421463,0,0.000266591635659098,0.249246217008872,0.250584407671227
"TCGA.CV.A6JM.01A",0,0,0.0114719301368965,0.966706298522221,0,0,0.000941210161301802,0.0208805611795809
"TCGA.CN.5359.01A",0,0,0.0671337781274432,0.259780138592982,0,0,0.123517216368419,0.549568866911156
"TCGA.P3.A5QA.01A",0,0,0,0.110400047332727,0,0,0.0701572380214454,0.819442714645828
"TCGA.CN.4734.01A",0,0,0.0195009079512565,0.817964884675005,0,0.000180624035366554,0.0602919990633615,0.10206158427501
"TCGA.CV.6441.01A",0,0,0,0.583744789785826,0,9.36440309335954e-05,0.352231688521709,0.0639298776615317
"TCGA.CV.A6JY.01A",0,0,0,0.931386228020286,0,5.60841878991538e-06,0.0503211458260779,0.0182870177348464
"TCGA.D6.6825.01A",0,0,0.0408046611007686,0.453654024495158,0,0.000642281350582384,0.190762292963634,0.314136740089856
"TCGA.CR.5247.01A",0,0,0,0.462946860567393,0,0.000145592797682097,0.0343075546748246,0.5025999919601
"TCGA.CV.7410.01A",0,0.000380523201119303,0.0491794103683565,0.374901876487678,0,0.000547106770834095,0.269673711691018,0.305317371480995
"TCGA.CV.7091.01A",0.00139249661564001,0.000110848797487148,0,0.639708279263984,0,0.00015957727117162,0.104815695934327,0.25381310211739
"TCGA.BA.5153.01A",0,0,0.0265737312591372,0.306614755407801,0,0.000318272997506228,0.373737223656282,0.292756016679273
"TCGA.CV.7428.01A",0,0,0.0637521088293442,0.674058830281525,0,0.00014867235595388,0.133255768794834,0.128784619738342
"TCGA.CX.7086.01A",0,0,0,0.890198971089274,0,6.30425725591023e-05,0.0685115850479733,0.0412264012901931
"TCGA.CN.5364.01A",0,0,0.035968854273493,0.646929250249624,0,0,0.15718276890824,0.159919126568643
