"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.24.1104.01A",0.000644859869821766,0,0.142690908468699,0.239980142448274,0,5.28682337872892e-05,0.369661779711925,0.246969441267493
"TCGA.25.1320.01A",0,0,0.0218986300140306,0.00505656381398924,0,0.000126245027427551,0.240900953369336,0.732017607775217
"TCGA.24.1850.01A",0,0,0.110764758472311,0.124863999788391,0,0,0.265474102801237,0.498897138938062
"TCGA.61.2101.01A",0,0.0291120833105361,0.0299160080440464,0.0639542720681206,0.0371190778667044,0.000155490997787631,0.351976883899402,0.487766183813402
"TCGA.23.1111.01A",0,0.00497969021563661,0.00538075760873238,0.164112761506952,0.122946325722447,0,0.436149279597479,0.266431185348754
"TCGA.25.2396.01A",0.0206151789860357,0.0453125890255009,0.0508641871086249,0.144680530345624,0.160446136419191,0,0.311538561080663,0.266542817034362
"TCGA.30.1714.01A",0.0001698392319304,0,8.90956518131533e-05,0.198168259490202,0.549508147587556,0,0.177560042811557,0.0745046152269414
"TCGA.04.1347.01A",0,0.00177089475422883,0,0.165971634056082,0.562516305976027,0,0.173453424391511,0.0962877408221506
"TCGA.59.2351.01A",0.00130059892056338,0.0585144157659221,0.0831735334364591,0.0767588745427134,0.213103199434776,0,0.313616242964918,0.253533134934648
"TCGA.09.1659.01B",0,0.00255691965506987,0.0228386488456314,0.149618963174344,0.604239950860066,0,0.111484183528275,0.109261333936613
"TCGA.24.1431.01A",0,0,0,0.142266143896364,0.756388879977021,6.8583174719431e-07,0.0590428014448748,0.0423014888499923
"TCGA.31.1951.01A",0,0,0.060160815733167,0.0146501231888814,0,0,0.30679036584441,0.618398695233542
"TCGA.29.1769.01A",0.0118690527397422,0.0197117189596209,0.0898463973778561,0.278521762184396,0.00316293321001588,0,0.319557198700857,0.277330936827513
"TCGA.13.0916.01A",0,0,0.0805111789787757,0.116286575236431,0,0,0.605569644777888,0.197632601006905
"TCGA.61.1721.01A",0,0,0,0,0.449698064230132,0.000766405911846137,0.230554044690524,0.318981485167498
"TCGA.20.1687.01A",0,0.068669112364319,0.0408749951693068,0.179023139536338,0.269588700463332,3.50484548454219e-05,0.232341011250327,0.209467992761532
"TCGA.29.2414.01A",0,0.0195184855770428,0.0021520220561042,0.0523967235290586,0.332061960714855,0,0.210418578997734,0.383452229125205
"TCGA.13.1411.01A",0,0,0.195874528804794,0.0145489954025173,0,0,0.252605731921735,0.536970743870954
"TCGA.24.1928.01A",0,0,0.0229010193277551,0.00586684634842314,0,0,0.305735725650835,0.665496408672987
"TCGA.31.1959.01A",0,0,0.0499513343870108,0.0216304511578375,0,0,0.222018520446111,0.706399694009041
"TCGA.57.1586.01A",0,0.124667945526979,0.0614322270137659,0.240014137839412,0.0186756906851624,0,0.438114275159027,0.117095723775654
"TCGA.09.2044.01B",0,0,0.204662798611459,0.252102732204137,0,0,0.40293184313331,0.140302626051095
"TCGA.13.1506.01A",0.000253841023835174,0.0823066771762168,0.0173576337122011,0.438682028981568,0,0,0.342783848308316,0.118615970797862
"TCGA.25.1870.01A",0,0.0888952366573529,0.0418586499724258,0.06534925557777,0.224040744825095,0.000130834262280572,0.373550321018079,0.206174957686997
"TCGA.09.0366.01A",0,0,0.343875358843635,0.129459670955478,0,0,0.407169086737927,0.11949588346296
"TCGA.30.1892.01A",0,0,0.00414387907081764,0.129401080365524,0.30448244853436,3.09632980267291e-05,0.170573560895764,0.391368067835508
"TCGA.13.0893.01B",0,0,0.0727693894960619,0.140953452269135,0,0,0.366273200585113,0.42000395764969
"TCGA.09.2056.01B",0.000222153761527819,0.0215577190795763,0.0286245875841173,0.244272141308525,0.420581224169036,1.99909385115103e-05,0.14743187659454,0.137290306564166
"TCGA.29.1781.01A",0,0.00766630058656795,0.315689382276738,0.10662217664196,0,0,0.407869268247738,0.162152872246996
"TCGA.29.1699.01A",0.00503531987875472,0.0214181835479707,0.0901868505370078,0.116588216992272,0,0,0.464131070417094,0.302640358626901
"TCGA.04.1364.01A",0.0103739262306491,0.0134093887164198,0,0.282524988583604,0.0223079544560419,0,0.554609186659391,0.116774555353895
"TCGA.59.2363.01A",0.00718484677378698,0.0204757649868319,0.00983945768431253,0.205312222305951,0,0,0.545507190704694,0.211680517544424
"TCGA.24.1416.01A",0.00237478838732647,0.0624307613636826,0.0460955126698439,0.27256477916773,0.00534508442672077,0,0.45278629505541,0.158402778929286
"TCGA.20.1686.01A",0,0.0213404509201709,0.00116646411762767,0.277701085482107,0.18473834037978,5.3660381193625e-05,0.375458133394324,0.139541865324797
"TCGA.29.1697.01A",0,0,0.0122818009339836,0.242610604487761,0,0,0.64606864486354,0.0990389497147146
"TCGA.29.1770.01A",0,0.0109125892639042,0.0180013035078933,0.0879854845503188,0.281150598724638,0,0.246953722584439,0.354996301368807
