"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.32.2616.01A",0,0.000133401929745172,0.125581170989295,0.0177840154707043,0,0,0.513416547863795,0.343084863746461
"TCGA.32.1980.01A",0,0,0.26934201447316,0,0,0,0.556424756003505,0.174233229523335
"TCGA.28.2514.01A",0,0,0.0420211545245483,0,0,0,0.649577626078025,0.308401219397427
"TCGA.06.0644.01A",0,0.000181177764901406,0.0696980502751543,0,0,5.64458216245366e-05,0.181954761460784,0.748109564677536
"TCGA.06.1804.01A",0,0,0.0717770648510103,0,0,0,0.662629047892578,0.265593887256412
"TCGA.41.2571.01A",0,0.000403924080661019,0.122472047781116,0.0287576271040666,0,0,0.628970922796207,0.21939547823795
"TCGA.19.2619.01A",0,0,0.00458783230002939,0,0,0,0.622219104106656,0.373193063593314
"TCGA.27.1837.01A",0,0,0.137194317714289,0,0,0,0.521618057847464,0.341187624438247
"TCGA.27.1832.01A",0,0,0.239871070686256,0,0,0,0.348680822045713,0.411448107268031
"TCGA.06.0686.01A",0,0,0.138338000961376,0.00713034034828117,0,0,0.618154542851325,0.236377115839018
"TCGA.06.5856.01A",0,0,0.0960944797951775,0,0,0,0.61835609046856,0.285549429736263
"TCGA.28.1753.01A",0,0,0.366504457404103,0,0,0,0.221360266712818,0.412135275883079
"TCGA.28.5218.01A",0,0,0.0354544992353815,0,0,0,0.203187244108646,0.761358256655973
"TCGA.32.1970.01A",0,0.00106447897323486,0.0216952501337098,0,0,1.21304518901906e-05,0.659590596221277,0.317637544219888
"TCGA.28.5204.01A",0,0,0.0641723765265597,0,0,0,0.646957254986739,0.288870368486701
"TCGA.12.3653.01A",0,0,0.0764635574006355,0,0,0,0.570851406722625,0.35268503587674
"TCGA.06.0187.01A",0,0,0.0667889788389517,0,0,0,0.485356996415977,0.447854024745071
"TCGA.19.2624.01A",0,0,0.0366339033325333,0.00212181186490148,0,3.32980214957364e-05,0.666154135857469,0.295056850923601
"TCGA.12.3652.01A",0.00044707987208369,0,0.0331526671797152,0.0182424313383384,0.000196200403447901,0,0.605721373962357,0.342240247244058
"TCGA.12.5299.01A",0,0,0.122911449398875,0,0,0,0.5411943979629,0.335894152638225
"TCGA.06.0749.01A",0,0,0.267411853460796,0.00186787156603944,0,0,0.575435718130322,0.155284556842843
"TCGA.06.0158.01A",0,8.77478101677792e-05,0.151153365150202,0,0,0,0.519834825854039,0.328924061185591
"TCGA.19.1390.01A",0,0,0.0798745934483361,0.0102424829196061,0,0,0.657975408828334,0.251907514803724
"TCGA.28.2510.01A",0,0.000388252616949864,0.0726250970103149,0,0,0,0.516349329887839,0.410637320484896
"TCGA.32.2615.01A",0,0,0.0851133750926671,0,0,0,0.468108700823522,0.446777924083811
"TCGA.76.4929.01A",0,0,0.0787407434349833,0,0,0,0.488790235859842,0.432469020705175
"TCGA.06.0178.01A",0,0.0223709003593072,0.14235695202644,0.0642973929959427,0.222797538087923,0,0.476387658812385,0.0717895577180025
"TCGA.41.5651.01A",0.0034573506938341,0.0283148706542165,0.0185026705673434,0.0250300032394612,0,0,0.765197681999792,0.159497422845353
"TCGA.14.2554.01A",0,0,0.153790273101634,0.00332176522178938,0,0,0.565803441791009,0.277084519885567
"TCGA.06.2559.01A",0,0,0.0329735412088795,0,0,3.90523486842633e-05,0.573100885346591,0.393886521095845
"TCGA.14.0787.01A",0,0,0.198886889257196,7.71562902593579e-05,0,0,0.487465891679628,0.313570062772917
"TCGA.12.0618.01A",0.00125916911123279,0,0.0722024213454489,0.0357074095403414,0,0,0.624465140372938,0.266365859630039
"TCGA.14.1034.01A",0,0,0.177699386160933,0,0,0,0.501142284184789,0.321158329654278
"TCGA.06.0743.01A",0,0.000385586775032334,0.150049781985347,0.000619312973252581,0,0,0.60219838789707,0.246746930369298
"TCGA.16.1045.01B",0,0,0.195470193274146,0,0,0,0.446845081558975,0.357684725166879
"TCGA.76.4927.01A",0,0,0.188667249576846,0,0,0,0.449023394613981,0.362309355809173
"TCGA.32.2638.01A",0,0,0.0919289181019849,0,0,0,0.519041075296984,0.389030006601031
"TCGA.14.1825.01A",0,0,0.0606583945656376,0.0245336554421523,0,0,0.717628954127096,0.197178995865114
"TCGA.32.2632.01A",0,0,0.280554778267347,0,0,0,0.510354911676717,0.209090310055937
