"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.OR.A5LO.01A",0,0.00159057129783238,0,0.024265297675359,0,3.79525964303221e-06,0.696000141080462,0.278140194686704
"TCGA.P6.A5OG.01A",0,0,0.0603148575720135,0,0,0,0.44533978953474,0.494345352893246
"TCGA.OR.A5J6.01A",0,0,0.0898440724808012,0.0429296899804272,0,0,0.72328584021582,0.143940397322952
"TCGA.OR.A5LT.01A",0,0,0.0101375311825454,0.051740224147255,0.000147382785655591,3.95114409031571e-06,0.501963101385773,0.436007809354681
"TCGA.OR.A5JY.01A",0,0,0.0473490832443424,0.017669002093485,0,0,0.732353978432267,0.202627936229906
"TCGA.OR.A5JV.01A",0,0,0.25342927190054,0,0,0,0.531315029191649,0.215255698907812
"TCGA.OR.A5JT.01A",0,0,0.00433015619264485,0.0584948257479009,0,0,0.547410916629986,0.389764101429468
"TCGA.OR.A5KX.01A",0.000392674099531862,0.00513375461640052,0.0360969346140423,0.0433557902762082,0,0.00013163481114154,0.790952375732217,0.123936835850459
"TCGA.OR.A5K3.01A",0,0,0.219490392428217,0.150585199500944,0,0,0.522290603530594,0.107633804540245
"TCGA.OR.A5JZ.01A",0,0,0.00741535810046004,0.00271684977120725,0,0,0.600023660232396,0.389844131895937
"TCGA.OR.A5LC.01A",0,0,0.00333543097542734,0.0450005607088954,0,0,0.55474946524849,0.396914543067187
"TCGA.OR.A5LH.01A",0,0,0.0826805374055216,0.00642341598724001,0,0,0.718707824897953,0.192188221709286
"TCGA.OR.A5LM.01A",0,0,0.0309106169064719,0.0216838572628762,0,0,0.586911831451696,0.360493694378955
"TCGA.OR.A5J5.01A",0,0,0.0223266744432005,0.0875597526277653,0,0,0.540879923288717,0.349233649640317
"TCGA.P6.A5OF.01A",0,0,0.0104022916325306,2.4542891749051e-05,0,0,0.638921173225249,0.350651992250471
"TCGA.OR.A5LD.01A",0.0340653597278991,0.0085106527915511,0,0.188466750375902,0,3.26578840154468e-05,0.606085235441471,0.162839343779161
"TCGA.OR.A5L3.01A",0,0,0.0414768926444041,0.166779668504941,0,0,0.594343721214017,0.197399717636638
"TCGA.OR.A5LK.01A",0.00208047331963822,0.0112212248030042,0.255494889656232,0.0508695487453909,0.00248167121974006,0.00600916180643624,0.582867243576589,0.0889757868729696
"TCGA.OR.A5LG.01A",0,0,0.0832452420144003,0.0272028981969701,0,0,0.62070425556484,0.26884760422379
"TCGA.OR.A5KO.01A",0,0,0,0.0160269449060148,0,0,0.615239240255587,0.368733814838398
"TCGA.OR.A5JJ.01A",0,0,0.00587115512802683,0.13485027148199,0,0,0.599050313581844,0.26022825980814
"TCGA.OR.A5JL.01A",0,0,0.0417717620060118,0.0092518145274782,0,0,0.652692225429759,0.296284198036751
"TCGA.OR.A5KV.01A",0,0.0539897347116711,0.000175388436286407,0.18839359457612,0,5.25598574035825e-05,0.50819084247344,0.249197879945079
"TCGA.OR.A5JE.01A",0,0,0.0436978720458442,0.148455421288206,0,0,0.646224772597713,0.161621934068236
"TCGA.PK.A5HB.01A",0,0,0.00771737260192805,0.040362129032034,0.000151620783864382,8.33429018575019e-05,0.638495996360743,0.313189538319573
"TCGA.OR.A5JM.01A",0,0,0.000667689654158069,0.0561743093001289,0,0,0.716935586735634,0.226222414310079
"TCGA.OR.A5JD.01A",0.00168098888163103,0.000200491504623272,0.124927074762411,0.0328649998739408,0.000464779849832974,0.000164493838831112,0.544858379050719,0.294838792238011
"TCGA.OR.A5LN.01A",0.00455884197909109,0,0.131875269468146,0.0222279627482371,0,8.65107567834116e-05,0.64691936234235,0.194332052705392
"TCGA.OR.A5K6.01A",0,0.0107940713330998,0.0467463118514466,0.0488671033209684,0,0,0.752497924726479,0.141094588768007
