"","T Cells","DC","Macrophages","Cancer Cells","B Cells","Mast Cells","Endothelial Cells","Fibroblasts"
"TCGA.A5.A0R8.01A",0,0,0.111980995011423,0.213318612292879,0,4.5637775553535e-05,0.471089947667707,0.203564807252438
"TCGA.A5.A0G3.01A",0,0.0828183068828957,0.0333580328984796,0.110042703243388,0,0,0.443454133161458,0.330326823813779
"TCGA.AP.A054.01A",0.0404944460718855,0.00907691691201717,0,0.183520384418195,0,0,0.566997744473264,0.199910508124639
"TCGA.A5.A0GX.01A",0.000693963987785755,0.128175737166245,0,0.0243124963138826,0.191860243011751,0.000671601990256754,0.323724105004445,0.330561852525634
"TCGA.DI.A2QY.01A",0,0.00792586934534373,0.0066621026894208,0.141291901298029,0,6.04957140164313e-05,0.645548094137669,0.198511536815521
"TCGA.EY.A1GC.01A",0.0176252125088391,0.0647486357518093,0.209062806177186,0.140083914530012,0.00297877790077864,0,0.489519307746385,0.0759813453849893
"TCGA.A5.A0GI.01A",0.0221314277115564,0.0841302301251445,0.000150997030969027,0.140966239519285,0.109537090141811,0,0.499161647861248,0.143922367609986
"TCGA.D1.A17S.01A",0.00352902751592916,0.116728640943178,0.00709829095808357,0.0645678010532343,0.186715097416866,0.000226353674534367,0.533977753158815,0.0871570352793597
"TCGA.EY.A5W2.01A",0.0470033779040918,0.135495335639089,0.0133605286015081,0.297955810690072,0.0256581353567967,1.32238647166608e-05,0.344465589668747,0.136047998274979
"TCGA.D1.A1NU.01A",0.000561658618995813,0,0.0373395846962533,0.307927238646919,0,0,0.545727934313672,0.10844358372416
"TCGA.BG.A18A.01A",0.00193514656337583,0.0733017217625567,0.000397199444129822,0.100303452653039,0.00297970600178424,0.000195887454818811,0.5243572813269,0.296529604793396
"TCGA.AX.A06B.01A",0,0,0.0483585062910512,0.0198984563118954,0,0,0.391406973925207,0.540336063471846
"TCGA.E6.A2P9.01A",0.204198114133042,0.0474164915312015,0,0.124768033891992,0.00230458614583734,0.000112803775123622,0.556633505111386,0.0645664654114173
"TCGA.PG.A917.01A",0.101234323830872,0.108405736102646,0.0425420526407721,0.0832110809754033,0.143207471035708,0,0.395120310525871,0.126279024888727
"TCGA.AX.A3FS.01A",0.0991913551142117,0.0035013181600059,0.0044818140975987,0.124702677341959,0,0,0.436628518951117,0.331494316335108
