,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-V1-A9OF-01A,0.000,0.000,0.007,0.000,0.003,0.000,0.009,0.014,0.012,0.017,0.020,0.000,0.000,0.000,0.000,0.919,0.919
TCGA-ZG-A8QX-01A,0.001,0.007,0.007,0.000,0.003,0.000,0.011,0.012,0.023,0.065,0.013,0.000,0.000,0.000,0.000,0.858,0.858
TCGA-YL-A8SC-01A,0.000,0.000,0.015,0.007,0.010,0.000,0.018,0.029,0.047,0.028,0.037,0.001,0.000,0.002,0.000,0.806,0.806
TCGA-HC-7817-01B,0.006,0.000,0.013,0.001,0.004,0.000,0.030,0.065,0.113,0.053,0.041,0.000,0.000,0.001,0.000,0.672,0.672
TCGA-KC-A7F6-01A,0.000,0.000,0.005,0.001,0.005,0.000,0.012,0.042,0.047,0.037,0.009,0.000,0.000,0.000,0.000,0.843,0.843
TCGA-KK-A7B4-01A,0.006,0.000,0.011,0.006,0.005,0.000,0.024,0.015,0.062,0.019,0.023,0.000,0.000,0.000,0.000,0.828,0.828
TCGA-G9-6366-01A,0.007,0.000,0.005,0.000,0.005,0.000,0.004,0.023,0.031,0.035,0.008,0.000,0.000,0.000,0.000,0.882,0.882
TCGA-KK-A59X-01A,0.000,0.000,0.005,0.000,0.000,0.000,0.008,0.019,0.027,0.028,0.030,0.000,0.000,0.000,0.000,0.882,0.882
TCGA-HC-A6AN-01A,0.000,0.000,0.005,0.000,0.003,0.000,0.006,0.020,0.034,0.029,0.022,0.000,0.000,0.000,0.000,0.881,0.881
TCGA-G9-6498-01A,0.001,0.001,0.013,0.000,0.008,0.000,0.020,0.056,0.159,0.054,0.008,0.002,0.000,0.000,0.000,0.678,0.678
