,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-OR-A5LO-01A,0.019,0.000,0.000,0.000,0.002,0.000,0.000,0.041,0.000,0.019,0.007,0.000,0.000,0.002,0.000,0.908,0.908
TCGA-P6-A5OG-01A,0.000,0.000,0.013,0.014,0.003,0.000,0.000,0.222,0.100,0.182,0.128,0.000,0.000,0.014,0.006,0.317,0.317
TCGA-OR-A5J6-01A,0.005,0.000,0.000,0.000,0.001,0.000,0.000,0.109,0.001,0.012,0.108,0.001,0.000,0.000,0.000,0.764,0.764
TCGA-OR-A5LT-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.015,0.000,0.000,0.000,0.000,0.982,0.982
TCGA-OR-A5JY-01A,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.060,0.001,0.009,0.057,0.000,0.000,0.005,0.000,0.864,0.864
TCGA-OR-A5JV-01A,0.000,0.000,0.001,0.000,0.007,0.000,0.000,0.044,0.000,0.027,0.304,0.000,0.000,0.004,0.000,0.613,0.613
TCGA-OR-A5JT-01A,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.051,0.001,0.032,0.021,0.000,0.000,0.000,0.000,0.890,0.890
TCGA-OR-A5KX-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.079,0.000,0.007,0.035,0.000,0.000,0.000,0.000,0.878,0.878
TCGA-OR-A5K3-01A,0.004,0.000,0.000,0.000,0.002,0.000,0.000,0.014,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.937,0.937
TCGA-OR-A5JZ-01A,0.000,0.000,0.001,0.000,0.002,0.000,0.000,0.050,0.001,0.013,0.028,0.001,0.000,0.001,0.000,0.903,0.903
TCGA-OR-A5LC-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.020,0.054,0.029,0.000,0.000,0.000,0.000,0.829,0.829
TCGA-OR-A5LH-01A,0.005,0.000,0.002,0.000,0.014,0.000,0.000,0.062,0.001,0.011,0.050,0.000,0.000,0.001,0.000,0.855,0.855
TCGA-OR-A5LM-01A,0.008,0.000,0.001,0.000,0.005,0.000,0.000,0.042,0.001,0.013,0.040,0.000,0.000,0.000,0.000,0.891,0.891
TCGA-OR-A5J5-01A,0.006,0.000,0.000,0.000,0.004,0.000,0.000,0.024,0.000,0.014,0.015,0.000,0.000,0.000,0.000,0.937,0.937
TCGA-P6-A5OF-01A,0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.063,0.030,0.024,0.043,0.000,0.000,0.003,0.000,0.834,0.834
TCGA-OR-A5LD-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.003,0.001,0.001,0.000,0.000,0.000,0.000,0.971,0.971
TCGA-OR-A5L3-01A,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.001,0.001,0.005,0.000,0.000,0.000,0.000,0.968,0.968
TCGA-OR-A5LK-01A,0.017,0.000,0.000,0.000,0.010,0.000,0.000,0.042,0.000,0.004,0.147,0.004,0.000,0.000,0.000,0.777,0.777
TCGA-OR-A5LG-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.004,0.004,0.062,0.000,0.000,0.000,0.000,0.891,0.891
TCGA-OR-A5KO-01A,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.041,0.001,0.022,0.011,0.000,0.000,0.003,0.000,0.919,0.919
TCGA-OR-A5JJ-01A,0.012,0.000,0.002,0.002,0.002,0.000,0.000,0.048,0.031,0.016,0.027,0.000,0.000,0.001,0.000,0.859,0.859
TCGA-OR-A5JL-01A,0.015,0.000,0.003,0.000,0.002,0.000,0.000,0.078,0.001,0.012,0.049,0.000,0.000,0.003,0.000,0.837,0.837
TCGA-OR-A5KV-01A,0.005,0.000,0.001,0.000,0.014,0.000,0.000,0.030,0.002,0.004,0.013,0.000,0.000,0.000,0.000,0.931,0.931
TCGA-OR-A5JE-01A,0.002,0.000,0.001,0.000,0.001,0.000,0.000,0.058,0.001,0.001,0.078,0.000,0.000,0.000,0.000,0.859,0.859
TCGA-PK-A5HB-01A,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.000,0.053,0.020,0.000,0.000,0.000,0.000,0.855,0.855
TCGA-OR-A5JM-01A,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,0.006,0.012,0.000,0.000,0.000,0.000,0.951,0.951
TCGA-OR-A5JD-01A,0.003,0.000,0.000,0.000,0.004,0.000,0.000,0.025,0.001,0.016,0.075,0.000,0.000,0.000,0.000,0.875,0.875
TCGA-OR-A5LN-01A,0.002,0.000,0.000,0.000,0.003,0.000,0.000,0.041,0.001,0.000,0.055,0.000,0.000,0.000,0.000,0.898,0.898
TCGA-OR-A5K6-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.004,0.061,0.000,0.000,0.000,0.000,0.896,0.896
