,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-55-8508-01A,0.135,0.008,0.027,0.001,0.009,0.000,0.002,0.050,0.093,0.015,0.043,0.000,0.003,0.014,0.001,0.598,0.598
TCGA-67-3771-01A,0.055,0.010,0.030,0.006,0.028,0.000,0.003,0.041,0.107,0.017,0.141,0.001,0.000,0.012,0.006,0.542,0.542
TCGA-55-A4DG-01A,0.046,0.043,0.017,0.007,0.026,0.000,0.013,0.035,0.072,0.012,0.070,0.002,0.001,0.018,0.000,0.638,0.638
TCGA-91-7771-01A,0.034,0.015,0.043,0.003,0.024,0.001,0.027,0.072,0.112,0.042,0.143,0.004,0.000,0.014,0.001,0.464,0.464
TCGA-91-6849-01A,0.076,0.014,0.017,0.000,0.011,0.000,0.026,0.052,0.043,0.013,0.124,0.000,0.000,0.011,0.000,0.611,0.611
TCGA-64-5781-01A,0.052,0.000,0.013,0.046,0.001,0.000,0.001,0.022,0.149,0.003,0.041,0.000,0.000,0.000,0.000,0.673,0.673
TCGA-44-6146-01B,0.009,0.000,0.017,0.008,0.017,0.021,0.017,0.135,0.150,0.044,0.020,0.023,0.001,0.048,0.002,0.488,0.488
TCGA-97-7552-01A,0.046,0.063,0.051,0.026,0.042,0.001,0.041,0.079,0.068,0.025,0.123,0.010,0.003,0.025,0.001,0.396,0.396
TCGA-80-5608-01A,0.019,0.000,0.015,0.000,0.006,0.000,0.006,0.029,0.018,0.022,0.056,0.000,0.002,0.007,0.000,0.820,0.820
TCGA-91-6829-01A,0.003,0.001,0.011,0.000,0.018,0.000,0.000,0.067,0.254,0.017,0.117,0.007,0.000,0.016,0.000,0.487,0.487
TCGA-49-AARE-01A,0.024,0.010,0.009,0.007,0.004,0.000,0.009,0.022,0.102,0.006,0.052,0.000,0.002,0.007,0.000,0.744,0.744
TCGA-97-A4M1-01A,0.006,0.000,0.014,0.000,0.006,0.000,0.039,0.122,0.058,0.040,0.117,0.010,0.009,0.007,0.001,0.571,0.571
TCGA-83-5908-01A,0.000,0.004,0.028,0.088,0.027,0.000,0.039,0.046,0.097,0.011,0.108,0.002,0.000,0.016,0.000,0.533,0.533
TCGA-97-8179-01A,0.000,0.000,0.011,0.001,0.004,0.000,0.019,0.078,0.045,0.047,0.088,0.000,0.000,0.007,0.000,0.699,0.699
TCGA-64-1680-01A,0.016,0.000,0.005,0.000,0.001,0.000,0.011,0.009,0.023,0.005,0.032,0.007,0.000,0.000,0.000,0.890,0.890
TCGA-73-4670-01A,0.025,0.000,0.002,0.001,0.000,0.000,0.000,0.020,0.084,0.011,0.061,0.000,0.000,0.003,0.000,0.792,0.792
TCGA-44-3396-01A,0.051,0.005,0.036,0.002,0.029,0.000,0.027,0.052,0.184,0.012,0.147,0.004,0.000,0.020,0.004,0.426,0.426
TCGA-80-5611-01A,0.000,0.000,0.021,0.015,0.001,0.000,0.002,0.010,0.028,0.000,0.258,0.000,0.000,0.006,0.000,0.658,0.658
TCGA-53-7624-01A,0.007,0.000,0.023,0.012,0.011,0.000,0.001,0.017,0.036,0.007,0.083,0.000,0.000,0.013,0.000,0.789,0.789
TCGA-91-6835-01A,0.006,0.065,0.059,0.004,0.065,0.001,0.052,0.064,0.115,0.026,0.170,0.005,0.001,0.024,0.001,0.342,0.342
TCGA-L9-A50W-01A,0.024,0.000,0.029,0.001,0.002,0.000,0.043,0.041,0.051,0.007,0.077,0.008,0.001,0.007,0.000,0.709,0.709
TCGA-86-7713-01A,0.019,0.000,0.007,0.000,0.012,0.000,0.003,0.034,0.013,0.036,0.034,0.000,0.000,0.016,0.000,0.825,0.825
TCGA-50-5044-01A,0.030,0.000,0.029,0.001,0.001,0.000,0.027,0.084,0.158,0.025,0.069,0.000,0.000,0.000,0.000,0.576,0.576
TCGA-97-7941-01A,0.001,0.009,0.029,0.001,0.012,0.001,0.026,0.091,0.081,0.035,0.078,0.008,0.004,0.009,0.000,0.615,0.615
TCGA-86-7714-01A,0.000,0.000,0.008,0.000,0.000,0.000,0.080,0.034,0.077,0.000,0.101,0.007,0.000,0.013,0.000,0.679,0.679
TCGA-62-8402-01A,0.016,0.000,0.055,0.026,0.019,0.000,0.012,0.037,0.018,0.001,0.107,0.000,0.000,0.010,0.000,0.698,0.698
TCGA-78-7162-01A,0.022,0.013,0.034,0.001,0.015,0.000,0.027,0.118,0.046,0.068,0.079,0.005,0.006,0.007,0.000,0.559,0.559
TCGA-49-AAR0-01A,0.014,0.023,0.036,0.006,0.015,0.000,0.024,0.061,0.042,0.032,0.132,0.001,0.002,0.004,0.001,0.608,0.608
TCGA-35-4122-01A,0.033,0.004,0.031,0.009,0.015,0.000,0.013,0.026,0.095,0.007,0.244,0.007,0.005,0.002,0.001,0.509,0.509
TCGA-55-7726-01A,0.012,0.000,0.016,0.000,0.000,0.000,0.031,0.042,0.361,0.000,0.064,0.000,0.000,0.016,0.000,0.457,0.457
TCGA-62-A46Y-01A,0.010,0.006,0.024,0.001,0.019,0.000,0.040,0.031,0.025,0.015,0.148,0.002,0.002,0.012,0.000,0.665,0.665
TCGA-55-6980-01A,0.009,0.000,0.037,0.001,0.016,0.001,0.062,0.045,0.216,0.026,0.108,0.002,0.002,0.011,0.001,0.463,0.463
TCGA-05-4430-01A,0.009,0.002,0.032,0.001,0.018,0.000,0.043,0.067,0.161,0.039,0.121,0.005,0.000,0.008,0.001,0.493,0.493
TCGA-67-3772-01A,0.046,0.006,0.034,0.000,0.003,0.000,0.039,0.043,0.167,0.015,0.087,0.006,0.000,0.001,0.001,0.550,0.550
