,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-C8-A278-01A,0.047,0.002,0.032,0.001,0.024,0.001,0.015,0.030,0.128,0.005,0.117,0.009,0.000,0.008,0.000,0.583,0.583
TCGA-A7-A425-01A,0.002,0.000,0.005,0.000,0.011,0.001,0.025,0.072,0.170,0.034,0.095,0.004,0.000,0.009,0.001,0.572,0.572
TCGA-E2-A15H-01A,0.008,0.001,0.001,0.005,0.002,0.001,0.014,0.029,0.134,0.007,0.031,0.001,0.000,0.000,0.000,0.766,0.766
TCGA-A8-A06N-01A,0.002,0.000,0.000,0.002,0.000,0.000,0.004,0.027,0.000,0.011,0.023,0.001,0.000,0.001,0.000,0.930,0.930
TCGA-E2-A570-01A,0.000,0.001,0.007,0.000,0.006,0.001,0.010,0.035,0.294,0.015,0.026,0.006,0.000,0.006,0.002,0.591,0.591
TCGA-BH-A1FL-01A,0.003,0.012,0.012,0.000,0.013,0.002,0.022,0.057,0.119,0.025,0.028,0.010,0.000,0.000,0.000,0.696,0.696
TCGA-E2-A56Z-01A,0.002,0.001,0.007,0.005,0.006,0.000,0.006,0.036,0.071,0.029,0.011,0.003,0.000,0.000,0.000,0.823,0.823
TCGA-E9-A1RI-01A,0.007,0.001,0.010,0.000,0.011,0.001,0.007,0.037,0.300,0.010,0.075,0.008,0.000,0.000,0.000,0.532,0.532
TCGA-BH-A0DP-01A,0.007,0.005,0.013,0.000,0.018,0.004,0.034,0.061,0.268,0.008,0.077,0.009,0.000,0.002,0.000,0.494,0.494
TCGA-AR-A0U3-01A,0.003,0.002,0.005,0.002,0.004,0.003,0.013,0.045,0.047,0.003,0.025,0.002,0.000,0.000,0.000,0.847,0.847
TCGA-BH-A18L-01A,0.000,0.000,0.004,0.000,0.008,0.000,0.000,0.046,0.002,0.026,0.027,0.001,0.000,0.004,0.000,0.881,0.881
TCGA-A7-A3J1-01A,0.009,0.020,0.023,0.002,0.039,0.010,0.066,0.093,0.172,0.033,0.091,0.009,0.000,0.001,0.000,0.431,0.431
TCGA-AC-A6IW-01A,0.000,0.000,0.029,0.002,0.024,0.000,0.083,0.018,0.032,0.001,0.165,0.000,0.000,0.000,0.000,0.644,0.644
TCGA-AC-A3YI-01A,0.001,0.002,0.005,0.000,0.011,0.001,0.027,0.111,0.328,0.027,0.048,0.008,0.000,0.005,0.001,0.427,0.427
TCGA-D8-A1XG-01A,0.003,0.004,0.002,0.000,0.000,0.002,0.008,0.022,0.130,0.039,0.031,0.004,0.000,0.008,0.000,0.749,0.749
TCGA-A8-A082-01A,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.022,0.086,0.000,0.072,0.007,0.000,0.000,0.000,0.809,0.809
TCGA-OL-A5RU-01A,0.038,0.027,0.026,0.000,0.029,0.015,0.052,0.068,0.098,0.042,0.050,0.007,0.000,0.000,0.000,0.547,0.547
TCGA-BH-A0HA-01A,0.009,0.001,0.035,0.000,0.018,0.001,0.041,0.067,0.271,0.022,0.050,0.004,0.000,0.000,0.000,0.480,0.480
TCGA-A2-A3XS-01A,0.008,0.005,0.018,0.000,0.012,0.001,0.021,0.054,0.087,0.021,0.031,0.001,0.001,0.000,0.000,0.743,0.743
TCGA-A2-A0ES-01A,0.001,0.001,0.014,0.000,0.010,0.011,0.036,0.116,0.195,0.047,0.046,0.008,0.000,0.001,0.000,0.513,0.513
TCGA-B6-A0RN-01A,0.000,0.002,0.008,0.000,0.009,0.001,0.021,0.024,0.322,0.004,0.027,0.007,0.000,0.000,0.000,0.576,0.576
TCGA-BH-A2L8-01A,0.008,0.012,0.055,0.002,0.045,0.001,0.073,0.027,0.200,0.011,0.097,0.006,0.000,0.000,0.000,0.463,0.463
TCGA-E2-A108-01A,0.014,0.007,0.039,0.001,0.051,0.001,0.058,0.132,0.233,0.032,0.166,0.010,0.001,0.017,0.000,0.239,0.239
TCGA-AN-A046-01A,0.003,0.002,0.014,0.005,0.035,0.000,0.039,0.029,0.136,0.020,0.100,0.000,0.000,0.000,0.000,0.616,0.616
TCGA-E2-A576-01A,0.003,0.000,0.004,0.003,0.005,0.000,0.008,0.031,0.070,0.023,0.016,0.005,0.000,0.000,0.000,0.832,0.832
TCGA-A2-A3XX-01A,0.017,0.007,0.029,0.001,0.012,0.000,0.016,0.037,0.087,0.019,0.032,0.001,0.000,0.001,0.000,0.741,0.741
TCGA-C8-A137-01A,0.001,0.001,0.002,0.000,0.007,0.000,0.001,0.022,0.112,0.000,0.021,0.000,0.000,0.000,0.000,0.832,0.832
TCGA-A7-A4SC-01A,0.005,0.002,0.007,0.000,0.020,0.003,0.024,0.078,0.261,0.027,0.049,0.009,0.000,0.007,0.000,0.507,0.507
TCGA-E2-A15M-01A,0.005,0.013,0.038,0.001,0.030,0.019,0.046,0.148,0.170,0.025,0.100,0.006,0.000,0.002,0.000,0.398,0.398
TCGA-A8-A08I-01A,0.024,0.001,0.018,0.026,0.089,0.001,0.044,0.018,0.033,0.000,0.179,0.004,0.000,0.007,0.000,0.555,0.555
TCGA-AC-A2FF-01A,0.020,0.013,0.024,0.000,0.020,0.005,0.045,0.140,0.283,0.038,0.047,0.010,0.000,0.002,0.000,0.353,0.353
TCGA-E2-A1L6-01A,0.004,0.006,0.006,0.001,0.004,0.003,0.030,0.068,0.175,0.023,0.053,0.006,0.000,0.001,0.000,0.620,0.620
TCGA-A7-A13E-01B,0.010,0.047,0.003,0.037,0.007,0.065,0.032,0.057,0.119,0.012,0.026,0.008,0.000,0.015,0.001,0.562,0.562
TCGA-AR-A24S-01A,0.002,0.007,0.023,0.001,0.001,0.005,0.031,0.060,0.189,0.025,0.150,0.006,0.000,0.001,0.000,0.501,0.501
TCGA-E2-A155-01A,0.007,0.001,0.000,0.003,0.004,0.000,0.005,0.018,0.028,0.001,0.014,0.003,0.000,0.001,0.000,0.914,0.914
TCGA-C8-A12M-01A,0.012,0.000,0.008,0.004,0.020,0.000,0.006,0.063,0.004,0.021,0.009,0.003,0.000,0.000,0.000,0.850,0.850
