"","cellFractions.CD4.T","cellFractions.CD8.T","cellFractions.DC","cellFractions.Fibroblasts","cellFractions.Monocytes","cellFractions.NK","cellFractions.otherCells"
"TCGA.C8.A278.01A",3.78017259703309e-06,1.10055885666256e-06,4.01783953297239e-08,0.951851167903932,0.0481424674334571,4.54402442569821e-07,9.89350318998777e-07
"TCGA.A7.A425.01A",0.0391150041056427,2.2366294871362e-06,9.39226836260092e-08,0.457679276957978,0.0393840839834047,0.00539035148274248,0.458428952918061
"TCGA.E2.A15H.01A",0.0193737923399677,0.00245802161096128,1.44857706132974e-07,0.523661270746757,0.0285610451306076,9.4602429903893e-07,0.425944779289701
"TCGA.A8.A06N.01A",1.42087767020025e-08,0.00207495609720972,1.42845097482987e-08,0.00888675244086506,0.0239279350132723,0.00535521907488777,0.959755108880479
"TCGA.E2.A570.01A",1.0354246400578e-05,3.91552979633796e-08,2.41715451167559e-05,0.999952839043413,6.33678756877409e-13,4.65805157249568e-08,1.25494286219644e-05
"TCGA.BH.A1FL.01A",0.020533031802359,0.0022269491346844,2.79968644448731e-07,0.442825469217693,0.00817388725105397,0.000799657055174049,0.525440725570391
"TCGA.E2.A56Z.01A",0.0204651383660379,0.00133692474262166,2.74520564333451e-08,0.254672583295472,0.0118014183817752,0.00234231180028456,0.709381595961752
"TCGA.E9.A1RI.01A",0.000111940293036485,1.03731909716483e-07,8.22111290700961e-05,0.999803180995853,1.53829630850684e-06,1.00853452888882e-06,1.70192928738849e-08
"TCGA.BH.A0DP.01A",0.0415486696997711,0.00638146552915423,8.27026860280152e-05,0.942803989403962,0.00917484412974023,1.65964750098593e-07,8.16258659394292e-06
"TCGA.AR.A0U3.01A",0.0192111571228442,0.00260285915208506,0.000262316052625785,0.201026295022126,0.0302927538823646,2.13064849110271e-08,0.74660459746147
"TCGA.BH.A18L.01A",1.72020019993433e-06,0.00380028825645519,8.22157360299285e-09,0.0528225623338792,0.02149710771349,9.42710171287344e-09,0.9218783038473
"TCGA.A7.A3J1.01A",0.109926313832266,0.0143738443195822,3.7365080393918e-06,0.542688196054822,0.032967271683449,0.007228948574288,0.292811689027554
"TCGA.AC.A6IW.01A",3.13768522330851e-07,0.00929889705417846,1.24521244154543e-07,1.15586084310591e-07,0.409873759236821,0.0247258771383856,0.556100912694764
"TCGA.AC.A3YI.01A",0.0235019900628934,6.35194025896989e-06,2.65417192536169e-05,0.88800757397679,0.000107784140850489,0.0883467616190256,2.99654092783167e-06
"TCGA.D8.A1XG.01A",0.121997266410182,6.47387043894923e-08,1.74937780915675e-08,0.469184972139693,0.023358811968775,0.000947568551287318,0.38451129869758
"TCGA.A8.A082.01A",1.06160570330536e-07,5.1023173368973e-06,1.19288552926182e-08,0.352648756771149,0.0552466249848296,6.26182379415696e-08,0.592099335219021
"TCGA.OL.A5RU.01A",0.127549100291707,0.0146645482525341,0.00106235405796901,0.410691952688396,0.0292159737391501,0.0240149327023254,0.392801138267918
"TCGA.BH.A0HA.01A",2.00577907675486e-05,7.03131628346411e-08,4.7079332665163e-08,0.999968639665454,9.27673478157998e-06,8.42281401168279e-08,1.82418836122081e-06
"TCGA.A2.A3XS.01A",0.0532748574157157,0.00342678780187099,2.01347598587488e-08,0.316200646843804,0.0269880743452305,0.00446482801589091,0.595644785442728
"TCGA.A2.A0ES.01A",0.188917939337729,1.72519494174631e-08,5.96650436917837e-09,0.747854450738775,0.0109583434929304,0.000192710363168412,0.052076532848943
"TCGA.B6.A0RN.01A",0.0192999097845562,1.48520383825899e-05,4.85061110484364e-08,0.980683628693319,1.54006025063172e-06,1.89089988817732e-08,2.00838168469884e-09
"TCGA.BH.A2L8.01A",0.0740403542260613,0.0479274246678241,1.62497108118276e-05,0.803540877406846,0.047458841816434,0.0270162508920953,1.27992710943027e-09
"TCGA.E2.A108.01A",0.0155725824004583,0.0140287902428853,3.14821976737251e-07,0.881928658524144,0.0884682930960146,1.35895012459546e-06,1.96439629409763e-09
"TCGA.AN.A046.01A",0.0298147609853556,0.0148524180728104,4.74108815325618e-09,0.478517210715945,0.0385547834128722,0.0086358082211993,0.42962501385073
"TCGA.E2.A576.01A",0.0358770345502769,0.000915986077043228,3.26176749121002e-08,0.217847862087791,0.0157534096539093,0.00410540384734605,0.725500271165959
"TCGA.A2.A3XX.01A",0.163550491594557,2.56425234860388e-08,8.83903536146703e-08,0.476020186061614,0.0278359194319377,0.00373411631891592,0.328859172560098
"TCGA.C8.A137.01A",0.00768424393778094,8.13479873005464e-07,3.24471484041903e-06,0.490505489156281,0.0133872804601458,1.99258720517272e-06,0.488416935663874
"TCGA.A7.A4SC.01A",0.0558510693778113,0.00512874622227332,4.17771476889699e-07,0.509709523868682,0.012593780560147,2.32616579760496e-05,0.416693200541634
"TCGA.E2.A15M.01A",0.00546234929035231,4.19407735671925e-07,0.00344829635615109,0.978874038870647,0.0122140496769698,6.61261622273113e-07,1.85136522305598e-07
"TCGA.A8.A08I.01A",5.33765634482691e-08,0.0623976495897661,1.19036896501153e-07,0.00049879649843314,0.263500700390888,0.0812441672112658,0.592358513896187
"TCGA.AC.A2FF.01A",3.48253039031501e-05,1.3907939685423e-08,2.66556909905838e-06,0.999919691327106,1.1895444175491e-08,4.27912419366207e-05,7.54571539261206e-10
"TCGA.E2.A1L6.01A",0.0867833540883095,3.72334039815203e-05,2.08224059696262e-06,0.536400135622268,0.0151034851771022,8.88801532146862e-07,0.36167282066621
"TCGA.A7.A13E.01B",0.111767813794402,5.46688709412694e-08,0.000207747250287197,0.642691394897618,8.56203690095886e-08,1.46862472434537e-08,0.245332889082206
"TCGA.AR.A24S.01A",0.00199590999050473,9.04337360736604e-07,7.92752474755413e-07,0.890875514145971,0.104760352915346,0.0023662768604671,2.48997875105153e-07
"TCGA.E2.A155.01A",8.08211600644205e-09,0.00324772664234374,1.68020526584909e-08,0.170727218890276,0.0355133065263836,7.15470397728867e-07,0.79051100758643
"TCGA.C8.A12M.01A",0.0266629161710285,0.00827159923418983,1.1121444531653e-08,0.134054326200781,0.0140758045382412,0.00847238558953737,0.808462957144778
"TCGA.E2.A14W.01A",0.00317329671486341,1.49624441660171e-08,0.000915539759409356,0.313517356361873,0.00548344279108583,0.000528966432511696,0.676381382977812
"TCGA.B6.A0RQ.01A",0.138874216153229,2.09064554256825e-07,2.76873118804561e-07,0.383383758613589,0.0176327885657242,0.00686034631158589,0.453248404418199
"TCGA.EW.A1IW.01A",0.0834175388610064,0.0012530674921711,9.26386517959838e-08,0.749573026370518,0.0184701491552636,2.34776992583155e-06,0.147283777712463
"TCGA.A1.A0SM.01A",3.54905458288278e-10,1.59019272903707e-07,5.24310551228063e-05,0.993165817180539,0.00678158181796963,2.96309878002055e-09,7.60909104619233e-09
"TCGA.E9.A1R6.01A",3.20473785667652e-07,3.53067880487025e-08,3.10825623730153e-06,0.575603444876743,0.0611793748178832,4.69663006253309e-07,0.363213246605556
"TCGA.A2.A0CQ.01A",0.00508618429550115,0.00191206357501358,2.76512345638909e-08,0.146820558831263,0.0297307499407253,4.88841186236752e-05,0.816401531587639
"TCGA.OL.A5D7.01A",0.0402364015224542,0.0173061252018582,2.26833329137692e-08,0.021028445119887,0.0603356563585352,0.05741537437342,0.803677974740513
"TCGA.D8.A143.01A",0.0305884556671095,0.00549977125398477,1.47556147006376e-08,0.215527225119628,0.0335209618171901,0.00741058669798495,0.707452984688488
"TCGA.C8.A138.01A",0.0907533779298416,0.0194702230912068,2.13490542864866e-07,0.62341750135095,0.0122027775344252,0.0242568446965313,0.229899061906503
"TCGA.E2.A14Q.01A",0.102110278946191,0.00246836080666457,5.45414736910058e-09,0.482687285592058,0.00955510744258245,9.15795967566253e-06,0.403169803798681
"TCGA.A2.A0YL.01A",0.10438236513551,0.00543123191903198,1.27248331221384e-07,0.784435754370125,0.00979874427945786,1.10866934338709e-05,0.0959406903541096
"TCGA.PL.A8LY.01A",0.351312769252203,5.08145217212946e-05,1.00481645783805e-07,0.505436596653936,0.0175314742346855,0.0161349211521379,0.10953332370367
"TCGA.GM.A2DK.01A",0.00374109145782962,0.00822246087625458,9.39531959772715e-09,0.306947888071558,0.0474267061160385,0.00713353576681502,0.626528308316184
"TCGA.B6.A0RO.01A",0.0231331190605335,4.85226481826818e-05,0.00106970705671126,0.243183974493741,0.00980635226929239,0.00508624874606939,0.717672075725469
"TCGA.D8.A142.01A",0.179314174286938,1.38096640330861e-06,0.00281218091152571,0.750210927002528,0.0674534355179651,0.000207698588979231,2.02725661031698e-07
"TCGA.C8.A8HP.01A",0.0334304114365547,0.00448605301174489,5.36612970572832e-09,0.289639654713787,0.0644746347415671,0.0505026414131837,0.557466599317033
"TCGA.E9.A24A.01A",9.1628241225785e-07,3.18176272970848e-06,9.00613584606869e-09,0.969766092966281,0.0298646195795921,0.000363898165999572,1.28223684984089e-06
"TCGA.AO.A0JE.01A",6.25371768106126e-07,7.93564928747178e-06,5.24832152232962e-06,0.998974611210454,0.000333537383108847,0.000678002643399481,3.94204595227919e-08
"TCGA.AR.A1AU.01A",0.0329946711751414,0.00179940234471691,3.01937236488129e-08,0.602202297547061,0.0334681306989424,3.23412013012349e-07,0.329535144628402
"TCGA.E9.A1QZ.01A",0.196325570754736,0.017699196588787,1.20131864788761e-08,0.562116431936551,0.0291344763771113,0.00833463271658094,0.186389679613048
"TCGA.AR.A1AQ.01A",0.0598112619481489,0.0171703255115778,1.98823241040187e-06,0.39138251217469,0.100619762161792,0.0491763292640105,0.38183782070737
