"","cellFractions.CD4.T","cellFractions.CD8.T","cellFractions.DC","cellFractions.Fibroblasts","cellFractions.Monocytes","cellFractions.NK","cellFractions.otherCells"
"TCGA.EL.A3D0.01A",0.0100962038435302,9.89808406301934e-07,1.43788007746786e-06,0.0156928410793049,0.947710427635285,0.0264977831169773,3.16636419221687e-07
"TCGA.J8.A4HY.01A",0.0208997317488916,6.84934911744609e-06,0.0261080266553112,2.53978916858956e-05,0.948783771321048,0.00417529607057783,9.26963367973795e-07
"TCGA.L6.A4ET.01A",2.39348241773222e-06,8.27200050924103e-05,8.95697946222503e-07,4.87753180690142e-06,0.999904431782358,4.68039519155733e-06,1.10518720946413e-09
"TCGA.DE.A4MC.01A",0.020799152729046,1.06130422703997e-06,0.00842941957862919,6.82146213626966e-07,0.969925659764324,0.000843674930841213,3.49546719206074e-07
"TCGA.ET.A25K.01A",5.17906881162929e-06,8.03224812633456e-05,3.24099176732762e-09,0.330307490587196,0.669593276887315,1.37102275327235e-05,1.75068897787644e-08
"TCGA.DJ.A3UU.01A",0.000987409770179629,0.00226249205763458,3.05381282786367e-06,7.05182232074385e-06,0.994877812504339,0.0018603946067969,1.78542590113963e-06
"TCGA.EM.A1YA.01A",4.51806145874497e-09,9.87523505962986e-06,3.54982155146369e-06,1.08603761059044e-07,0.999986372753028,8.85326840254664e-08,5.35854713008253e-10
"TCGA.CE.A483.01A",0.020799152729046,1.06130422703997e-06,0.00842941957862919,6.82146213626966e-07,0.969925659764324,0.000843674930841213,3.49546719206074e-07
"TCGA.DJ.A3VD.01A",1.08072875586723e-07,0.00126106794913804,2.48396190239541e-06,6.78506457074045e-07,0.998384465706209,0.000343436366080957,7.75943733646658e-06
"TCGA.BJ.A28S.01A",0.020799152729046,1.06130422703997e-06,0.00842941957862919,6.82146213626966e-07,0.969925659764324,0.000843674930841213,3.49546719206074e-07
"TCGA.FY.A3R9.01A",1.71098213188351e-06,1.06639336854326e-06,1.63310754191776e-06,0.00282119723162276,0.996571671271726,0.000602720318628201,6.94981094018844e-10
"TCGA.FY.A3R8.01A",2.24440812864831e-08,5.45317376330556e-08,1.6037554695149e-06,2.48077580807109e-08,0.999969127259176,2.91355425220255e-05,3.16592557499807e-08
"TCGA.DJ.A3V2.01A",2.0581674312869e-08,1.85313010171055e-06,4.47519748829492e-09,4.14703820742648e-08,0.999992188830112,5.43396951747121e-06,4.57543014829162e-07
"TCGA.ET.A25L.01A",2.359008729425e-07,1.59422371174111e-05,1.59684177912773e-05,1.24269962945119e-05,0.999939039808263,1.18696868889539e-05,4.51695277171026e-06
"TCGA.EL.A3D1.01A",8.20972311895896e-07,1.49903754831587e-08,5.19760025360083e-07,0.129490582337178,0.870507626650715,2.84135166905056e-07,1.51154226957892e-07
"TCGA.FY.A3I4.01A",2.84417180180938e-07,0.0061361005883074,4.98706045984455e-08,0.626388785423843,0.367473817957197,9.22629563722691e-07,3.91133033892048e-08
"TCGA.DJ.A3UV.01A",0.000343202567942491,0.000345041575078857,3.17529697982105e-06,0.548159941828334,0.451144632051678,3.01251158459892e-06,9.94168402074756e-07
"TCGA.BJ.A28T.01A",1.80443880430535e-07,0.0663308786551298,3.62335686097066e-08,0.434179029986654,0.49758972333382,0.00189959493449462,5.56412452886393e-07
"TCGA.EM.A3FQ.01A",0.000190187624317419,5.6667779959087e-05,7.22333189371138e-07,0.3428575975732,0.65455002042154,0.00234464920877449,1.55059020453019e-07
"TCGA.J8.A4HW.01A",2.49427262066388e-06,3.54857145483145e-07,3.66169911461796e-07,2.24865203865862e-05,0.999973741289485,1.09159882710292e-08,5.45974462499491e-07
"TCGA.MK.A4N6.01A",4.83537994081846e-06,2.72845677649398e-06,2.75891129865974e-06,2.22218281304841e-05,0.999961643226701,3.79130357650534e-06,2.0208935758331e-06
