"","cellFractions.CD4.T","cellFractions.CD8.T","cellFractions.DC","cellFractions.Fibroblasts","cellFractions.Monocytes","cellFractions.NK","cellFractions.otherCells"
"TCGA.KL.8325.01A",4.00176937619106e-09,0.000976470542021774,3.1395450417708e-08,0.0274572702666771,0.0309354816794137,1.11357421248366e-05,0.940619606372543
"TCGA.KO.8411.01A",2.65289982255887e-08,0.00162122576888169,4.2516453933053e-08,0.0152063071174065,0.0117200424137691,0.00141669301227565,0.970035662642215
"TCGA.KL.8331.01A",1.05506879365475e-08,0.00179782848379929,9.60800276047734e-09,0.0224754548999993,0.0170145033732012,0.00039398811210685,0.958318204972203
"TCGA.KO.8409.01A",5.66194268351764e-09,0.000466811762878495,6.68769643837574e-08,0.00141083625704461,0.00610946792223702,0.00412915735948622,0.987883654159447
"TCGA.KM.8439.01A",8.31654844372213e-07,0.0012900399936393,2.40467853711809e-09,0.00969346237200444,0.0173003255496371,0.00161459222343971,0.970100745801757
"TCGA.KN.8423.01A",1.19301879078696e-08,0.00424847944655777,3.17511645112954e-08,0.0218806232127432,0.0203737370761175,0.00214898485510701,0.951348131728122
"TCGA.KL.8339.01A",2.41768433932873e-08,0.00331839597964948,1.03072675154465e-11,0.0352442779586293,0.0355026039868149,0.000388221945187507,0.925546475942568
"TCGA.KN.8434.01A",3.5233446114024e-08,0.0038082834227214,4.01699671797843e-09,0.0173414803756621,0.0369986666307733,0.00168551881593382,0.940166011504467
"TCGA.KL.8342.01A",3.63873343580473e-07,0.00437611624582163,8.19023602791639e-09,0.0159990740292948,0.0252098294356096,0.0084577624593402,0.945956845766354
"TCGA.KN.8428.01A",5.8458954930298e-09,0.00809937354274032,1.98751181097199e-08,0.129494452971981,0.0744019953663781,4.84352345599946e-05,0.787955717163327
"TCGA.KO.8416.01A",4.01922545029322e-07,0.0014413692224382,3.3840115574851e-11,0.00893729790715237,0.0118260876411043,0.00139868626943127,0.976396157003489
"TCGA.KL.8344.01A",0.0194875043530654,0.00551199098278437,6.98411923370563e-08,0.0810288095564435,0.0250089235252325,0.000635950356303409,0.868326751384979
"TCGA.KM.8441.01A",3.37919321911968e-08,0.00206023646949317,3.08684259159849e-08,0.0369722895230257,0.0249408170628406,0.00167707065867198,0.93434952162561
"TCGA.KM.8442.01A",8.19069120017631e-09,0.00162953402606191,1.48344341405864e-08,0.0348950767133936,0.0245942788728823,0.000496615887824715,0.938384471474712
"TCGA.KL.8346.01A",7.91633871903690e-09,0.00134591458794563,4.70267562516530e-09,0.0236982374521812,0.0159952236041881,1.59091453272832e-07,0.958960452645217
"TCGA.KL.8341.01A",5.75323940587747e-09,0.00131067455921739,5.59586519443682e-09,0.0199046234244563,0.0179102994628761,0.000448121446177225,0.960426269758168
"TCGA.KL.8330.01A",1.77384485238996e-08,0.00121848232128148,2.19423338716151e-09,0.0166072830349974,0.0108551090395728,0.000531796315688657,0.970787309355778
"TCGA.KN.8431.01A",3.16362710575985e-06,0.00197334777022972,2.52294811868487e-09,0.00942392021191856,0.0100137801419957,0.00244268037639897,0.976143105349403
"TCGA.KO.8403.01A",2.16785767680338e-08,0.000441957552867557,7.44646980395842e-05,1.84961393406546e-08,0.0239403000084778,0.00218730303151972,0.973355934534379
"TCGA.KO.8405.01A",7.50967900795349e-09,0.00623937597028374,2.01320723532102e-09,0.0974735354505538,0.0766133829984266,0.000725635973264458,0.818948060084585
"TCGA.KN.8435.01A",9.06502529829596e-08,0.00209764309701615,5.55850934307396e-09,0.0343482305352219,0.0141700271438067,0.000370569845843807,0.949013433169349
"TCGA.KN.8419.01A",1.99119193192129e-07,0.00380003436674851,3.33531443651931e-08,0.0308478050077352,0.0190465197629921,1.00243187440694e-07,0.946305308146999
"TCGA.KL.8337.01A",8.74695762104928e-11,0.000848774210777181,3.16916021354004e-07,0.012333218175692,0.00717458102173398,0.00141972308741537,0.97822338650089
"TCGA.KL.8332.01A",4.03086054650833e-07,0.00468750226060669,4.45075339390824e-08,0.0195390779930742,0.022562459794487,0.000159505531549914,0.953051006826694
"TCGA.KO.8413.01A",1.81658619438598e-08,0.0049225532441231,1.57856013101539e-08,0.019105606778157,0.0387615273225538,0.00759615634205175,0.929614122361651
"TCGA.KM.8443.01A",4.20297254401316e-09,0.000802948174479388,7.51911078872497e-07,0.0109551242046986,0.0123646517624579,3.34945730635138e-06,0.975873170287006
"TCGA.KL.8333.01A",0.0217778028161521,0.0077794803521414,6.24098811802431e-08,0.123929621154766,0.0260717678792707,0.00585060517554559,0.814590660212243
"TCGA.KL.8334.01A",2.86514716384915e-07,0.00389992848523595,1.5360032756268e-08,0.0276895425029316,0.0317611872095669,0.00339897602141552,0.933250063906101
"TCGA.KN.8427.01A",1.83585584424468e-09,0.027305611823478,5.32785312553358e-08,0.535819998787819,0.355305174326956,3.67024800689958e-07,0.0815687929225589
"TCGA.KL.8338.01A",2.17569048870248e-08,0.002480737189563,7.22207027965159e-10,0.0220922717921056,0.0203914590222299,0.00241094901861407,0.952624560498376
"TCGA.KN.8432.01A",1.445000304308e-07,0.00357145494687881,2.69470761313906e-08,0.0212574876302015,0.0175097637158579,0.0110628145528749,0.94659830770708
"TCGA.KO.8410.01A",1.32624187899158e-08,0.00471186360355089,2.7359974577248e-09,0.0326873863517079,0.0253777717435496,0.00240158686471096,0.934821375438064
"TCGA.KN.8437.01A",1.79641571874188e-09,0.000214869816861484,1.82561028562724e-08,0.0149679569118342,0.0154903400018782,9.20298078602466e-05,0.969234783409047
"TCGA.KN.8430.01A",6.81942169223466e-08,0.00626098541038478,1.52894881140998e-08,0.0401349489296194,0.024154458865959,0.00390478402100852,0.925544739289323
"TCGA.KM.8477.01A",2.54790393742674e-08,0.00150961095487531,9.84470381702049e-09,0.0200857755975719,0.0110436817618694,0.000293470357362308,0.967067426004578
"TCGA.KO.8414.01A",4.73829740396274e-07,0.00157284374340873,1.81287030242763e-09,0.00217841460357095,0.0122426590676529,0.0156555240444748,0.968350082898282
"TCGA.KL.8323.01A",3.09351156805511e-06,0.00244134896089991,5.03457035277888e-09,0.0349454822181041,0.03635445926014,4.2303111539404e-05,0.926213307903178
"TCGA.KL.8328.01A",6.16421344816513e-08,0.000897555080161634,6.4728942112099e-10,0.0137179950977623,0.0129859911201743,5.02689384728166e-07,0.972397893723093
"TCGA.KN.8426.01A",8.41409460716665e-09,0.00171787154931125,4.85039476582952e-09,2.5595257657227e-07,0.0191696813728799,0.0032387031756913,0.975873474685052
"TCGA.KL.8336.01A",9.62156998055469e-09,0.00323728764162326,8.16821008521975e-05,0.0324990383927079,0.0867591944388073,1.81179319566523e-08,0.877422769686507
"TCGA.KL.8329.01A",1.24897499599983e-08,0.00648175040569954,1.52012052253184e-09,0.0194543741353855,0.0532026360305047,0.00320624073670049,0.917654984681839
"TCGA.KN.8429.01A",2.61568298573207e-08,0.00189837379249541,1.16538815403003e-08,0.0184680532699861,0.0248041613092383,0.00949232763520516,0.945337046182364
"TCGA.KL.8326.01A",5.12944908144988e-09,0.00109704429533082,6.7956589851019e-09,0.0140300112488979,0.00918841555000551,9.22676111955196e-05,0.975592249369462
"TCGA.KN.8425.01A",3.18410480599946e-08,0.00178386055531597,6.11781038182136e-09,3.19228354489998e-07,0.029864568928748,0.00182006970601954,0.966531143622704
"TCGA.KL.8327.01A",0.000255319169155994,0.000774985265004238,3.01882362709096e-09,0.00278889220026739,0.00254117986423584,0.000903345294274387,0.992736275188239
"TCGA.KL.8343.01A",2.39146610404989e-06,0.00172420184148709,3.96807083973664e-09,0.0435724770278845,0.0277531135097286,2.63668467830302e-08,0.926947785819878
"TCGA.KL.8324.01A",0.000193855686898713,0.00250746605567215,5.83861069892608e-09,0.0213659759822396,0.00978143304707805,0.0033477633624587,0.962803500027042
"TCGA.KN.8433.01A",5.97074318620172e-08,0.00232678764713489,9.75799535473879e-08,0.01949453077964,0.0158610517702253,0.00135955061296509,0.960957921902649
"TCGA.KO.8417.01A",1.8867407084628e-07,0.00233558692912562,5.95002231805814e-08,0.0192782048630202,0.0089973538239516,0.00192322806741574,0.967465378142193
