"","cellFractions.CD4.T","cellFractions.CD8.T","cellFractions.DC","cellFractions.Fibroblasts","cellFractions.Monocytes","cellFractions.NK","cellFractions.otherCells"
"TCGA.TQ.A7RO.01A",1.40385953871117e-08,0.00067801331368045,4.06496945776184e-11,0.0253749459240955,0.0266744798107037,5.22850050681112e-05,0.947220261867207
"TCGA.CS.6670.01A",1.46663576693285e-05,0.000398890873018105,5.20347077940761e-09,0.0195107004450483,0.0204451274904681,2.52204761340786e-05,0.959605389154191
"TCGA.QH.A6X5.01A",4.46980744004256e-07,0.000230970955933935,7.93556689230277e-06,0.0139203139982119,0.0225233447914338,2.38635613509512e-07,0.963316749071171
"TCGA.HW.7493.01A",1.19057027797724e-07,0.000529480084884984,1.31917638416688e-08,0.0212969346221854,0.034195888827771,9.69791390992017e-06,0.943967866302457
"TCGA.CS.6667.01A",2.98080456023829e-08,3.46826041360827e-05,3.00137016183335e-08,0.00556144982441743,0.0304365126669851,4.21396923114263e-07,0.963966873685791
"TCGA.DU.6406.01A",2.64298343379738e-08,9.66477877064427e-08,1.81182329111145e-05,0.00819532453636876,0.0493321137931621,8.75967240617438e-06,0.94244556068753
"TCGA.DU.A7TA.01A",8.19172720526961e-06,0.000363126746734898,0.000123747058493849,6.11778663749611e-08,0.0627560590961725,4.64866290744279e-08,0.936748767706898
"TCGA.QH.A6X4.01A",1.79420265758863e-09,4.16197909492893e-06,7.53251021548497e-09,5.9315719249573e-08,0.0281394765614654,1.02575025291681e-07,0.971856190241982
"TCGA.TQ.A7RR.01A",1.50298413878369e-07,5.52272653010973e-08,4.69438803320551e-06,1.55768065757101e-07,0.0463410398644571,7.41574712335233e-05,0.953579746982531
"TCGA.HT.8104.01A",2.44130622024646e-09,3.91265603323371e-06,1.46335241442235e-08,0.036253760555991,0.04797708522179,4.27731164744656e-05,0.915722451374881
"TCGA.HT.A74K.01A",3.13691093922729e-08,3.29309899006254e-07,1.32320668954897e-05,8.90988936669526e-08,0.0618162919256985,0.00132717261940317,0.936842853610101
"TCGA.DB.A64X.01A",1.79092007737217e-05,3.83721194879547e-08,1.17261276597827e-09,0.00226434277882702,0.0221833213171759,3.95868857398594e-05,0.975494800272751
"TCGA.HT.8107.01A",2.68087946734619e-07,0.00125881279030584,2.37922503880424e-09,0.0258616634638888,0.023520460800708,5.45920724901333e-08,0.949358737885853
"TCGA.FG.A710.01A",1.25424890865291e-07,3.67064756687087e-05,1.49656674301947e-07,0.000504732031694424,0.0764743955732813,3.58957250241633e-07,0.92298353188054
"TCGA.QH.A6CX.01A",4.29036494641737e-06,7.90608826837479e-08,5.1691573264201e-09,1.80873120991347e-07,0.0492711740073736,0.000312813256040642,0.950411457268478
"TCGA.CS.6666.01A",0.0023017955997667,0.0017374306939518,3.33955696488258e-08,0.0334379139118874,0.036082090429794,0.00157371136917578,0.924867024599855
"TCGA.TM.A7CA.01A",3.6123327924906e-10,2.08551556640236e-07,1.75354377366511e-05,2.47517605214514e-08,0.022092164851538,9.17113708382389e-08,0.977889974334804
