,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-A5-A0R8-01A,0.012,0.000,0.011,0.007,0.002,0.001,0.807,0.040,0.023,0.029,0.013,0.052,0.000,0.001,0.001,0.000
TCGA-A5-A0G3-01A,0.007,0.002,0.003,0.001,0.000,0.001,0.823,0.007,0.007,0.085,0.046,0.015,0.000,0.001,0.002,0.000
TCGA-AP-A054-01A,0.000,0.000,0.004,0.001,0.023,0.000,0.906,0.001,0.014,0.018,0.028,0.001,0.002,0.000,0.000,0.001
TCGA-A5-A0GX-01A,0.027,0.000,0.011,0.002,0.016,0.013,0.678,0.010,0.045,0.134,0.038,0.024,0.001,0.001,0.000,0.000
TCGA-DI-A2QY-01A,0.008,0.000,0.005,0.000,0.000,0.000,0.923,0.002,0.010,0.049,0.001,0.000,0.000,0.000,0.000,0.000
TCGA-EY-A1GC-01A,0.045,0.001,0.020,0.008,0.011,0.000,0.725,0.010,0.014,0.008,0.014,0.143,0.001,0.000,0.000,0.000
TCGA-A5-A0GI-01A,0.012,0.001,0.012,0.004,0.001,0.001,0.856,0.012,0.013,0.069,0.011,0.008,0.000,0.000,0.000,0.000
TCGA-D1-A17S-01A,0.018,0.000,0.000,0.000,0.000,0.000,0.941,0.013,0.005,0.000,0.000,0.022,0.000,0.000,0.000,0.000
TCGA-EY-A5W2-01A,0.003,0.000,0.004,0.008,0.001,0.000,0.915,0.000,0.004,0.025,0.008,0.031,0.000,0.000,0.000,0.000
TCGA-D1-A1NU-01A,0.004,0.010,0.005,0.001,0.000,0.004,0.923,0.000,0.012,0.013,0.002,0.022,0.000,0.000,0.003,0.000
TCGA-BG-A18A-01A,0.013,0.001,0.005,0.005,0.003,0.005,0.727,0.018,0.055,0.111,0.030,0.023,0.000,0.003,0.000,0.000
TCGA-AX-A06B-01A,0.024,0.001,0.011,0.007,0.009,0.000,0.702,0.007,0.065,0.105,0.026,0.041,0.002,0.000,0.000,0.000
TCGA-E6-A2P9-01A,0.011,0.000,0.008,0.006,0.019,0.000,0.891,0.008,0.012,0.021,0.009,0.014,0.000,0.000,0.000,0.000
TCGA-PG-A917-01A,0.016,0.001,0.015,0.033,0.001,0.000,0.747,0.018,0.046,0.033,0.014,0.075,0.001,0.000,0.000,0.000
TCGA-AX-A3FS-01A,0.000,0.000,0.005,0.005,0.001,0.000,0.827,0.003,0.014,0.099,0.038,0.001,0.003,0.000,0.000,0.001
TCGA-A5-A2K4-01A,0.006,0.009,0.004,0.003,0.000,0.000,0.799,0.005,0.053,0.096,0.002,0.021,0.001,0.000,0.000,0.000
TCGA-D1-A1O0-01A,0.008,0.001,0.000,0.003,0.000,0.000,0.905,0.000,0.023,0.014,0.023,0.023,0.000,0.000,0.000,0.000
TCGA-B5-A0JS-01A,0.018,0.001,0.019,0.002,0.000,0.000,0.795,0.026,0.034,0.063,0.000,0.030,0.000,0.010,0.000,0.000
TCGA-AX-A1CE-01A,0.010,0.000,0.001,0.003,0.013,0.000,0.925,0.001,0.014,0.000,0.008,0.026,0.000,0.000,0.000,0.000
TCGA-D1-A17F-01A,0.008,0.000,0.010,0.012,0.000,0.001,0.857,0.031,0.010,0.002,0.000,0.068,0.000,0.000,0.000,0.000
TCGA-EO-A3AV-01A,0.022,0.001,0.019,0.035,0.000,0.001,0.811,0.007,0.015,0.031,0.011,0.038,0.000,0.000,0.009,0.000
TCGA-D1-A17B-01A,0.023,0.001,0.024,0.005,0.003,0.001,0.641,0.029,0.048,0.097,0.001,0.108,0.000,0.007,0.010,0.000
TCGA-E6-A8L9-01A,0.002,0.000,0.007,0.013,0.006,0.018,0.787,0.002,0.049,0.063,0.025,0.021,0.000,0.005,0.000,0.000
TCGA-EY-A547-01A,0.000,0.000,0.002,0.003,0.004,0.000,0.947,0.001,0.011,0.000,0.019,0.012,0.000,0.001,0.000,0.000
TCGA-AJ-A3OJ-01A,0.000,0.000,0.003,0.013,0.000,0.000,0.862,0.000,0.013,0.054,0.000,0.054,0.000,0.000,0.000,0.000
TCGA-BS-A0TJ-01A,0.005,0.000,0.008,0.007,0.002,0.000,0.863,0.002,0.017,0.074,0.010,0.010,0.001,0.000,0.000,0.000
TCGA-BG-A0VV-01A,0.013,0.001,0.010,0.000,0.001,0.005,0.869,0.020,0.018,0.040,0.000,0.022,0.000,0.000,0.000,0.000
TCGA-D1-A16V-01A,0.014,0.000,0.009,0.019,0.000,0.000,0.857,0.014,0.024,0.013,0.009,0.039,0.000,0.000,0.000,0.000
TCGA-EO-A22R-01A,0.000,0.000,0.005,0.005,0.001,0.000,0.860,0.001,0.031,0.041,0.002,0.053,0.001,0.000,0.000,0.000
TCGA-BG-A0MH-01A,0.030,0.006,0.011,0.008,0.009,0.000,0.660,0.033,0.032,0.129,0.013,0.065,0.002,0.001,0.000,0.000
TCGA-EO-A3KX-01A,0.000,0.000,0.004,0.007,0.003,0.000,0.953,0.001,0.017,0.010,0.001,0.003,0.000,0.000,0.000,0.000
TCGA-AX-A0IS-01A,0.003,0.000,0.003,0.003,0.001,0.000,0.859,0.010,0.023,0.080,0.004,0.013,0.001,0.000,0.000,0.000
TCGA-EY-A1G8-01A,0.000,0.000,0.000,0.003,0.000,0.000,0.953,0.000,0.016,0.020,0.000,0.008,0.000,0.000,0.000,0.000
TCGA-EY-A1GW-01A,0.019,0.000,0.000,0.000,0.001,0.000,0.957,0.000,0.016,0.000,0.000,0.007,0.000,0.000,0.000,0.000
TCGA-BG-A0RY-01A,0.000,0.000,0.003,0.000,0.000,0.000,0.866,0.052,0.014,0.025,0.001,0.038,0.001,0.000,0.001,0.000
TCGA-D1-A1NY-01A,0.002,0.001,0.008,0.007,0.000,0.000,0.782,0.013,0.037,0.121,0.009,0.020,0.000,0.000,0.000,0.000
TCGA-B5-A3S1-01A,0.003,0.012,0.010,0.001,0.001,0.000,0.873,0.003,0.006,0.063,0.000,0.028,0.000,0.000,0.000,0.000
TCGA-A5-A2K5-01A,0.000,0.000,0.009,0.005,0.003,0.000,0.897,0.000,0.005,0.021,0.008,0.052,0.000,0.000,0.000,0.000
TCGA-AX-A062-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.854,0.002,0.031,0.108,0.001,0.002,0.000,0.000,0.000,0.000
TCGA-A5-A0G5-01A,0.070,0.001,0.031,0.041,0.029,0.000,0.548,0.039,0.028,0.015,0.035,0.162,0.001,0.001,0.000,0.000
TCGA-AP-A0LH-01A,0.000,0.000,0.001,0.003,0.000,0.000,0.942,0.017,0.006,0.017,0.004,0.009,0.001,0.000,0.000,0.000
TCGA-BS-A0WQ-01A,0.000,0.000,0.004,0.000,0.004,0.000,0.923,0.003,0.010,0.047,0.000,0.009,0.000,0.000,0.000,0.000
TCGA-FI-A2EY-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.982,0.000,0.003,0.000,0.013,0.000,0.000,0.000,0.000,0.000
TCGA-EY-A549-01A,0.016,0.001,0.006,0.003,0.006,0.000,0.898,0.012,0.021,0.012,0.004,0.020,0.001,0.000,0.000,0.000
TCGA-FI-A2D0-01A,0.000,0.001,0.007,0.016,0.000,0.000,0.869,0.003,0.041,0.062,0.000,0.001,0.000,0.000,0.000,0.000
TCGA-BS-A0V7-01A,0.019,0.001,0.021,0.001,0.017,0.032,0.356,0.028,0.024,0.390,0.069,0.037,0.001,0.001,0.001,0.000
TCGA-B5-A1MW-01A,0.000,0.001,0.001,0.002,0.000,0.000,0.952,0.002,0.029,0.013,0.000,0.000,0.000,0.000,0.000,0.000
TCGA-D1-A17D-01A,0.011,0.001,0.004,0.003,0.003,0.004,0.897,0.016,0.008,0.017,0.000,0.037,0.000,0.000,0.001,0.000
TCGA-BS-A0TA-01A,0.018,0.001,0.025,0.092,0.073,0.000,0.589,0.028,0.011,0.026,0.014,0.122,0.001,0.000,0.000,0.000
TCGA-AX-A05Z-01A,0.010,0.001,0.018,0.030,0.013,0.000,0.769,0.024,0.005,0.054,0.000,0.076,0.000,0.000,0.000,0.000
TCGA-D1-A17L-01A,0.018,0.001,0.002,0.002,0.012,0.009,0.849,0.033,0.016,0.011,0.001,0.044,0.000,0.001,0.001,0.000
TCGA-A5-A0GQ-01A,0.016,0.002,0.011,0.000,0.003,0.001,0.840,0.035,0.016,0.015,0.000,0.049,0.000,0.000,0.010,0.000
TCGA-AX-A3G1-01A,0.087,0.001,0.014,0.013,0.005,0.000,0.771,0.003,0.044,0.007,0.009,0.046,0.001,0.000,0.000,0.000
TCGA-BK-A0CC-01A,0.007,0.006,0.001,0.003,0.000,0.003,0.800,0.002,0.053,0.083,0.009,0.015,0.005,0.000,0.009,0.004
TCGA-D1-A1O8-01A,0.073,0.001,0.040,0.031,0.036,0.000,0.535,0.037,0.021,0.070,0.018,0.136,0.001,0.001,0.000,0.000
TCGA-DI-A1NN-01A,0.000,0.003,0.013,0.001,0.000,0.001,0.800,0.035,0.016,0.052,0.010,0.067,0.000,0.000,0.001,0.000
TCGA-B5-A0K9-01A,0.008,0.001,0.012,0.006,0.003,0.001,0.860,0.018,0.011,0.044,0.003,0.024,0.000,0.000,0.009,0.000
TCGA-FI-A2CY-01A,0.000,0.002,0.014,0.006,0.000,0.000,0.795,0.048,0.018,0.015,0.005,0.097,0.000,0.000,0.000,0.000
TCGA-AP-A1DR-01A,0.000,0.000,0.001,0.004,0.000,0.000,0.933,0.007,0.012,0.028,0.002,0.013,0.000,0.000,0.000,0.000
TCGA-B5-A11Q-01A,0.000,0.000,0.001,0.001,0.001,0.000,0.966,0.004,0.003,0.016,0.007,0.000,0.000,0.000,0.000,0.000
TCGA-BS-A0U7-01A,0.013,0.001,0.009,0.006,0.001,0.000,0.770,0.009,0.025,0.081,0.034,0.049,0.001,0.000,0.000,0.000
TCGA-A5-A0VQ-01A,0.008,0.001,0.008,0.000,0.002,0.001,0.862,0.029,0.022,0.047,0.015,0.004,0.001,0.000,0.000,0.000
TCGA-BS-A0TE-01A,0.000,0.000,0.007,0.005,0.003,0.000,0.916,0.008,0.008,0.008,0.008,0.036,0.001,0.000,0.000,0.000
TCGA-BS-A0T9-01A,0.001,0.000,0.007,0.001,0.013,0.000,0.784,0.017,0.017,0.120,0.002,0.035,0.003,0.001,0.000,0.000
TCGA-AW-A1PO-01A,0.000,0.001,0.002,0.001,0.000,0.000,0.939,0.004,0.030,0.004,0.002,0.016,0.000,0.000,0.000,0.000
TCGA-AJ-A3I9-01A,0.000,0.000,0.002,0.000,0.000,0.000,0.962,0.000,0.007,0.008,0.003,0.017,0.000,0.000,0.000,0.000
TCGA-AJ-A8CV-01A,0.004,0.001,0.013,0.016,0.001,0.000,0.827,0.016,0.018,0.028,0.011,0.064,0.000,0.000,0.000,0.000
TCGA-B5-A121-01A,0.013,0.000,0.005,0.004,0.009,0.000,0.858,0.010,0.033,0.043,0.005,0.020,0.000,0.000,0.000,0.000
TCGA-AX-A1CN-01A,0.000,0.000,0.007,0.002,0.000,0.000,0.849,0.000,0.023,0.105,0.002,0.012,0.001,0.000,0.000,0.000
TCGA-BK-A139-01A,0.010,0.010,0.014,0.021,0.000,0.001,0.769,0.006,0.073,0.007,0.013,0.059,0.002,0.000,0.014,0.000
TCGA-EY-A1G7-01A,0.000,0.002,0.004,0.002,0.000,0.002,0.931,0.000,0.019,0.031,0.000,0.007,0.000,0.000,0.002,0.000
TCGA-BK-A6W3-01A,0.008,0.001,0.009,0.030,0.000,0.000,0.776,0.029,0.054,0.044,0.000,0.049,0.000,0.000,0.000,0.000
TCGA-FI-A2CX-01A,0.090,0.006,0.078,0.001,0.062,0.000,0.111,0.031,0.045,0.011,0.019,0.541,0.000,0.004,0.000,0.001
TCGA-DI-A2QU-01A,0.001,0.000,0.003,0.000,0.000,0.000,0.945,0.005,0.008,0.013,0.001,0.023,0.000,0.000,0.000,0.000
TCGA-AP-A0LT-01A,0.000,0.000,0.002,0.004,0.000,0.000,0.962,0.001,0.002,0.018,0.001,0.009,0.000,0.000,0.000,0.000
TCGA-EO-A3AS-01A,0.029,0.001,0.002,0.001,0.001,0.000,0.782,0.017,0.046,0.064,0.000,0.057,0.000,0.000,0.000,0.000
TCGA-E6-A1LZ-01A,0.001,0.000,0.000,0.007,0.000,0.000,0.928,0.001,0.006,0.000,0.022,0.035,0.000,0.000,0.000,0.000
TCGA-AP-A1DO-01A,0.000,0.000,0.003,0.011,0.003,0.000,0.969,0.002,0.005,0.000,0.006,0.000,0.000,0.000,0.000,0.000
TCGA-AX-A2HC-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.930,0.000,0.021,0.034,0.000,0.015,0.000,0.000,0.000,0.000
TCGA-EC-A1QX-01A,0.005,0.000,0.004,0.032,0.000,0.000,0.808,0.013,0.016,0.071,0.005,0.044,0.001,0.000,0.000,0.000
TCGA-A5-A0GB-01A,0.000,0.000,0.004,0.007,0.002,0.000,0.954,0.002,0.009,0.007,0.009,0.005,0.000,0.000,0.000,0.000
TCGA-B5-A11Y-01A,0.015,0.001,0.009,0.044,0.005,0.000,0.713,0.017,0.051,0.024,0.000,0.119,0.000,0.001,0.001,0.000
TCGA-AJ-A3IA-01A,0.001,0.003,0.012,0.008,0.004,0.000,0.701,0.021,0.034,0.133,0.022,0.059,0.002,0.000,0.000,0.000
TCGA-D1-A1NS-01A,0.006,0.000,0.003,0.000,0.004,0.001,0.901,0.022,0.013,0.024,0.000,0.024,0.000,0.000,0.001,0.000
TCGA-AX-A2H2-01A,0.032,0.002,0.015,0.005,0.001,0.000,0.861,0.010,0.008,0.013,0.026,0.027,0.000,0.000,0.000,0.000
TCGA-D1-A162-01A,0.016,0.001,0.003,0.001,0.001,0.000,0.843,0.017,0.026,0.028,0.010,0.054,0.000,0.000,0.000,0.000
TCGA-AP-A0LG-01A,0.000,0.000,0.003,0.002,0.001,0.000,0.908,0.014,0.016,0.040,0.009,0.006,0.000,0.000,0.000,0.000
TCGA-DF-A2KN-01A,0.009,0.000,0.010,0.015,0.012,0.000,0.744,0.008,0.032,0.036,0.013,0.117,0.001,0.000,0.001,0.000
TCGA-AX-A1C4-01A,0.000,0.000,0.000,0.001,0.000,0.000,0.958,0.002,0.005,0.033,0.001,0.000,0.000,0.000,0.000,0.000
TCGA-AJ-A3EJ-01A,0.006,0.001,0.020,0.000,0.000,0.001,0.778,0.000,0.041,0.097,0.002,0.054,0.001,0.000,0.000,0.000
TCGA-BK-A26L-01C,0.002,0.013,0.016,0.013,0.001,0.011,0.719,0.006,0.061,0.132,0.003,0.015,0.004,0.000,0.003,0.000
TCGA-A5-A2K3-01A,0.167,0.004,0.071,0.052,0.036,0.000,0.364,0.024,0.007,0.019,0.004,0.249,0.001,0.003,0.000,0.000
TCGA-AP-A05H-01A,0.004,0.000,0.003,0.000,0.000,0.000,0.820,0.001,0.005,0.122,0.043,0.000,0.000,0.000,0.000,0.000
TCGA-AX-A3FV-01A,0.000,0.000,0.004,0.004,0.011,0.001,0.935,0.000,0.006,0.000,0.014,0.022,0.003,0.000,0.000,0.001
TCGA-D1-A16F-01A,0.006,0.000,0.003,0.003,0.001,0.001,0.792,0.032,0.057,0.066,0.016,0.018,0.000,0.000,0.006,0.000
TCGA-JU-AAVI-01A,0.013,0.000,0.005,0.036,0.001,0.000,0.859,0.002,0.005,0.016,0.006,0.053,0.001,0.000,0.000,0.000
TCGA-AX-A06L-01A,0.020,0.006,0.016,0.012,0.003,0.002,0.690,0.051,0.016,0.136,0.011,0.028,0.006,0.003,0.000,0.000
TCGA-BG-A3PP-01A,0.003,0.000,0.005,0.001,0.000,0.000,0.889,0.001,0.009,0.060,0.012,0.021,0.000,0.000,0.000,0.000
TCGA-B5-A1MU-01A,0.007,0.001,0.015,0.008,0.005,0.001,0.578,0.000,0.032,0.240,0.008,0.099,0.001,0.000,0.004,0.000
TCGA-A5-A0RA-01A,0.007,0.002,0.004,0.002,0.000,0.001,0.887,0.032,0.019,0.033,0.002,0.009,0.000,0.000,0.000,0.000
TCGA-BG-A0MK-01A,0.012,0.000,0.010,0.002,0.004,0.000,0.800,0.015,0.049,0.068,0.009,0.031,0.001,0.000,0.000,0.000
TCGA-EO-A3L0-01A,0.000,0.001,0.004,0.004,0.000,0.000,0.894,0.007,0.030,0.035,0.016,0.008,0.000,0.000,0.000,0.000
TCGA-B5-A3F9-01A,0.015,0.001,0.010,0.001,0.002,0.001,0.826,0.006,0.018,0.081,0.000,0.040,0.000,0.000,0.000,0.000
TCGA-AJ-A2QO-01A,0.005,0.000,0.003,0.004,0.002,0.000,0.927,0.002,0.006,0.011,0.005,0.033,0.000,0.000,0.000,0.000
