,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-BP-4766-01A,0.008,0.000,0.001,0.002,0.000,0.006,0.001,0.243,0.000,0.128,0.149,0.000,0.009,0.014,0.000,0.437,0.437
TCGA-A3-3352-01A,0.011,0.000,0.006,0.002,0.000,0.009,0.003,0.259,0.000,0.099,0.131,0.001,0.019,0.009,0.000,0.448,0.448
TCGA-G6-A8L7-01A,0.049,0.000,0.005,0.003,0.010,0.000,0.000,0.054,0.002,0.110,0.045,0.000,0.005,0.000,0.000,0.718,0.718
TCGA-A3-A6NN-01A,0.004,0.000,0.008,0.002,0.004,0.007,0.006,0.332,0.037,0.079,0.127,0.002,0.024,0.012,0.001,0.356,0.356
TCGA-T7-A92I-01A,0.013,0.000,0.000,0.004,0.001,0.000,0.000,0.031,0.000,0.026,0.148,0.000,0.000,0.000,0.000,0.776,0.776
TCGA-B0-5713-01A,0.000,0.000,0.001,0.006,0.009,0.000,0.001,0.391,0.001,0.137,0.098,0.000,0.014,0.006,0.000,0.334,0.334
TCGA-CZ-4860-01A,0.001,0.000,0.011,0.000,0.007,0.000,0.000,0.026,0.118,0.011,0.168,0.000,0.000,0.000,0.000,0.657,0.657
TCGA-A3-3351-01A,0.004,0.001,0.014,0.018,0.044,0.000,0.050,0.206,0.001,0.143,0.194,0.008,0.001,0.018,0.001,0.297,0.297
TCGA-B8-4148-01A,0.009,0.001,0.008,0.055,0.040,0.000,0.027,0.248,0.001,0.124,0.153,0.000,0.012,0.012,0.000,0.310,0.310
TCGA-BP-4345-01A,0.001,0.000,0.019,0.000,0.012,0.000,0.006,0.238,0.235,0.280,0.168,0.000,0.003,0.001,0.001,0.035,0.035
TCGA-BP-5010-01A,0.001,0.000,0.004,0.001,0.010,0.000,0.004,0.235,0.235,0.322,0.065,0.000,0.002,0.001,0.000,0.119,0.119
TCGA-BP-4325-01A,0.003,0.000,0.001,0.015,0.028,0.000,0.001,0.180,0.001,0.071,0.184,0.000,0.003,0.007,0.000,0.507,0.507
TCGA-B0-5102-01A,0.017,0.000,0.001,0.002,0.007,0.000,0.001,0.152,0.001,0.074,0.109,0.000,0.003,0.000,0.000,0.632,0.632
TCGA-BP-5185-01A,0.023,0.000,0.000,0.001,0.003,0.000,0.000,0.146,0.000,0.127,0.066,0.000,0.000,0.000,0.000,0.634,0.634
TCGA-CZ-5986-01A,0.000,0.000,0.002,0.001,0.000,0.000,0.010,0.243,0.000,0.115,0.134,0.004,0.006,0.013,0.000,0.471,0.471
TCGA-CW-5590-01A,0.001,0.000,0.012,0.009,0.004,0.000,0.001,0.274,0.025,0.139,0.118,0.000,0.007,0.003,0.000,0.406,0.406
TCGA-CJ-4904-01A,0.001,0.000,0.002,0.004,0.016,0.000,0.012,0.394,0.001,0.173,0.114,0.000,0.004,0.004,0.000,0.274,0.274
TCGA-BP-4987-01A,0.001,0.000,0.001,0.011,0.015,0.000,0.002,0.300,0.001,0.153,0.117,0.000,0.013,0.010,0.000,0.376,0.376
TCGA-B0-4849-01A,0.007,0.000,0.002,0.006,0.004,0.000,0.009,0.298,0.001,0.223,0.102,0.000,0.010,0.010,0.010,0.317,0.317
TCGA-BP-4329-01A,0.006,0.000,0.006,0.000,0.003,0.001,0.009,0.255,0.029,0.180,0.136,0.001,0.005,0.004,0.001,0.365,0.365
TCGA-A3-3328-01A,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.003,0.026,0.000,0.000,0.003,0.000,0.928,0.928
TCGA-CJ-5672-01A,0.024,0.000,0.011,0.026,0.041,0.000,0.035,0.174,0.000,0.093,0.238,0.000,0.000,0.000,0.000,0.357,0.357
TCGA-B0-5104-01A,0.007,0.000,0.001,0.007,0.000,0.000,0.001,0.247,0.001,0.150,0.097,0.000,0.000,0.009,0.013,0.468,0.468
TCGA-CW-6097-01A,0.012,0.030,0.027,0.001,0.039,0.003,0.040,0.172,0.154,0.098,0.162,0.001,0.001,0.006,0.001,0.254,0.254
TCGA-B0-4700-01A,0.023,0.000,0.031,0.022,0.039,0.000,0.007,0.156,0.208,0.142,0.171,0.000,0.003,0.001,0.001,0.195,0.195
TCGA-B0-5095-01A,0.008,0.002,0.012,0.004,0.020,0.001,0.008,0.210,0.263,0.216,0.078,0.000,0.011,0.012,0.001,0.155,0.155
TCGA-B0-4810-01A,0.020,0.000,0.018,0.028,0.022,0.000,0.001,0.226,0.052,0.181,0.127,0.000,0.010,0.006,0.001,0.308,0.308
TCGA-CJ-4901-01A,0.038,0.001,0.023,0.041,0.040,0.000,0.015,0.155,0.037,0.089,0.216,0.000,0.014,0.002,0.001,0.328,0.328
TCGA-CJ-4643-01A,0.009,0.000,0.004,0.010,0.008,0.000,0.018,0.314,0.006,0.228,0.129,0.000,0.008,0.014,0.001,0.249,0.249
TCGA-B8-A54H-01A,0.007,0.000,0.001,0.010,0.025,0.000,0.001,0.342,0.001,0.110,0.086,0.000,0.007,0.007,0.000,0.402,0.402
TCGA-AK-3429-01A,0.012,0.000,0.010,0.021,0.047,0.000,0.030,0.205,0.000,0.100,0.134,0.000,0.000,0.000,0.000,0.441,0.441
TCGA-B0-4834-01A,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.172,0.000,0.120,0.025,0.000,0.000,0.000,0.000,0.676,0.676
TCGA-B0-4843-01A,0.000,0.000,0.009,0.000,0.000,0.000,0.013,0.268,0.102,0.322,0.059,0.000,0.003,0.004,0.000,0.219,0.219
TCGA-A3-3382-01A,0.005,0.000,0.011,0.009,0.014,0.000,0.001,0.168,0.003,0.111,0.141,0.000,0.010,0.010,0.000,0.516,0.516
TCGA-BP-4338-01A,0.009,0.000,0.006,0.000,0.001,0.000,0.000,0.027,0.000,0.023,0.216,0.000,0.000,0.001,0.000,0.717,0.717
TCGA-B4-5832-01A,0.002,0.000,0.002,0.001,0.014,0.000,0.000,0.142,0.065,0.087,0.154,0.000,0.000,0.002,0.000,0.531,0.531
TCGA-CW-6088-01A,0.003,0.000,0.003,0.003,0.001,0.000,0.004,0.381,0.009,0.132,0.086,0.005,0.013,0.016,0.000,0.344,0.344
TCGA-A3-A6NJ-01A,0.013,0.000,0.008,0.013,0.037,0.000,0.007,0.323,0.001,0.061,0.168,0.000,0.006,0.010,0.001,0.352,0.352
TCGA-B0-5088-01A,0.010,0.001,0.013,0.002,0.010,0.003,0.009,0.242,0.004,0.195,0.199,0.001,0.005,0.005,0.000,0.301,0.301
TCGA-A3-3308-01A,0.005,0.000,0.013,0.000,0.002,0.000,0.002,0.267,0.088,0.159,0.115,0.000,0.005,0.007,0.000,0.334,0.334
TCGA-CW-5589-01A,0.011,0.000,0.010,0.002,0.002,0.003,0.014,0.287,0.007,0.129,0.145,0.004,0.011,0.008,0.001,0.367,0.367
TCGA-B0-5702-01A,0.041,0.000,0.013,0.001,0.002,0.000,0.001,0.121,0.087,0.099,0.101,0.000,0.010,0.000,0.000,0.522,0.522
TCGA-BP-4169-01A,0.014,0.003,0.010,0.009,0.013,0.009,0.023,0.284,0.083,0.198,0.117,0.006,0.006,0.021,0.023,0.181,0.181
TCGA-CZ-5468-01A,0.001,0.000,0.014,0.001,0.007,0.000,0.000,0.094,0.036,0.104,0.170,0.000,0.004,0.001,0.000,0.568,0.568
TCGA-A3-3313-01A,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.001,0.054,0.088,0.000,0.000,0.004,0.000,0.779,0.779
TCGA-BP-4782-01A,0.002,0.000,0.014,0.007,0.011,0.000,0.000,0.237,0.006,0.134,0.168,0.000,0.009,0.002,0.000,0.409,0.409
TCGA-3Z-A93Z-01A,0.016,0.000,0.006,0.006,0.002,0.000,0.004,0.288,0.026,0.124,0.075,0.000,0.010,0.003,0.000,0.439,0.439
TCGA-CZ-5454-01A,0.000,0.000,0.005,0.000,0.002,0.002,0.000,0.163,0.000,0.061,0.366,0.000,0.000,0.002,0.000,0.400,0.400
TCGA-A3-3358-01A,0.032,0.000,0.014,0.008,0.012,0.001,0.016,0.189,0.001,0.063,0.222,0.002,0.006,0.005,0.001,0.428,0.428
TCGA-CJ-6031-01A,0.009,0.001,0.017,0.001,0.019,0.000,0.007,0.207,0.145,0.195,0.198,0.002,0.005,0.002,0.000,0.192,0.192
TCGA-BP-4790-01A,0.011,0.003,0.025,0.003,0.055,0.004,0.029,0.217,0.139,0.143,0.162,0.001,0.001,0.011,0.001,0.196,0.196
TCGA-B0-5699-01A,0.000,0.000,0.010,0.001,0.003,0.000,0.021,0.224,0.001,0.085,0.121,0.000,0.013,0.011,0.000,0.511,0.511
TCGA-CJ-4635-01A,0.010,0.000,0.010,0.024,0.042,0.000,0.002,0.174,0.038,0.072,0.193,0.000,0.001,0.006,0.000,0.426,0.426
TCGA-A3-A8CQ-01A,0.006,0.000,0.002,0.010,0.001,0.001,0.009,0.339,0.001,0.192,0.090,0.000,0.004,0.010,0.000,0.334,0.334
TCGA-AK-3447-01A,0.026,0.000,0.001,0.001,0.000,0.000,0.000,0.032,0.000,0.002,0.015,0.000,0.000,0.000,0.000,0.923,0.923
TCGA-BP-4159-01A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.316,0.000,0.316,0.101,0.000,0.007,0.000,0.000,0.258,0.258
TCGA-B0-5698-01A,0.008,0.000,0.016,0.002,0.015,0.000,0.018,0.249,0.001,0.075,0.204,0.000,0.000,0.007,0.010,0.394,0.394
TCGA-A3-A8OU-01A,0.014,0.000,0.003,0.007,0.004,0.000,0.016,0.262,0.014,0.109,0.118,0.000,0.009,0.009,0.001,0.433,0.433
