,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-HQ-A5NE-01A,0.000,0.000,0.031,0.000,0.000,0.001,0.009,0.049,0.096,0.027,0.018,0.003,0.000,0.014,0.001,0.749,0.749
TCGA-FD-A5BT-01A,0.015,0.001,0.023,0.026,0.016,0.000,0.024,0.033,0.464,0.017,0.156,0.000,0.001,0.001,0.000,0.222,0.222
TCGA-DK-A3IQ-01A,0.000,0.000,0.008,0.001,0.001,0.001,0.001,0.046,0.638,0.047,0.032,0.004,0.000,0.007,0.000,0.215,0.215
TCGA-ZF-AA4X-01A,0.000,0.000,0.009,0.012,0.000,0.006,0.009,0.016,0.000,0.006,0.002,0.000,0.000,0.007,0.000,0.932,0.932
TCGA-GD-A3OQ-01A,0.000,0.000,0.016,0.004,0.000,0.000,0.001,0.020,0.022,0.011,0.002,0.000,0.000,0.010,0.000,0.912,0.912
TCGA-ZF-AA51-01A,0.025,0.000,0.056,0.005,0.000,0.000,0.021,0.030,0.084,0.010,0.062,0.000,0.000,0.001,0.005,0.701,0.701
TCGA-FD-A3SS-01A,0.002,0.000,0.003,0.002,0.002,0.002,0.000,0.015,0.052,0.027,0.009,0.000,0.000,0.003,0.000,0.883,0.883
TCGA-DK-AA71-01A,0.000,0.000,0.009,0.007,0.001,0.000,0.000,0.020,0.017,0.009,0.017,0.000,0.000,0.001,0.000,0.919,0.919
TCGA-4Z-AA83-01A,0.000,0.000,0.010,0.005,0.000,0.000,0.010,0.035,0.001,0.060,0.015,0.001,0.000,0.007,0.000,0.855,0.855
TCGA-ZF-A9R4-01A,0.001,0.001,0.007,0.028,0.000,0.000,0.000,0.015,0.000,0.005,0.024,0.000,0.000,0.008,0.000,0.912,0.912
TCGA-BT-A20P-01A,0.000,0.000,0.001,0.003,0.000,0.000,0.000,0.020,0.001,0.021,0.006,0.000,0.000,0.001,0.000,0.947,0.947
TCGA-HQ-A2OE-01A,0.003,0.000,0.009,0.001,0.001,0.000,0.001,0.018,0.000,0.007,0.007,0.000,0.000,0.009,0.000,0.943,0.943
TCGA-R3-A69X-01A,0.011,0.002,0.048,0.010,0.003,0.001,0.032,0.067,0.130,0.071,0.077,0.002,0.000,0.009,0.000,0.539,0.539
TCGA-BT-A3PH-01A,0.007,0.000,0.002,0.006,0.001,0.000,0.000,0.038,0.017,0.017,0.019,0.001,0.000,0.004,0.000,0.887,0.887
TCGA-UY-A9PA-01A,0.000,0.000,0.017,0.025,0.000,0.001,0.016,0.020,0.000,0.004,0.012,0.002,0.000,0.012,0.000,0.891,0.891
TCGA-BL-A13J-01B,0.013,0.004,0.035,0.049,0.002,0.005,0.002,0.047,0.129,0.042,0.031,0.012,0.000,0.035,0.001,0.593,0.593
TCGA-CF-A3MI-01A,0.000,0.000,0.000,0.004,0.000,0.000,0.003,0.051,0.000,0.025,0.001,0.000,0.000,0.000,0.000,0.914,0.914
TCGA-XF-AAMW-01A,0.000,0.000,0.027,0.001,0.000,0.000,0.016,0.037,0.102,0.016,0.046,0.000,0.000,0.005,0.000,0.750,0.750
