,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-94-7943-01A,0.005,0.001,0.017,0.000,0.011,0.000,0.818,0.009,0.014,0.034,0.011,0.073,0.004,0.000,0.002,0.000
TCGA-68-8251-01A,0.012,0.013,0.048,0.010,0.007,0.000,0.625,0.022,0.036,0.153,0.006,0.063,0.003,0.000,0.001,0.000
TCGA-33-A5GW-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.947,0.003,0.021,0.004,0.009,0.014,0.001,0.000,0.000,0.000
TCGA-85-8070-01A,0.019,0.000,0.000,0.001,0.000,0.000,0.917,0.003,0.013,0.015,0.017,0.011,0.000,0.000,0.004,0.000
TCGA-85-8479-01A,0.000,0.000,0.003,0.000,0.003,0.000,0.919,0.007,0.044,0.004,0.011,0.004,0.000,0.000,0.006,0.000
TCGA-22-5482-01A,0.007,0.000,0.009,0.000,0.001,0.000,0.811,0.006,0.028,0.095,0.003,0.039,0.001,0.000,0.001,0.000
TCGA-21-1077-01A,0.040,0.001,0.017,0.000,0.001,0.000,0.713,0.016,0.030,0.100,0.013,0.065,0.003,0.000,0.001,0.000
TCGA-43-6773-01A,0.093,0.026,0.029,0.007,0.013,0.000,0.376,0.012,0.084,0.196,0.029,0.130,0.001,0.000,0.001,0.001
TCGA-34-8455-01A,0.023,0.000,0.017,0.004,0.000,0.000,0.728,0.000,0.069,0.087,0.026,0.035,0.003,0.000,0.006,0.000
TCGA-85-7950-01A,0.006,0.014,0.082,0.001,0.024,0.000,0.544,0.017,0.043,0.205,0.003,0.056,0.002,0.000,0.001,0.000
TCGA-60-2715-01A,0.016,0.003,0.038,0.003,0.012,0.000,0.349,0.050,0.108,0.220,0.028,0.157,0.007,0.001,0.006,0.001
TCGA-85-A5B5-01A,0.002,0.012,0.004,0.000,0.000,0.000,0.822,0.011,0.016,0.090,0.001,0.040,0.001,0.000,0.000,0.000
TCGA-33-4583-01A,0.001,0.001,0.001,0.022,0.000,0.000,0.925,0.000,0.008,0.005,0.007,0.025,0.002,0.000,0.000,0.001
TCGA-60-2725-01A,0.021,0.004,0.033,0.004,0.015,0.000,0.519,0.033,0.055,0.126,0.019,0.147,0.005,0.001,0.009,0.010
TCGA-85-8072-01A,0.017,0.009,0.013,0.011,0.007,0.000,0.726,0.016,0.037,0.055,0.009,0.098,0.002,0.000,0.001,0.000
